image_a,image_b,code_a,code_b,building,group_ids,context,N,worker,direction,source_id,target_id,training_pair_workers,estimated_ratio,actual_target_seconds,predicted_target_seconds,copy_source_log_error,calibrated_log_error,personal_outside_building_baseline_log_error,information_condition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W001,a_to_b,1870bb9b73b8e731,a800c13498de5044,18,0.7554152327780024,43.99999999999999,28.70577884556409,0.14660347419187536,0.42709117791760653,0.37469344944141136,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W001,b_to_a,a800c13498de5044,1870bb9b73b8e731,18,1.3237752650585946,37.99999999999999,58.246111662578166,0.14660347419187536,0.42709117791760653,0.5212969236332867,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W002,a_to_b,dc2410f47b0ae7f6,2cb026abc8f06cca,18,0.8299320365877504,15.0,13.278912585404004,0.06453852113757108,0.12187294403578601,0.8754687373538999,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W002,b_to_a,2cb026abc8f06cca,dc2410f47b0ae7f6,18,1.204917940162282,15.999999999999998,18.073769102434234,0.06453852113757108,0.12187294403578601,0.8109302162163288,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W006,a_to_b,62350f1ba1f6f629,075417b5f26b1723,18,1.029978282857408,43.99999999999999,251.3147010172076,1.7129785913749411,1.7425163087897435,1.1716374236829998,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W006,b_to_a,075417b5f26b1723,62350f1ba1f6f629,18,0.9708942573291536,244.00000000000006,42.719347322482754,1.7129785913749411,1.7425163087897435,0.5413411676919413,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W008,a_to_b,ced04aaa4e1efa7e,bf182260d97e72b4,18,1.029978282857408,304.00000000000006,562.3681424401448,0.5855912743386833,0.615128991753486,0.45258303108523457,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W008,b_to_a,bf182260d97e72b4,ced04aaa4e1efa7e,18,0.9708942573291536,546.0,295.15185422806275,0.5855912743386833,0.615128991753486,0.13300824325344873,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W010,a_to_b,95c53ad8a5a96289,82fb1dbda549df08,18,1.029978282857408,88.00000000000003,157.58667727718338,0.5531011069142284,0.5826388243290318,0.42793796396022277,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W010,b_to_a,82fb1dbda549df08,95c53ad8a5a96289,18,0.9708942573291536,152.99999999999997,85.43869464496557,0.5531011069142284,0.5826388243290318,0.12516314295400566,other_people_both_views_observed; target_person_source_view_observed
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-08,7y3sRwLe3Va-12,7y3sRwLe3Va,G014,P1|0|oos,19,W011,a_to_b,255bcfbc04e42564,b2e72f1eccfff1ce,18,0.7554152327780024,412.0000000000001,210.00543471228465,0.39340223565888977,0.6738899393846203,0.48368908233099006,other_people_both_views_observed; target_person_source_view_observed
