code,image_id,building,condition,method,N,clusters,supported,singletons,singleton_mass,largest_share,sizes,compatible_pairs,compatible_pairs_split,open_triangles,total_triples
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,OSPA1_6,24,1,1,0,0.0,1.0,24,276,0,0,2024
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Hausdorff_6,24,4,3,1,0.041666666666666664,0.75,18;3;2;1,247,90,236,2024
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Hausdorff_9,24,2,2,0,0.0,0.8333333333333334,20;4,274,78,44,2024
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Hausdorff_12,24,1,1,0,0.0,1.0,24,276,0,0,2024
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,OSPA1_6_AND_H9,24,2,2,0,0.0,0.8333333333333334,20;4,274,78,44,2024
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,OSPA1_6,24,1,1,0,0.0,1.0,24,276,0,0,2024
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Hausdorff_6,24,4,2,2,0.08333333333333333,0.8333333333333334,20;2;1;1,210,19,19,2024
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Hausdorff_9,24,3,2,1,0.041666666666666664,0.875,21;2;1,222,11,121,2024
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Hausdorff_12,24,3,2,1,0.041666666666666664,0.875,21;2;1,239,28,136,2024
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,OSPA1_6_AND_H9,24,3,2,1,0.041666666666666664,0.875,21;2;1,222,11,121,2024
e9zR4mvMWw7-17,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,OSPA1_6,6,1,1,0,0.0,1.0,6,15,0,0,20
e9zR4mvMWw7-17,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,Hausdorff_6,6,3,3,0,0.0,0.3333333333333333,2;2;2,5,2,2,20
e9zR4mvMWw7-17,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,Hausdorff_9,6,2,2,0,0.0,0.6666666666666666,4;2,8,1,4,20
e9zR4mvMWw7-17,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,Hausdorff_12,6,2,2,0,0.0,0.6666666666666666,4;2,9,2,6,20
e9zR4mvMWw7-17,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,OSPA1_6_AND_H9,6,2,2,0,0.0,0.6666666666666666,4;2,8,1,4,20
e9zR4mvMWw7-19,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,OSPA1_6,24,6,3,3,0.125,0.4166666666666667,10;7;4;1;1;1,81,9,109,2024
e9zR4mvMWw7-19,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Hausdorff_6,24,10,5,5,0.20833333333333334,0.25,6;4;3;3;3;1;1;1;1;1,34,4,8,2024
e9zR4mvMWw7-19,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Hausdorff_9,24,9,5,4,0.16666666666666666,0.2916666666666667,7;4;3;3;3;1;1;1;1,46,10,22,2024
e9zR4mvMWw7-19,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Hausdorff_12,24,8,4,4,0.16666666666666666,0.2916666666666667,7;6;4;3;1;1;1;1,64,19,47,2024
e9zR4mvMWw7-19,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,OSPA1_6_AND_H9,24,9,5,4,0.16666666666666666,0.2916666666666667,7;4;3;3;3;1;1;1;1,46,10,22,2024
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,OSPA1_6,24,2,2,0,0.0,0.9166666666666666,22;2,232,0,0,2024
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Hausdorff_6,24,4,4,0,0.0,0.625,15;4;3;2,229,114,336,2024
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Hausdorff_9,24,2,2,0,0.0,0.875,21;3,274,61,42,2024
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,Hausdorff_12,24,1,1,0,0.0,1.0,24,276,0,0,2024
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,OSPA1_6_AND_H9,24,3,3,0,0.0,0.7916666666666666,19;3;2,230,55,38,2024
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,OSPA1_6,24,5,2,3,0.125,0.75,18;3;1;1;1,173,17,17,2024
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Hausdorff_6,24,7,3,4,0.16666666666666666,0.375,9;8;3;1;1;1;1,131,64,102,2024
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Hausdorff_9,24,6,2,4,0.16666666666666666,0.7083333333333334,17;3;1;1;1;1,139,0,0,2024
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Hausdorff_12,24,6,2,4,0.16666666666666666,0.7083333333333334,17;3;1;1;1;1,147,8,72,2024
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,OSPA1_6_AND_H9,24,6,2,4,0.16666666666666666,0.7083333333333334,17;3;1;1;1;1,139,0,0,2024
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,OSPA1_6,4,2,1,1,0.25,0.75,3;1,3,0,0,4
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,Hausdorff_6,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,Hausdorff_9,4,3,1,2,0.5,0.5,2;1;1,2,1,1,4
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,Hausdorff_12,4,3,1,2,0.5,0.5,2;1;1,2,1,1,4
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,OSPA1_6_AND_H9,4,3,1,2,0.5,0.5,2;1;1,2,1,1,4
jh4fc5c5qoQ-04,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-04,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-04,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-04,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-04,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-09,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-09,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-09,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-09,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-09,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-10,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-10,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-10,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-10,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-10,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-12,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-12,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-12,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-12,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-12,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-13,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jh4fc5c5qoQ-13,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jh4fc5c5qoQ-13,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
jh4fc5c5qoQ-13,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
jh4fc5c5qoQ-13,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
jh4fc5c5qoQ-14,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-14,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-14,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-14,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jh4fc5c5qoQ-14,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,manual,OSPA1_6,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,manual,Hausdorff_6,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,manual,Hausdorff_9,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,manual,Hausdorff_12,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,manual,OSPA1_6_AND_H9,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,manual,OSPA1_6,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,manual,Hausdorff_6,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,1,0,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,manual,Hausdorff_9,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,manual,Hausdorff_12,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,manual,OSPA1_6_AND_H9,3,1,1,0,0.0,1.0,3,3,0,0,1
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,OSPA1_6,6,1,1,0,0.0,1.0,6,15,0,0,20
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,Hausdorff_6,6,3,2,1,0.16666666666666666,0.5,3;2;1,8,4,8,20
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,Hausdorff_9,6,2,1,1,0.16666666666666666,0.8333333333333334,5;1,13,3,6,20
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,Hausdorff_12,6,1,1,0,0.0,1.0,6,15,0,0,20
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,OSPA1_6_AND_H9,6,2,1,1,0.16666666666666666,0.8333333333333334,5;1,13,3,6,20
jtcxE69GiFV-09,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-09,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-09,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-09,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-09,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-10,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-11,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-12,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-13,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-17,jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,OSPA1_6,4,2,1,1,0.25,0.75,3;1,3,0,0,4
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,Hausdorff_6,4,2,1,1,0.25,0.75,3;1,3,0,0,4
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,Hausdorff_9,4,2,1,1,0.25,0.75,3;1,3,0,0,4
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,Hausdorff_12,4,2,1,1,0.25,0.75,3;1,3,0,0,4
jtcxE69GiFV-18,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,OSPA1_6_AND_H9,4,2,1,1,0.25,0.75,3;1,3,0,0,4
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,manual,Hausdorff_6,2,1,1,0,0.0,1.0,2,1,0,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,manual,Hausdorff_9,2,1,1,0,0.0,1.0,2,1,0,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
jtcxE69GiFV-22,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,manual,OSPA1_6_AND_H9,2,1,1,0,0.0,1.0,2,1,0,0,0
jtcxE69GiFV-23,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-23,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-23,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-23,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-23,jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-26,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,OSPA1_6,4,2,2,0,0.0,0.5,2;2,2,0,0,4
jtcxE69GiFV-26,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,Hausdorff_6,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
jtcxE69GiFV-26,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,Hausdorff_9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
jtcxE69GiFV-26,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,Hausdorff_12,4,2,2,0,0.0,0.5,2;2,2,0,0,4
jtcxE69GiFV-26,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,OSPA1_6_AND_H9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
jtcxE69GiFV-28,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,OSPA1_6,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
jtcxE69GiFV-28,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,Hausdorff_6,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
jtcxE69GiFV-28,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,Hausdorff_9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
jtcxE69GiFV-28,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,Hausdorff_12,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
jtcxE69GiFV-28,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,OSPA1_6_AND_H9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
jtcxE69GiFV-30,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
jtcxE69GiFV-30,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
