code,image_id,building,condition,id_a,id_b,worker_a,worker_b,n_a,n_b,same_count,ospa1,ospa2,cardinality_floor,hausdorff,directed_a,directed_b,nn_mean,sum_assignment_max,bottleneck,uncovered_a_3,uncovered_b_3,matched_3,one_to_one_unmatched_3,uncovered_a_6,uncovered_b_6,matched_6,one_to_one_unmatched_6,uncovered_a_9,uncovered_b_9,matched_9,one_to_one_unmatched_9,uncovered_a_12,uncovered_b_12,matched_12,one_to_one_unmatched_12
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,e43b14b1a0c01b0f,6a317a400188cb9b,W012,W032,8,8,True,1.3820574753690962,1.4571300835579513,0.0,2.075544698548596,2.075544698548596,2.075544698548596,1.3820574753690962,2.075544698548596,2.075544698548596,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,e43b14b1a0c01b0f,5f9c3715d22ae336,W012,W033,8,8,True,1.3480920756919503,1.4738543370083788,0.0,2.494799387071401,2.494799387071401,2.494799387071401,1.3480920756919503,2.494799387071401,2.494799387071401,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,e43b14b1a0c01b0f,2c487c4855775399,W012,W034,8,8,True,2.2026751882151423,2.51357401364707,0.0,4.069323217926573,4.069323217926573,4.069323217926573,2.2026751882151423,4.069323217926573,4.069323217926573,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,e43b14b1a0c01b0f,f25bd8df99652c2b,W012,W035,8,8,True,1.9133435353713182,2.1683795866803317,0.0,3.8029912286218672,3.8029912286218672,3.8029912286218672,1.9133435353713182,3.8029912286218672,3.8029912286218672,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,e43b14b1a0c01b0f,4bfc0d70b116500c,W012,W036,8,8,True,1.4716249117590292,1.5697966464460726,0.0,2.3279722102891895,2.3279722102891895,2.3279722102891895,1.4716249117590292,2.3279722102891895,2.3279722102891895,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,e43b14b1a0c01b0f,922f49b7c63582f6,W012,W037,8,8,True,1.6171029215088228,1.7697143955807506,0.0,3.068237369424312,3.068237369424312,3.068237369424312,1.6171029215088228,3.068237369424312,3.068237369424312,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,9bf982556e9845da,W013,W014,8,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,6c26d77b8fe5e104,W013,W015,8,8,True,0.2823401615707242,0.7985785713918583,0.0,2.258721292565794,2.258721292565794,2.258721292565794,0.2823401615707242,2.258721292565794,2.258721292565794,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,cbfa1db9b3b7ec4d,W013,W017,8,8,True,0.2823401615707242,0.7985785713918583,0.0,2.258721292565794,2.258721292565794,2.258721292565794,0.2823401615707242,2.258721292565794,2.258721292565794,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,b86432f92a43add3,W013,W018,8,8,True,0.7753688735386317,1.0558490487917047,0.0,2.5559653051457762,2.5559653051457762,2.5559653051457762,0.7753688735386317,2.5559653051457762,2.5559653051457762,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,9130e3a10b708f2c,W013,W021,8,8,True,1.1968799297917534,1.2475272062716039,0.0,1.7397959544589887,1.7397959544589887,1.7397959544589887,1.1968799297917534,1.7397959544589887,1.7397959544589887,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,2099f09dd0969482,W013,W027,8,8,True,1.1113281176551535,1.3729235171420582,0.0,2.2346360526750124,2.2346360526750124,2.2346360526750124,1.1113281176551535,2.2346360526750124,2.2346360526750124,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,3040d441f80810e4,W013,W028,8,8,True,0.9139739791101225,1.0358058297948372,0.0,1.7237585247301028,1.7237585247301028,1.7237585247301028,0.9139739791101225,1.7237585247301028,1.7237585247301028,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,be7a92e1f36d2292,W013,W029,8,8,True,2.137854966515864,2.6258645290671296,0.0,5.196664165866327,5.196664165866327,5.196664165866327,2.137854966515864,5.196664165866327,5.196664165866327,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,674ea0b8b27fa7c7,W013,W030,8,8,True,1.6640811555446673,1.7876499396790915,0.0,2.8796342913631707,2.8796342913631707,2.8796342913631707,1.6640811555446673,2.8796342913631707,2.8796342913631707,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,9c964b13299f32cb,W013,W031,8,8,True,0.860700569484544,1.0195371714025652,0.0,1.7441137181071356,1.7441137181071356,1.7441137181071356,0.860700569484544,1.7441137181071356,1.7441137181071356,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,6a317a400188cb9b,W013,W032,8,8,True,0.8679431585937751,1.0291242084381427,0.0,2.144720434584197,2.144720434584197,2.144720434584197,0.8679431585937751,2.144720434584197,2.144720434584197,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,5f9c3715d22ae336,W013,W033,8,8,True,1.2658283855767731,1.364417705504893,0.0,2.096730635465836,2.096730635465836,2.096730635465836,1.2658283855767731,2.096730635465836,2.096730635465836,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,2c487c4855775399,W013,W034,8,8,True,1.2806880736391442,1.5791592254280227,0.0,3.542022994853944,3.542022994853944,3.542022994853944,1.2806880736391442,3.542022994853944,3.542022994853944,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,f25bd8df99652c2b,W013,W035,8,8,True,1.821604591248863,2.0418778308141152,0.0,3.3109266985337906,3.3109266985337906,3.3109266985337906,1.821604591248863,3.3109266985337906,3.3109266985337906,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,4bfc0d70b116500c,W013,W036,8,8,True,1.260250843448308,1.542890542398695,0.0,3.138280208228856,3.138280208228856,3.138280208228856,1.260250843448308,3.138280208228856,3.138280208228856,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,a73527487e1ba30e,922f49b7c63582f6,W013,W037,8,8,True,1.665826653034056,1.9724584633192022,0.0,3.5303729933400056,3.5303729933400056,3.5303729933400056,1.665826653034056,3.5303729933400056,3.5303729933400056,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,6c26d77b8fe5e104,W014,W015,8,8,True,0.2823401615707242,0.7985785713918583,0.0,2.258721292565794,2.258721292565794,2.258721292565794,0.2823401615707242,2.258721292565794,2.258721292565794,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,cbfa1db9b3b7ec4d,W014,W017,8,8,True,0.2823401615707242,0.7985785713918583,0.0,2.258721292565794,2.258721292565794,2.258721292565794,0.2823401615707242,2.258721292565794,2.258721292565794,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,b86432f92a43add3,W014,W018,8,8,True,0.7753688735386317,1.0558490487917047,0.0,2.5559653051457762,2.5559653051457762,2.5559653051457762,0.7753688735386317,2.5559653051457762,2.5559653051457762,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,9130e3a10b708f2c,W014,W021,8,8,True,1.1968799297917534,1.2475272062716039,0.0,1.7397959544589887,1.7397959544589887,1.7397959544589887,1.1968799297917534,1.7397959544589887,1.7397959544589887,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,2099f09dd0969482,W014,W027,8,8,True,1.1113281176551535,1.3729235171420582,0.0,2.2346360526750124,2.2346360526750124,2.2346360526750124,1.1113281176551535,2.2346360526750124,2.2346360526750124,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,3040d441f80810e4,W014,W028,8,8,True,0.9139739791101225,1.0358058297948372,0.0,1.7237585247301028,1.7237585247301028,1.7237585247301028,0.9139739791101225,1.7237585247301028,1.7237585247301028,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,be7a92e1f36d2292,W014,W029,8,8,True,2.137854966515864,2.6258645290671296,0.0,5.196664165866327,5.196664165866327,5.196664165866327,2.137854966515864,5.196664165866327,5.196664165866327,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,674ea0b8b27fa7c7,W014,W030,8,8,True,1.6640811555446673,1.7876499396790915,0.0,2.8796342913631707,2.8796342913631707,2.8796342913631707,1.6640811555446673,2.8796342913631707,2.8796342913631707,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,9c964b13299f32cb,W014,W031,8,8,True,0.860700569484544,1.0195371714025652,0.0,1.7441137181071356,1.7441137181071356,1.7441137181071356,0.860700569484544,1.7441137181071356,1.7441137181071356,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,6a317a400188cb9b,W014,W032,8,8,True,0.8679431585937751,1.0291242084381427,0.0,2.144720434584197,2.144720434584197,2.144720434584197,0.8679431585937751,2.144720434584197,2.144720434584197,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,5f9c3715d22ae336,W014,W033,8,8,True,1.2658283855767731,1.364417705504893,0.0,2.096730635465836,2.096730635465836,2.096730635465836,1.2658283855767731,2.096730635465836,2.096730635465836,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,2c487c4855775399,W014,W034,8,8,True,1.2806880736391442,1.5791592254280227,0.0,3.542022994853944,3.542022994853944,3.542022994853944,1.2806880736391442,3.542022994853944,3.542022994853944,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,f25bd8df99652c2b,W014,W035,8,8,True,1.821604591248863,2.0418778308141152,0.0,3.3109266985337906,3.3109266985337906,3.3109266985337906,1.821604591248863,3.3109266985337906,3.3109266985337906,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,4bfc0d70b116500c,W014,W036,8,8,True,1.260250843448308,1.542890542398695,0.0,3.138280208228856,3.138280208228856,3.138280208228856,1.260250843448308,3.138280208228856,3.138280208228856,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,9bf982556e9845da,922f49b7c63582f6,W014,W037,8,8,True,1.665826653034056,1.9724584633192022,0.0,3.5303729933400056,3.5303729933400056,3.5303729933400056,1.665826653034056,3.5303729933400056,3.5303729933400056,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,cbfa1db9b3b7ec4d,W015,W017,8,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,b86432f92a43add3,W015,W018,8,8,True,0.4962830940155729,0.557907746181473,0.0,0.8972292670409907,0.8972292670409907,0.8972292670409907,0.4962830940155729,0.8972292670409907,0.8972292670409907,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,9130e3a10b708f2c,W015,W021,8,8,True,1.180262157315243,1.2323732390172,0.0,1.7397959544589887,1.7397959544589887,1.7397959544589887,1.180262157315243,1.7397959544589887,1.7397959544589887,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,2099f09dd0969482,W015,W027,8,8,True,0.9347592015354276,1.159826327323836,0.0,2.228415442638072,2.228415442638072,2.228415442638072,0.9347592015354276,2.228415442638072,2.228415442638072,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,3040d441f80810e4,W015,W028,8,8,True,0.8814178765061542,0.9981849210598582,0.0,1.7237585247301028,1.7237585247301028,1.7237585247301028,0.8814178765061542,1.7237585247301028,1.7237585247301028,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,be7a92e1f36d2292,W015,W029,8,8,True,2.146087603926124,2.6380961749398204,0.0,5.196664165866327,5.196664165866327,5.196664165866327,2.146087603926124,5.196664165866327,5.196664165866327,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,674ea0b8b27fa7c7,W015,W030,8,8,True,1.6176335758345475,1.7567861113988026,0.0,2.8796342913631707,2.8796342913631707,2.8796342913631707,1.6176335758345475,2.8796342913631707,2.8796342913631707,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,9c964b13299f32cb,W015,W031,8,8,True,0.7336641145872913,0.8544736205956299,0.0,1.7441137181071356,1.7441137181071356,1.7441137181071356,0.7336641145872913,1.7441137181071356,1.7441137181071356,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,6a317a400188cb9b,W015,W032,8,8,True,0.630171265093697,0.7010506013003223,0.0,1.217968354158557,1.217968354158557,1.217968354158557,0.630171265093697,1.217968354158557,1.217968354158557,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,5f9c3715d22ae336,W015,W033,8,8,True,1.3300375981130692,1.431218617488312,0.0,2.096730635465836,2.096730635465836,2.096730635465836,1.3300375981130692,2.096730635465836,2.096730635465836,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,2c487c4855775399,W015,W034,8,8,True,1.1518288591373265,1.3090977178278655,0.0,2.5111492788394023,2.5111492788394023,2.5111492788394023,1.1518288591373265,2.5111492788394023,2.5111492788394023,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,f25bd8df99652c2b,W015,W035,8,8,True,1.96088931241075,2.1934316987576263,0.0,3.3109266985337906,3.3109266985337906,3.3109266985337906,1.96088931241075,3.3109266985337906,3.3109266985337906,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,4bfc0d70b116500c,W015,W036,8,8,True,0.9892106746582858,1.125616904593947,0.0,1.9712032889895243,1.9712032889895243,1.9712032889895243,0.9892106746582858,1.9712032889895243,1.9712032889895243,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,6c26d77b8fe5e104,922f49b7c63582f6,W015,W037,8,8,True,1.4944802916070181,1.7075233117985968,0.0,3.2375243931672757,3.2375243931672757,3.2375243931672757,1.4944802916070181,3.2375243931672757,3.2375243931672757,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,b86432f92a43add3,W017,W018,8,8,True,0.4962830940155729,0.557907746181473,0.0,0.8972292670409907,0.8972292670409907,0.8972292670409907,0.4962830940155729,0.8972292670409907,0.8972292670409907,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,9130e3a10b708f2c,W017,W021,8,8,True,1.180262157315243,1.2323732390172,0.0,1.7397959544589887,1.7397959544589887,1.7397959544589887,1.180262157315243,1.7397959544589887,1.7397959544589887,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,2099f09dd0969482,W017,W027,8,8,True,0.9347592015354276,1.159826327323836,0.0,2.228415442638072,2.228415442638072,2.228415442638072,0.9347592015354276,2.228415442638072,2.228415442638072,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,3040d441f80810e4,W017,W028,8,8,True,0.8814178765061542,0.9981849210598582,0.0,1.7237585247301028,1.7237585247301028,1.7237585247301028,0.8814178765061542,1.7237585247301028,1.7237585247301028,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,be7a92e1f36d2292,W017,W029,8,8,True,2.146087603926124,2.6380961749398204,0.0,5.196664165866327,5.196664165866327,5.196664165866327,2.146087603926124,5.196664165866327,5.196664165866327,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,674ea0b8b27fa7c7,W017,W030,8,8,True,1.6176335758345475,1.7567861113988026,0.0,2.8796342913631707,2.8796342913631707,2.8796342913631707,1.6176335758345475,2.8796342913631707,2.8796342913631707,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,9c964b13299f32cb,W017,W031,8,8,True,0.7336641145872913,0.8544736205956299,0.0,1.7441137181071356,1.7441137181071356,1.7441137181071356,0.7336641145872913,1.7441137181071356,1.7441137181071356,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,6a317a400188cb9b,W017,W032,8,8,True,0.630171265093697,0.7010506013003223,0.0,1.217968354158557,1.217968354158557,1.217968354158557,0.630171265093697,1.217968354158557,1.217968354158557,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,5f9c3715d22ae336,W017,W033,8,8,True,1.3300375981130692,1.431218617488312,0.0,2.096730635465836,2.096730635465836,2.096730635465836,1.3300375981130692,2.096730635465836,2.096730635465836,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,2c487c4855775399,W017,W034,8,8,True,1.1518288591373265,1.3090977178278655,0.0,2.5111492788394023,2.5111492788394023,2.5111492788394023,1.1518288591373265,2.5111492788394023,2.5111492788394023,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,f25bd8df99652c2b,W017,W035,8,8,True,1.96088931241075,2.1934316987576263,0.0,3.3109266985337906,3.3109266985337906,3.3109266985337906,1.96088931241075,3.3109266985337906,3.3109266985337906,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,4bfc0d70b116500c,W017,W036,8,8,True,0.9892106746582858,1.125616904593947,0.0,1.9712032889895243,1.9712032889895243,1.9712032889895243,0.9892106746582858,1.9712032889895243,1.9712032889895243,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,cbfa1db9b3b7ec4d,922f49b7c63582f6,W017,W037,8,8,True,1.4944802916070181,1.7075233117985968,0.0,3.2375243931672757,3.2375243931672757,3.2375243931672757,1.4944802916070181,3.2375243931672757,3.2375243931672757,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,b86432f92a43add3,9130e3a10b708f2c,W018,W021,8,8,True,0.8671726056024711,0.9179099922518698,0.0,1.3698087285974758,1.3698087285974758,1.3698087285974758,0.8671726056024711,1.3698087285974758,1.3698087285974758,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,b86432f92a43add3,2099f09dd0969482,W018,W027,8,8,True,1.1082590028452908,1.2201468528567871,0.0,1.8729566647179978,1.8729566647179978,1.8729566647179978,1.1082590028452908,1.8729566647179978,1.8729566647179978,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,b86432f92a43add3,3040d441f80810e4,W018,W028,8,8,True,0.7685393304798334,0.8424363802223414,0.0,1.36657197786925,1.36657197786925,1.36657197786925,0.7685393304798334,1.36657197786925,1.36657197786925,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,b86432f92a43add3,be7a92e1f36d2292,W018,W029,8,8,True,1.7633017694903739,2.2809687104926235,0.0,4.300574638159319,4.300574638159319,4.300574638159319,1.7633017694903739,4.300574638159319,4.300574638159319,2,2,6,4,0,0,8,0,0,0,8,0,0,0,8,0
