base_task_id,building_id,threshold_count,evaluable_threshold_count,delta_entropy_min,delta_entropy_max,delta_entropy_range,sign_stable_tol_001,sign_stable_tol_005,directions_tol_001,directions_tol_005,manual_partition_failure_min,manual_partition_failure_max,semi_partition_failure_min,semi_partition_failure_max,delta_supported_multimodality_min,delta_supported_multimodality_max
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,6,6,0.5623351446188083,0.5623351446188083,0.0,True,True,increase;increase;increase;increase;increase;increase,increase;increase;increase;increase;increase;increase,0.0,0.0,0.0,0.0,0.0,0.0
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,6,6,-0.38190850097688767,-0.38190850097688767,0.0,True,True,decrease;decrease;decrease;decrease;decrease;decrease,decrease;decrease;decrease;decrease;decrease;decrease,0.0,0.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,6,6,0.11246702892376165,0.11246702892376165,0.0,True,True,increase;increase;increase;increase;increase;increase,increase;increase;increase;increase;increase;increase,0.0,0.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,6,6,-0.28643137573266575,0.5623351446188083,0.848766520351474,False,False,increase;increase;increase;increase;increase;decrease,increase;increase;increase;increase;increase;decrease,0.0,0.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,6,5,0.0,1.0397207708399179,1.0397207708399179,False,False,near_zero;near_zero;near_zero;near_zero;not_computable;increase,near_zero;near_zero;near_zero;near_zero;not_computable;increase,0.0,0.0,0.0,1.0,0.0,0.0
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,6,6,0.11246702892376165,0.11246702892376165,0.0,True,True,increase;increase;increase;increase;increase;increase,increase;increase;increase;increase;increase;increase,0.0,0.0,0.0,0.0,0.0,0.0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,6,6,-1.178350206951907,-1.178350206951907,0.0,True,True,decrease;decrease;decrease;decrease;decrease;decrease,decrease;decrease;decrease;decrease;decrease;decrease,0.0,0.0,0.0,0.0,0.0,0.0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,6,6,0.5623351446188083,0.5623351446188083,0.0,True,True,increase;increase;increase;increase;increase;increase,increase;increase;increase;increase;increase;increase,0.0,0.0,0.0,0.0,0.0,0.0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,6,6,0.5623351446188083,0.5623351446188083,0.0,True,True,increase;increase;increase;increase;increase;increase,increase;increase;increase;increase;increase;increase,0.0,0.0,0.0,0.0,0.0,0.0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,6,6,-0.848766520351474,-0.28643137573266575,0.5623351446188083,True,True,decrease;decrease;decrease;decrease;decrease;decrease,decrease;decrease;decrease;decrease;decrease;decrease,0.0,0.0,0.0,0.0,0.0,0.0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,6,6,0.5623351446188083,0.5623351446188083,0.0,True,True,increase;increase;increase;increase;increase;increase,increase;increase;increase;increase;increase;increase,0.0,0.0,0.0,0.0,0.0,0.0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,6,6,-0.6408223661834905,-0.6408223661834905,0.0,True,True,decrease;decrease;decrease;decrease;decrease;decrease,decrease;decrease;decrease;decrease;decrease;decrease,0.0,0.0,0.0,0.0,-0.6,-0.6
