threshold,base_task_id,building_id,common_k,manual_subset_count,manual_unique_partition_count,manual_nonunique_or_not_evaluable_count,manual_shannon_entropy,manual_gini_simpson,manual_largest_mode_share,manual_supported_multimodality,manual_mode_count,manual_pairwise_correspondence_disagreement,manual_pairwise_metric_dissimilarity_all,semi_subset_count,semi_unique_partition_count,semi_nonunique_or_not_evaluable_count,semi_shannon_entropy,semi_gini_simpson,semi_largest_mode_share,semi_supported_multimodality,semi_mode_count,semi_pairwise_correspondence_disagreement,semi_pairwise_metric_dissimilarity_all,delta_shannon_entropy,delta_gini_simpson,delta_largest_mode_share,delta_supported_multimodality,delta_mode_count,delta_pairwise_correspondence_disagreement,delta_pairwise_metric_dissimilarity_all,manual_partition_failure_rate,semi_partition_failure_rate,delta_partition_failure_rate,entropy_direction_tol_001,entropy_direction_tol_005,quality_direction_tol_001
0.98,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,3,10,10,0,0.38190850097688767,0.26666666666666666,0.8,0.0,1.6,0.010307744345572913,0.014500169966424125,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0061657145216274705,0.0061657145216274705,-0.38190850097688767,-0.26666666666666666,0.19999999999999996,0.0,-0.6000000000000001,-0.0041420298239454425,-0.008334455444796655,0.0,0.0,0.0,decrease,decrease,not_computable
0.98,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,4,5,5,0,0.44986811569504664,0.3,0.8,0.0,1.8,0.0048113264175072,0.007532432026795309,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.0,0.006255696614583417,0.11246702892376165,0.07500000000000001,-0.050000000000000044,0.0,0.19999999999999996,-0.0048113264175072,-0.0012767354122118924,0.0,0.0,0.0,increase,increase,not_computable
0.98,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,4,5,5,0,0.848766520351474,0.525,0.6,0.0,2.6,0.021538080268445513,0.021538080268445513,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.011338173391672498,0.022115663307175126,-0.28643137573266575,-0.15000000000000002,0.15000000000000002,0.0,-0.6000000000000001,-0.010199906876773015,0.0005775830387296128,0.0,0.0,0.0,decrease,decrease,not_computable
0.98,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,4,5,5,0,0.0,0.0,1.0,0.0,1.0,0.0046488274123751006,0.0046488274123751006,1,1,0,1.0397207708399179,0.625,0.5,0.0,3.0,0.02507745369545324,0.02507745369545324,1.0397207708399179,0.625,-0.5,0.0,2.0,0.02042862628307814,0.02042862628307814,0.0,0.0,0.0,increase,increase,not_computable
0.98,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,4,5,5,0,0.44986811569504664,0.3,0.8,0.0,1.8,0.005937774538859001,0.0577765538168417,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.007604906923262951,0.019571648027810622,0.11246702892376165,0.07500000000000001,-0.050000000000000044,0.0,0.19999999999999996,0.0016671323844039505,-0.038204905789031074,0.0,0.0,0.0,increase,increase,not_computable
0.98,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,4,5,5,0,1.178350206951907,0.675,0.4,0.0,3.4,0.0036219067661912296,0.006432168447861641,1,1,0,0.0,0.0,1.0,0.0,1.0,0.005316256617738564,0.005316256617738564,-1.178350206951907,-0.675,0.6,0.0,-2.4,0.0016943498515473348,-0.0011159118301230769,0.0,0.0,0.0,decrease,decrease,not_computable
0.98,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,4,5,5,0,0.0,0.0,1.0,0.0,1.0,0.007263001277387526,0.007263001277387526,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.004749037908527838,0.005419853627762446,0.5623351446188083,0.375,-0.25,0.0,1.0,-0.0025139633688596877,-0.0018431476496250801,0.0,0.0,0.0,increase,increase,not_computable
0.98,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,4,5,5,0,0.0,0.0,1.0,0.0,1.0,0.009682221504514633,0.009682221504514633,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.014348442024363731,0.02145826432407899,0.5623351446188083,0.375,-0.25,0.0,1.0,0.004666220519849098,0.011776042819564358,0.0,0.0,0.0,increase,increase,not_computable
0.98,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,4,5,5,0,0.848766520351474,0.525,0.6,0.0,2.6,0.008568485116205005,0.04176521893214848,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.010041657173478602,0.010041657173478602,-0.28643137573266575,-0.15000000000000002,0.15000000000000002,0.0,-0.6000000000000001,0.0014731720572735973,-0.03172356175866988,0.0,0.0,0.0,decrease,decrease,not_computable
0.98,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,4,5,5,0,0.0,0.0,1.0,0.0,1.0,0.005978369074791623,0.005978369074791623,1,1,0,0.5623351446188083,0.375,0.75,0.0,2.0,0.0021925776467618765,0.01940716070133543,0.5623351446188083,0.375,-0.25,0.0,1.0,-0.003785791428029747,0.013428791626543807,0.0,0.0,0.0,increase,increase,not_computable
0.98,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,4,5,5,0,0.6408223661834905,0.45,0.6,0.6,2.0,0.009605107793644064,0.024843216869863204,1,1,0,0.0,0.0,1.0,0.0,1.0,0.00577417931532942,0.00577417931532942,-0.6408223661834905,-0.45,0.4,-0.6,-1.0,-0.003830928478314644,-0.019069037554533784,0.0,0.0,0.0,decrease,decrease,not_computable
