condition,family,contrast,method,image_id,building,actual_delta,predicted_delta,abs_delta_error
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,0.1111111111111111,-0.004571005917159778,0.11568211702827089
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,0.0,0.0058821947283485805,0.0058821947283485805
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,0.2857142857142857,0.02089818258664408,0.29371728655959417
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,-0.7272727272727273,0.005882194728348541,0.7331549220010758
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,-0.2727272727272727,0.0058821947283485805,0.27860946745562126
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,0.16666666666666666,0.0,0.5
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,0.25,0.008587278106508889,0.2575887573964497
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,0.3333333333333333,0.0,0.3333333333333333
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,0.2857142857142857,0.058315891800507176,0.6115428571428572
manual,coannotation,AB minus AA,type4,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,0.09090909090909091,0.007661377084454008,0.09857046799354491
manual,coannotation,AB minus AA,type4,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,0.0,0.0,0.0
manual,coannotation,AB minus AA,type4,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,0.3,0.0045133136094674285,0.3084275147928993
manual,coannotation,AB minus AA,type4,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,0.0,0.05056508875739646,0.25056508875739647
manual,coannotation,AB minus AA,type4,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,0.36363636363636365,0.0,0.36363636363636365
manual,coannotation,AB minus AA,type4,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,0.2222222222222222,0.018949704142011796,0.2409500328731098
manual,coannotation,AB minus AA,type4,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,0.18181818181818182,0.022984131253362027,0.5684386767079075
manual,coannotation,AB minus AA,type4,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,0.2,0.019211538461538467,0.19372928994082841
manual,coannotation,AB minus AA,type4,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,0.0,0.0,0.0
manual,coannotation,AB minus AA,type4,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,0.5,0.019211538461538447,0.5062707100591716
manual,coannotation,AB minus AA,type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,0.5,0.019211538461538447,0.49372928994082843
manual,coannotation,AB minus AA,type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,context,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,context,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.08333333333333336,0.0020467872601816948,0.14087319881583896
manual,coannotation,ABCD minus AABC,context,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0.03703703703703703,8.290519042485221e-06,0.03743742423671935
manual,coannotation,ABCD minus AABC,context,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,0.01851851851851852,0.00014582197409565876,0.2040461409196626
manual,coannotation,ABCD minus AABC,context,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,0.0,-0.001280041942812418,0.0032448707469507282
manual,coannotation,ABCD minus AABC,context,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,0.16666666666666666,-0.0018326844971059007,0.16907054899931706
manual,coannotation,ABCD minus AABC,context,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,context,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,-0.037037037037037035,0.0,0.037037037037037035
manual,coannotation,ABCD minus AABC,context,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,-0.05555555555555556,-0.0004494669643647457,0.16750162408130567
manual,coannotation,ABCD minus AABC,context,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,0.07407407407407407,6.419257098548108e-05,0.07440085987794746
manual,coannotation,ABCD minus AABC,context,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,context,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.0,0.0005591712523344191,0.0015569567237832167
manual,coannotation,ABCD minus AABC,context,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,context,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,0.27777777777777773,0.0,0.27777777777777773
manual,coannotation,ABCD minus AABC,context,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,0.018518518518518528,0.0,0.09259259259259259
manual,coannotation,ABCD minus AABC,context,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,0.018518518518518514,0.009311819778803358,0.02484573683829171
manual,coannotation,ABCD minus AABC,context,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,0.22222222222222224,0.0008015328678945624,0.22299154457709114
manual,coannotation,ABCD minus AABC,context,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,context,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,0.11111111111111109,0.0,0.11111111111111109
manual,coannotation,ABCD minus AABC,context,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,0.0,0.0004124833905469163,0.0005691141921267714
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,0.02777777777777779,-0.0016957836094586287,0.13828760413492494
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,0.05555555555555555,0.0,0.05555555555555555
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,0.0,0.00016292265722475354,0.000734547607220458
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,-0.14814814814814817,0.0037652791359995674,0.2253763436397699
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,-0.03703703703703703,-0.0004581817345932647,0.0370525460226142
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,0.08333333333333336,-0.00432648620296867,0.1403665649568543
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,0.22222222222222224,0.0023256355246678018,0.22107466350872415
manual,coannotation,ABCD minus AABC,context,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,-0.05555555555555555,0.0015634024810945,0.09422449839075202
manual,coannotation,ABCD minus AABC,context,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,context,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,-0.027777777777777752,-0.00969089919835108,0.09195375057723694
manual,coannotation,ABCD minus AABC,context,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,0.11111111111111109,-0.00035321562667367523,0.16701988229334033
manual,coannotation,ABCD minus AABC,context,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,0.16666666666666666,0.0009829043391693165,0.16628027513429278
manual,coannotation,ABCD minus AABC,context,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,0.16666666666666666,-0.027137452585731248,0.1938041192523979
manual,coannotation,ABCD minus AABC,context,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,0.12962962962962965,-0.0007583414828906429,0.1679776469139495
manual,coannotation,ABCD minus AABC,context,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,-0.055555555555555546,-0.0002257751898722312,0.05776032177538354
manual,coannotation,ABCD minus AABC,context,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,0.0,-0.00026226228850901104,0.0003259813440860855
manual,coannotation,ABCD minus AABC,context,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,0.08333333333333331,-0.0013462310692001211,0.08526541157733669
manual,coannotation,ABCD minus AABC,context,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,0.08333333333333331,0.00044011695659867955,0.08388942833954982
manual,coannotation,ABCD minus AABC,context,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,0.0,-0.002845708332207856,0.002845708332207856
manual,coannotation,ABCD minus AABC,continuous,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,continuous,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.08333333333333336,0.0045439411727062435,0.1415205873572445
manual,coannotation,ABCD minus AABC,continuous,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0.03703703703703703,-0.000988236398266408,0.03860133469519668
manual,coannotation,ABCD minus AABC,continuous,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,0.01851851851851852,0.0007438190745515599,0.20559027708769
manual,coannotation,ABCD minus AABC,continuous,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,0.0,-0.0021284400391895497,0.004042116521899453
manual,coannotation,ABCD minus AABC,continuous,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,0.16666666666666666,0.0023382508133655555,0.16838077001308863
manual,coannotation,ABCD minus AABC,continuous,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,continuous,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,-0.037037037037037035,0.0,0.037037037037037035
manual,coannotation,ABCD minus AABC,continuous,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,-0.05555555555555556,0.0023482077775202246,0.1660987015648039
manual,coannotation,ABCD minus AABC,continuous,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,0.07407407407407407,1.939544095442959e-05,0.07473092730128299
manual,coannotation,ABCD minus AABC,continuous,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,continuous,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.0,0.0005581269495626614,0.0022717532284440844
manual,coannotation,ABCD minus AABC,continuous,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,continuous,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,0.27777777777777773,0.0,0.27777777777777773
manual,coannotation,ABCD minus AABC,continuous,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,0.018518518518518528,0.0,0.09259259259259259
manual,coannotation,ABCD minus AABC,continuous,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,0.018518518518518514,0.006430036274116418,0.024762105090552527
manual,coannotation,ABCD minus AABC,continuous,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,0.22222222222222224,0.0016581457483766336,0.22396446357926722
manual,coannotation,ABCD minus AABC,continuous,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,continuous,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,0.11111111111111109,0.0,0.11111111111111109
manual,coannotation,ABCD minus AABC,continuous,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,0.0,0.0010780670340776084,0.0012763907281146834
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,0.02777777777777779,-0.001267288297436775,0.13882141512582785
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,0.05555555555555555,0.0,0.05555555555555555
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,0.0,-3.7407345193862795e-05,0.0008060682813202873
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,-0.14814814814814817,0.005770339225480734,0.22739042061108794
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,-0.03703703703703703,0.0011501269811275293,0.04200064655916505
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,0.08333333333333336,-0.004575068419763249,0.14088607361702501
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,0.22222222222222224,0.009507295160948767,0.2172080656097398
manual,coannotation,ABCD minus AABC,continuous,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,-0.05555555555555555,0.004352326488921117,0.097372665890313
manual,coannotation,ABCD minus AABC,continuous,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,continuous,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,-0.027777777777777752,-0.006662973109579612,0.08850823337790503
manual,coannotation,ABCD minus AABC,continuous,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,0.11111111111111109,-0.0013269070574211256,0.16799357372408777
manual,coannotation,ABCD minus AABC,continuous,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,0.16666666666666666,0.001830202222700719,0.1660056281940131
manual,coannotation,ABCD minus AABC,continuous,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,0.16666666666666666,-0.029472644001927468,0.1961393106685941
manual,coannotation,ABCD minus AABC,continuous,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,0.12962962962962965,-0.0012885010344289942,0.17127567503902724
manual,coannotation,ABCD minus AABC,continuous,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,-0.055555555555555546,0.0010714315609899328,0.060800507890055755
manual,coannotation,ABCD minus AABC,continuous,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,0.0,-0.0013818925600960566,0.0013818925600960566
manual,coannotation,ABCD minus AABC,continuous,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,0.08333333333333331,0.0004459377002739758,0.08341654747234319
manual,coannotation,ABCD minus AABC,continuous,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,0.08333333333333331,0.0008788876273376581,0.08327847218787836
manual,coannotation,ABCD minus AABC,continuous,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,0.0,-0.0044523481107581935,0.0044523481107581935
manual,coannotation,ABCD minus AABC,equal,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.08333333333333336,0.0,0.1388888888888889
manual,coannotation,ABCD minus AABC,equal,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0.03703703703703703,0.0,0.03703703703703703
manual,coannotation,ABCD minus AABC,equal,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,0.01851851851851852,0.0,0.2037037037037037
manual,coannotation,ABCD minus AABC,equal,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,-0.037037037037037035,0.0,0.037037037037037035
manual,coannotation,ABCD minus AABC,equal,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,-0.05555555555555556,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,0.07407407407407407,0.0,0.07407407407407407
manual,coannotation,ABCD minus AABC,equal,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,0.27777777777777773,0.0,0.27777777777777773
manual,coannotation,ABCD minus AABC,equal,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,0.018518518518518528,0.0,0.09259259259259259
manual,coannotation,ABCD minus AABC,equal,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,0.018518518518518514,0.0,0.018518518518518514
manual,coannotation,ABCD minus AABC,equal,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,0.22222222222222224,0.0,0.22222222222222224
manual,coannotation,ABCD minus AABC,equal,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,0.11111111111111109,0.0,0.11111111111111109
manual,coannotation,ABCD minus AABC,equal,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,0.02777777777777779,0.0,0.13888888888888887
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,0.05555555555555555,0.0,0.05555555555555555
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,-0.14814814814814817,0.0,0.2222222222222222
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,-0.03703703703703703,0.0,0.03703703703703703
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,0.08333333333333336,0.0,0.1388888888888889
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,0.22222222222222224,0.0,0.22222222222222224
manual,coannotation,ABCD minus AABC,equal,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,-0.05555555555555555,0.0,0.09259259259259259
manual,coannotation,ABCD minus AABC,equal,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,-0.027777777777777752,0.0,0.08333333333333333
manual,coannotation,ABCD minus AABC,equal,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,0.11111111111111109,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,0.12962962962962965,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,equal,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,-0.055555555555555546,0.0,0.055555555555555546
manual,coannotation,ABCD minus AABC,equal,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,equal,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,0.08333333333333331,0.0,0.08333333333333331
manual,coannotation,ABCD minus AABC,equal,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,0.08333333333333331,0.0,0.08333333333333331
manual,coannotation,ABCD minus AABC,equal,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,type4,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,type4,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.08333333333333336,0.0,0.1388888888888889
manual,coannotation,ABCD minus AABC,type4,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0.03703703703703703,0.0,0.03703703703703703
manual,coannotation,ABCD minus AABC,type4,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,0.01851851851851852,0.0,0.2037037037037037
manual,coannotation,ABCD minus AABC,type4,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,type4,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,type4,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,0.16666666666666666,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,type4,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,-0.037037037037037035,0.0,0.037037037037037035
manual,coannotation,ABCD minus AABC,type4,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,-0.05555555555555556,0.0,0.16666666666666666
manual,coannotation,ABCD minus AABC,type4,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,0.07407407407407407,0.0,0.07407407407407407
manual,coannotation,ABCD minus AABC,type4,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,type4,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,type4,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.0,0.0,0.0
manual,coannotation,ABCD minus AABC,type4,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,0.27777777777777773,0.0,0.27777777777777773
manual,coannotation,ABCD minus AABC,type4,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,0.018518518518518528,0.0,0.09259259259259259
manual,coannotation,ABCD minus AABC,type4,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,0.018518518518518514,0.0,0.018518518518518514
manual,coannotation,ABCD minus AABC,type4,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,0.22222222222222224,0.0,0.22222222222222224
