method,invalid_partition_placeholders_excluded,contexts,buildings,rho,zero_placeholder_rows
serialized_adjacency,False,72,16,0.4780888237982638,7
serialized_adjacency,True,65,16,0.5758551120010156,0
historical_pairmap_unaveraged,False,72,16,0.4780888237982638,7
historical_pairmap_unaveraged,True,65,16,0.5758551120010156,0
