image_id,model_count,reference_count,reference_floor_available,bi_equal,bi_floor,bi_band,bi_linear,bi_solid,hoho_E_floor,hoho_X_floor
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,3,2,2,False,0.07014834147583993,0.008031804759997097,0.007867711787820086,0.0064484765876695604,0.2457396116366698,0.2858069565908854
B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,4,2,2,False,0.005468538286556024,0.0038249131106883327,0.001648418740037072,0.0023828553595051094,0.05609062078784355,0.0584592583185265
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,4,2,2,False,0.04491089997295428,0.0147385028301249,0.009226224016665285,0.010343904357531741,0.28212896248414643,0.289731072887489
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,4,2,2,False,0.2222037123631727,,,,0.528532966431442,0.5762103824195868
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,4,2,2,False,0.01072943746946442,0.005515851406362682,0.0029943049939499256,0.003706835276995224,0.2115551804584367,0.207822233196704
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,3,1,1,False,0.13985803138101116,0.06048063258084391,0.07510067615263571,0.05141343670523901,0.2532637660303746,0.2510775600048287
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,3,1,1,False,0.021892120856394803,0.0054858658522898285,0.0031584295341562374,0.004047359050660226,0.08467876249510942,0.07160048221779391
B6ByNegPMKs_75327de9719945aa8b893a6404667884,3,1,1,True,0.0,0.0,0.0,0.0,0.32365542056219376,0.32365542056219376
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,4,2,2,False,0.05839997385612161,,,,0.459140906833459,0.4785163479213632
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,4,2,2,False,0.0,0.001554168732821326,0.0018761665493389756,0.0012232236045329747,0.03607317565598256,0.03607317565598256
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,4,2,2,False,0.01306022312872368,0.005182738442872092,0.015192336476575363,0.003915323420723982,0.21129816087940434,0.20796607767021147
B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,4,2,2,False,0.009064873863855794,0.002261176819527755,0.001932069512623924,0.0017153563289670215,0.07454913269716024,0.07242308626232408
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,3,2,2,False,0.0,0.008188953536300891,0.015582913578743973,0.006003422545492909,0.6905035622692932,0.6905035622692932
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,4,2,2,False,0.020910377815550496,0.007027774571629397,0.01048622202218219,0.005458546815776066,0.11932009987810055,0.1348814549275541
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,3,1,1,False,0.004450555641687726,0.001465785632136174,0.0028539882923983573,0.0009805630757774297,0.4115460169305477,0.409807898896845
B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,4,2,2,True,0.0,0.0,0.0,0.0,0.17919725862085234,0.17919725862085234
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,3,2,2,False,0.052913407339468366,0.007911581653464173,0.019280591747080744,0.005368461655923529,0.5638576015584595,0.5686021818012064
B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,4,2,2,False,0.19612309246535264,,,,0.6772470476477787,0.6781172393133283
B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,4,2,2,False,0.0,0.001563284856839875,0.0019981555487242897,0.0011301205280106474,0.1163004515065943,0.1163004515065943
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,3,1,1,False,0.04263108210532984,,,,0.23605087478996611,0.22390787948740687
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,3,1,1,False,0.0741054260990287,0.013271234831714773,0.13801848973247155,0.009408373135568526,0.3253489710414601,0.31548464424041867
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,3,1,1,True,0.0,0.0,0.0,0.0,0.11779254208042989,0.11779254208042989
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,3,1,1,True,0.0,0.0,0.0,0.0,0.061386954081978584,0.061386954081978584
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,3,1,1,True,0.0,0.0,0.0,0.0,0.12694819955776793,0.12694819955776793
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,3,1,1,False,0.005838184388080037,0.0034456886936882203,0.003807287809618365,0.0025697175238891257,0.1449030331548361,0.14095487343639923
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,3,1,1,False,0.037229869522296566,0.04298869090338908,0.026100922252292547,0.033281139655283676,0.2106239116316998,0.23987769986202445
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,3,1,1,False,0.03557310561468641,0.009542098342250616,0.0063240075559570785,0.006771284370366781,0.11029020321353056,0.11805751956981259
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,3,1,1,False,0.0,,,,0.026195898530140815,0.026195898530140815
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,3,1,1,True,0.0,0.0,0.0,0.0,0.03024892976821325,0.03024892976821325
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,3,1,1,False,0.0220850745512583,0.00685261005263571,0.004526101937335381,0.005254239771070868,0.15514475700780805,0.14208166900620312
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,3,1,1,False,0.015128610206160853,0.001633307042757548,0.0018595248462801583,0.0016047581087258456,0.09431789680873326,0.09814273188877798
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,3,1,1,False,0.017840417265362007,,,,0.1045084973717878,0.09067836332119461
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,3,1,1,False,,,,,,
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,4,2,2,False,0.009048575333187925,0.01699893226479887,0.004494830298519936,0.011147419293632499,0.0843150047616994,0.09274265146784644
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,3,1,1,False,0.0317071083423619,,,,0.44746504538677534,0.4532486031019224
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,4,2,2,False,0.01553533817536823,0.0030089654145680766,0.0037617153049129826,0.0025032483267543038,0.08894295506737604,0.08168436071682239
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,4,2,2,False,0.006709030975968089,0.0011749503401962125,0.0012519973433692266,0.0010530383212681294,0.07867043908892857,0.08485166765215613
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,3,2,2,False,0.11729491844114293,,,,0.31184066603674254,0.339673509738877
UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,4,2,2,False,0.013574301217141871,0.002624108531319891,0.006021954236239968,0.0017279354248093126,0.17410147048602787,0.1756362522689897
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,3,2,2,False,0.01668609469483906,,,,0.2961759207233051,0.30216514423481156
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,3,2,1,False,0.04642290255325343,,,,0.5706726696508282,0.5612631871899643
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,3,2,2,False,0.027896565166073084,0.006032520801249386,0.004005513947411998,0.004269480267065751,0.09464716056774414,0.09886352507049045
UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,4,2,2,False,0.02550312286640899,0.007610215277389254,0.009620478440640179,0.006185710132211586,0.30453313764903034,0.3127871880347609
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,3,1,1,False,0.09022138576695293,,,,0.10186148919585258,0.029001792868907916
UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,4,2,2,False,0.03220937314597261,0.03382653633014976,0.19840444366238286,0.02096329496015492,0.1104204967919723,0.12528170716963316
UwV83HsGsw3_b51c75363db94cc09b68d661fcfcd186,4,2,2,False,0.0015463302287509473,,,,0.385970565505228,0.3853077870595295
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,3,1,1,False,0.03884398892540075,,,,0.10720858356821938,0.12726250577736575
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,3,1,1,False,0.02854384227518436,0.003663390078403439,0.009421683904843658,0.0030617572925694114,0.08242056593475044,0.09961733554279384
UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,4,2,2,False,0.0,,,,0.15022800897843014,0.15022800897843014
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,3,1,1,False,0.010567196990996508,,,,0.05347709881313234,0.06150309371167628
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,3,2,2,False,0.0,,,,0.26400388136730524,0.26400388136730524
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,3,1,1,False,0.019892423932246217,0.006422108843744279,0.003650532429852027,0.005297879832526942,0.21676622596820183,0.21280954134668695
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,3,1,1,False,0.0,0.0005097726533200841,0.00037778702765312033,0.0002930109610927989,0.10167082891743184,0.10167082891743184
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,3,1,1,True,0.0,,,,0.1282533896530218,0.1282533896530218
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,3,1,1,False,0.022588119664716078,0.0036197962576105525,0.005429493360553428,0.0032928311296144264,0.131459812100287,0.13678816194318055
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,3,1,1,False,0.016210924956665207,,,,0.1409713401081193,0.1276186245126738
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,3,1,1,False,0.010083581980929845,0.00793823276070249,0.008228680341426098,0.005169675029967569,0.06992010298894424,0.0783621323220649
X7HyMhZNoso_0595477618f44940b004970372df16dc,4,2,2,False,0.01630066334575786,,,,0.14935697405742543,0.15757327597991455
X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583,4,2,2,True,0.0,0.0,0.0,0.0,0.021596543002026847,0.021596543002026847
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,3,2,1,False,0.0,0.0011535593455859194,0.0014564683704062498,0.0007576953141870124,0.07237251223826568,0.07237251223826568
X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,4,2,2,False,0.005857945015804722,0.0015488149897635584,0.001867868211874124,0.0007747422120149006,0.17554543596901018,0.1803750454731332
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,3,1,1,True,0.0,,,,0.1421633975136276,0.1421633975136276
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,4,2,2,True,0.0,0.0,0.0,0.0,0.0751209335196007,0.0751209335196007
X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,4,2,2,False,0.001086496150070948,0.0027346185766644604,0.004883263255807568,0.0015504558777069688,0.06981519351890342,0.0701693373274277
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,4,2,2,True,0.0,0.0,0.0,0.0,0.061096478122219744,0.061096478122219744
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,3,2,2,False,0.0,0.0008584763489147829,0.0009944584659278277,0.0008038018246293577,0.061573162524766745,0.061573162524766745
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,4,2,2,False,0.004012555910371307,0.002151569070906967,0.002983407480953937,0.001647792230003775,0.24910170189142322,0.25042066981886046
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,4,2,2,False,0.0,0.0008639824262021145,0.0009834539212070226,0.0007025062693285511,0.0709007824849649,0.0709007824849649
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,4,2,2,False,0.00783626447770347,0.003589589779705804,0.003097521009644444,0.002465923131552694,0.07117927954820313,0.07717717059418516
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,4,2,2,True,0.0,0.0,0.0,0.0,0.09110900970134461,0.09110900970134461
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,3,1,1,False,0.0044222010791709065,,,,0.17439716929293292,0.17703084672107028
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,4,2,2,False,0.014927819190516112,0.0048865485586042645,0.0034579745278354723,0.0038018191554894942,0.0632715220611626,0.06454245568215011
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,4,2,2,True,0.0,0.0,0.0,0.0,0.011237146018482469,0.011237146018482469
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,4,2,2,False,0.015828097603324043,0.0015803423212198409,0.002144687497380393,0.001566174963361533,0.08968261591726434,0.08013543089713071
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,4,2,2,True,0.0,0.0,0.0,0.0,0.05862217857603225,0.05862217857603225
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,4,2,2,True,0.0,0.0,0.0,0.0,0.047660553728636756,0.047660553728636756
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,4,2,2,False,0.005898068245682064,,,,0.09717802221391814,0.09678915772306151
Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,4,2,2,False,0.009418823560637946,0.0035551715242668758,0.003890463577311709,0.0028895564681927777,0.1853339054566131,0.17985271908211864
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,3,1,1,False,0.04118336633858399,0.007774568680163907,0.006716558250477012,0.007258037326585809,0.14103485011198436,0.16864563579374658
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,3,1,1,False,0.007625104488680368,0.0021828818728710786,0.0017975562336772777,0.00182692402527318,0.1163307957711579,0.10967220472948702
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,4,2,2,True,0.0,0.0,0.0,0.0,0.17827450345126095,0.17827450345126095
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,3,1,1,False,0.04490077638159473,0.021618629128363653,0.0200660123342965,0.017601279388733793,0.3257089201911796,0.2958595828446019
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,4,2,2,False,0.0,0.0017926915585074754,0.0023491233168652093,0.0013452465939085556,0.24144296773631502,0.24144296773631502
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,3,1,1,False,0.025339090238404638,0.005297567604678144,0.006084722405848786,0.00473358857683881,0.04201013448045521,0.04275554696422468
b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,4,2,2,False,0.00927862360484455,0.005752946619643984,0.005633481390071027,0.005078987034914606,0.0967090196978696,0.10247270783094387
b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,4,2,2,True,0.0,0.0,0.0,0.0,0.13205467843417995,0.13205467843417995
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,4,2,2,False,0.0,0.001621750762348051,0.0017097302875179743,0.0010496484879788381,0.13891103093478196,0.13891103093478196
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,3,2,1,False,0.03535467247298718,,,,0.19756535115824314,0.1781270929218267
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,4,2,2,False,0.0032508003091935578,0.004724206969730416,0.004429056124544251,0.00426997855310729,0.19836898003248937,0.19896683860511055
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,4,2,2,True,0.0,0.0,0.0,0.0,0.13962607987472342,0.13962607987472342
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,3,2,2,False,0.0026311883956356974,0.0005790763298453294,0.0007464990204720801,0.0005410224795733276,0.07548047319917661,0.07407650932568155
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,4,2,2,False,0.11023674899563918,,,,0.3099373684967167,0.3452159331970187
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,4,2,2,False,0.3951159250679255,,,,0.33563142684888037,0.2867776983308066
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,4,2,2,False,0.03769112013274556,0.0071003619360389125,0.016379599278494195,0.004407737494743436,0.04292103528421287,0.0388746034206191
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,4,2,2,False,0.17754036972659626,0.008210202645926978,0.03947997713672469,0.0058482606577467955,0.34911776541696216,0.20985785980508775
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,4,2,2,False,0.08118608221944834,0.01895705699022021,0.03635159595010651,0.017508195263461035,0.16344948662880732,0.11990229532327856
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,4,2,2,False,0.012635178259788105,0.008704567102118088,0.004201591075737587,0.005667938315372489,0.11052146725435419,0.11227058679110413
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,3,1,1,False,0.0,,,,0.05676945501155439,0.05676945501155439
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,3,1,1,False,0.05349893816354623,,,,0.07986011965754303,0.05372067314400564
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,3,2,2,True,0.0,0.0,0.0,0.0,0.04231701662795173,0.04231701662795173
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,3,1,1,True,0.0,0.0,0.0,0.0,0.027456429832712792,0.027456429832712792
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,3,1,1,False,0.010718830495495046,0.005964349233296362,0.004588591872392356,0.004867859031819299,0.07772389564093773,0.07731338808584254
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,4,2,2,True,0.0,0.0,0.0,0.0,0.05636786294163332,0.05636786294163332
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,4,2,2,False,0.0,0.0031557875720897854,0.0035888561053109003,0.0029960079819940644,0.09226390212012647,0.09226390212012647
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,3,1,1,False,0.24089492329963702,,,,0.04308910855311121,0.2297296039933039
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,3,2,2,False,0.0,0.0011643933723556321,0.0014717906786589907,0.0010290103304597675,0.036148562993273514,0.036148562993273514
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,4,2,2,False,0.025182942091494964,,,,0.04865346373243096,0.05691006774721352
e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3,4,2,2,False,0.015772292096355334,0.003320745250859347,0.001346705559169492,0.002342577932375356,0.10055268315490251,0.08803568953686125
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,3,2,1,True,0.0,0.0,0.0,0.0,0.1092141659006749,0.1092141659006749
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,3,1,1,False,0.004066360584700113,0.010402689175366131,0.005415969857548664,0.0073842691301937435,0.18719006936793525,0.18387139618132065
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,3,2,2,False,0.026673730632161052,,,,0.08608904436474185,0.07572245925211207
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,4,2,2,False,0.04174895550279456,,,,0.24119667614792029,0.21392211299230013
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,4,2,2,False,0.007253130123090035,,,,0.22615923503042634,0.22953396410037274
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,4,2,2,True,0.0,0.0,0.0,0.0,0.04093695547934284,0.04093695547934284
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,4,2,2,False,0.016243363047771853,,,,0.15517868437112592,0.16634827073384895
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,4,2,2,False,0.00391009739488879,0.0038660991307666315,0.00449382889693728,0.003134959354727296,0.06616844403168642,0.06449407458205292
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,4,2,2,True,0.0,0.0,0.0,0.0,0.07146536611685905,0.07146536611685905
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,4,2,2,False,0.01114932155523951,0.0012303995641137488,0.0015706060515189302,0.0011713718856762867,0.036751962757923695,0.04606208172505011
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,4,2,2,False,0.009152046668910563,0.0021868987732044376,0.0022651766837813447,0.002050104485534998,0.0200508388843198,0.013499809017066045
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,3,1,1,True,0.0,0.0,0.0,0.0,0.05607102791928664,0.05607102791928664
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,4,2,2,False,0.0018443075238261386,0.0008054823805170308,0.0009076189455853312,0.00047636977089238197,0.082725683536927,0.08260939823549351
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,4,2,2,False,0.0009771170745418445,0.0047017303028880075,0.005898828059591965,0.003312386138549117,0.07202137213490278,0.07229438168261448
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,4,2,2,True,0.0,0.0,0.0,0.0,0.03239122561840024,0.03239122561840024
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,4,2,2,False,0.0,0.0011389121375172673,0.001383089076256061,0.0011783234021052191,0.06218441367189287,0.06218441367189287
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,4,2,2,False,,,,,,
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,4,2,2,True,0.0,,,,0.06256626681017363,0.06256626681017363
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,3,2,2,False,0.1854895710367973,,,,0.052822425572385145,0.19459193293333688
e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,4,2,2,False,0.01167182202929129,0.0046293588762186255,0.008655371140355417,0.004049426514973531,0.056335369256329204,0.06333963090105399
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,3,1,1,False,0.02539847835043152,0.008906816704409404,0.004847034684282825,0.006833512410100773,0.45590031332937564,0.4660428645501904
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,3,1,1,False,0.01712320774813092,0.013186453864978964,0.014103427308698735,0.01095624681212859,0.04908074571597243,0.04218027119750767
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,3,1,1,False,0.024334268139668103,,,,0.0736343440453271,0.07837781973446711
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,3,1,1,False,0.09321908332215456,,,,0.18673199465900314,0.1400010930349791
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,3,1,1,False,0.006884894603743974,0.0027138612642439996,0.002251355586731729,0.0015231872268702817,0.22740037575049166,0.22390925765865322
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,3,1,1,False,0.003688358110767953,0.001997598416982771,0.00232804232804229,0.0016608740515141607,0.07918034076478153,0.07577102605074626
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,3,1,1,False,0.07066192818526806,,,,0.4956633643503279,0.463259724615375
