image_id,building_id,config,k,lookahead,min_support,epsilon,replicates,stable,changing,unknown,stable_lower,stable_upper,stable_single,stable_multi
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,1,0.05,200,166,34,0,0.83,0.83,166,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,1,0.1,200,166,34,0,0.83,0.83,166,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,1,0.2,200,166,34,0,0.83,0.83,166,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,2,0.05,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,2,0.1,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,2,0.2,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,3,0.05,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,3,0.1,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,3,3,0.2,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,1,0.05,200,151,49,0,0.755,0.755,151,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,1,0.1,200,151,49,0,0.755,0.755,151,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,1,0.2,200,151,49,0,0.755,0.755,151,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,2,0.05,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,2,0.1,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,2,0.2,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,3,0.05,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,3,0.1,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,1,5,3,0.2,200,0,0,200,0.0,1.0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,2,3,1,0.05,200,159,41,0,0.795,0.795,159,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,2,3,1,0.1,200,159,41,0,0.795,0.795,159,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,2,3,1,0.2,200,159,41,0,0.795,0.795,159,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,2,3,2,0.05,200,159,29,12,0.795,0.855,159,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,q_0.975,2,3,2,0.1,200,159,29,12,0.795,0.855,159,0
