schema_version,profile_version,cohort_id,enrollment_batch,worker_id,completion_status,administratively_eligible,process_eligible,independence_eligible,Q_GT_estimable,reference_evaluable,Q_GT_raw_median,Q_GT_task_adjusted,Q_GT_EB,Q_GT_EB_LCB,standard_error,CI_lower,CI_upper,LCB,Q_GT_contrast_covariance_row_json,GT_support,task_support,building_support,LOO_support,R_LOO_CI_lower,R_LOO_CI_upper,R_LOO_LCB,R_LOO_bootstrap_replicates,R_peer_all,R_peer_anchor,R_peer_core,R_peer_semi,R_peer_stable,R_peer_CI_lower,R_peer_CI_upper,R_peer_support,peer_task_support,R_LOO_medoid,R_LOO_medoid_CI_lower,R_LOO_medoid_CI_upper,R_LOO_medoid_support,R_LOO_strict,R_LOO_strict_support,Q_GT_profile_status,R_peer_profile_status,F_struct_profile_status,LOO_medoid_status,LOO_strict_status,global_policy_eligible,c2_risk_model_eligible,peer_tiebreak_eligible,structural_gate_eligible,peer_decision_usable,medoid_loo_decision_usable,F_struct_raw,F_struct_EB,F_struct_interval_lower,F_struct_interval_upper,serious_recurrent_failure_flag,F_struct_numerator,F_struct_denominator,process_eligible_support,independence_support,scope_reference_support,T_active_raw_median,T_active_task_adjusted,T_active_CI_lower,T_active_CI_upper,T_active_support,T_active_profile_status,timing_identity_level,timing_rule_version,timing_model_component,timing_interpretation,worker_profile_status,formal_frozen,freeze_owner,Q_GT_raw,Q_GT_task_adjusted_FE,Q_GT_standard_error,Q_GT_FE_standard_error,Q_GT_CI_lower,Q_GT_CI_upper,Q_GT_LCB,Q_GT_FE_CI_lower,Q_GT_FE_CI_upper,Q_GT_FE_LCB,Q_GT_EB_standard_error,Q_GT_EB_CI_lower,Q_GT_EB_CI_upper,Q_GT_shrinkage_factor,Q_GT_support,global_rank,provisional_rank,model_version,evidence_role,profile_scope,S_G,strong_global_score_definition,c2a_rp_terminal_state,c2a_rp_fallback_action,c2a_rp_completion_status,risk_slope,risk_slope_se,risk_slope_ci_half_width,risk_slope_support,ordinary_support_observed,stress_support_observed,risk_slope_status,risk_precision_terminal_state,risk_model_scope
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,1,completed,True,True,True,True,True,0.8951693167117685,0.8738962842059312,0.8744287485227128,0.8653879785086486,0.01573316864629816,0.8511043788784864,0.9121001790366486,0.8511043788784864,"{""1"":0.0002337873289181953,""10"":7.04599521648428e-05,""11"":0.00013345559645992785,""12"":8.818317832931448e-05,""13"":8.148696281399662e-05,""15"":7.84169385640702e-05,""17"":9.552960233529041e-05,""18"":8.107804304362323e-05,""2"":3.381912039995975e-05,""27"":0.00010558525699595036,""28"":0.00011256837776335517,""29"":0.00010287310136357333,""30"":7.49803474286213e-05,""31"":8.43916933019536e-05,""32"":9.483011989575e-05,""33"":7.919644183649806e-05,""34"":9.430345207702838e-05,""35"":4.910191605512562e-05,""36"":5.126456295380008e-06,""37"":9.730011987021023e-05,""6"":4.701760683929202e-05,""8"":7.559766774491707e-05}",38,38,17,21,0.9128622407559055,0.9392183360423416,0.9128622407559055,2000,0.9791622856883342,0.9689817567916141,0.9822035522539412,0.9872257885885055,0.9849777076845145,0.9736686398361585,0.9848252491380003,35,35,0.9291036974796546,0.9173754424766768,0.942850726590458,21,0.9264172686557285,21,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.013888888888888888,1.392961097953252e-05,0.06877653611605908,False,0,35,36,36,35,71.0,74.5491195531411,61.70342511740184,89.37555851701427,33,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8774421412398877,0.8738962842059312,0.015290105588850435,0.015290105588850435,0.8467412975669336,0.9050432029948198,0.8467412975669336,0.8467412975669336,0.9050432029948198,0.8467412975669336,0.004612722522136459,0.8653879785086486,0.883469518536777,0.019391845386500663,38,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,-0.0448919902349609,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.022741701191497602,0.003459131804512964,0.01614497017114812,11,7,4,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,2,completed,True,True,True,True,True,0.9494612201047415,0.9242594513399918,0.8749948375246849,0.8658861908593266,0.019894200840790254,0.8915157635878679,0.9662017047546442,0.8915157635878679,"{""1"":3.381912039995975e-05,""10"":0.0002036181632397182,""11"":-5.8557060060717425e-06,""12"":0.00020628536097314616,""13"":0.00013768101954836966,""15"":0.00010816958825312563,""17"":0.00020772973671275854,""18"":9.98128211986777e-05,""2"":0.00040996731395595765,""27"":7.17302408364532e-05,""28"":0.00012664306348621196,""29"":0.00026370791762760006,""30"":3.09064812564885e-05,""31"":0.0002144568572728882,""32"":0.0001363352359050362,""33"":0.00025322319840220467,""34"":9.630412946011085e-05,""35"":0.00019406335727738965,""36"":0.0001115920260687955,""37"":0.00012353064490410704,""6"":0.00013328476063698976,""8"":0.00011086420006633926}",36,36,14,18,0.8949436988260151,0.975864827014268,0.8949436988260151,2000,0.9855442635816809,0.9781423992041696,0.9852362595085379,0.9872257885885055,0.9905379265667231,0.9784339290501269,0.9901866040845161,31,31,0.9691591078414813,0.9487620836920055,0.9855960495679539,18,0.9459735457810753,18,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.03125,0.045454545454545456,0.0033927655909423995,0.1369138623518784,False,1,32,33,33,32,99.0,113.8323425588156,87.71937686886689,140.97587775662103,33,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.9373821765727612,0.9242594513399918,0.02024764959090209,0.02024764959090209,0.886448403863496,0.9657573022131114,0.886448403863496,0.886448403863496,0.9657573022131114,0.886448403863496,0.004647354103037673,0.8658861908593266,0.8841034841900431,0.01115129297151682,36,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,2.3685642519851564,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.02245969126045459,0.003412150662737018,0.016106517744142207,10,6,4,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,6,completed,True,True,True,True,True,0.895671364651007,0.8882717840906083,0.8746296900041101,0.865542575817535,0.02497469032032603,0.8442244974514846,0.9368022334160607,0.8442244974514846,"{""1"":4.701760683929202e-05,""10"":0.0002096495296589683,""11"":6.17892035577846e-05,""12"":0.00012526573519293783,""13"":0.0002185077460836066,""15"":9.111224983305786e-05,""17"":6.961813354675148e-05,""18"":0.00016430068414213407,""2"":0.00013328476063698976,""27"":4.269165797228888e-05,""28"":0.00016135823347121465,""29"":0.0001838673582622988,""30"":0.00012494849762597737,""31"":0.0001569310810265521,""32"":6.492691160914959e-05,""33"":0.00016786413420658046,""34"":0.00010909119110684998,""35"":0.00017102612704440642,""36"":0.00025875004030341157,""37"":0.0001595455523735213,""6"":0.00033123157560616947,""8"":7.849787115414824e-05}",38,38,17,17,0.9287936340019174,0.9815615651768219,0.9287936340019174,2000,0.9871248754230123,0.9811658297669118,0.9875920258715238,1.0,0.9937279171981778,0.9814632357454145,0.9929204345638039,29,29,0.9758148756811422,0.9349267765376069,1.0,17,0.9592830134111546,17,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.03333333333333333,0.04838709677419355,0.0036204643737916633,0.14541777735402014,False,1,30,32,32,30,11.0,11.048526481439602,6.986918716486609,18.391671191831236,32,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8883624031083558,0.8882717840906083,0.018199768559137488,0.018199768559137488,0.8548395954518018,0.9255026736251389,0.8548395954518018,0.8548395954518018,0.9255026736251389,0.8548395954518018,0.004636367942601512,0.865542575817535,0.8837168041906851,0.013765533696414577,38,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.8117992207048795,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.02255712341638745,0.0034130206185993225,0.016107225823150027,12,7,5,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,8,completed,True,True,True,True,True,0.9072554620594857,0.8820784468975338,0.8745170398544796,0.8654003877540197,0.02462901609594137,0.8564969304560771,0.9566686284930679,0.8564969304560771,"{""1"":7.559766774491707e-05,""10"":0.00017619905316943404,""11"":-3.6745972178612395e-05,""12"":6.913143543136613e-05,""13"":0.0001773835211313496,""15"":0.00010912407010429095,""17"":0.00028118530306453434,""18"":0.00014357752943877723,""2"":0.00011086420006633926,""27"":3.7273027681048745e-05,""28"":7.777999128493116e-05,""29"":0.00011968636459395772,""30"":4.7521235791606944e-05,""31"":0.00017180628765823964,""32"":7.776662327344895e-05,""33"":0.00010285212456288724,""34"":0.00014748117577628755,""35"":0.00013284175335134617,""36"":0.00014191819962945532,""37"":0.00018852033920513907,""6"":7.849787115414824e-05,""8"":0.00044955373482043865}",37,37,18,15,0.9248293044409734,0.9677544683994961,0.9248293044409734,2000,0.9874725205042973,0.9792626677868375,0.9885577015933682,0.9965628446691176,0.9911790988508483,0.9785074789886389,0.9900502861283056,29,29,0.9617608516082552,0.9332107642682823,0.9795117863151461,15,0.9482170594324082,15,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.016666666666666666,1.678675212479038e-05,0.08228648292382384,False,0,29,32,32,29,144.0,162.02244403248167,121.91803710747679,208.2611583738658,32,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8802776143183184,0.8820784468975338,0.02120268225532889,0.02120268225532889,0.8384577261925013,0.9234591412037153,0.8384577261925013,0.8384577261925013,0.9234591412037153,0.8384577261925013,0.004651438583755061,0.8654003877540197,0.8836336919549395,0.010179337500043312,37,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.33152808689809954,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.02357238816979738,0.00339104689816822,0.016089386672574604,12,7,5,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,10,completed,True,True,True,True,True,0.8853929538194936,0.8786927556739339,0.8744949156312042,0.865402158712677,0.025829197863019848,0.8460997176879909,0.9462561828747662,0.8460997176879909,"{""1"":7.04599521648428e-05,""10"":0.0003488215047681174,""11"":3.333229440579595e-05,""12"":0.0002019199493454378,""13"":0.00026197929029934844,""15"":0.00011522579840738772,""17"":0.00017155634304019492,""18"":0.00012348577768881363,""2"":0.0002036181632397182,""27"":4.210750388045474e-05,""28"":0.00023945088448696784,""29"":0.00027672051415146353,""30"":8.518326953697102e-05,""31"":0.00020923578792409337,""32"":7.600457047913183e-05,""33"":0.00023138224104236795,""34"":8.729688643548136e-05,""35"":0.0002207759723138925,""36"":0.00018067739672363096,""37"":0.00011631180331002511,""6"":0.0002096495296589683,""8"":0.00017619905316943404}",36,36,16,15,0.905338055222648,0.9781360808320397,0.905338055222648,2000,0.9860083599251119,0.976401851665761,0.9871248754230123,0.9965628446691176,0.9930350050140362,0.9759983129218954,0.9914936898707551,28,28,0.9739276238989706,0.9288339234473848,1.0,15,0.9451991727545632,15,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.017241379310344827,1.7380922536885144e-05,0.08507120003233525,False,0,28,32,32,29,62.5,71.36001825218594,58.34524549268173,86.97570619436877,32,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.881636832977268,0.8786927556739339,0.01867676376592362,0.01867676376592362,0.8456508568562017,0.9165232216144785,0.8456508568562017,0.8456508568562017,0.9165232216144785,0.8456508568562017,0.004639246940377317,0.865402158712677,0.8835876725497314,0.013080462608131397,36,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.23720397075682836,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.02398693300197564,0.003288803503137319,0.016007643914914788,11,7,4,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,11,completed,True,True,True,True,True,0.8670923418608736,0.8724899093002816,0.8744258096794005,0.865282223725753,0.029805551850414592,0.7917358928233285,0.9021124339676305,0.7917358928233285,"{""1"":0.00013345559645992785,""10"":3.333229440579595e-05,""11"":0.0006645205751373675,""12"":8.874500066947785e-05,""13"":9.222354757890313e-05,""15"":5.515360285389402e-05,""17"":2.2935380657096362e-05,""18"":6.455583997209e-05,""2"":-5.8557060060717425e-06,""27"":0.0003419119283310786,""28"":0.0001966815041377697,""29"":7.326320448362206e-05,""30"":0.00013156721814022314,""31"":-1.939672966273904e-05,""32"":0.00020032573216486845,""33"":0.00014630521946227225,""34"":0.00029649404700206333,""35"":6.503723115093264e-05,""36"":0.00010930629082532976,""37"":-2.3369839783777988e-05,""6"":6.17892035577846e-05,""8"":-3.6745972178612395e-05}",39,39,16,18,0.9526987412094327,0.97483707556467,0.9526987412094327,2000,0.9886335448552419,0.9715706791835466,0.9886335448552419,1.0,0.9923822976581278,0.9752285221507336,0.9913460645244712,31,31,0.9657857788870199,0.9411322888776962,0.9795117863151461,18,0.9636660731874822,18,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.015625,1.571247953700126e-05,0.07723003565348169,False,0,31,33,33,31,154.0,161.28125708333985,134.5611262186055,202.57916753711095,33,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8811030927923915,0.8724899093002816,0.025778296591073807,0.025778296591073807,0.8269262213375096,0.9267239641622297,0.8269262213375096,0.8269262213375096,0.9267239641622297,0.8269262213375096,0.004665180598098204,0.865282223725753,0.883569395633048,0.006909158454630734,39,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,-0.05742141531153843,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.022116221032364505,0.00342688988133218,0.016118534525254483,12,7,5,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,12,completed,True,True,True,True,True,0.8837047985388274,0.8719451347121052,0.8744051576104865,0.8653173411663444,0.02260438691883087,0.8452707235964216,0.936183041794323,0.8452707235964216,"{""1"":8.818317832931448e-05,""10"":0.0002019199493454378,""11"":8.874500066947785e-05,""12"":0.00033332471295684273,""13"":0.00010778474367138776,""15"":7.625159903084851e-05,""17"":0.00014236553291029275,""18"":6.57973813043553e-05,""2"":0.00020628536097314616,""27"":5.869547197558293e-05,""28"":0.00021494679204570489,""29"":0.0002216328839684969,""30"":9.826387927610499e-05,""31"":0.00016228099983245234,""32"":9.692093007705636e-05,""33"":0.00021918090800767412,""34"":3.792806257390176e-05,""35"":0.00011460287150897872,""36"":7.6105585827021e-05,""37"":8.26432442257401e-05,""6"":0.00012526573519293783,""8"":6.913143543136613e-05}",38,38,17,14,0.8792169217805174,0.9489154723507157,0.8792169217805174,2000,0.9798530199449287,0.9791724022023369,0.9796522026787092,0.9885926396151057,0.9836457930299078,0.9683809424605018,0.9843467243339603,30,30,0.9328761700549408,0.8974414347050648,0.959159441663247,14,0.9194160018320393,14,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.016129032258064516,1.6231861223464347e-05,0.07967817381725999,False,0,30,32,32,30,50.5,47.91854815436137,39.83078860349473,56.63827504432913,32,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8805954095779441,0.8719451347121052,0.018257182503246296,0.018257182503246296,0.8407766630665737,0.9116351170036733,0.8407766630665737,0.8407766630665737,0.9116351170036733,0.8407766630665737,0.004636726243862466,0.8653173411663444,0.8834929740546287,0.013680274548840944,38,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,-0.1454691683355421,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.023835788616024377,0.003397598584978193,0.016094695605899937,11,7,4,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,13,completed,True,True,True,True,True,0.8347690474726472,0.8661365915054603,0.8743397305084735,0.865237990335555,0.029534763631173563,0.8113756872732448,0.929050898233743,0.8113756872732448,"{""1"":8.148696281399662e-05,""10"":0.00026197929029934844,""11"":9.222354757890313e-05,""12"":0.00010778474367138776,""13"":0.0003809724601615105,""15"":0.0001239634207179057,""17"":0.00018432000802484977,""18"":0.00019350484379359296,""2"":0.00013768101954836966,""27"":7.084259431051871e-05,""28"":0.00018936407823045523,""29"":0.0002071379512095201,""30"":9.492893321670543e-05,""31"":0.00018179727006933902,""32"":9.955141225412044e-05,""33"":0.00020119695101742708,""34"":0.000166491529413139,""35"":0.0002487294935536386,""36"":0.0002244685985311431,""37"":0.00016279764104288016,""6"":0.0002185077460836066,""8"":0.0001773835211313496}",38,38,16,15,0.8945992156031403,0.9796910491356506,0.8945992156031403,2000,0.9811658297669118,0.9811658297669118,0.9766105372996257,0.9990421455938698,0.9938679426885801,0.9741064872608411,0.9913807293651439,30,30,0.9810372523837644,0.9263147221846695,0.9946302243321232,15,0.9410143544459605,15,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.016129032258064516,1.6231861223464347e-05,0.07967817381725999,False,0,30,33,33,30,55.0,37.78394886718438,26.664861441221547,54.13516111642424,33,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8468189130955999,0.8661365915054603,0.019518515828861334,0.019518515828861334,0.8273619259342901,0.903251434879485,0.8273619259342901,0.8273619259342901,0.903251434879485,0.8273619259342901,0.004643830317654719,0.865237990335555,0.8834414706813919,0.011989814058585317,38,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,-0.4244101956540828,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.023590509714278698,0.003424811386430488,0.016116837349412924,11,7,4,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,15,completed,True,True,True,True,True,0.9204249262460171,0.8832620264422872,0.8746647536369333,0.8656747631285168,0.01931071592347346,0.8447732059238738,0.9228253013503609,0.8447732059238738,"{""1"":7.84169385640702e-05,""10"":0.00011522579840738772,""11"":5.515360285389402e-05,""12"":7.625159903084851e-05,""13"":0.0001239634207179057,""15"":0.00017628121549920559,""17"":0.00014485081085351015,""18"":0.0001333093849519891,""2"":0.00010816958825312563,""27"":2.303284216593414e-05,""28"":8.584566679776737e-05,""29"":0.0001184378444976018,""30"":9.976359903406445e-05,""31"":0.0001307504279796998,""32"":0.00014349578499030824,""33"":0.00014074777314493258,""34"":0.00011132048159385636,""35"":0.00011905218016783742,""36"":0.00013223241234363434,""37"":0.0001337308911990308,""6"":9.111224983305786e-05,""8"":0.00010912407010429095}",37,37,19,18,0.9454162340547178,0.9776659366370732,0.9454162340547178,2000,0.989097658161836,0.9768353257420679,0.9899277950790277,1.0,0.9924518399635569,0.9770541671959347,0.9924518399635569,29,29,0.9761747050358175,0.950317789269345,0.9827793400122493,18,0.9624880885651709,18,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.016129032258064516,1.6231861223464347e-05,0.07967817381725999,False,0,30,33,33,30,212.0,246.0934460636735,196.2262234995707,291.613054617739,33,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.9080852139770034,0.8832620264422872,0.013277093639016243,0.013277093639016243,0.8595802697155369,0.9080145625749848,0.8595802697155369,0.8595802697155369,0.9080145625749848,0.8595802697155369,0.004586814135019026,0.8656747631285168,0.8836547441453498,0.025556147847960897,37,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.9612890415940983,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.022491697282243896,0.0034149889700403006,0.016108828465294312,11,6,5,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,17,completed,True,True,True,True,True,0.922124720672785,0.8870665506307988,0.874552815023844,0.8654263786951719,0.019983254491889483,0.8649520651244905,0.9447524576023685,0.8649520651244905,"{""1"":9.552960233529041e-05,""10"":0.00017155634304019492,""11"":2.2935380657096362e-05,""12"":0.00014236553291029275,""13"":0.00018432000802484977,""15"":0.00014485081085351015,""17"":0.0005095593298646188,""18"":0.00019510778428949847,""2"":0.00020772973671275854,""27"":5.165973685958217e-05,""28"":9.644509244075606e-05,""29"":0.00023221881457580017,""30"":0.00010913068412078032,""31"":0.00027133650173297115,""32"":0.00024234215467191985,""33"":0.00030430498808229603,""34"":0.00025344888445822945,""35"":0.00016440742843718345,""36"":0.0001658821115300875,""37"":0.0002741067417588019,""6"":6.961813354675148e-05,""8"":0.00028118530306453434}",37,37,17,15,0.9509640477488426,0.9793406203911548,0.9509640477488426,2000,0.9888494018866062,0.9799816800346293,0.9854885852529816,0.9960434238193182,0.9941905418206809,0.9814632357454145,0.9920237656754823,29,29,0.9749765253148845,0.930322143178643,0.983000642383003,15,0.9654270748809383,15,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.016666666666666666,1.678675212479038e-05,0.08228648292382384,False,0,29,32,32,29,67.5,58.061832498809466,44.681231730840054,77.02964708956009,32,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8950553973750152,0.8870665506307988,0.022573420872003844,0.022573420872003844,0.8409760220622411,0.927158123596604,0.8409760220622411,0.8409760220622411,0.927158123596604,0.8409760220622411,0.004656430628654514,0.8654263786951719,0.883679251352516,0.008991399085180827,37,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.4840514631130338,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.023449868775680404,0.003461836557231342,0.016147197115572654,12,7,5,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE
