building_id,config,source_n,folds,target_appearances,common_people_budget,k_max,outside_pool_n,outside_group_n_min,outside_group_n_max,prediction_identified_folds,prediction_not_reached_folds,prediction_unknown_folds,prediction_lower_onset_finite_folds,prediction_both_onsets_finite_folds,prediction_onset_width_le2_folds,prediction_lower_crossing_lt5_folds,prediction_onset_width_mean_among_both_finite,prediction_lower_onset_mean_among_finite,same_error_lower,same_error_upper,outside_error_lower,outside_error_upper,benefit_lower,benefit_upper,same_prediction_unknown_mean,target_unknown_mean,outside_prediction_unknown_mean,outside_N_identified_prediction_fraction,target_N_identified_n,target_N_not_reached_n,target_N_unknown_n,target_N_both_finite_n,target_N_interval_width_le2_n,target_N_lower_crossing_lt5_n,N_identified_pairs,N_absolute_error_sum,outside_N_identified_pairs,outside_N_absolute_error_sum,N_MAE_identified,outside_N_MAE_identified
7y3sRwLe3Va,ospa30_t6,all,6,9,25,20,35,35,50,1,5,0,1,1,1,0,0.0,5.0,0.2824166666666667,0.7681041666666667,0.18563910714285714,0.6457829166666668,-0.5824650595238096,0.36336625000000006,0.30025,0.30024999999999996,0.33203499999999997,0.15857142857142859,3.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,21.0,61.0,,2.9047619047619047
7y3sRwLe3Va,ospa30_t6,1,3,6,25,20,35,35,35,1,2,0,1,1,1,0,0.0,5.0,0.3116666666666667,0.8063333333333332,0.20068571428571427,0.6582333333333333,-0.6056476190476191,0.34656666666666663,0.30024999999999996,0.30024999999999996,0.3233,0.2571428571428571,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,18.0,44.0,,2.4444444444444446
7y3sRwLe3Va,ospa30_t6,2,3,3,25,20,35,50,50,0,3,0,0,0,0,0,,,0.2531666666666666,0.7298749999999999,0.1705925,0.6333325,-0.5592825,0.38016583333333337,0.30024999999999996,0.30025,0.34076999999999996,0.06,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,17.0,,5.666666666666667
7y3sRwLe3Va,q_0.800,all,6,9,25,20,35,35,50,1,3,2,1,1,1,0,0.0,5.0,0.29635416666666664,0.7843333333333332,0.16298017857142857,0.6923329761904761,-0.6213531547619048,0.39597880952380954,0.2993333333333334,0.29933333333333334,0.4146876785714286,0.1742857142857143,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,22.0,90.0,,4.090909090909091
7y3sRwLe3Va,q_0.800,1,3,6,25,20,35,35,35,1,1,1,1,1,1,0,0.0,5.0,0.32125,0.8245,0.1725095238095238,0.7034642857142858,-0.6519904761904762,0.38221428571428584,0.29933333333333334,0.29933333333333334,0.41579285714285713,0.22857142857142856,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,16.0,50.0,,3.125
7y3sRwLe3Va,q_0.800,2,3,3,25,20,35,50,50,0,2,1,0,0,0,0,,,0.2714583333333333,0.7441666666666666,0.15345083333333331,0.6812016666666666,-0.5907158333333333,0.4097433333333333,0.2993333333333334,0.2993333333333334,0.41358249999999996,0.12,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,40.0,,6.666666666666667
7y3sRwLe3Va,q_0.850,all,6,9,25,20,35,35,50,1,3,2,1,1,1,0,0.0,5.0,0.29635416666666664,0.7843333333333332,0.1629022619047619,0.6919825000000001,-0.6214310714285715,0.3956283333333334,0.2993333333333334,0.29933333333333334,0.41497285714285725,0.1742857142857143,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,22.0,90.0,,4.090909090909091
7y3sRwLe3Va,q_0.850,1,3,6,25,20,35,35,35,1,1,1,1,1,1,0,0.0,5.0,0.32125,0.8245,0.17219285714285712,0.7032500000000002,-0.6523071428571429,0.3820000000000001,0.29933333333333334,0.29933333333333334,0.41613571428571433,0.22857142857142856,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,16.0,50.0,,3.125
7y3sRwLe3Va,q_0.850,2,3,3,25,20,35,50,50,0,2,1,0,0,0,0,,,0.2714583333333333,0.7441666666666666,0.15361166666666667,0.6807149999999998,-0.590555,0.40925666666666666,0.2993333333333334,0.2993333333333334,0.41381000000000007,0.12,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,40.0,,6.666666666666667
7y3sRwLe3Va,q_0.900,all,6,9,25,20,35,35,50,1,3,2,1,1,1,0,0.0,5.0,0.2853125,0.7718125000000001,0.15325988095238094,0.6906208333333334,-0.618552619047619,0.4053083333333334,0.29975,0.29974999999999996,0.4306805357142857,0.18857142857142853,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,24.0,108.0,,4.5
