outside_current20_draws,partitions,expected_tv,expected_missing_mass,expected_cluster_fraction
0,34,0.05090497737556561,0.03502262443438914,0.7762757667169432
1,34,0.049534841628959284,0.030626244343891405,0.8103900201106083
2,34,0.04789299833293642,0.02619838056680162,0.8445952607763754
3,34,0.04600390172263238,0.021685687068349606,0.87900453370732
4,34,0.04380025434004673,0.017061538150228733,0.9136585848067363
5,34,0.04117060094062235,0.012328122008508094,0.948517727921525
