case_id,method,point_count,floor_status,band_status,preview,floor_area,axis_residual_degrees,ceiling_height_range,multi_hit_ray_fraction_720
V33_other_view,serialized_adjacency,16,invalid_original_order_polygon,non_single_valued_or_nonstar_boundary,,,,,
V33_other_view,historical_pairmap_unaveraged,16,computable,computable,,4.004527019672809,6.376065789213149,0.08518866113830142,0.0
V33_other_view,user_confirmed_order,16,computable,non_single_valued_or_nonstar_boundary,V33_other_view_user_order_preview.png,4.321913681088896,1.2054079646216238,0.08518866113830142,0.018055555555555554
V07,serialized_adjacency,20,invalid_original_order_polygon,non_single_valued_or_nonstar_boundary,,,,,
V07,historical_pairmap_unaveraged,20,computable,computable,,15.191451887260083,16.769181885285292,0.00023662448246519752,0.0
V07,user_confirmed_order,20,computable,non_single_valued_or_nonstar_boundary,V07_user_order_preview.png,22.057695193961774,0.0016857441089673316,0.00023662448246519752,0.14444444444444443
V31,serialized_adjacency,16,invalid_original_order_polygon,non_single_valued_or_nonstar_boundary,,,,,
V31,historical_pairmap_unaveraged,16,computable,computable,,3.9850285582509954,9.88444442783727,7.18298566260156e-06,0.0
V31,user_confirmed_order,16,computable,non_single_valued_or_nonstar_boundary,V31_user_order_preview.png,5.909095366934278,0.00012040151616698416,7.18298566260156e-06,0.013888888888888888
