partition_id,building_id,pool,k,metric,conditioning,observed,same_building_prediction,global_prediction,same_building_training_images,global_training_images
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,all_archived,15,expected_tv,unstratified,0.0494930400412442,0.1643493332843851,0.07474496963650377,4,50
extended73|C1|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,all_archived,15,expected_cluster_fraction,unstratified,0.7681159420289855,0.7680980329141253,0.8417757319847707,4,50
extended73|C1|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all_archived,15,expected_tv,unstratified,0.03849458669874549,0.08150210734523096,0.07496493870335376,4,50
extended73|C1|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all_archived,15,expected_cluster_fraction,unstratified,0.9446640316205533,0.8271052920509443,0.8382447701929394,4,50
extended73|C1|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,all_archived,15,expected_tv,unstratified,0.030245746691871453,0.08356431734694947,0.07512991550349123,4,50
extended73|C1|manual|rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,all_archived,15,expected_cluster_fraction,unstratified,0.8260869565217391,0.8567495608256477,0.8406163116949158,4,50
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,all_archived,15,expected_tv,unstratified,0.030245746691871453,0.1014349509125563,0.07512991550349123,8,50
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,all_archived,15,expected_cluster_fraction,unstratified,0.8260869565217391,0.7732857331922651,0.8406163116949158,8,50
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,all_archived,15,expected_tv,same_stage_condition,0.030245746691871453,0.12365428294308652,0.0887922929955622,2,8
extended73|C1|manual|uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,all_archived,15,expected_cluster_fraction,same_stage_condition,0.8260869565217391,0.8893723861502163,0.864998279406763,2,8
extended73|C1|manual|uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,all_archived,15,expected_tv,unstratified,0.09509576028564481,0.09332869921333463,0.07383291523161577,8,50
extended73|C1|manual|uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,all_archived,15,expected_cluster_fraction,unstratified,0.8853749841938023,0.7658747297332572,0.8394305511414744,8,50
extended73|C1|manual|uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,all_archived,15,expected_tv,same_stage_condition,0.09509576028564481,0.09122927614619983,0.08068604129634052,2,8
extended73|C1|manual|uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,all_archived,15,expected_cluster_fraction,same_stage_condition,0.8853749841938023,0.8597283723141848,0.8575872759477552,2,8
extended73|C1|manual|uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,all_archived,15,expected_tv,unstratified,0.15221280560052822,0.08618906854897421,0.0726905743253181,8,50
extended73|C1|manual|uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,all_archived,15,expected_cluster_fraction,unstratified,0.8933697881066304,0.7648753792441536,0.8392706550632179,8,50
extended73|C1|manual|uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,all_archived,15,expected_tv,same_stage_condition,0.15221280560052822,0.06267075348875814,0.07354641063198011,2,8
extended73|C1|manual|uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,all_archived,15,expected_cluster_fraction,same_stage_condition,0.8933697881066304,0.8557309703577707,0.8565879254586517,2,8
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,all_archived,15,expected_tv,unstratified,0.15633722560396524,0.02309433078069452,0.07260808592524935,6,50
extended73|C1|manual|wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,all_archived,15,expected_cluster_fraction,unstratified,0.9159558976492616,0.9141681053487823,0.8388189328723652,6,50
extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,all_archived,15,expected_tv,unstratified,0.07477160598594226,0.03668860071703168,0.07423939831760981,6,50
extended73|C1|manual|wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,all_archived,15,expected_cluster_fraction,unstratified,0.884047093631156,0.9194862393518001,0.8394571089527274,6,50
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,all_archived,15,expected_tv,unstratified,0.11368757305655597,0.06276821072490849,0.07346107897619754,3,50
extended73|C1|manual|yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,all_archived,15,expected_cluster_fraction,unstratified,0.8023715415019764,0.7973290598290599,0.841090619995311,3,50
