key,code,image_id,condition,building,N,view,metric,partition,nominal_cut,actual_cut,distance_unit,clusters,singleton_clusters,close_pairs_split,far_pairs_merged,near_pairs,manual_pair_overrides
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,sphere,complete,6,6,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,sphere,representative,6,6,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,sphere,complete,9,9,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,sphere,representative,9,9,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,sphere,complete,12,12,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,sphere,representative,12,12,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,image,complete,6,17.0666666667,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,image,representative,6,17.0666666667,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,image,complete,9,25.6,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,image,representative,9,25.6,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,image,complete,12,34.1333333333,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,automatic,image,representative,12,34.1333333333,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,sphere,complete,6,6,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,sphere,representative,6,6,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,sphere,complete,9,9,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,sphere,representative,9,9,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,sphere,complete,12,12,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,sphere,representative,12,12,degree,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,image,complete,6,17.0666666667,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,image,representative,6,17.0666666667,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,image,complete,9,25.6,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,image,representative,9,25.6,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,image,complete,12,34.1333333333,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f|manual,2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,3,human_correspondence,image,representative,12,34.1333333333,pixel_1024x512,1,0,0,0,3,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,sphere,complete,6,6,degree,2,1,0,0,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,sphere,representative,6,6,degree,2,1,0,0,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,sphere,complete,9,9,degree,2,1,1,0,2,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,sphere,representative,9,9,degree,1,0,0,1,2,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,sphere,complete,12,12,degree,1,0,0,0,3,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,sphere,representative,12,12,degree,1,0,0,0,3,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,image,complete,6,17.0666666667,pixel_1024x512,2,1,0,0,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,image,representative,6,17.0666666667,pixel_1024x512,2,1,0,0,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866|manual,2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,3,automatic,image,complete,9,25.6,pixel_1024x512,2,1,1,0,2,0
