image_id,building_id,config,k,lookahead,min_support,epsilon,replicates,stable,changing,unknown,stable_lower,stable_upper,stable_single,stable_multi
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,2,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,2,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,2,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,1,0.05,200,0,164,36,0.0,0.18,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,1,0.1,200,0,164,36,0.0,0.18,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,1,0.2,200,0,164,36,0.0,0.18,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,2,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,2,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,2,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,1,0.05,200,0,135,65,0.0,0.325,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,1,0.1,200,0,135,65,0.0,0.325,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,1,0.2,200,0,135,65,0.0,0.325,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,2,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,2,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,2,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,5,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,1,0.05,200,0,174,26,0.0,0.13,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,1,0.1,200,0,174,26,0.0,0.13,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,1,0.2,200,17,157,26,0.085,0.215,0,17
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,2,0.05,200,0,9,191,0.0,0.955,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,2,0.1,200,0,9,191,0.0,0.955,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,2,0.2,200,0,9,191,0.0,0.955,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,1,0.05,200,0,164,36,0.0,0.18,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,1,0.1,200,0,164,36,0.0,0.18,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,1,0.2,200,0,164,36,0.0,0.18,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,2,0.05,200,0,8,192,0.0,0.96,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,2,0.1,200,0,8,192,0.0,0.96,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,2,0.2,200,0,8,192,0.0,0.96,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,1,0.05,200,0,157,43,0.0,0.215,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,1,0.1,200,0,157,43,0.0,0.215,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,1,0.2,200,0,157,43,0.0,0.215,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,2,0.05,200,0,8,192,0.0,0.96,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,2,0.1,200,0,8,192,0.0,0.96,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,2,0.2,200,0,8,192,0.0,0.96,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,1,0.05,200,0,122,78,0.0,0.39,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,1,0.1,200,0,122,78,0.0,0.39,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,1,0.2,200,0,122,78,0.0,0.39,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,2,0.05,200,0,7,193,0.0,0.965,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,2,0.1,200,0,7,193,0.0,0.965,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,2,0.2,200,0,7,193,0.0,0.965,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,5,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,1,0.05,200,0,164,36,0.0,0.18,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,1,0.1,200,1,163,36,0.005,0.185,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,1,0.2,200,14,150,36,0.07,0.25,0,14
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,2,0.05,200,0,23,177,0.0,0.885,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,2,0.1,200,1,22,177,0.005,0.89,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,2,0.2,200,1,22,177,0.005,0.89,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,1,0.05,200,0,157,43,0.0,0.215,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,1,0.1,200,0,157,43,0.0,0.215,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,1,0.2,200,0,157,43,0.0,0.215,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,2,0.05,200,0,22,178,0.0,0.89,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,2,0.1,200,0,22,178,0.0,0.89,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,2,0.2,200,1,21,178,0.005,0.895,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,1,0.05,200,0,135,65,0.0,0.325,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,1,0.1,200,0,135,65,0.0,0.325,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,1,0.2,200,0,135,65,0.0,0.325,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,2,0.05,200,0,16,184,0.0,0.92,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,2,0.1,200,0,16,184,0.0,0.92,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,2,0.2,200,0,16,184,0.0,0.92,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,1,0.05,200,0,106,94,0.0,0.47,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,1,0.1,200,0,106,94,0.0,0.47,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,1,0.2,200,0,106,94,0.0,0.47,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,2,0.05,200,0,10,190,0.0,0.95,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,2,0.1,200,0,10,190,0.0,0.95,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,2,0.2,200,0,10,190,0.0,0.95,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,3,0.05,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,3,0.1,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,5,3,0.2,200,0,0,200,0.0,1.0,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,1,0.05,200,0,157,43,0.0,0.215,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,1,0.1,200,2,155,43,0.01,0.225,0,2
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,1,0.2,200,21,136,43,0.105,0.32,0,21
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,2,0.05,200,0,33,167,0.0,0.835,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,2,0.1,200,2,31,167,0.01,0.845,0,2
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,2,0.2,200,33,0,167,0.165,1.0,0,33
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,3,0.05,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,3,0.1,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,1,3,0.2,200,1,0,199,0.005,1.0,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,1,0.05,200,0,135,65,0.0,0.325,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,1,0.1,200,0,135,65,0.0,0.325,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,1,0.2,200,6,129,65,0.03,0.355,0,6
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,2,0.05,200,0,26,174,0.0,0.87,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,2,0.1,200,0,26,174,0.0,0.87,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,2,0.2,200,1,25,174,0.005,0.875,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,3,0.05,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,3,0.1,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,2,3,0.2,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,1,0.05,200,0,122,78,0.0,0.39,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,1,0.1,200,0,122,78,0.0,0.39,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,1,0.2,200,0,122,78,0.0,0.39,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,2,0.05,200,0,22,178,0.0,0.89,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,2,0.1,200,0,22,178,0.0,0.89,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,2,0.2,200,0,22,178,0.0,0.89,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,3,0.05,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,3,0.1,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,3,3,0.2,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,1,0.05,200,0,99,101,0.0,0.505,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,1,0.1,200,0,99,101,0.0,0.505,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,1,0.2,200,0,99,101,0.0,0.505,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,2,0.05,200,0,15,185,0.0,0.925,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,2,0.1,200,0,15,185,0.0,0.925,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,2,0.2,200,0,15,185,0.0,0.925,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,3,0.05,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,3,0.1,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,4,5,3,0.2,200,0,1,199,0.0,0.995,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,1,0.05,200,0,136,64,0.0,0.32,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,1,0.1,200,1,135,64,0.005,0.325,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,1,0.2,200,38,98,64,0.19,0.51,0,38
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,2,0.05,200,0,45,155,0.0,0.775,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,2,0.1,200,1,44,155,0.005,0.78,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,2,0.2,200,36,9,155,0.18,0.955,0,36
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,3,0.05,200,0,3,197,0.0,0.985,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,3,0.1,200,0,3,197,0.0,0.985,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,3,0.2,200,3,0,197,0.015,1.0,0,3
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,1,0.05,200,0,123,77,0.0,0.385,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,1,0.1,200,0,123,77,0.0,0.385,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,1,0.2,200,2,121,77,0.01,0.395,0,2
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,2,0.05,200,0,38,162,0.0,0.81,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,2,0.1,200,0,38,162,0.0,0.81,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,2,0.2,200,5,33,162,0.025,0.835,0,5
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,3,0.05,200,0,3,197,0.0,0.985,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,3,0.1,200,0,3,197,0.0,0.985,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,3,0.2,200,0,3,197,0.0,0.985,0,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,3,1,0.05,200,0,107,93,0.0,0.465,0,0
