variant,replicate,metric,n_workers,rank_rho
all_calculation_valid,141,corner_pair_count,23,0.5316205533596838
all_calculation_valid,141,log_active_time,22,0.8814229249011858
all_calculation_valid,142,peer_distance_mean,23,0.23221343873517786
all_calculation_valid,142,corner_pair_count,23,0.4822134387351779
all_calculation_valid,142,log_active_time,22,0.8723884810841334
all_calculation_valid,143,peer_distance_mean,23,0.21047430830039524
all_calculation_valid,143,corner_pair_count,23,0.49209486166007904
all_calculation_valid,143,log_active_time,22,0.9345002823263695
all_calculation_valid,144,peer_distance_mean,23,0.049407114624505935
all_calculation_valid,144,corner_pair_count,23,0.6166007905138341
all_calculation_valid,144,log_active_time,22,0.9717673630717111
all_calculation_valid,145,peer_distance_mean,23,0.274703557312253
all_calculation_valid,145,corner_pair_count,23,0.6235177865612649
all_calculation_valid,145,log_active_time,22,0.9457933370976851
all_calculation_valid,146,peer_distance_mean,23,0.3577075098814229
all_calculation_valid,146,corner_pair_count,23,0.5088932806324111
all_calculation_valid,146,log_active_time,22,0.9559570863918693
all_calculation_valid,147,peer_distance_mean,23,0.25
all_calculation_valid,147,corner_pair_count,23,0.6758893280632412
all_calculation_valid,147,log_active_time,22,0.9514398644833428
all_calculation_valid,148,peer_distance_mean,23,0.1442687747035573
all_calculation_valid,148,corner_pair_count,23,0.532608695652174
all_calculation_valid,148,log_active_time,22,0.9040090344438172
all_calculation_valid,149,peer_distance_mean,23,0.0909090909090909
all_calculation_valid,149,corner_pair_count,23,0.6245059288537549
all_calculation_valid,149,log_active_time,22,0.9446640316205535
all_calculation_valid,150,peer_distance_mean,23,0.3339920948616601
all_calculation_valid,150,corner_pair_count,23,0.6245059288537549
all_calculation_valid,150,log_active_time,22,0.8927159796725015
all_calculation_valid,151,peer_distance_mean,23,0.049407114624505935
all_calculation_valid,151,corner_pair_count,23,0.8211462450592886
all_calculation_valid,151,log_active_time,22,0.9570863918690007
all_calculation_valid,152,peer_distance_mean,23,0.4881422924901186
all_calculation_valid,152,corner_pair_count,23,0.5029644268774703
all_calculation_valid,152,log_active_time,22,0.9435347261434219
all_calculation_valid,153,peer_distance_mean,23,0.5741106719367589
all_calculation_valid,153,corner_pair_count,23,0.5602766798418972
all_calculation_valid,153,log_active_time,22,0.9672501411631848
all_calculation_valid,154,peer_distance_mean,23,0.0691699604743083
all_calculation_valid,154,corner_pair_count,23,0.7302371541501976
all_calculation_valid,154,log_active_time,22,0.8554488989271599
all_calculation_valid,155,peer_distance_mean,23,0.34584980237154156
all_calculation_valid,155,corner_pair_count,23,0.7183794466403163
all_calculation_valid,155,log_active_time,22,0.9503105590062113
all_calculation_valid,156,peer_distance_mean,23,0.0790513833992095
all_calculation_valid,156,corner_pair_count,23,0.6472332015810277
