worker_id,base_task_id,building_id,y_centered,pred,metric,variant
27,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,0.0038652722842865347,0.0070004388051109236,peer_distance_mean,all_calculation_valid
28,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,0.0007988572823581369,0.0162844600853733,peer_distance_mean,all_calculation_valid
30,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,0.0004603506650374331,-0.010857174669488576,peer_distance_mean,all_calculation_valid
10,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,-0.0025622401158410663,-0.005451277381219566,peer_distance_mean,all_calculation_valid
6,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,-0.0025622401158410663,-0.006976446839776082,peer_distance_mean,all_calculation_valid
33,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,-0.04530423988498075,-0.000983521697345639,peer_distance_mean,all_calculation_valid
10,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,-0.05671003416597814,0.0005528916538652638,peer_distance_mean,all_calculation_valid
11,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,-0.01690136738079223,0.007437401468382588,peer_distance_mean,all_calculation_valid
17,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,0.17562567559772907,-0.006034493620210961,peer_distance_mean,all_calculation_valid
6,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,-0.05671003416597814,-0.0009722778046912517,peer_distance_mean,all_calculation_valid
27,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,-0.04921535103892949,0.009322366989255105,peer_distance_mean,all_calculation_valid
30,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,0.0023492231578696177,-0.008535246485344393,peer_distance_mean,all_calculation_valid
31,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,0.07852994936850782,-0.004691008812110595,peer_distance_mean,all_calculation_valid
35,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,-0.016972817061740753,0.004029420816827321,peer_distance_mean,all_calculation_valid
12,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,-0.036858809044291785,0.009773199655049797,peer_distance_mean,all_calculation_valid
13,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,0.02216780461858442,-0.009898732163677235,peer_distance_mean,all_calculation_valid
31,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,-0.023697018771813808,-0.01267602158154414,peer_distance_mean,all_calculation_valid
32,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,0.03561514652186239,0.014431449108407714,peer_distance_mean,all_calculation_valid
34,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,-0.02517754374161181,0.023725587482139498,peer_distance_mean,all_calculation_valid
14,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,-0.024282582536347408,-0.010562172775387901,peer_distance_mean,all_calculation_valid
18,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,0.06195093183930879,-0.0033932383160866224,peer_distance_mean,all_calculation_valid
8,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,-0.024408933311398207,-0.011525603917528549,peer_distance_mean,all_calculation_valid
33,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,-0.022934870171629762,-0.017226161510469462,peer_distance_mean,all_calculation_valid
34,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,0.08823353750780663,0.019150201289389865,peer_distance_mean,all_calculation_valid
37,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,-0.022315517285274256,0.01747419678007195,peer_distance_mean,all_calculation_valid
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,-0.011552236877452257,-0.0009958309334909968,peer_distance_mean,all_calculation_valid
2,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,-0.031430913173450356,-0.01840240562550136,peer_distance_mean,all_calculation_valid
28,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,0.10599123112187145,0.009625628086998147,peer_distance_mean,all_calculation_valid
29,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,-0.03879658217162804,-0.0003199470759872422,peer_distance_mean,all_calculation_valid
36,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,-0.054143304880000936,0.00692833049700853,peer_distance_mean,all_calculation_valid
11,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,0.03919744355374735,-0.0052255995650773955,peer_distance_mean,all_calculation_valid
15,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,-0.05224878762398985,-0.01100841194294204,peer_distance_mean,all_calculation_valid
29,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,-0.024066513147301433,0.0006476801452353427,peer_distance_mean,all_calculation_valid
36,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,0.06978443131122576,0.007895957718231116,peer_distance_mean,all_calculation_valid
1,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,-0.020880209513069042,0.003551435067395428,peer_distance_mean,all_calculation_valid
