metric,heldout_rows,task_only_sse,worker_task_sse,lobo_within_task_r2,baseline_within_task_rmse,worker_within_task_rmse,variant
peer_distance_mean,658,1.3183624823259144,1.351675161725848,-0.02526822467001777,0.04476148342796072,0.04532347704018225,all_calculation_valid
corner_pair_count,658,862.7824016563146,787.4915146908047,0.08726520942125304,1.1450849118754178,1.0939815423633152,all_calculation_valid
log_active_time,594,527.5631073361383,208.51713292304424,0.6047541421614476,0.9424188980245293,0.5924853958663363,all_calculation_valid
peer_distance_mean,648,1.3079590432362105,1.3451244731349123,-0.028414826970992513,0.044927222411764195,0.04556105104276874,strict_clean_tasks
corner_pair_count,648,849.9824016563148,776.8301843760344,0.08606321394152705,1.145295261984412,1.0949027413090073,strict_clean_tasks
log_active_time,585,524.0589540806532,207.23531065606596,0.6045572563117159,0.9464815222352417,0.5951876966838894,strict_clean_tasks
