variant,replicate,features,k,ari,n_workers
all_calculation_valid,145,geometry_and_time,2,0.25259792166266987,22
all_calculation_valid,145,geometry_and_time,3,0.49168207024029575,22
all_calculation_valid,145,geometry_and_time,4,0.2888778550148957,22
all_calculation_valid,146,geometry_only,2,-0.004704301075268817,23
all_calculation_valid,146,geometry_only,3,0.15069004102946662,23
all_calculation_valid,146,geometry_only,4,0.02819548872180451,23
all_calculation_valid,146,geometry_and_time,2,-0.035410129986553115,22
all_calculation_valid,146,geometry_and_time,3,-0.0007356547327121138,22
all_calculation_valid,146,geometry_and_time,4,-0.017436316578122873,22
all_calculation_valid,147,geometry_only,2,0.11742353454183019,23
all_calculation_valid,147,geometry_only,3,0.18062366984361988,23
all_calculation_valid,147,geometry_only,4,0.08261373406601623,23
all_calculation_valid,147,geometry_and_time,2,-0.010770784247728038,22
all_calculation_valid,147,geometry_and_time,3,-0.014349564808280405,22
all_calculation_valid,147,geometry_and_time,4,0.1037037037037037,22
all_calculation_valid,148,geometry_only,2,-0.03207862043389579,23
all_calculation_valid,148,geometry_only,3,-0.01689488384767355,23
all_calculation_valid,148,geometry_only,4,-0.0406807804068078,23
all_calculation_valid,148,geometry_and_time,2,0.03663985701519214,22
all_calculation_valid,148,geometry_and_time,3,0.13139952894508491,22
all_calculation_valid,148,geometry_and_time,4,0.2940097799511002,22
all_calculation_valid,149,geometry_only,2,-0.029292107404393815,23
all_calculation_valid,149,geometry_only,3,-0.001673801783242669,23
all_calculation_valid,149,geometry_only,4,-0.053332415786395075,23
all_calculation_valid,149,geometry_and_time,2,-0.032171581769437,22
all_calculation_valid,149,geometry_and_time,3,0.03339649455234486,22
all_calculation_valid,149,geometry_and_time,4,0.001247193813918683,22
all_calculation_valid,150,geometry_only,2,0.18557091459950767,23
all_calculation_valid,150,geometry_only,3,0.1941668748438671,23
all_calculation_valid,150,geometry_only,4,0.06073656073656074,23
all_calculation_valid,150,geometry_and_time,2,0.08839779005524862,22
all_calculation_valid,150,geometry_and_time,3,0.01,22
all_calculation_valid,150,geometry_and_time,4,0.12570462232243518,22
all_calculation_valid,151,geometry_only,2,-0.059181731684110374,23
all_calculation_valid,151,geometry_only,3,0.1377547542771454,23
all_calculation_valid,151,geometry_only,4,0.19506098022877055,23
all_calculation_valid,151,geometry_and_time,2,0.09221902017291066,22
all_calculation_valid,151,geometry_and_time,3,0.06044090132595786,22
all_calculation_valid,151,geometry_and_time,4,0.23066745745700076,22
all_calculation_valid,152,geometry_only,2,0.11322526131313763,23
all_calculation_valid,152,geometry_only,3,0.11681427370870774,23
all_calculation_valid,152,geometry_only,4,0.13618751678367283,23
all_calculation_valid,152,geometry_and_time,2,0.006615944426066821,22
all_calculation_valid,152,geometry_and_time,3,-0.09404600811907984,22
all_calculation_valid,152,geometry_and_time,4,0.30461149164521617,22
all_calculation_valid,153,geometry_only,2,-0.0006356381100360195,23
all_calculation_valid,153,geometry_only,3,0.07444399279948899,23
all_calculation_valid,153,geometry_only,4,0.24819849936854618,23
all_calculation_valid,153,geometry_and_time,2,-0.04251986125097908,22
all_calculation_valid,153,geometry_and_time,3,0.024117140396210164,22
all_calculation_valid,153,geometry_and_time,4,0.051036682615629984,22
all_calculation_valid,154,geometry_only,2,-0.0462406015037594,23
all_calculation_valid,154,geometry_only,3,-0.07341218822319362,23
all_calculation_valid,154,geometry_only,4,-0.0366903499868426,23
all_calculation_valid,154,geometry_and_time,2,-0.014492753623188406,22
all_calculation_valid,154,geometry_and_time,3,0.2182741116751269,22
all_calculation_valid,154,geometry_and_time,4,0.15425378167453513,22
all_calculation_valid,155,geometry_only,2,0.0543823584376752,23
all_calculation_valid,155,geometry_only,3,0.02106974475695009,23
all_calculation_valid,155,geometry_only,4,0.1415929203539823,23
all_calculation_valid,155,geometry_and_time,2,0.3793103448275862,22
all_calculation_valid,155,geometry_and_time,3,0.5300101729399797,22
all_calculation_valid,155,geometry_and_time,4,0.40868366643694004,22
all_calculation_valid,156,geometry_only,2,0.004061484628842789,23
all_calculation_valid,156,geometry_only,3,0.07103064066852367,23
all_calculation_valid,156,geometry_only,4,0.009138381201044387,23
all_calculation_valid,156,geometry_and_time,2,-0.04054054054054054,22
all_calculation_valid,156,geometry_and_time,3,0.054010199350950396,22
all_calculation_valid,156,geometry_and_time,4,0.23055756698044896,22
all_calculation_valid,157,geometry_only,2,0.16609577974536288,23
all_calculation_valid,157,geometry_only,3,0.22411678115799805,23
all_calculation_valid,157,geometry_only,4,0.22311190577991993,23
all_calculation_valid,157,geometry_and_time,2,-0.01349983125210935,22
all_calculation_valid,157,geometry_and_time,3,0.031088082901554404,22
all_calculation_valid,157,geometry_and_time,4,0.003541751804931208,22
all_calculation_valid,158,geometry_only,2,-0.010135135135135136,23
all_calculation_valid,158,geometry_only,3,0.21076902210769022,23
all_calculation_valid,158,geometry_only,4,0.1846850303076805,23
all_calculation_valid,158,geometry_and_time,2,0.267651337137742,22
all_calculation_valid,158,geometry_and_time,3,0.13781223083548666,22
all_calculation_valid,158,geometry_and_time,4,0.2437937619350732,22
all_calculation_valid,159,geometry_only,2,0.06313645621181263,23
all_calculation_valid,159,geometry_only,3,0.09761897111275344,23
all_calculation_valid,159,geometry_only,4,0.12974683544303797,23
all_calculation_valid,159,geometry_and_time,2,-0.04238517324738114,22
all_calculation_valid,159,geometry_and_time,3,0.3880010255533715,22
all_calculation_valid,159,geometry_and_time,4,0.3068917018284107,22
all_calculation_valid,160,geometry_only,2,0.2853107344632768,23
all_calculation_valid,160,geometry_only,3,0.06928264868179031,23
all_calculation_valid,160,geometry_only,4,0.09570739494048652,23
all_calculation_valid,160,geometry_and_time,2,-0.023936170212765957,22
all_calculation_valid,160,geometry_and_time,3,0.43134309675804233,22
all_calculation_valid,160,geometry_and_time,4,0.3796240145542753,22
all_calculation_valid,161,geometry_only,2,-0.0411522633744856,23
all_calculation_valid,161,geometry_only,3,0.1530908279401919,23
all_calculation_valid,161,geometry_only,4,0.258883464232647,23
all_calculation_valid,161,geometry_and_time,2,-0.06944444444444445,22
all_calculation_valid,161,geometry_and_time,3,0.12024403771491958,22
all_calculation_valid,161,geometry_and_time,4,0.0144,22
all_calculation_valid,162,geometry_only,2,0.0031894934333958724,23
all_calculation_valid,162,geometry_only,3,-0.010031733033063773,23
all_calculation_valid,162,geometry_only,4,0.027903159622486663,23
all_calculation_valid,162,geometry_and_time,2,0.26203630623520124,22
all_calculation_valid,162,geometry_and_time,3,0.07213058712930519,22
all_calculation_valid,162,geometry_and_time,4,0.057692307692307696,22
all_calculation_valid,163,geometry_only,2,-0.020161290322580645,23
all_calculation_valid,163,geometry_only,3,-0.016257076889015402,23
all_calculation_valid,163,geometry_only,4,-0.0467741935483871,23
all_calculation_valid,163,geometry_and_time,2,0.018306636155606407,22
all_calculation_valid,163,geometry_and_time,3,0.30041297935103245,22
all_calculation_valid,163,geometry_and_time,4,0.3333333333333333,22
all_calculation_valid,164,geometry_only,2,0.12163670179789213,23
all_calculation_valid,164,geometry_only,3,0.2626193724420191,23
all_calculation_valid,164,geometry_only,4,0.10495283018867925,23
all_calculation_valid,164,geometry_and_time,2,-0.03554274735830932,22
all_calculation_valid,164,geometry_and_time,3,0.14667535853976532,22
all_calculation_valid,164,geometry_and_time,4,0.21136484333510355,22
all_calculation_valid,165,geometry_only,2,0.0503003003003003,23
all_calculation_valid,165,geometry_only,3,0.030528549260537732,23
all_calculation_valid,165,geometry_only,4,0.11783960720130933,23
all_calculation_valid,165,geometry_and_time,2,-0.035410129986553115,22
all_calculation_valid,165,geometry_and_time,3,0.22483221476510068,22
all_calculation_valid,165,geometry_and_time,4,0.15527426160337554,22
all_calculation_valid,166,geometry_only,2,-0.04395123476086277,23
all_calculation_valid,166,geometry_only,3,0.05060937136784777,23
all_calculation_valid,166,geometry_only,4,0.12011517893870835,23
all_calculation_valid,166,geometry_and_time,2,-0.008056394763343404,22
all_calculation_valid,166,geometry_and_time,3,0.3462532299741602,22
all_calculation_valid,166,geometry_and_time,4,0.30758588886326954,22
all_calculation_valid,167,geometry_only,2,-0.03521388716676999,23
all_calculation_valid,167,geometry_only,3,0.1788090111514606,23
all_calculation_valid,167,geometry_only,4,0.15356656065424806,23
all_calculation_valid,167,geometry_and_time,2,0.03663985701519214,22
all_calculation_valid,167,geometry_and_time,3,0.009675516224188791,22
all_calculation_valid,167,geometry_and_time,4,0.26157053509381517,22
all_calculation_valid,168,geometry_only,2,-0.028133791809940606,23
all_calculation_valid,168,geometry_only,3,-0.008164058703469725,23
all_calculation_valid,168,geometry_only,4,0.04647006255585344,23
all_calculation_valid,168,geometry_and_time,2,-0.04720692368214005,22
all_calculation_valid,168,geometry_and_time,3,0.158311345646438,22
all_calculation_valid,168,geometry_and_time,4,0.26666666666666666,22
all_calculation_valid,169,geometry_only,2,0.11444465279079942,23
all_calculation_valid,169,geometry_only,3,0.1693505518901848,23
all_calculation_valid,169,geometry_only,4,0.0627223709789825,23
all_calculation_valid,169,geometry_and_time,2,-0.03773584905660377,22
all_calculation_valid,169,geometry_and_time,3,-0.007898894154818325,22
all_calculation_valid,169,geometry_and_time,4,0.05258386219401632,22
all_calculation_valid,170,geometry_only,2,0.014413712504869497,23
all_calculation_valid,170,geometry_only,3,-0.0038259883803315855,23
all_calculation_valid,170,geometry_only,4,0.02618867924528302,23
all_calculation_valid,170,geometry_and_time,2,0.37341772151898733,22
all_calculation_valid,170,geometry_and_time,3,0.12602739726027398,22
all_calculation_valid,170,geometry_and_time,4,0.06956356916078282,22
all_calculation_valid,171,geometry_only,2,-0.043811394891944994,23
all_calculation_valid,171,geometry_only,3,-0.023099074811592426,23
all_calculation_valid,171,geometry_only,4,0.05383716400467472,23
all_calculation_valid,171,geometry_and_time,2,-0.009411764705882352,22
all_calculation_valid,171,geometry_and_time,3,-0.0505763349800047,22
all_calculation_valid,171,geometry_and_time,4,0.016200417536534447,22
all_calculation_valid,172,geometry_only,2,0.01483404413128129,23
all_calculation_valid,172,geometry_only,3,-0.001673801783242669,23
all_calculation_valid,172,geometry_only,4,0.015488345212868427,23
all_calculation_valid,172,geometry_and_time,2,-0.034482758620689655,22
all_calculation_valid,172,geometry_and_time,3,0.022739291380222106,22
all_calculation_valid,172,geometry_and_time,4,0.019344391439450305,22
all_calculation_valid,173,geometry_only,2,0.1093789288408348,23
all_calculation_valid,173,geometry_only,3,-0.005507745266781412,23
all_calculation_valid,173,geometry_only,4,0.12883787661406026,23
all_calculation_valid,173,geometry_and_time,2,0.08839779005524862,22
all_calculation_valid,173,geometry_and_time,3,0.25167759352101815,22
all_calculation_valid,173,geometry_and_time,4,0.19393939393939394,22
all_calculation_valid,174,geometry_only,2,-0.016441065578836764,23
all_calculation_valid,174,geometry_only,3,0.08271569288029006,23
all_calculation_valid,174,geometry_only,4,0.12562796166316315,23
all_calculation_valid,174,geometry_and_time,2,0.004860267314702308,22
all_calculation_valid,174,geometry_and_time,3,0.13439920059955035,22
all_calculation_valid,174,geometry_and_time,4,0.1863013698630137,22
all_calculation_valid,175,geometry_only,2,0.11588143525741029,23
all_calculation_valid,175,geometry_only,3,0.11886488229603354,23
all_calculation_valid,175,geometry_only,4,0.0715917745620716,23
all_calculation_valid,175,geometry_and_time,2,0.09289801413665433,22
all_calculation_valid,175,geometry_and_time,3,0.0037638202775817455,22
all_calculation_valid,175,geometry_and_time,4,0.04259259259259259,22
all_calculation_valid,176,geometry_only,2,-0.04329896907216495,23
all_calculation_valid,176,geometry_only,3,0.12980891719745222,23
all_calculation_valid,176,geometry_only,4,0.14641035700274618,23
all_calculation_valid,176,geometry_and_time,2,0.3765182186234818,22
all_calculation_valid,176,geometry_and_time,3,0.31603553062178585,22
all_calculation_valid,176,geometry_and_time,4,0.33603344656388817,22
all_calculation_valid,177,geometry_only,2,-0.04020100502512563,23
all_calculation_valid,177,geometry_only,3,-0.11238267485733887,23
all_calculation_valid,177,geometry_only,4,0.06094632107544992,23
all_calculation_valid,177,geometry_and_time,2,-0.0387409200968523,22
all_calculation_valid,177,geometry_and_time,3,0.10783253514599105,22
all_calculation_valid,177,geometry_and_time,4,0.10774547672291115,22
all_calculation_valid,178,geometry_only,2,0.0503003003003003,23
all_calculation_valid,178,geometry_only,3,0.10555148581074625,23
all_calculation_valid,178,geometry_only,4,0.25389445928598686,23
all_calculation_valid,178,geometry_and_time,2,0.03663985701519214,22
all_calculation_valid,178,geometry_and_time,3,-0.01279378998059369,22
all_calculation_valid,178,geometry_and_time,4,0.008583690987124463,22
all_calculation_valid,179,geometry_only,2,0.24642573471008736,23
all_calculation_valid,179,geometry_only,3,0.16890961110522412,23
all_calculation_valid,179,geometry_only,4,0.24200434424387687,23
all_calculation_valid,179,geometry_and_time,2,-0.035410129986553115,22
all_calculation_valid,179,geometry_and_time,3,-0.09386695180630872,22
all_calculation_valid,179,geometry_and_time,4,0.09973599295981227,22
all_calculation_valid,180,geometry_only,2,-0.010135135135135136,23
all_calculation_valid,180,geometry_only,3,0.09567496723460026,23
all_calculation_valid,180,geometry_only,4,0.15912636505460218,23
all_calculation_valid,180,geometry_and_time,2,0.004860267314702308,22
all_calculation_valid,180,geometry_and_time,3,0.10695876288659793,22
all_calculation_valid,180,geometry_and_time,4,0.15005081122752917,22
all_calculation_valid,181,geometry_only,2,0.011841289522628643,23
all_calculation_valid,181,geometry_only,3,-0.04741022417124107,23
all_calculation_valid,181,geometry_only,4,0.011883699969956939,23
all_calculation_valid,181,geometry_and_time,2,-0.002671118530884808,22
all_calculation_valid,181,geometry_and_time,3,-0.0705819784227321,22
all_calculation_valid,181,geometry_and_time,4,-0.08212147134302823,22
all_calculation_valid,182,geometry_only,2,0.12163670179789213,23
all_calculation_valid,182,geometry_only,3,0.14489092212625038,23
all_calculation_valid,182,geometry_only,4,0.11709236709236709,23
all_calculation_valid,182,geometry_and_time,2,-0.032171581769437,22
all_calculation_valid,182,geometry_and_time,3,0.07673860911270983,22
all_calculation_valid,182,geometry_and_time,4,0.1732433289539256,22
all_calculation_valid,183,geometry_only,2,-0.04017940571855728,23
all_calculation_valid,183,geometry_only,3,0.005843828715365239,23
all_calculation_valid,183,geometry_only,4,-0.018709073900841908,23
all_calculation_valid,183,geometry_and_time,2,-0.050955414012738856,22
all_calculation_valid,183,geometry_and_time,3,0.15447254780999384,22
all_calculation_valid,183,geometry_and_time,4,0.15077202543142598,22
all_calculation_valid,184,geometry_only,2,0.27783063748810655,23
all_calculation_valid,184,geometry_only,3,0.2369198571956174,23
all_calculation_valid,184,geometry_only,4,0.08769900666757383,23
all_calculation_valid,184,geometry_and_time,2,0.1461187214611872,22
all_calculation_valid,184,geometry_and_time,3,0.22772861356932153,22
all_calculation_valid,184,geometry_and_time,4,0.27956337174044876,22
all_calculation_valid,185,geometry_only,2,-0.018661724292196587,23
all_calculation_valid,185,geometry_only,3,0.0695302199708556,23
all_calculation_valid,185,geometry_only,4,0.22547068727996325,23
all_calculation_valid,185,geometry_and_time,2,0.2581327691087014,22
all_calculation_valid,185,geometry_and_time,3,0.2046823893957652,22
all_calculation_valid,185,geometry_and_time,4,0.14535502508742587,22
all_calculation_valid,186,geometry_only,2,-0.05737082066869301,23
all_calculation_valid,186,geometry_only,3,-0.05528232584199714,23
all_calculation_valid,186,geometry_only,4,0.01884610151040958,23
all_calculation_valid,186,geometry_and_time,2,-0.02877697841726619,22
all_calculation_valid,186,geometry_and_time,3,0.15251572327044025,22
all_calculation_valid,186,geometry_and_time,4,0.1787050898203593,22
all_calculation_valid,187,geometry_only,2,0.1921487603305785,23
all_calculation_valid,187,geometry_only,3,0.11480063374702931,23
all_calculation_valid,187,geometry_only,4,0.04856777084333493,23
all_calculation_valid,187,geometry_and_time,2,0.09126671911880409,22
all_calculation_valid,187,geometry_and_time,3,0.27906371911573474,22
all_calculation_valid,187,geometry_and_time,4,0.3794029850746269,22
all_calculation_valid,188,geometry_only,2,0.29178637200736646,23
all_calculation_valid,188,geometry_only,3,0.1274747732788351,23
all_calculation_valid,188,geometry_only,4,0.1314277184864542,23
all_calculation_valid,188,geometry_and_time,2,-0.032171581769437,22
all_calculation_valid,188,geometry_and_time,3,0.04315408947130592,22
all_calculation_valid,188,geometry_and_time,4,0.25071551230681166,22
all_calculation_valid,189,geometry_only,2,-0.07244701348747591,23
all_calculation_valid,189,geometry_only,3,0.01950243780472559,23
all_calculation_valid,189,geometry_only,4,0.018111254851228976,23
all_calculation_valid,189,geometry_and_time,2,-0.013157894736842105,22
all_calculation_valid,189,geometry_and_time,3,0.08278393766856458,22
all_calculation_valid,189,geometry_and_time,4,0.07120120623219969,22
all_calculation_valid,190,geometry_only,2,-0.027491408934707903,23
all_calculation_valid,190,geometry_only,3,0.1377838647004491,23
all_calculation_valid,190,geometry_only,4,0.06842589751457502,23
all_calculation_valid,190,geometry_and_time,2,0.02882882882882883,22
all_calculation_valid,190,geometry_and_time,3,0.08816977371321374,22
all_calculation_valid,190,geometry_and_time,4,0.3137254901960784,22
all_calculation_valid,191,geometry_only,2,0.11444465279079942,23
all_calculation_valid,191,geometry_only,3,0.010388960165222018,23
all_calculation_valid,191,geometry_only,4,0.12042024832855779,23
all_calculation_valid,191,geometry_and_time,2,-0.06944444444444445,22
all_calculation_valid,191,geometry_and_time,3,0.2606865710903591,22
all_calculation_valid,191,geometry_and_time,4,0.2429990069513406,22
all_calculation_valid,192,geometry_only,2,-0.12053147738057576,23
all_calculation_valid,192,geometry_only,3,0.02760039947946615,23
all_calculation_valid,192,geometry_only,4,0.05143043442823376,23
all_calculation_valid,192,geometry_and_time,2,-0.0639488409272582,22
all_calculation_valid,192,geometry_and_time,3,-0.07975460122699386,22
all_calculation_valid,192,geometry_and_time,4,-0.0991207034372502,22
all_calculation_valid,193,geometry_only,2,-0.0411522633744856,23
all_calculation_valid,193,geometry_only,3,0.06226834692364715,23
all_calculation_valid,193,geometry_only,4,0.14685712120638048,23
all_calculation_valid,193,geometry_and_time,2,0.09289801413665433,22
all_calculation_valid,193,geometry_and_time,3,0.1796659213468368,22
all_calculation_valid,193,geometry_and_time,4,0.11386601796407185,22
all_calculation_valid,194,geometry_only,2,-0.07244701348747591,23
all_calculation_valid,194,geometry_only,3,0.11394621638524077,23
all_calculation_valid,194,geometry_only,4,0.04195129195129195,23
all_calculation_valid,194,geometry_and_time,2,0.26993865030674846,22
all_calculation_valid,194,geometry_and_time,3,0.13430745353370935,22
all_calculation_valid,194,geometry_and_time,4,0.2374839537869063,22
all_calculation_valid,195,geometry_only,2,0.017666472529605903,23
all_calculation_valid,195,geometry_only,3,0.10801535053508471,23
all_calculation_valid,195,geometry_only,4,0.03848340664931023,23
all_calculation_valid,195,geometry_and_time,2,-0.06451612903225806,22
all_calculation_valid,195,geometry_and_time,3,-0.02761159687068569,22
all_calculation_valid,195,geometry_and_time,4,-0.009060022650056626,22
all_calculation_valid,196,geometry_only,2,0.07537688442211055,23
all_calculation_valid,196,geometry_only,3,0.08760803332711559,23
all_calculation_valid,196,geometry_only,4,0.07798111211254359,23
all_calculation_valid,196,geometry_and_time,2,0.022222222222222223,22
all_calculation_valid,196,geometry_and_time,3,0.1412639405204461,22
all_calculation_valid,196,geometry_and_time,4,0.15425378167453513,22
all_calculation_valid,197,geometry_only,2,-0.038303693570451436,23
all_calculation_valid,197,geometry_only,3,0.066018581185012,23
all_calculation_valid,197,geometry_only,4,0.24821518156909658,23
all_calculation_valid,197,geometry_and_time,2,-0.02877697841726619,22
all_calculation_valid,197,geometry_and_time,3,0.081145584725537,22
all_calculation_valid,197,geometry_and_time,4,0.14042303172737955,22
all_calculation_valid,198,geometry_only,2,-0.04427767354596623,23
all_calculation_valid,198,geometry_only,3,0.22579832235302588,23
all_calculation_valid,198,geometry_only,4,0.14794322828963194,23
all_calculation_valid,198,geometry_and_time,2,0.2581327691087014,22
all_calculation_valid,198,geometry_and_time,3,0.07213225656420447,22
all_calculation_valid,198,geometry_and_time,4,0.17827997489014438,22
all_calculation_valid,199,geometry_only,2,-0.043811394891944994,23
all_calculation_valid,199,geometry_only,3,-0.023099074811592426,23
all_calculation_valid,199,geometry_only,4,0.05383716400467472,23
all_calculation_valid,199,geometry_and_time,2,-0.034482758620689655,22
all_calculation_valid,199,geometry_and_time,3,-0.05779251539554713,22
all_calculation_valid,199,geometry_and_time,4,0.010098010098010098,22
all_calculation_valid,200,geometry_only,2,0.16609577974536288,23
all_calculation_valid,200,geometry_only,3,0.22411678115799805,23
all_calculation_valid,200,geometry_only,4,0.22311190577991993,23
all_calculation_valid,200,geometry_and_time,2,-0.01349983125210935,22
all_calculation_valid,200,geometry_and_time,3,0.031088082901554404,22
all_calculation_valid,200,geometry_and_time,4,0.003541751804931208,22
all_calculation_valid,201,geometry_only,2,-0.09351669941060904,23
all_calculation_valid,201,geometry_only,3,0.21642421398404504,23
all_calculation_valid,201,geometry_only,4,0.20017108639863132,23
all_calculation_valid,201,geometry_and_time,2,-0.0488997555012225,22
all_calculation_valid,201,geometry_and_time,3,0.015399422521655439,22
all_calculation_valid,201,geometry_and_time,4,0.26762402088772846,22
all_calculation_valid,202,geometry_only,2,0.1261090416525567,23
all_calculation_valid,202,geometry_only,3,0.09379145661979305,23
all_calculation_valid,202,geometry_only,4,0.0818275585437598,23
all_calculation_valid,202,geometry_and_time,2,-0.05606982279820153,22
all_calculation_valid,202,geometry_and_time,3,0.26641144994997173,22
all_calculation_valid,202,geometry_and_time,4,0.3225806451612903,22
all_calculation_valid,203,geometry_only,2,0.04827586206896552,23
all_calculation_valid,203,geometry_only,3,0.09524100620472538,23
all_calculation_valid,203,geometry_only,4,0.05495500594261135,23
all_calculation_valid,203,geometry_and_time,2,-0.028037383177570093,22
all_calculation_valid,203,geometry_and_time,3,0.14308426073131955,22
all_calculation_valid,203,geometry_and_time,4,0.10008990110878034,22
all_calculation_valid,204,geometry_only,2,0.061746708696458374,23
all_calculation_valid,204,geometry_only,3,0.17876893484010578,23
all_calculation_valid,204,geometry_only,4,0.10528254623148899,23
all_calculation_valid,204,geometry_and_time,2,-0.032171581769437,22
all_calculation_valid,204,geometry_and_time,3,0.06937394247038917,22
all_calculation_valid,204,geometry_and_time,4,0.12941016210325568,22
all_calculation_valid,205,geometry_only,2,0.28865979381443296,23
all_calculation_valid,205,geometry_only,3,0.36259022198011714,23
all_calculation_valid,205,geometry_only,4,0.22176651530686978,23
all_calculation_valid,205,geometry_and_time,2,0.1716718960107575,22
all_calculation_valid,205,geometry_and_time,3,0.5008726003490401,22
all_calculation_valid,205,geometry_and_time,4,0.21115537848605578,22
all_calculation_valid,206,geometry_only,2,-0.03799785394180395,23
all_calculation_valid,206,geometry_only,3,0.08176939541520613,23
all_calculation_valid,206,geometry_only,4,0.2561036043476824,23
all_calculation_valid,206,geometry_and_time,2,-0.09650464869954102,22
all_calculation_valid,206,geometry_and_time,3,0.07755958997159441,22
all_calculation_valid,206,geometry_and_time,4,0.05084745762711865,22
all_calculation_valid,207,geometry_only,2,-0.020161290322580645,23
all_calculation_valid,207,geometry_only,3,0.024866343404202414,23
all_calculation_valid,207,geometry_only,4,0.005118282254540915,23
all_calculation_valid,207,geometry_and_time,2,-0.010770784247728038,22
all_calculation_valid,207,geometry_and_time,3,0.17089267106634248,22
all_calculation_valid,207,geometry_and_time,4,0.12904884318766066,22
all_calculation_valid,208,geometry_only,2,0.17678958785249457,23
all_calculation_valid,208,geometry_only,3,0.15326389540521096,23
all_calculation_valid,208,geometry_only,4,0.1441897017118256,23
all_calculation_valid,208,geometry_and_time,2,-0.032171581769437,22
all_calculation_valid,208,geometry_and_time,3,0.4452449567723343,22
all_calculation_valid,208,geometry_and_time,4,0.3619047619047619,22
all_calculation_valid,209,geometry_only,2,-0.041350050658561295,23
all_calculation_valid,209,geometry_only,3,0.02141179720955933,23
all_calculation_valid,209,geometry_only,4,0.07388316151202749,23
all_calculation_valid,209,geometry_and_time,2,-0.03991596638655462,22
all_calculation_valid,209,geometry_and_time,3,-0.06607184062764403,22
all_calculation_valid,209,geometry_and_time,4,0.11562878604313061,22
all_calculation_valid,210,geometry_only,2,-0.0006356381100360195,23
all_calculation_valid,210,geometry_only,3,-0.011082379017362394,23
all_calculation_valid,210,geometry_only,4,0.004830584500724587,23
all_calculation_valid,210,geometry_and_time,2,0.1791530944625407,22
all_calculation_valid,210,geometry_and_time,3,0.4723950539497519,22
all_calculation_valid,210,geometry_and_time,4,0.27689243027888444,22
all_calculation_valid,211,geometry_only,2,-0.04020100502512563,23
all_calculation_valid,211,geometry_only,3,0.0212155247722451,23
all_calculation_valid,211,geometry_only,4,0.05495500594261135,23
all_calculation_valid,211,geometry_and_time,2,-0.028037383177570093,22
all_calculation_valid,211,geometry_and_time,3,0.14308426073131955,22
all_calculation_valid,211,geometry_and_time,4,0.10008990110878034,22
all_calculation_valid,212,geometry_only,2,0.011841289522628643,23
all_calculation_valid,212,geometry_only,3,0.11775751072961374,23
all_calculation_valid,212,geometry_only,4,0.20323714662370002,23
all_calculation_valid,212,geometry_and_time,2,0.26435877261998425,22
all_calculation_valid,212,geometry_and_time,3,0.30119689596212024,22
all_calculation_valid,212,geometry_and_time,4,0.3245290254541968,22
all_calculation_valid,213,geometry_only,2,0.2895475819032761,23
all_calculation_valid,213,geometry_only,3,0.22485680031970162,23
all_calculation_valid,213,geometry_only,4,0.08,23
all_calculation_valid,213,geometry_and_time,2,0.09044886938913263,22
all_calculation_valid,213,geometry_and_time,3,0.10296649185315665,22
all_calculation_valid,213,geometry_and_time,4,0.17844127332601536,22
all_calculation_valid,214,geometry_only,2,-0.023699421965317918,23
all_calculation_valid,214,geometry_only,3,0.058420641125879594,23
all_calculation_valid,214,geometry_only,4,0.11840154211150652,23
all_calculation_valid,214,geometry_and_time,2,-0.01486988847583643,22
all_calculation_valid,214,geometry_and_time,3,0.07542809985558077,22
all_calculation_valid,214,geometry_and_time,4,0.18218352310783656,22
all_calculation_valid,215,geometry_only,2,0.11394621638524077,23
all_calculation_valid,215,geometry_only,3,0.021088696576778806,23
all_calculation_valid,215,geometry_only,4,0.13149377186386374,23
all_calculation_valid,215,geometry_and_time,2,-0.0639488409272582,22
all_calculation_valid,215,geometry_and_time,3,0.02553672316384181,22
all_calculation_valid,215,geometry_and_time,4,0.09362168081029291,22
all_calculation_valid,216,geometry_only,2,0.0031894934333958724,23
all_calculation_valid,216,geometry_only,3,0.17190363969625558,23
all_calculation_valid,216,geometry_only,4,0.28274097635181855,23
all_calculation_valid,216,geometry_and_time,2,-0.010770784247728038,22
all_calculation_valid,216,geometry_and_time,3,0.0788036410923277,22
all_calculation_valid,216,geometry_and_time,4,0.18218352310783656,22
all_calculation_valid,217,geometry_only,2,0.06313645621181263,23
all_calculation_valid,217,geometry_only,3,0.12007428667904778,23
all_calculation_valid,217,geometry_only,4,0.10728303532490188,23
all_calculation_valid,217,geometry_and_time,2,-0.09650464869954102,22
all_calculation_valid,217,geometry_and_time,3,0.06582343830665978,22
all_calculation_valid,217,geometry_and_time,4,0.05948361469712016,22
all_calculation_valid,218,geometry_only,2,0.006172839506172839,23
all_calculation_valid,218,geometry_only,3,0.23465108284633895,23
all_calculation_valid,218,geometry_only,4,0.21980308378227753,23
all_calculation_valid,218,geometry_and_time,2,0.36129032258064514,22
all_calculation_valid,218,geometry_and_time,3,0.18417493237150587,22
all_calculation_valid,218,geometry_and_time,4,0.23209428830462375,22
all_calculation_valid,219,geometry_only,2,-0.04020100502512563,23
all_calculation_valid,219,geometry_only,3,0.0212155247722451,23
all_calculation_valid,219,geometry_only,4,0.05495500594261135,23
all_calculation_valid,219,geometry_and_time,2,-0.04251986125097908,22
all_calculation_valid,219,geometry_and_time,3,-0.041590954976781745,22
all_calculation_valid,219,geometry_and_time,4,0.12602739726027398,22
