pool,condition,target,algorithm,building,candidate,inner_loss,inner_n
selected_existing,semi,singleton_share,ridge,b8cTxDM8gDG,hohonet__encoder_stage2__global,0.169954312654,42
selected_existing,semi,singleton_share,ridge,e9zR4mvMWw7,hohonet__shared__regions,0.179328416291,38
selected_existing,semi,singleton_share,ridge,q9vSo1VnCiC,hohonet__encoder_stage2__global,0.152757601669,39
selected_existing,semi,singleton_share,ridge,rPc6DW4iMge,hohonet__shared__regions,0.174240084132,42
selected_existing,semi,singleton_share,ridge,uNb9QFRL6hY,hohonet__encoder_stage2__global,0.151442720131,36
selected_existing,semi,singleton_share,ridge,wc2JMjhGNzB,bilayout__fg_enclosed__regions,0.178891636263,35
selected_existing,semi,singleton_share,ridge,yqstnuAEVhm,hohonet__shared__regions,0.169816916819,41
selected_existing,semi,within_cluster_median,knn,7y3sRwLe3Va,bilayout__fg_enclosed__global,0.0151333610416,39
selected_existing,semi,within_cluster_median,knn,B6ByNegPMKs,da3__layer11__faces_local16,0.0163417162105,37
selected_existing,semi,within_cluster_median,knn,UwV83HsGsw3,da3__layer11__faces_local16,0.0164606254863,40
selected_existing,semi,within_cluster_median,knn,X7HyMhZNoso,bilayout__fg_extended__global,0.0157466050613,40
selected_existing,semi,within_cluster_median,knn,Z6MFQCViBuw,bilayout__fc__regions,0.014846705449,39
selected_existing,semi,within_cluster_median,knn,b8cTxDM8gDG,bilayout__fc__regions,0.0165715927453,41
selected_existing,semi,within_cluster_median,knn,e9zR4mvMWw7,bilayout__fg_extended__global,0.0169670761111,37
selected_existing,semi,within_cluster_median,knn,q9vSo1VnCiC,bilayout__fc__regions,0.0167802719715,39
selected_existing,semi,within_cluster_median,knn,rPc6DW4iMge,bilayout__fc__regions,0.0162861432735,41
selected_existing,semi,within_cluster_median,knn,uNb9QFRL6hY,bilayout__fg_extended__global,0.0153888837175,35
selected_existing,semi,within_cluster_median,knn,wc2JMjhGNzB,bilayout__fg_extended__global,0.015624682469,34
selected_existing,semi,within_cluster_median,knn,yqstnuAEVhm,bilayout__fc__regions,0.016276076045,40
selected_existing,semi,within_cluster_median,ridge,7y3sRwLe3Va,bilayout__fg_enclosed__global,0.0150339522184,39
selected_existing,semi,within_cluster_median,ridge,B6ByNegPMKs,bilayout__fc__regions,0.0161091900938,37
selected_existing,semi,within_cluster_median,ridge,UwV83HsGsw3,da3__layer9__faces_global,0.0161635270595,40
selected_existing,semi,within_cluster_median,ridge,X7HyMhZNoso,da3__layer9__faces_global,0.0148724082464,40
selected_existing,semi,within_cluster_median,ridge,Z6MFQCViBuw,bilayout__fg_enclosed__global,0.0149611712815,39
selected_existing,semi,within_cluster_median,ridge,b8cTxDM8gDG,bilayout__fg_enclosed__global,0.015850641412,41
selected_existing,semi,within_cluster_median,ridge,e9zR4mvMWw7,bilayout__fg_enclosed__global,0.0163354166763,37
selected_existing,semi,within_cluster_median,ridge,q9vSo1VnCiC,da3__layer5__faces_concat,0.0159021638867,39
selected_existing,semi,within_cluster_median,ridge,rPc6DW4iMge,bilayout__fg_enclosed__global,0.0160216235486,41
selected_existing,semi,within_cluster_median,ridge,uNb9QFRL6hY,da3__layer5__faces_concat,0.0150970386589,35
selected_existing,semi,within_cluster_median,ridge,wc2JMjhGNzB,bilayout__fg_extended__global,0.0143576440543,34
selected_existing,semi,within_cluster_median,ridge,yqstnuAEVhm,bilayout__fg_enclosed__regions,0.0156045591512,40
selected_dino,manual,candidate_v2,knn,7y3sRwLe3Va,dinov3__block3__panorama_global,0.705084745763,59
selected_dino,manual,candidate_v2,knn,B6ByNegPMKs,dinov3__block9__faces_local96,0.65,56
selected_dino,manual,candidate_v2,knn,UwV83HsGsw3,dinov3__block9__panorama_mean,0.681333333333,60
selected_dino,manual,candidate_v2,knn,VFuaQ6m2Qom,dinov3__block9__faces_local96,0.682033898305,59
selected_dino,manual,candidate_v2,knn,X7HyMhZNoso,dinov3__block9__panorama_mean,0.688,60
selected_dino,manual,candidate_v2,knn,b8cTxDM8gDG,dinov3__block9__faces_local96,0.675254237288,59
selected_dino,manual,candidate_v2,knn,e9zR4mvMWw7,dinov3__block11__panorama_local16,0.688813559322,59
selected_dino,manual,candidate_v2,knn,jtcxE69GiFV,dinov3__block3__panorama_mean,0.684,60
selected_dino,manual,candidate_v2,knn,pRbA3pwrgk9,dinov3__block3__panorama_mean,0.638620689655,58
selected_dino,manual,candidate_v2,knn,q9vSo1VnCiC,dinov3__block9__faces_local96,0.695384615385,52
selected_dino,manual,candidate_v2,knn,rPc6DW4iMge,dinov3__block3__faces_local16,0.677735849057,53
selected_dino,manual,candidate_v2,knn,uNb9QFRL6hY,dinov3__block9__faces_local16,0.643265306122,49
selected_dino,manual,candidate_v2,knn,wc2JMjhGNzB,dinov3__block11__panorama_local16,0.688,55
selected_dino,manual,candidate_v2,knn,x8F5xyUWy9e,dinov3__block9__panorama_mean,0.684,60
selected_dino,manual,candidate_v2,knn,yqstnuAEVhm,dinov3__block9__panorama_mean,0.657454545455,55
selected_dino,manual,candidate_v2,ridge,7y3sRwLe3Va,dinov3__block11__faces_local16,0.635882455118,59
selected_dino,manual,candidate_v2,ridge,B6ByNegPMKs,dinov3__block11__panorama_local16,0.615532377253,56
selected_dino,manual,candidate_v2,ridge,UwV83HsGsw3,dinov3__block9__faces_local16,0.605250878476,60
selected_dino,manual,candidate_v2,ridge,VFuaQ6m2Qom,dinov3__block9__faces_local16,0.605519854193,59
selected_dino,manual,candidate_v2,ridge,X7HyMhZNoso,dinov3__block9__faces_local16,0.619082235506,60
selected_dino,manual,candidate_v2,ridge,b8cTxDM8gDG,dinov3__block9__faces_local16,0.610956219571,59
selected_dino,manual,candidate_v2,ridge,e9zR4mvMWw7,dinov3__block9__faces_local16,0.646702586398,59
selected_dino,manual,candidate_v2,ridge,jtcxE69GiFV,dinov3__block9__faces_local16,0.636505061731,60
selected_dino,manual,candidate_v2,ridge,pRbA3pwrgk9,dinov3__block3__panorama_local16,0.606296442882,58
selected_dino,manual,candidate_v2,ridge,q9vSo1VnCiC,dinov3__block9__faces_local96,0.641479543089,52
selected_dino,manual,candidate_v2,ridge,rPc6DW4iMge,dinov3__block9__faces_local96,0.656125958738,53
selected_dino,manual,candidate_v2,ridge,uNb9QFRL6hY,dinov3__block9__faces_local16,0.60139322428,49
selected_dino,manual,candidate_v2,ridge,wc2JMjhGNzB,dinov3__block9__faces_local16,0.605381354055,55
selected_dino,manual,candidate_v2,ridge,x8F5xyUWy9e,dinov3__block9__faces_local16,0.628296782011,60
selected_dino,manual,candidate_v2,ridge,yqstnuAEVhm,dinov3__block11__panorama_mean,0.627864809465,55
selected_dino,manual,core10_p_by_19,knn,7y3sRwLe3Va,dinov3__block3__faces_local96,0.283413978495,124
selected_dino,manual,core10_p_by_19,knn,B6ByNegPMKs,dinov3__block12__faces_local16,0.28285483871,124
selected_dino,manual,core10_p_by_19,knn,S9hNv5qa7GM,dinov3__block3__faces_local96,0.278676844784,131
selected_dino,manual,core10_p_by_19,knn,UwV83HsGsw3,dinov3__block12__faces_local16,0.281933333333,125
selected_dino,manual,core10_p_by_19,knn,VFuaQ6m2Qom,dinov3__block3__faces_local96,0.287833333333,130
selected_dino,manual,core10_p_by_19,knn,X7HyMhZNoso,dinov3__block12__faces_local16,0.289230769231,130
selected_dino,manual,core10_p_by_19,knn,Z6MFQCViBuw,dinov3__block12__faces_local16,0.286307692308,130
selected_dino,manual,core10_p_by_19,knn,b8cTxDM8gDG,dinov3__block3__faces_local96,0.278753846154,130
selected_dino,manual,core10_p_by_19,knn,e9zR4mvMWw7,dinov3__block12__faces_local16,0.279715762274,129
selected_dino,manual,core10_p_by_19,knn,jh4fc5c5qoQ,dinov3__block11__panorama_mean,0.287166666667,132
selected_dino,manual,core10_p_by_19,knn,jtcxE69GiFV,dinov3__block11__panorama_mean,0.284472868217,129
selected_dino,manual,core10_p_by_19,knn,pRbA3pwrgk9,dinov3__block11__panorama_global,0.287846153846,130
selected_dino,manual,core10_p_by_19,knn,pa4otMbVnkk,dinov3__block12__faces_local16,0.282095959596,132
selected_dino,manual,core10_p_by_19,knn,q9vSo1VnCiC,dinov3__block11__panorama_mean,0.294716666667,120
selected_dino,manual,core10_p_by_19,knn,rPc6DW4iMge,dinov3__block3__faces_local96,0.292849462366,124
selected_dino,manual,core10_p_by_19,knn,uNb9QFRL6hY,dinov3__block11__panorama_mean,0.268495327103,107
selected_dino,manual,core10_p_by_19,knn,wc2JMjhGNzB,dinov3__block6__panorama_global,0.274371584699,122
selected_dino,manual,core10_p_by_19,knn,x8F5xyUWy9e,dinov3__block11__panorama_global,0.284250645995,129
selected_dino,manual,core10_p_by_19,knn,yqstnuAEVhm,dinov3__block3__faces_local96,0.27818487395,119
selected_dino,manual,core10_p_by_19,knn,zsNo4HB9uLZ,dinov3__block12__faces_local16,0.286869230769,130
selected_dino,manual,core10_p_by_19,ridge,7y3sRwLe3Va,dinov3__block11__panorama_mean,0.287692428995,124
selected_dino,manual,core10_p_by_19,ridge,B6ByNegPMKs,dinov3__block3__faces_local96,0.283763087864,124
selected_dino,manual,core10_p_by_19,ridge,S9hNv5qa7GM,dinov3__block3__faces_local96,0.285817508276,131
selected_dino,manual,core10_p_by_19,ridge,UwV83HsGsw3,dinov3__block11__panorama_mean,0.280106517762,125
selected_dino,manual,core10_p_by_19,ridge,VFuaQ6m2Qom,dinov3__block3__faces_local96,0.285826516767,130
selected_dino,manual,core10_p_by_19,ridge,X7HyMhZNoso,dinov3__block3__faces_local96,0.284110777434,130
selected_dino,manual,core10_p_by_19,ridge,Z6MFQCViBuw,dinov3__block11__panorama_mean,0.281531031902,130
selected_dino,manual,core10_p_by_19,ridge,b8cTxDM8gDG,dinov3__block3__faces_local96,0.264668466289,130
selected_dino,manual,core10_p_by_19,ridge,e9zR4mvMWw7,dinov3__block11__panorama_mean,0.285589148273,129
selected_dino,manual,core10_p_by_19,ridge,jh4fc5c5qoQ,dinov3__block3__faces_local96,0.283710007782,132
selected_dino,manual,core10_p_by_19,ridge,jtcxE69GiFV,dinov3__block3__faces_local96,0.272581192853,129
selected_dino,manual,core10_p_by_19,ridge,pRbA3pwrgk9,dinov3__block3__faces_local96,0.287461829415,130
selected_dino,manual,core10_p_by_19,ridge,pa4otMbVnkk,dinov3__block3__faces_local96,0.283056893628,132
selected_dino,manual,core10_p_by_19,ridge,q9vSo1VnCiC,dinov3__block11__panorama_global,0.290439080458,120
selected_dino,manual,core10_p_by_19,ridge,rPc6DW4iMge,dinov3__block11__panorama_global,0.294637117236,124
selected_dino,manual,core10_p_by_19,ridge,uNb9QFRL6hY,dinov3__block11__panorama_global,0.284182796444,107
selected_dino,manual,core10_p_by_19,ridge,wc2JMjhGNzB,dinov3__block3__faces_local96,0.282922565711,122
selected_dino,manual,core10_p_by_19,ridge,x8F5xyUWy9e,dinov3__block6__faces_local96,0.276279822897,129
selected_dino,manual,core10_p_by_19,ridge,yqstnuAEVhm,dinov3__block12__faces_global,0.287308168849,119
selected_dino,manual,core10_p_by_19,ridge,zsNo4HB9uLZ,dinov3__block11__panorama_mean,0.274920431387,130
selected_dino,manual,core_tail_10,knn,7y3sRwLe3Va,dinov3__block12__faces_local16,0.266317204301,124
selected_dino,manual,core_tail_10,knn,B6ByNegPMKs,dinov3__block9__faces_concat,0.258758064516,124
selected_dino,manual,core_tail_10,knn,S9hNv5qa7GM,dinov3__block12__faces_global,0.25065648855,131
selected_dino,manual,core_tail_10,knn,UwV83HsGsw3,dinov3__block12__faces_concat,0.255346666667,125
selected_dino,manual,core_tail_10,knn,VFuaQ6m2Qom,dinov3__block12__faces_global,0.2605,130
selected_dino,manual,core_tail_10,knn,X7HyMhZNoso,dinov3__block6__faces_concat,0.260858974359,130
selected_dino,manual,core_tail_10,knn,Z6MFQCViBuw,dinov3__block11__panorama_global,0.2605,130
selected_dino,manual,core_tail_10,knn,b8cTxDM8gDG,dinov3__block11__faces_local16,0.262892307692,130
selected_dino,manual,core_tail_10,knn,e9zR4mvMWw7,dinov3__block12__faces_global,0.251868217054,129
selected_dino,manual,core_tail_10,knn,jh4fc5c5qoQ,dinov3__block12__faces_global,0.257363636364,132
selected_dino,manual,core_tail_10,knn,jtcxE69GiFV,dinov3__block6__faces_concat,0.258682170543,129
selected_dino,manual,core_tail_10,knn,pRbA3pwrgk9,dinov3__block6__faces_concat,0.254923076923,130
selected_dino,manual,core_tail_10,knn,pa4otMbVnkk,dinov3__block6__faces_concat,0.255214646465,132
selected_dino,manual,core_tail_10,knn,q9vSo1VnCiC,dinov3__block3__faces_local96,0.253208333333,120
selected_dino,manual,core_tail_10,knn,rPc6DW4iMge,dinov3__block12__faces_global,0.250120967742,124
selected_dino,manual,core_tail_10,knn,uNb9QFRL6hY,dinov3__block6__faces_concat,0.243504672897,107
selected_dino,manual,core_tail_10,knn,wc2JMjhGNzB,dinov3__block9__faces_concat,0.260655737705,122
selected_dino,manual,core_tail_10,knn,x8F5xyUWy9e,dinov3__block6__faces_concat,0.260710594315,129
selected_dino,manual,core_tail_10,knn,yqstnuAEVhm,dinov3__block12__faces_concat,0.254005602241,119
selected_dino,manual,core_tail_10,knn,zsNo4HB9uLZ,dinov3__block6__faces_concat,0.260705128205,130
selected_dino,manual,core_tail_10,ridge,7y3sRwLe3Va,dinov3__block6__panorama_local16,0.256989833071,124
selected_dino,manual,core_tail_10,ridge,B6ByNegPMKs,dinov3__block6__faces_local96,0.255545887558,124
selected_dino,manual,core_tail_10,ridge,S9hNv5qa7GM,dinov3__block9__faces_local16,0.248595196743,131
selected_dino,manual,core_tail_10,ridge,UwV83HsGsw3,dinov3__block12__faces_global,0.258800548931,125
selected_dino,manual,core_tail_10,ridge,VFuaQ6m2Qom,dinov3__block12__faces_global,0.253464329668,130
selected_dino,manual,core_tail_10,ridge,X7HyMhZNoso,dinov3__block6__panorama_local16,0.257443481236,130
selected_dino,manual,core_tail_10,ridge,Z6MFQCViBuw,dinov3__block6__faces_local16,0.25825520508,130
selected_dino,manual,core_tail_10,ridge,b8cTxDM8gDG,dinov3__block6__panorama_local16,0.25449123561,130
selected_dino,manual,core_tail_10,ridge,e9zR4mvMWw7,dinov3__block6__faces_local16,0.251276538352,129
selected_dino,manual,core_tail_10,ridge,jh4fc5c5qoQ,dinov3__block6__panorama_local16,0.256955847969,132
selected_dino,manual,core_tail_10,ridge,jtcxE69GiFV,dinov3__block6__faces_local96,0.251662401569,129
selected_dino,manual,core_tail_10,ridge,pRbA3pwrgk9,dinov3__block12__faces_global,0.254617847961,130
selected_dino,manual,core_tail_10,ridge,pa4otMbVnkk,dinov3__block6__faces_local16,0.256531723321,132
selected_dino,manual,core_tail_10,ridge,q9vSo1VnCiC,dinov3__block6__faces_local16,0.262791976114,120
selected_dino,manual,core_tail_10,ridge,rPc6DW4iMge,dinov3__block9__faces_local16,0.250564002245,124
selected_dino,manual,core_tail_10,ridge,uNb9QFRL6hY,dinov3__block12__faces_global,0.243986902595,107
selected_dino,manual,core_tail_10,ridge,wc2JMjhGNzB,dinov3__block9__faces_local16,0.251807994483,122
selected_dino,manual,core_tail_10,ridge,x8F5xyUWy9e,dinov3__block6__panorama_local16,0.254204020868,129
selected_dino,manual,core_tail_10,ridge,yqstnuAEVhm,dinov3__block12__faces_local16,0.245006968138,119
selected_dino,manual,core_tail_10,ridge,zsNo4HB9uLZ,dinov3__block6__panorama_local16,0.25793805546,130
selected_dino,manual,full_p_by_8,knn,7y3sRwLe3Va,dinov3__block12__panorama_local16,0.314677419355,124
selected_dino,manual,full_p_by_8,knn,B6ByNegPMKs,dinov3__block3__panorama_global,0.322427419355,124
selected_dino,manual,full_p_by_8,knn,S9hNv5qa7GM,dinov3__block3__panorama_global,0.32020610687,131
selected_dino,manual,full_p_by_8,knn,UwV83HsGsw3,dinov3__block3__panorama_global,0.316712,125
selected_dino,manual,full_p_by_8,knn,VFuaQ6m2Qom,dinov3__block3__faces_local96,0.317730769231,130
selected_dino,manual,full_p_by_8,knn,X7HyMhZNoso,dinov3__block3__panorama_global,0.317638461538,130
selected_dino,manual,full_p_by_8,knn,Z6MFQCViBuw,dinov3__block12__panorama_local16,0.319730769231,130
selected_dino,manual,full_p_by_8,knn,b8cTxDM8gDG,dinov3__block3__panorama_global,0.326523076923,130
selected_dino,manual,full_p_by_8,knn,e9zR4mvMWw7,dinov3__block3__panorama_global,0.310981912145,129
selected_dino,manual,full_p_by_8,knn,jh4fc5c5qoQ,dinov3__block3__faces_local96,0.318308080808,132
selected_dino,manual,full_p_by_8,knn,jtcxE69GiFV,dinov3__block3__panorama_global,0.31896124031,129
selected_dino,manual,full_p_by_8,knn,pRbA3pwrgk9,dinov3__block3__panorama_global,0.311276923077,130
selected_dino,manual,full_p_by_8,knn,pa4otMbVnkk,dinov3__block3__panorama_global,0.321507575758,132
selected_dino,manual,full_p_by_8,knn,q9vSo1VnCiC,dinov3__block3__faces_global,0.311683333333,120
selected_dino,manual,full_p_by_8,knn,rPc6DW4iMge,dinov3__block3__panorama_global,0.318153225806,124
selected_dino,manual,full_p_by_8,knn,uNb9QFRL6hY,dinov3__block12__faces_local16,0.318302180685,107
selected_dino,manual,full_p_by_8,knn,wc2JMjhGNzB,dinov3__block3__panorama_global,0.293510928962,122
selected_dino,manual,full_p_by_8,knn,x8F5xyUWy9e,dinov3__block3__panorama_global,0.320015503876,129
selected_dino,manual,full_p_by_8,knn,yqstnuAEVhm,dinov3__block3__panorama_global,0.319719887955,119
selected_dino,manual,full_p_by_8,knn,zsNo4HB9uLZ,dinov3__block3__panorama_global,0.312684615385,130
selected_dino,manual,full_p_by_8,ridge,7y3sRwLe3Va,dinov3__block9__panorama_mean,0.315079318632,124
selected_dino,manual,full_p_by_8,ridge,B6ByNegPMKs,dinov3__cls__faces,0.321765903876,124
selected_dino,manual,full_p_by_8,ridge,S9hNv5qa7GM,dinov3__block9__panorama_mean,0.316477090241,131
selected_dino,manual,full_p_by_8,ridge,UwV83HsGsw3,dinov3__block9__panorama_mean,0.32099022163,125
selected_dino,manual,full_p_by_8,ridge,VFuaQ6m2Qom,dinov3__block9__panorama_mean,0.317267610766,130
selected_dino,manual,full_p_by_8,ridge,X7HyMhZNoso,dinov3__cls__faces,0.314027181473,130
selected_dino,manual,full_p_by_8,ridge,Z6MFQCViBuw,dinov3__block11__faces_local16,0.322151796063,130
selected_dino,manual,full_p_by_8,ridge,b8cTxDM8gDG,dinov3__block3__faces_local96,0.313746187483,130
selected_dino,manual,full_p_by_8,ridge,e9zR4mvMWw7,dinov3__block9__panorama_mean,0.312029667319,129
selected_dino,manual,full_p_by_8,ridge,jh4fc5c5qoQ,dinov3__block9__panorama_mean,0.317034848448,132
selected_dino,manual,full_p_by_8,ridge,jtcxE69GiFV,dinov3__cls__faces,0.315677131945,129
selected_dino,manual,full_p_by_8,ridge,pRbA3pwrgk9,dinov3__block9__panorama_mean,0.315042644728,130
selected_dino,manual,full_p_by_8,ridge,pa4otMbVnkk,dinov3__block9__panorama_mean,0.317860398804,132
selected_dino,manual,full_p_by_8,ridge,q9vSo1VnCiC,dinov3__cls__faces,0.31512671865,120
selected_dino,manual,full_p_by_8,ridge,rPc6DW4iMge,dinov3__block11__panorama_mean,0.311008087216,124
selected_dino,manual,full_p_by_8,ridge,uNb9QFRL6hY,dinov3__block11__faces_global,0.328873855463,107
selected_dino,manual,full_p_by_8,ridge,wc2JMjhGNzB,dinov3__block3__faces_local96,0.301568479434,122
selected_dino,manual,full_p_by_8,ridge,x8F5xyUWy9e,dinov3__block3__faces_local96,0.318161197422,129
selected_dino,manual,full_p_by_8,ridge,yqstnuAEVhm,dinov3__cls__faces,0.307289757707,119
selected_dino,manual,full_p_by_8,ridge,zsNo4HB9uLZ,dinov3__block9__panorama_mean,0.311089182271,130
selected_dino,manual,grade_v1,knn,7y3sRwLe3Va,dinov3__block11__panorama_global,0.56,25
selected_dino,manual,grade_v1,knn,B6ByNegPMKs,dinov3__block3__panorama_global,0.483333333333,24
selected_dino,manual,grade_v1,knn,S9hNv5qa7GM,dinov3__block9__panorama_global,0.48,25
selected_dino,manual,grade_v1,knn,UwV83HsGsw3,dinov3__block9__panorama_mean,0.48,25
selected_dino,manual,grade_v1,knn,b8cTxDM8gDG,dinov3__block11__panorama_global,0.506666666667,25
selected_dino,manual,grade_v1,knn,e9zR4mvMWw7,dinov3__block9__panorama_mean,0.5,24
selected_dino,manual,grade_v1,knn,pRbA3pwrgk9,dinov3__block9__panorama_mean,0.472222222222,24
selected_dino,manual,grade_v1,knn,q9vSo1VnCiC,dinov3__block9__panorama_mean,0.454545454545,22
selected_dino,manual,grade_v1,knn,rPc6DW4iMge,dinov3__cls__faces,0.53,24
selected_dino,manual,grade_v1,knn,uNb9QFRL6hY,dinov3__block3__faces_concat,0.428,20
selected_dino,manual,grade_v1,knn,wc2JMjhGNzB,dinov3__block9__panorama_global,0.416666666667,24
selected_dino,manual,grade_v1,knn,yqstnuAEVhm,dinov3__block3__panorama_global,0.496666666667,24
selected_dino,manual,grade_v1,ridge,7y3sRwLe3Va,dinov3__block11__panorama_mean,0.437528899404,25
selected_dino,manual,grade_v1,ridge,B6ByNegPMKs,dinov3__block11__panorama_mean,0.412230141232,24
selected_dino,manual,grade_v1,ridge,S9hNv5qa7GM,dinov3__block9__panorama_mean,0.292107542964,25
selected_dino,manual,grade_v1,ridge,UwV83HsGsw3,dinov3__block11__faces_global,0.433601241302,25
selected_dino,manual,grade_v1,ridge,b8cTxDM8gDG,dinov3__block11__faces_global,0.421095987484,25
selected_dino,manual,grade_v1,ridge,e9zR4mvMWw7,dinov3__block9__panorama_mean,0.475303397051,24
selected_dino,manual,grade_v1,ridge,pRbA3pwrgk9,dinov3__block11__panorama_global,0.448032456498,24
selected_dino,manual,grade_v1,ridge,q9vSo1VnCiC,dinov3__block11__panorama_mean,0.399517726516,22
selected_dino,manual,grade_v1,ridge,rPc6DW4iMge,dinov3__block11__faces_global,0.478259416308,24
selected_dino,manual,grade_v1,ridge,uNb9QFRL6hY,dinov3__block3__faces_concat,0.397718192055,20
selected_dino,manual,grade_v1,ridge,wc2JMjhGNzB,dinov3__block9__panorama_mean,0.433811904413,24
selected_dino,manual,grade_v1,ridge,yqstnuAEVhm,dinov3__block11__faces_global,0.375927113814,24
selected_dino,manual,half_tv_all,knn,7y3sRwLe3Va,dinov3__block11__faces_global,0.113387427581,124
selected_dino,manual,half_tv_all,knn,B6ByNegPMKs,dinov3__block11__faces_concat,0.112806463268,124
selected_dino,manual,half_tv_all,knn,S9hNv5qa7GM,dinov3__block11__panorama_global,0.111009945738,131
selected_dino,manual,half_tv_all,knn,UwV83HsGsw3,dinov3__block12__faces_local96,0.110258089869,125
selected_dino,manual,half_tv_all,knn,VFuaQ6m2Qom,dinov3__block11__faces_concat,0.112157474325,130
selected_dino,manual,half_tv_all,knn,X7HyMhZNoso,dinov3__block12__faces_local16,0.111861032304,130
selected_dino,manual,half_tv_all,knn,Z6MFQCViBuw,dinov3__block12__faces_local96,0.11268757802,130
selected_dino,manual,half_tv_all,knn,b8cTxDM8gDG,dinov3__block12__faces_local96,0.111722553505,130
selected_dino,manual,half_tv_all,knn,e9zR4mvMWw7,dinov3__block12__faces_global,0.109649112038,129
selected_dino,manual,half_tv_all,knn,jh4fc5c5qoQ,dinov3__block11__panorama_global,0.112232350024,132
selected_dino,manual,half_tv_all,knn,jtcxE69GiFV,dinov3__block11__faces_concat,0.112859053984,129
selected_dino,manual,half_tv_all,knn,pRbA3pwrgk9,dinov3__block12__faces_local16,0.110022451513,130
selected_dino,manual,half_tv_all,knn,pa4otMbVnkk,dinov3__block12__faces_local96,0.110748160594,132
selected_dino,manual,half_tv_all,knn,q9vSo1VnCiC,dinov3__block11__panorama_global,0.103444123563,120
selected_dino,manual,half_tv_all,knn,rPc6DW4iMge,dinov3__block6__panorama_local16,0.10575598767,124
selected_dino,manual,half_tv_all,knn,uNb9QFRL6hY,dinov3__block11__faces_concat,0.112904827694,107
selected_dino,manual,half_tv_all,knn,wc2JMjhGNzB,dinov3__block9__panorama_global,0.111423073454,122
selected_dino,manual,half_tv_all,knn,x8F5xyUWy9e,dinov3__block11__faces_local16,0.111927061288,129
selected_dino,manual,half_tv_all,knn,yqstnuAEVhm,dinov3__block12__faces_global,0.114425973594,119
selected_dino,manual,half_tv_all,knn,zsNo4HB9uLZ,dinov3__block11__faces_local16,0.114194287871,130
selected_dino,manual,half_tv_all,ridge,7y3sRwLe3Va,dinov3__block11__faces_local16,0.100477078969,124
selected_dino,manual,half_tv_all,ridge,B6ByNegPMKs,dinov3__block11__faces_local16,0.101373878917,124
selected_dino,manual,half_tv_all,ridge,S9hNv5qa7GM,dinov3__block11__faces_local16,0.0970266607064,131
selected_dino,manual,half_tv_all,ridge,UwV83HsGsw3,dinov3__block11__faces_local16,0.100171459176,125
selected_dino,manual,half_tv_all,ridge,VFuaQ6m2Qom,dinov3__block11__faces_local16,0.0985851613845,130
selected_dino,manual,half_tv_all,ridge,X7HyMhZNoso,dinov3__block11__faces_local16,0.0995950574348,130
selected_dino,manual,half_tv_all,ridge,Z6MFQCViBuw,dinov3__block11__faces_local16,0.100569558225,130
selected_dino,manual,half_tv_all,ridge,b8cTxDM8gDG,dinov3__block11__faces_local16,0.100966284751,130
selected_dino,manual,half_tv_all,ridge,e9zR4mvMWw7,dinov3__block11__faces_local16,0.0991480675037,129
selected_dino,manual,half_tv_all,ridge,jh4fc5c5qoQ,dinov3__block11__faces_local16,0.0991782151733,132
selected_dino,manual,half_tv_all,ridge,jtcxE69GiFV,dinov3__block11__faces_local16,0.100397993122,129
selected_dino,manual,half_tv_all,ridge,pRbA3pwrgk9,dinov3__block11__faces_local16,0.0987954514167,130
selected_dino,manual,half_tv_all,ridge,pa4otMbVnkk,dinov3__block11__faces_local16,0.0992029432502,132
selected_dino,manual,half_tv_all,ridge,q9vSo1VnCiC,dinov3__block11__faces_local16,0.096192760679,120
selected_dino,manual,half_tv_all,ridge,rPc6DW4iMge,dinov3__block9__faces_local16,0.0976035750156,124
selected_dino,manual,half_tv_all,ridge,uNb9QFRL6hY,dinov3__block12__faces_local16,0.0952960606077,107
selected_dino,manual,half_tv_all,ridge,wc2JMjhGNzB,dinov3__block9__faces_local16,0.0922646016189,122
selected_dino,manual,half_tv_all,ridge,x8F5xyUWy9e,dinov3__block11__faces_local16,0.0975821531358,129
selected_dino,manual,half_tv_all,ridge,yqstnuAEVhm,dinov3__block11__faces_local16,0.0984718196461,119
selected_dino,manual,half_tv_all,ridge,zsNo4HB9uLZ,dinov3__block11__faces_local16,0.100856821419,130
selected_dino,manual,late_quarter_new,knn,7y3sRwLe3Va,dinov3__block12__faces_local16,0.204763172043,124
selected_dino,manual,late_quarter_new,knn,B6ByNegPMKs,dinov3__block11__panorama_global,0.204892921147,124
selected_dino,manual,late_quarter_new,knn,S9hNv5qa7GM,dinov3__block11__panorama_global,0.198746564885,131
selected_dino,manual,late_quarter_new,knn,UwV83HsGsw3,dinov3__block11__panorama_global,0.200698666667,125
selected_dino,manual,late_quarter_new,knn,VFuaQ6m2Qom,dinov3__block6__panorama_local16,0.20201965812,130
selected_dino,manual,late_quarter_new,knn,X7HyMhZNoso,dinov3__block11__panorama_mean,0.206746923077,130
selected_dino,manual,late_quarter_new,knn,Z6MFQCViBuw,dinov3__block12__faces_local16,0.20216051282,130
selected_dino,manual,late_quarter_new,knn,b8cTxDM8gDG,dinov3__block3__panorama_local16,0.204154615385,130
selected_dino,manual,late_quarter_new,knn,e9zR4mvMWw7,dinov3__block12__faces_local16,0.203168217054,129
selected_dino,manual,late_quarter_new,knn,jh4fc5c5qoQ,dinov3__block11__panorama_global,0.203560606061,132
