selector,condition,target,heldout_building,algorithm,feature,inner_MAE,pca,parameter,inner_images,dimensions,candidate_count
current_bilayout,semi,scope_p_oos_split_level,yqstnuAEVhm,knn,C_bilayout_fg_extended_global,0.0162601626016,16,1,41,1024,6
current_bilayout,semi,scope_p_oos_split_level,yqstnuAEVhm,ridge,C_bilayout_fg_enclosed_global,0.0309591839712,32,0.1,41,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,7y3sRwLe3Va,knn,C_bilayout_fg_extended_local16,0.0324664012711,32,5,39,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,7y3sRwLe3Va,ridge,C_bilayout_fg_extended_local16,0.0328614380404,32,100,39,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,B6ByNegPMKs,knn,C_bilayout_fg_extended_global,0.0274835405583,16,3,37,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,B6ByNegPMKs,ridge,C_bilayout_fg_enclosed_local16,0.0296903749991,16,100,37,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,UwV83HsGsw3,knn,C_bilayout_fg_enclosed_local16,0.0342935680709,32,5,40,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,UwV83HsGsw3,ridge,C_bilayout_fg_extended_global,0.0339363087343,32,10,40,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,X7HyMhZNoso,knn,C_bilayout_fg_extended_local16,0.0347109905397,32,5,40,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,X7HyMhZNoso,ridge,C_bilayout_fc_global,0.032660822008,16,0.1,40,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,Z6MFQCViBuw,knn,C_bilayout_fg_extended_local16,0.0338633737692,32,3,39,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,Z6MFQCViBuw,ridge,C_bilayout_fc_global,0.0333490965164,16,0.1,39,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,b8cTxDM8gDG,knn,C_bilayout_fg_extended_local16,0.0337734278904,32,3,41,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,b8cTxDM8gDG,ridge,C_bilayout_fc_global,0.031926555108,16,0.1,41,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,e9zR4mvMWw7,knn,C_bilayout_fg_enclosed_local16,0.037726270996,32,5,37,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,e9zR4mvMWw7,ridge,C_bilayout_fc_global,0.0346369714322,16,0.1,37,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,q9vSo1VnCiC,knn,C_bilayout_fg_extended_local16,0.0335902135461,32,3,39,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,q9vSo1VnCiC,ridge,C_bilayout_fc_global,0.0334881175423,16,0.1,39,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,rPc6DW4iMge,knn,C_bilayout_fg_extended_local16,0.0330688902781,32,3,41,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,rPc6DW4iMge,ridge,C_bilayout_fc_global,0.0314867131234,16,0.1,41,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,uNb9QFRL6hY,knn,C_bilayout_fc_global,0.0257973910019,16,1,35,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,uNb9QFRL6hY,ridge,C_bilayout_fc_global,0.0221661192137,32,0.1,35,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,wc2JMjhGNzB,knn,C_bilayout_fg_extended_local16,0.036732189429,16,5,34,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,wc2JMjhGNzB,ridge,C_bilayout_fc_global,0.03609215718,16,0.1,34,1024,6
current_bilayout,semi,within_topology_geometry_dispersion,yqstnuAEVhm,knn,C_bilayout_fg_extended_local16,0.0331755548827,32,3,40,16384,6
current_bilayout,semi,within_topology_geometry_dispersion,yqstnuAEVhm,ridge,C_bilayout_fc_global,0.0324612633716,16,0.1,40,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,2t7WUuJeko7,knn,C_bilayout_fc_local16,65.8956521739,16,5,184,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,2t7WUuJeko7,ridge,C_bilayout_fg_extended_global,68.6606007405,16,0.1,184,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,7y3sRwLe3Va,knn,C_bilayout_fc_local16,68.4106741573,16,5,178,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,7y3sRwLe3Va,ridge,C_bilayout_fg_enclosed_global,69.240108899,16,0.1,178,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,B6ByNegPMKs,knn,C_bilayout_fc_local16,66.2837078652,16,5,178,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,B6ByNegPMKs,ridge,C_bilayout_fg_enclosed_global,66.9511728513,16,0.1,178,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,S9hNv5qa7GM,knn,C_bilayout_fc_local16,65.0949152542,16,5,177,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,S9hNv5qa7GM,ridge,C_bilayout_fg_extended_global,67.3270738535,16,0.1,177,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,UwV83HsGsw3,knn,C_bilayout_fc_local16,66.5793296089,32,5,179,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,UwV83HsGsw3,ridge,C_bilayout_fg_enclosed_global,66.3774195173,16,0.1,179,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,VFuaQ6m2Qom,knn,C_bilayout_fc_local16,63.5642857143,32,5,182,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,VFuaQ6m2Qom,ridge,C_bilayout_fg_extended_global,66.9013576883,16,10,182,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,VLzqgDo317F,knn,C_bilayout_fc_local16,64.8032258065,32,5,186,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,VLzqgDo317F,ridge,C_bilayout_fg_extended_global,68.8604991573,16,0.1,186,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,X7HyMhZNoso,knn,C_bilayout_fc_local16,65.8804347826,16,5,184,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,X7HyMhZNoso,ridge,C_bilayout_fg_extended_global,69.3847095589,16,0.1,184,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,Z6MFQCViBuw,knn,C_bilayout_fc_local16,66.2385869565,16,5,184,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,Z6MFQCViBuw,ridge,C_bilayout_fg_extended_global,69.3463954578,16,100,184,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,b8cTxDM8gDG,knn,C_bilayout_fc_local16,65.6956521739,16,5,184,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,b8cTxDM8gDG,ridge,C_bilayout_fg_extended_global,68.9919990354,16,0.1,184,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,e9zR4mvMWw7,knn,C_bilayout_fc_local16,64.3032786885,16,3,183,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,e9zR4mvMWw7,ridge,C_bilayout_fg_extended_global,68.7392776249,16,0.1,183,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,jh4fc5c5qoQ,knn,C_bilayout_fc_local16,61.5738888889,16,5,180,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,jh4fc5c5qoQ,ridge,C_bilayout_fg_extended_global,65.4517998103,16,0.1,180,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,jtcxE69GiFV,knn,C_bilayout_fc_local16,67.3561403509,16,5,171,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,jtcxE69GiFV,ridge,C_bilayout_fg_enclosed_global,69.28823593,16,0.1,171,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,pRbA3pwrgk9,knn,C_bilayout_fc_local16,63.2642045455,32,5,176,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,pRbA3pwrgk9,ridge,C_bilayout_fg_extended_global,64.8645427295,16,100,176,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,pa4otMbVnkk,knn,C_bilayout_fc_local16,65.5246212121,16,3,176,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,pa4otMbVnkk,ridge,C_bilayout_fg_extended_global,70.9116913398,16,100,176,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,q9vSo1VnCiC,knn,C_bilayout_fc_local16,64.5973025048,16,3,173,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,q9vSo1VnCiC,ridge,C_bilayout_fg_extended_global,70.5962032476,16,0.1,173,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,rPc6DW4iMge,knn,C_bilayout_fc_local16,68.4419475655,16,3,178,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,rPc6DW4iMge,ridge,C_bilayout_fg_extended_global,69.4097218514,16,100,178,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,uNb9QFRL6hY,knn,C_bilayout_fc_local16,69.7819875776,32,5,161,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,uNb9QFRL6hY,ridge,C_bilayout_fg_extended_global,72.7585227876,16,100,161,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,wc2JMjhGNzB,knn,C_bilayout_fc_local16,68.3380681818,32,5,176,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,wc2JMjhGNzB,ridge,C_bilayout_fg_extended_global,69.8213384602,16,10,176,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,x8F5xyUWy9e,knn,C_bilayout_fc_local16,64.6839708561,16,3,183,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,x8F5xyUWy9e,ridge,C_bilayout_fg_extended_global,68.7251839917,16,0.1,183,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,yqstnuAEVhm,knn,C_bilayout_fc_local16,66.889017341,32,5,173,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,yqstnuAEVhm,ridge,C_bilayout_fg_extended_global,70.1852156373,16,0.1,173,1024,6
expanded_bilayout,manual,owner_valid_active_seconds,zsNo4HB9uLZ,knn,C_bilayout_fc_local16,66.6694290976,16,3,181,16384,6
expanded_bilayout,manual,owner_valid_active_seconds,zsNo4HB9uLZ,ridge,C_bilayout_fg_extended_global,68.1740387555,16,0.1,181,1024,6
expanded_bilayout,manual,point_count_disagreement,2t7WUuJeko7,knn,C_bilayout_fg_extended_global,0.28991316199,32,5,164,1024,6
expanded_bilayout,manual,point_count_disagreement,2t7WUuJeko7,ridge,C_bilayout_fg_extended_global,0.282973242832,32,0.1,164,1024,6
expanded_bilayout,manual,point_count_disagreement,7y3sRwLe3Va,knn,C_bilayout_fg_extended_global,0.295337357559,32,5,157,1024,6
expanded_bilayout,manual,point_count_disagreement,7y3sRwLe3Va,ridge,C_bilayout_fg_extended_global,0.291849828123,32,0.1,157,1024,6
expanded_bilayout,manual,point_count_disagreement,B6ByNegPMKs,knn,C_bilayout_fg_extended_global,0.285334696559,32,5,157,1024,6
expanded_bilayout,manual,point_count_disagreement,B6ByNegPMKs,ridge,C_bilayout_fg_extended_global,0.273711857132,32,0.1,157,1024,6
expanded_bilayout,manual,point_count_disagreement,S9hNv5qa7GM,knn,C_bilayout_fg_extended_global,0.289724612739,32,5,159,1024,6
expanded_bilayout,manual,point_count_disagreement,S9hNv5qa7GM,ridge,C_bilayout_fg_extended_global,0.276220314979,32,100,159,1024,6
expanded_bilayout,manual,point_count_disagreement,UwV83HsGsw3,knn,C_bilayout_fg_extended_global,0.291098096595,32,5,158,1024,6
expanded_bilayout,manual,point_count_disagreement,UwV83HsGsw3,ridge,C_bilayout_fg_extended_global,0.288971234433,32,100,158,1024,6
expanded_bilayout,manual,point_count_disagreement,VFuaQ6m2Qom,knn,C_bilayout_fg_extended_global,0.28421501425,32,5,161,1024,6
expanded_bilayout,manual,point_count_disagreement,VFuaQ6m2Qom,ridge,C_bilayout_fg_extended_global,0.269749980395,32,0.1,161,1024,6
expanded_bilayout,manual,point_count_disagreement,VLzqgDo317F,knn,C_bilayout_fg_extended_global,0.289472456444,32,5,165,1024,6
expanded_bilayout,manual,point_count_disagreement,VLzqgDo317F,ridge,C_bilayout_fg_extended_global,0.279383864064,32,0.1,165,1024,6
expanded_bilayout,manual,point_count_disagreement,X7HyMhZNoso,knn,C_bilayout_fg_extended_global,0.291648086486,32,5,163,1024,6
expanded_bilayout,manual,point_count_disagreement,X7HyMhZNoso,ridge,C_bilayout_fg_extended_global,0.282882281349,32,0.1,163,1024,6
expanded_bilayout,manual,point_count_disagreement,Z6MFQCViBuw,knn,C_bilayout_fg_extended_global,0.284595808977,32,5,163,1024,6
expanded_bilayout,manual,point_count_disagreement,Z6MFQCViBuw,ridge,C_bilayout_fg_extended_global,0.272584041765,32,0.1,163,1024,6
expanded_bilayout,manual,point_count_disagreement,b8cTxDM8gDG,knn,C_bilayout_fg_extended_global,0.291381262593,32,5,163,1024,6
expanded_bilayout,manual,point_count_disagreement,b8cTxDM8gDG,ridge,C_bilayout_fg_extended_global,0.27891073112,32,100,163,1024,6
expanded_bilayout,manual,point_count_disagreement,e9zR4mvMWw7,knn,C_bilayout_fg_extended_global,0.285780950693,32,5,162,1024,6
expanded_bilayout,manual,point_count_disagreement,e9zR4mvMWw7,ridge,C_bilayout_fg_extended_global,0.277590787503,32,0.1,162,1024,6
expanded_bilayout,manual,point_count_disagreement,jh4fc5c5qoQ,knn,C_bilayout_fg_extended_global,0.285321829153,32,5,160,1024,6
expanded_bilayout,manual,point_count_disagreement,jh4fc5c5qoQ,ridge,C_bilayout_fg_extended_global,0.273385821455,32,100,160,1024,6
expanded_bilayout,manual,point_count_disagreement,jtcxE69GiFV,knn,C_bilayout_fg_extended_global,0.267635152431,32,5,157,1024,6
expanded_bilayout,manual,point_count_disagreement,jtcxE69GiFV,ridge,C_bilayout_fg_extended_global,0.273031278805,32,0.1,157,1024,6
expanded_bilayout,manual,point_count_disagreement,pRbA3pwrgk9,knn,C_bilayout_fg_extended_global,0.286056358388,32,5,157,1024,6
expanded_bilayout,manual,point_count_disagreement,pRbA3pwrgk9,ridge,C_bilayout_fg_extended_global,0.280029714443,32,100,157,1024,6
expanded_bilayout,manual,point_count_disagreement,pa4otMbVnkk,knn,C_bilayout_fg_extended_global,0.299186053621,32,5,161,1024,6
expanded_bilayout,manual,point_count_disagreement,pa4otMbVnkk,ridge,C_bilayout_fg_extended_global,0.280233914081,32,0.1,161,1024,6
expanded_bilayout,manual,point_count_disagreement,q9vSo1VnCiC,knn,C_bilayout_fg_extended_global,0.286759317552,32,5,152,1024,6
expanded_bilayout,manual,point_count_disagreement,q9vSo1VnCiC,ridge,C_bilayout_fg_extended_global,0.275342645258,32,0.1,152,1024,6
expanded_bilayout,manual,point_count_disagreement,rPc6DW4iMge,knn,C_bilayout_fg_enclosed_global,0.297142485293,32,5,157,1024,6
expanded_bilayout,manual,point_count_disagreement,rPc6DW4iMge,ridge,C_bilayout_fg_extended_global,0.284594548781,32,0.1,157,1024,6
expanded_bilayout,manual,point_count_disagreement,uNb9QFRL6hY,knn,C_bilayout_fg_extended_local16,0.31367397649,32,3,140,16384,6
expanded_bilayout,manual,point_count_disagreement,uNb9QFRL6hY,ridge,C_bilayout_fg_extended_global,0.291230502919,32,0.1,140,1024,6
expanded_bilayout,manual,point_count_disagreement,wc2JMjhGNzB,knn,C_bilayout_fg_enclosed_local16,0.289315952127,16,5,155,16384,6
expanded_bilayout,manual,point_count_disagreement,wc2JMjhGNzB,ridge,C_bilayout_fg_extended_global,0.279790913913,32,100,155,1024,6
expanded_bilayout,manual,point_count_disagreement,x8F5xyUWy9e,knn,C_bilayout_fg_extended_global,0.289785507784,32,5,162,1024,6
expanded_bilayout,manual,point_count_disagreement,x8F5xyUWy9e,ridge,C_bilayout_fg_extended_global,0.276155522672,32,0.1,162,1024,6
expanded_bilayout,manual,point_count_disagreement,yqstnuAEVhm,knn,C_bilayout_fg_extended_global,0.296156930708,32,5,152,1024,6
expanded_bilayout,manual,point_count_disagreement,yqstnuAEVhm,ridge,C_bilayout_fg_extended_global,0.287158657556,32,100,152,1024,6
expanded_bilayout,manual,point_count_disagreement,zsNo4HB9uLZ,knn,C_bilayout_fg_extended_global,0.28839265202,32,5,161,1024,6
expanded_bilayout,manual,point_count_disagreement,zsNo4HB9uLZ,ridge,C_bilayout_fg_extended_global,0.279377067585,32,0.1,161,1024,6
expanded_bilayout,manual,reference_geometry_error,2t7WUuJeko7,knn,C_bilayout_fg_enclosed_global,0.0528127217329,16,5,158,1024,6
expanded_bilayout,manual,reference_geometry_error,2t7WUuJeko7,ridge,C_bilayout_fg_enclosed_global,0.0494062067661,32,100,158,1024,6
expanded_bilayout,manual,reference_geometry_error,7y3sRwLe3Va,knn,C_bilayout_fg_extended_global,0.0515513442533,32,5,152,1024,6
expanded_bilayout,manual,reference_geometry_error,7y3sRwLe3Va,ridge,C_bilayout_fg_enclosed_global,0.0484971140643,32,100,152,1024,6
expanded_bilayout,manual,reference_geometry_error,B6ByNegPMKs,knn,C_bilayout_fg_extended_global,0.0500995529834,32,5,152,1024,6
expanded_bilayout,manual,reference_geometry_error,B6ByNegPMKs,ridge,C_bilayout_fg_enclosed_local16,0.0470449395264,32,100,152,16384,6
expanded_bilayout,manual,reference_geometry_error,S9hNv5qa7GM,knn,C_bilayout_fg_enclosed_global,0.0498161959172,32,5,154,1024,6
expanded_bilayout,manual,reference_geometry_error,S9hNv5qa7GM,ridge,C_bilayout_fg_enclosed_global,0.0458675713463,32,100,154,1024,6
expanded_bilayout,manual,reference_geometry_error,UwV83HsGsw3,knn,C_bilayout_fg_enclosed_global,0.0516198970357,32,3,153,1024,6
expanded_bilayout,manual,reference_geometry_error,UwV83HsGsw3,ridge,C_bilayout_fg_enclosed_global,0.0482554511738,32,100,153,1024,6
expanded_bilayout,manual,reference_geometry_error,VFuaQ6m2Qom,knn,C_bilayout_fg_enclosed_global,0.0515989573248,16,5,159,1024,6
expanded_bilayout,manual,reference_geometry_error,VFuaQ6m2Qom,ridge,C_bilayout_fg_enclosed_global,0.0482899456885,32,100,159,1024,6
expanded_bilayout,manual,reference_geometry_error,VLzqgDo317F,knn,C_bilayout_fg_enclosed_global,0.052201115349,16,5,160,1024,6
expanded_bilayout,manual,reference_geometry_error,VLzqgDo317F,ridge,C_bilayout_fg_enclosed_global,0.0489048273115,32,100,160,1024,6
expanded_bilayout,manual,reference_geometry_error,X7HyMhZNoso,knn,C_bilayout_fg_extended_global,0.0512392147671,32,5,158,1024,6
expanded_bilayout,manual,reference_geometry_error,X7HyMhZNoso,ridge,C_bilayout_fg_enclosed_global,0.0481408016187,32,100,158,1024,6
expanded_bilayout,manual,reference_geometry_error,Z6MFQCViBuw,knn,C_bilayout_fg_enclosed_global,0.0510861055917,32,5,158,1024,6
expanded_bilayout,manual,reference_geometry_error,Z6MFQCViBuw,ridge,C_bilayout_fg_enclosed_global,0.0474041538469,32,100,158,1024,6
expanded_bilayout,manual,reference_geometry_error,b8cTxDM8gDG,knn,C_bilayout_fg_extended_global,0.0502114920892,16,5,158,1024,6
expanded_bilayout,manual,reference_geometry_error,b8cTxDM8gDG,ridge,C_bilayout_fg_enclosed_global,0.0475501972572,32,100,158,1024,6
expanded_bilayout,manual,reference_geometry_error,e9zR4mvMWw7,knn,C_bilayout_fg_enclosed_global,0.0512276718072,32,5,157,1024,6
expanded_bilayout,manual,reference_geometry_error,e9zR4mvMWw7,ridge,C_bilayout_fg_enclosed_global,0.0492419560653,32,100,157,1024,6
expanded_bilayout,manual,reference_geometry_error,jh4fc5c5qoQ,knn,C_bilayout_fg_extended_global,0.0509998644203,32,5,159,1024,6
expanded_bilayout,manual,reference_geometry_error,jh4fc5c5qoQ,ridge,C_bilayout_fg_enclosed_global,0.0470186332975,32,100,159,1024,6
expanded_bilayout,manual,reference_geometry_error,jtcxE69GiFV,knn,C_bilayout_fg_enclosed_global,0.0536012610076,16,5,149,1024,6
expanded_bilayout,manual,reference_geometry_error,jtcxE69GiFV,ridge,C_bilayout_fg_enclosed_global,0.0508474724275,32,100,149,1024,6
expanded_bilayout,manual,reference_geometry_error,pRbA3pwrgk9,knn,C_bilayout_fg_enclosed_global,0.0527468534398,16,5,154,1024,6
expanded_bilayout,manual,reference_geometry_error,pRbA3pwrgk9,ridge,C_bilayout_fg_enclosed_global,0.0497521729971,32,100,154,1024,6
expanded_bilayout,manual,reference_geometry_error,pa4otMbVnkk,knn,C_bilayout_fg_enclosed_global,0.0536294475042,32,5,153,1024,6
expanded_bilayout,manual,reference_geometry_error,pa4otMbVnkk,ridge,C_bilayout_fg_enclosed_global,0.0498093413621,32,100,153,1024,6
expanded_bilayout,manual,reference_geometry_error,q9vSo1VnCiC,knn,C_bilayout_fg_extended_global,0.0515166241519,32,5,147,1024,6
expanded_bilayout,manual,reference_geometry_error,q9vSo1VnCiC,ridge,C_bilayout_fg_enclosed_global,0.0469061092372,32,100,147,1024,6
expanded_bilayout,manual,reference_geometry_error,rPc6DW4iMge,knn,C_bilayout_fg_enclosed_global,0.05365288258,32,5,152,1024,6
expanded_bilayout,manual,reference_geometry_error,rPc6DW4iMge,ridge,C_bilayout_fg_enclosed_global,0.0509341431987,32,100,152,1024,6
expanded_bilayout,manual,reference_geometry_error,uNb9QFRL6hY,knn,C_bilayout_fg_extended_global,0.0502163998748,16,5,136,1024,6
expanded_bilayout,manual,reference_geometry_error,uNb9QFRL6hY,ridge,C_bilayout_fg_enclosed_global,0.0478842598816,32,100,136,1024,6
expanded_bilayout,manual,reference_geometry_error,wc2JMjhGNzB,knn,C_bilayout_fg_extended_global,0.0499407205061,32,5,150,1024,6
expanded_bilayout,manual,reference_geometry_error,wc2JMjhGNzB,ridge,C_bilayout_fg_enclosed_global,0.047631241659,32,100,150,1024,6
expanded_bilayout,manual,reference_geometry_error,x8F5xyUWy9e,knn,C_bilayout_fg_extended_global,0.051826524831,32,5,157,1024,6
expanded_bilayout,manual,reference_geometry_error,x8F5xyUWy9e,ridge,C_bilayout_fg_enclosed_global,0.0490360085151,32,100,157,1024,6
expanded_bilayout,manual,reference_geometry_error,yqstnuAEVhm,knn,C_bilayout_fg_extended_global,0.0501935263818,32,5,147,1024,6
expanded_bilayout,manual,reference_geometry_error,yqstnuAEVhm,ridge,C_bilayout_fg_enclosed_global,0.0469308982822,32,100,147,1024,6
expanded_bilayout,manual,reference_geometry_error,zsNo4HB9uLZ,knn,C_bilayout_fg_enclosed_global,0.051345001198,16,5,158,1024,6
expanded_bilayout,manual,reference_geometry_error,zsNo4HB9uLZ,ridge,C_bilayout_fg_enclosed_global,0.0489420223331,32,100,158,1024,6
expanded_bilayout,manual,scope_entropy,2t7WUuJeko7,knn,C_bilayout_fg_enclosed_global,0.417147810145,32,5,184,1024,6
expanded_bilayout,manual,scope_entropy,2t7WUuJeko7,ridge,C_bilayout_fg_enclosed_global,0.369206218222,32,100,184,1024,6
expanded_bilayout,manual,scope_entropy,7y3sRwLe3Va,knn,C_bilayout_fg_enclosed_global,0.411837694998,32,5,178,1024,6
expanded_bilayout,manual,scope_entropy,7y3sRwLe3Va,ridge,C_bilayout_fg_enclosed_global,0.371794581199,32,100,178,1024,6
expanded_bilayout,manual,scope_entropy,B6ByNegPMKs,knn,C_bilayout_fg_extended_global,0.419188550454,32,3,178,1024,6
expanded_bilayout,manual,scope_entropy,B6ByNegPMKs,ridge,C_bilayout_fg_extended_global,0.36826441765,32,100,178,1024,6
expanded_bilayout,manual,scope_entropy,S9hNv5qa7GM,knn,C_bilayout_fg_enclosed_global,0.410423673994,16,5,177,1024,6
expanded_bilayout,manual,scope_entropy,S9hNv5qa7GM,ridge,C_bilayout_fg_enclosed_global,0.371326288138,32,100,177,1024,6
expanded_bilayout,manual,scope_entropy,UwV83HsGsw3,knn,C_bilayout_fg_enclosed_local16,0.406921085028,32,5,179,16384,6
expanded_bilayout,manual,scope_entropy,UwV83HsGsw3,ridge,C_bilayout_fg_extended_global,0.352767114909,32,100,179,1024,6
expanded_bilayout,manual,scope_entropy,VFuaQ6m2Qom,knn,C_bilayout_fg_enclosed_global,0.410687470515,16,5,182,1024,6
expanded_bilayout,manual,scope_entropy,VFuaQ6m2Qom,ridge,C_bilayout_fg_enclosed_global,0.373140066722,32,100,182,1024,6
expanded_bilayout,manual,scope_entropy,VLzqgDo317F,knn,C_bilayout_fg_enclosed_global,0.409000092661,32,5,186,1024,6
expanded_bilayout,manual,scope_entropy,VLzqgDo317F,ridge,C_bilayout_fg_enclosed_global,0.367394032239,32,100,186,1024,6
expanded_bilayout,manual,scope_entropy,X7HyMhZNoso,knn,C_bilayout_fg_enclosed_global,0.416181393965,16,5,184,1024,6
expanded_bilayout,manual,scope_entropy,X7HyMhZNoso,ridge,C_bilayout_fg_enclosed_global,0.368099782446,32,100,184,1024,6
expanded_bilayout,manual,scope_entropy,Z6MFQCViBuw,knn,C_bilayout_fg_enclosed_global,0.413464401592,16,5,184,1024,6
expanded_bilayout,manual,scope_entropy,Z6MFQCViBuw,ridge,C_bilayout_fg_enclosed_global,0.367732039758,32,100,184,1024,6
expanded_bilayout,manual,scope_entropy,b8cTxDM8gDG,knn,C_bilayout_fg_enclosed_global,0.407331279384,32,5,184,1024,6
expanded_bilayout,manual,scope_entropy,b8cTxDM8gDG,ridge,C_bilayout_fg_enclosed_global,0.361030252825,32,100,184,1024,6
expanded_bilayout,manual,scope_entropy,e9zR4mvMWw7,knn,C_bilayout_fg_enclosed_global,0.411542512229,16,5,183,1024,6
expanded_bilayout,manual,scope_entropy,e9zR4mvMWw7,ridge,C_bilayout_fg_enclosed_global,0.374802957034,32,100,183,1024,6
expanded_bilayout,manual,scope_entropy,jh4fc5c5qoQ,knn,C_bilayout_fg_enclosed_global,0.411277671627,32,5,180,1024,6
expanded_bilayout,manual,scope_entropy,jh4fc5c5qoQ,ridge,C_bilayout_fg_enclosed_global,0.37292688592,32,100,180,1024,6
expanded_bilayout,manual,scope_entropy,jtcxE69GiFV,knn,C_bilayout_fg_enclosed_global,0.394406367581,32,5,171,1024,6
expanded_bilayout,manual,scope_entropy,jtcxE69GiFV,ridge,C_bilayout_fg_enclosed_global,0.360243388714,32,100,171,1024,6
expanded_bilayout,manual,scope_entropy,pRbA3pwrgk9,knn,C_bilayout_fg_enclosed_global,0.415894063323,32,5,176,1024,6
expanded_bilayout,manual,scope_entropy,pRbA3pwrgk9,ridge,C_bilayout_fg_enclosed_global,0.368126664891,32,100,176,1024,6
expanded_bilayout,manual,scope_entropy,pa4otMbVnkk,knn,C_bilayout_fg_enclosed_global,0.4271829745,16,5,176,1024,6
expanded_bilayout,manual,scope_entropy,pa4otMbVnkk,ridge,C_bilayout_fg_enclosed_global,0.383785732869,32,100,176,1024,6
expanded_bilayout,manual,scope_entropy,q9vSo1VnCiC,knn,C_bilayout_fg_enclosed_global,0.411105765019,16,5,173,1024,6
expanded_bilayout,manual,scope_entropy,q9vSo1VnCiC,ridge,C_bilayout_fg_enclosed_global,0.377906769732,32,100,173,1024,6
expanded_bilayout,manual,scope_entropy,rPc6DW4iMge,knn,C_bilayout_fg_enclosed_global,0.417303697392,16,5,178,1024,6
expanded_bilayout,manual,scope_entropy,rPc6DW4iMge,ridge,C_bilayout_fg_enclosed_global,0.375437754461,16,100,178,1024,6
expanded_bilayout,manual,scope_entropy,uNb9QFRL6hY,knn,C_bilayout_fg_enclosed_local16,0.417118831039,32,3,161,16384,6
expanded_bilayout,manual,scope_entropy,uNb9QFRL6hY,ridge,C_bilayout_fg_enclosed_global,0.376760921761,32,100,161,1024,6
expanded_bilayout,manual,scope_entropy,wc2JMjhGNzB,knn,C_bilayout_fg_enclosed_global,0.421395526141,16,5,176,1024,6
expanded_bilayout,manual,scope_entropy,wc2JMjhGNzB,ridge,C_bilayout_fg_enclosed_global,0.3834576726,32,100,176,1024,6
