task_id,annotation_id,annotator_id,lead_time_seconds,active_time_value,active_time_source,active_time_source_file,active_time_match_status,active_time_session_count,active_time_event_count
1509,222,2,576.512,576.512,lead_time_fallback,,fallback_no_direct_log,0,0
1539,223,2,142.342,142.342,lead_time_fallback,,fallback_no_direct_log,0,0
