image_id,comparison_status,raw_sequence_equal,ordered_cycle_equal,declared_manifest_status,legacy_linear_gap,legacy_linear_gap_zero,legacy_metric,interpretation
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,comparable,False,False,ok,0.304534367609,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,comparable,False,False,ok,0.004789520901,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,comparable,False,False,ok,0.014076555384,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,comparable,False,False,ok,0.035227115426,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,comparable,False,False,ok,0.058466648783,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,comparable,False,False,ok,0.00225130015,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,comparable,False,False,ok,0.002318659788,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,comparable,False,False,ok,0.408904056838,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,comparable,False,False,ok,0.002912458451,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,comparable,False,False,ok,0.00552505958,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,comparable,False,False,ok,0.008981144485,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,comparable,False,False,ok,0.002291730152,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,comparable,False,False,ok,0.00738621163,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,comparable,False,False,ok,0.001440386933,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,comparable,False,False,ok,0.002394060617,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,comparable,False,False,ok,0.011142976327,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,comparable,False,False,ok,0.005683729354,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,comparable,False,False,ok,0.007806978089,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,comparable,False,False,ok,0.082505754157,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,comparable,False,False,ok,0.01483817599,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,comparable,False,False,ok,0.003823042302,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,comparable,False,False,ok,0.076581701844,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,comparable,False,False,ok,0.139391616953,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,comparable,False,False,ok,0.002307393784,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,comparable,False,False,ok,0.001742199358,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,comparable,False,False,ok,0.005315171127,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,comparable,False,False,ok,0.297213016787,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,comparable,False,False,ok,0.001804869044,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,comparable,False,False,ok,0.005966587112,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,comparable,False,False,ok,0.008930144376,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,comparable,False,False,ok,0.007101499205,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,comparable,False,False,ok,0.003682601445,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,comparable,False,False,ok,0.410055181846,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,comparable,False,False,ok,0.002355836179,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,comparable,False,False,ok,0.000119316266,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,comparable,False,False,ok,0.001137216718,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,comparable,False,False,ok,0.000281652102,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,comparable,False,False,ok,0.001759405876,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,comparable,False,False,ok,0.048241513234,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,comparable,False,False,ok,0.00022016522,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_6df6e29f6d1e4495b111d41b2e4e5cb9,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,comparable,False,False,ok,0.00411537577,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,comparable,False,False,ok,0.000413103648,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,comparable,False,False,ok,0.000865890502,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,comparable,False,False,ok,0.010061553818,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_a823913d661144d4ad3d609e1e085fb1,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,comparable,False,False,ok,0.003369481202,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,comparable,False,False,ok,0.116951196681,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_cefeb34bd9d04b4dac1189e24191c03f,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_cf3f1eaf611b4f5f8d13c273359d231b,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_d799bea8f909406b8b87d4cf8a7c421b,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,comparable,False,False,ok,0.125573827269,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,comparable,False,False,ok,0.001027772496,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_073ce382f78d4a81b8c673591a954997,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,comparable,False,False,ok,0.025943689044,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,comparable,False,False,ok,0.155423208505,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_1b4824ffdfc44d08aa648e90241289e4,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,comparable,False,False,ok,0.000140201413,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_4350d36797324601adba7351d09602d2,comparable,False,False,ok,0.003308042489,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,comparable,False,False,ok,0.008011633179,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,comparable,False,False,ok,0.000447836754,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,comparable,False,False,ok,0.144403484701,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,comparable,False,False,ok,0.00400875583,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,comparable,False,False,ok,0.07040374179,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
rqfALeAoiTq_543b6ae7daa84e4eae377957999e7c8e,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,comparable,False,False,ok,0.201930232255,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,comparable,False,False,ok,0.001371316422,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_4bdc9dcd921342d498e9d70a24481f2d,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,comparable,False,False,ok,0.00944166128,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,comparable,False,False,ok,0.00092741006,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,comparable,False,False,ok,0.012097385578,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_6a99c723d40b429e96a29c8ce7532d1d,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,comparable,False,False,ok,0.002519769735,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_709c21ff4dfa467cbaa655e84acc7030,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,comparable,False,False,ok,0.003878418398,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_7c9caadd3cb34400893356727278e975,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,comparable,False,False,ok,0.002783872942,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,comparable,False,False,ok,0.00122769652,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_9ec5ebcf3edc44e1ba6dd02e8423e5ed,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,comparable,False,False,ok,0.074395108418,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,comparable,False,False,ok,0.018216151749,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,comparable,False,False,ok,0.00764199046,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_a728d2eef41b449f82357899de802dd3,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,comparable,False,False,ok,0.093641881194,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,comparable,False,False,ok,0.003539817298,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_b1aedc485cfa4b47be0977925c3dc799,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,comparable,False,False,ok,0.007114433111,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_baf711edf5524d868702f86e69e566a0,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_bbaa68601ebf4aeba9d8b311413cfc13,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,comparable,False,False,ok,0.015710017609,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,comparable,False,False,ok,0.108134344222,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,comparable,False,False,ok,0.009000337125,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,comparable,False,False,ok,0.095189943554,False,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,comparable,True,True,ok,0.0,True,periodic_linear_image_plane_mask_proxy_1024x512,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_ddd25dd6cdec45f1a5222ed50c061b9b,comparable,False,False,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,comparable,True,True,ok,,,,coordinate_or_proxy_equality_only_not_image_ambiguity_label
