schema_version,evidence_stage,risk_model_scope,canonical_annotation_id,deployment_id,project_id,runtime_task_id,planned_task_id,worker_id,task_id,base_task_id,image_id,building_id,task_stratum,risk,quality,canonical_valid,risk_slope_estimand_eligible,eligibility_status,ineligibility_reason,reference_registry_sha256,task_pool_sha256,assignment_batch_id,design_manifest_sha256,formal_assignment_eligible,routing_feature_analysis_eligible,risk_design_score_A,Q_GT_raw,block_index
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,d4c32c0ed0a64d300a38,c2b_zh,84,3533,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,1,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,ordinary,3.9847071562262193,0.8951436750082286,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,3.9847071562262193,0.8951436750082286,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,ff75edbb9a2428a853e3,c2b_zh,84,3534,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,1,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,stress,5.76678693413434,0.58893096208029,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,5.76678693413434,0.58893096208029,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,334704a94606039f12ae,c2b_zh,84,3535,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,10,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,ordinary,3.6223209441163284,0.9354434384735203,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,3.6223209441163284,0.9354434384735203,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,fde166d2581c8aac76c1,c2b_zh,84,3536,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,10,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,stress,6.238125014667176,0.9325910958810599,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,6.238125014667176,0.9325910958810599,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,4283c99baaf5b8a1dd84,c2b_zh,84,3537,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,11,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,ordinary,4.026439012481026,0.8474409915678784,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,4.026439012481026,0.8474409915678784,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,5a1675b140813058a047,c2b_zh,84,3538,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,11,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,stress,7.556923540097862,0.9416396332542777,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,7.556923540097862,0.9416396332542777,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,5c2100eb3c6ccb0bd855,c2b_zh,84,3538,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,15,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,stress,7.556923540097862,0.9767239677810464,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,7.556923540097862,0.9767239677810464,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,b42da87603a316cd9f46,c2b_zh,84,3539,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,12,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,ordinary,5.041596258851888,0.8964679407735959,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,5.041596258851888,0.8964679407735959,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,dbdc83a7c9f53399480c,c2b_zh,84,3540,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,12,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,stress,9.481862942795813,0.8477707896575821,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,9.481862942795813,0.8477707896575821,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,f92320ca03fc70c20aea,c2b_zh,84,3540,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,13,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,stress,9.481862942795813,0.8477707896575821,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,9.481862942795813,0.8477707896575821,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,a3709a952b322a61cade,c2b_zh,84,3541,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,13,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,ordinary,3.969454490551143,0.9444567715681637,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,3.969454490551143,0.9444567715681637,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,db0804d9134b27e34fab,c2b_zh,84,3542,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,15,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ,ordinary,3.6864736105910576,0.9700289910995801,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,3.6864736105910576,0.9700289910995801,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,a30e02fd0513af9a5abf,c2b_zh,84,3543,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,17,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,ordinary,3.890175999177667,0.9619683810317644,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,3.890175999177667,0.9619683810317644,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,5da8421414d215c9e3b4,c2b_zh,84,3544,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,17,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,stress,5.939462050146197,0.7683185805580915,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,5.939462050146197,0.7683185805580915,2
c2a_rp_block2_risk_slope_evidence_v1,C2A_RP_BLOCK2,C2B_PLUS_C2A_RP_BLOCK1_PLUS_BLOCK2_ACTUAL_REESTIMATE,77bfed0053e3227b86ae,c2b_zh,84,3544,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,8,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,stress,5.939462050146197,0.7546764978419975,true,True,eligible,,21063fbe53113714db92ab1ef46117a712faf5de37245f01d8898d44d44e2c6a,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2A_RP_BLOCK2,7d81fb746f476d9143e88c174b4f6002a8887d486ff7571879e67f690f7b8c1b,true,true,5.939462050146197,0.7546764978419975,2
