annotator_id,n_tasks,ru_median_iou,ru_ci_level,ru_ci_low,ru_ci_high,ru_mean_iou,bootstrap_iters
1,8,1.0,0.95,0.9719617962837219,1.0,0.9652796164155006,1000
2,8,1.0,0.95,0.9681299924850464,1.0,0.972335010766983,1000
3,8,1.0,0.95,0.9719617962837219,1.0,0.9709769412875175,1000
