task_id,condition,annotator_id,active_time,iou,iou_manual,iou_corner,rmse_px,layout_2d_iou,layout_3d_iou,layout_depth_rmse,layout_delta1,layout_used,layout_gate_reason,pointwise_rmse_px,pointwise_rmse_used,pointwise_best_shift,pointwise_gate_reason,boundary_mse,boundary_rmse_px,pred_n_points,pred_n_pairs,pred_pair_coverage,pred_odd_points,ann_n_points,ann_n_pairs,ann_pair_coverage,ann_odd_points,pairing_warning,pairing_failure_reason,boundary_method_used,consensus_uid,iou_to_consensus,consensus_uid_loo,iou_to_consensus_loo,iou_to_others_median,quality,scope,difficulty,model_issue,tool_issue,scope_missing,is_oos,is_occlusion,is_fail,is_residual,is_normal,n_corners,has_manual_poly,task_scope_n_total,task_scope_n_in_scope,task_scope_n_oos,task_scope_n_unknown,task_scope_oos_rate,task_scope_unknown_rate,task_scope_majority,task_scope_is_mixed,task_scope_has_unknown
500,semi,1,20.436,1.0,1.0,1.0,0.0,,,,,False,n_pairs_mismatch,,False,,n_pairs_mismatch,4.326948642730713,2.080131881090887,12,6,1.0,False,10,5,1.0,False,False,,connect,,,,,,normal,normal,,,,False,False,False,False,False,True,10,True,4,4,0,0,0.0,0.0,in_scope,False,False
500,semi,3,61.912,0.7976602528019239,1.0,0.7976602528019239,0.0,,,,,False,n_pairs_mismatch,,False,,n_pairs_mismatch,1.1053401231765747,1.0513515697313505,12,6,1.0,False,8,4,1.0,False,False,,connect,,,,,,corner_duplicate;low_quality;normal;overextend_adjacent,normal,low_quality,overextend_adjacent;corner_duplicate,,False,False,False,False,False,True,8,True,4,4,0,0,0.0,0.0,in_scope,False,False
500,semi,2,56.536,0.7976602528019239,1.0,0.7976602528019239,1.535999999999973,,,,,False,n_pairs_mismatch,,False,,n_pairs_mismatch,1.6192896366119385,1.2725131184439469,12,6,1.0,False,8,4,1.0,False,False,,connect,,,,,,corner_duplicate;normal;occlusion;overextend_adjacent,normal,occlusion,overextend_adjacent;corner_duplicate,,False,False,True,False,False,True,8,True,4,4,0,0,0.0,0.0,in_scope,False,False
500,semi,4,29.42,0.885411899909876,,0.885411899909876,34.386469620030674,,,,,False,n_pairs_mismatch,,False,,n_pairs_mismatch,2108.466552734375,45.918041690977795,12,6,1.0,False,16,8,1.0,False,False,,connect,,,,,,normal,normal,,,,False,False,False,False,False,True,16,False,4,4,0,0,0.0,0.0,in_scope,False,False
501,semi,1,18.45,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,12,6,1.0,False,12,6,1.0,False,False,,connect,1,1.0,3,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,12,True,4,4,0,0,0.0,0.0,in_scope,False,False
501,semi,3,21.39,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,12,6,1.0,False,12,6,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,12,True,4,4,0,0,0.0,0.0,in_scope,False,False
501,semi,2,29.697,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,12,6,1.0,False,12,6,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,12,True,4,4,0,0,0.0,0.0,in_scope,False,False
501,semi,4,28.233,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,12,6,1.0,False,12,6,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,12,True,4,4,0,0,0.0,0.0,in_scope,False,False
502,semi,1,14.014000000000001,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,3,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,8,True,4,4,0,0,0.0,0.0,in_scope,False,False
502,semi,3,13.989,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,8,True,4,4,0,0,0.0,0.0,in_scope,False,False
502,semi,2,33.203,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal;occlusion,normal,occlusion,,,False,False,True,False,False,True,8,True,4,4,0,0,0.0,0.0,in_scope,False,False
502,semi,4,16.613,0.8453549668037589,,0.8453549668037589,39.56395325680181,0.6993461187144867,0.6908700948793294,0.21554651856422424,0.9270496368408203,True,,39.562629591019984,True,0,,622.5611572265625,24.95117546783242,8,4,1.0,False,8,4,1.0,False,False,,connect,1,0.8453549742698669,1,0.8453549742698669,0.8453549742698669,normal,normal,,,,False,False,False,False,False,True,8,False,4,4,0,0,0.0,0.0,in_scope,False,False
503,semi,1,13.113,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,3,0.9719617962837219,3,0.9719617962837219,0.9700459241867065,normal,normal,,,,False,False,False,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
503,semi,3,284.11,0.9719617698347047,1.0,0.9719617698347047,10.991642558359828,0.8878816357283136,0.8800488810738011,0.17008450627326965,0.9964866638183594,True,,10.99163847354014,True,0,,138.91159057617188,11.786076131443062,8,4,1.0,False,8,4,1.0,False,False,,connect,3,1.0,1,0.9719617962837219,0.9767166376113892,corner_drift;normal;occlusion;residual,normal,occlusion;residual,corner_drift,,False,False,True,False,True,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
503,semi,2,55.538,0.9681299724752365,1.0,0.9681299724752365,4.263727178431643,0.9844528817901254,0.9708218630858416,0.07365428656339645,1.0,True,,4.251446197388262,True,0,,55.21331024169922,7.4305659435671,8,4,1.0,False,8,4,1.0,False,False,,connect,3,0.9814715385437012,1,0.9681299924850464,0.9748007655143738,corner_drift;low_texture;normal;occlusion,normal,occlusion;low_texture,corner_drift,,False,False,True,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
504,semi,1,16.695,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,3,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
504,semi,3,19.308,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,corner_drift;normal,normal,,corner_drift,,False,False,False,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
504,semi,2,35.176,1.0,1.0,1.0,6.1402956464183545,0.9078190412925427,0.8889253702979699,0.12004014849662781,1.0,True,,6.137002823031968,True,0,,17.627779006958008,4.198544867803369,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,corner_drift;normal,normal,,corner_drift,,False,False,False,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
505,semi,1,39.625,0.9659162250946675,1.0,0.9659162250946675,8.696719496794627,0.9964598587786955,0.9914278949606881,0.01895173080265522,1.0,True,,8.688255222344344,True,0,,0.7136400938034058,0.8447722141520788,12,6,1.0,False,12,6,1.0,False,False,,connect,,,,,,normal,normal,,,,False,False,False,False,False,True,12,True,3,3,0,0,0.0,0.0,in_scope,False,False
505,semi,3,216.681,0.8329934895081764,1.0,0.8329934895081764,15.0298270475252,,,,,False,n_pairs_mismatch,,False,,n_pairs_mismatch,573.2994384765625,23.94367220115917,12,6,1.0,False,8,4,1.0,False,False,,connect,,,,,,corner_duplicate;corner_mismatch;low_texture;normal;occlusion,normal,occlusion;low_texture,corner_duplicate;corner_mismatch,,False,False,True,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
505,semi,2,32.094,0.8718425685583179,1.0,0.8718425685583179,0.0,,,,,False,n_pairs_mismatch,,False,,n_pairs_mismatch,9.022499084472656,3.0037475067776014,12,6,1.0,False,8,4,1.0,False,False,,connect,,,,,,corner_drift;corner_duplicate;normal;occlusion,normal,occlusion,corner_drift;corner_duplicate,,False,False,True,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
506,semi,1,11.652,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,3,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
506,semi,3,41.337,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal;occlusion,normal,occlusion,,,False,False,True,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
506,semi,2,13.029,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal;occlusion,normal,occlusion,,,False,False,True,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
508,semi,1,35.232,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,3,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
508,semi,3,3.696,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
508,semi,2,2.834,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal,normal,,,,False,False,False,False,False,True,8,True,3,3,0,0,0.0,0.0,in_scope,False,False
