diagnostic,n,parameters,rank,status,risk_slope,risk_slope_se_classical,residual_sd,r_squared,condition_number,role,seed,requested_replicates,successful_replicates,risk_slope_median,risk_slope_q025,risk_slope_q975
worker_fixed_effect,225.0,21.0,21.0,estimated,-0.02805245590858274,0.004568199001882135,0.11742710212721248,0.22065461819141885,8.372713943268103,diagnostic_only_not_formal_model,,,,,,
worker_plus_stage_fixed_effect,225.0,23.0,23.0,estimated,-0.029186550812958956,0.004656004919418898,0.11752523107976477,0.2270049570820879,22.304425646455655,diagnostic_only_not_formal_model,,,,,,
worker_plus_building_fixed_effect,225.0,29.0,29.0,estimated,-0.022789531837981936,0.004578089001437171,0.10863475115899143,0.35914949480357106,57.46703016648712,diagnostic_only_not_formal_model,,,,,,
worker_plus_stage_plus_building_fixed_effect,225.0,31.0,31.0,estimated,-0.024707261701268524,0.004809879755998227,0.10871386411890616,0.3647645784615926,58.83440296143924,diagnostic_only_not_formal_model,,,,,,
base_task_id_cluster_bootstrap_worker_fe,,,,,,,,,,diagnostic_only_not_formal_interval,20260814.0,1000.0,1000.0,-0.02670281819870629,-0.05885303763159519,-0.011628662258375217
building_id_cluster_bootstrap_worker_fe,,,,,,,,,,diagnostic_only_not_formal_interval,20260814.0,1000.0,1000.0,-0.02734455109687617,-0.04804689178699856,-0.014166123889823789
