base_task_id,evidence_stage,building_id,task_stratum,risk,rows_total,rows_eligible,workers,quality_mean,quality_median,quality_sd,quality_min,quality_max,reference_status,registry_status,reference_normalizer_status,final_scope,scope_review_level,per_image_human_scope_review,review_status,review_disposition,issue_type,meta_rows,occlusion_rate,trivial_rate,worker_scope_oos_rate
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,C2A_RP_BLOCK1;C2A_RP_BLOCK2,S9hNv5qa7GM,stress,14.109703699097196,4,3,4,0.7099922265313481,0.6922697571199605,0.031216243869020038,0.6916709403870185,0.7460359820870652,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,0.0,0.5,0.5
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,C2A_RP_BLOCK1;C2A_RP_BLOCK2,jh4fc5c5qoQ,stress,7.556923540097862,4,3,4,0.9396110760708409,0.9416396332542776,0.038167622383595695,0.9004696271771988,0.9767239677810464,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,1.0,0.0,0.0
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,C2A_RP_BLOCK1;C2A_RP_BLOCK2,pRbA3pwrgk9,ordinary,3.856735574381165,2,1,2,0.936123587647452,0.936123587647452,,0.936123587647452,0.936123587647452,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,0.0
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,C2A_RP_BLOCK1;C2A_RP_BLOCK2,zsNo4HB9uLZ,stress,5.939462050146197,4,4,4,0.794381393189602,0.7647568636661264,0.06620413118604115,0.7546764978419975,0.8933353475841579,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,0.5,0.5,0.0
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,C2A_RP_BLOCK1;C2A_RP_BLOCK2;C2B,VFuaQ6m2Qom,stress,6.238125014667176,7,6,7,0.9331862231086708,0.9321115007262553,0.0051272830544534884,0.927442637896976,0.9419720977470956,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,0.5,0.5,0.0
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,C2A_RP_BLOCK1;C2A_RP_BLOCK2;C2B,jtcxE69GiFV,stress,9.481862942795813,6,6,6,0.8666599340957836,0.8685607571360419,0.01704236138603045,0.8477707896575821,0.8874810770478042,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,1.0,0.0,0.0
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,C2A_RP_BLOCK1;C2A_RP_BLOCK2;C2B,jtcxE69GiFV,ordinary,4.924529891734887,4,4,4,0.9196217829524324,0.9230028379560558,0.043712893351181496,0.8678467657180539,0.9646346901795644,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,0.0
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,C2A_RP_BLOCK1;C2A_RP_BLOCK2;C2B,jtcxE69GiFV,ordinary,4.71539312866952,4,4,4,0.9194311934300319,0.9216231626931841,0.024043487675706368,0.8888241293894799,0.9456543189442792,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,0.0
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,C2A_RP_BLOCK1;C2A_RP_BLOCK2;C2B,pRbA3pwrgk9,stress,6.831342493839091,6,6,6,0.7482610324167593,0.7470774561799924,0.003536146669219451,0.7452768491745483,0.754168462450167,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,0.0,1.0,0.0
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,C2A_RP_BLOCK1;C2A_RP_BLOCK2;C2B,pRbA3pwrgk9,stress,7.29202638738098,5,5,5,0.9880463320786566,0.988293467683148,0.00320779833717408,0.984127211826052,0.9917317738679594,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,0.0,1.0,0.0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,C2A_RP_BLOCK1;C2A_RP_BLOCK2;C2B,pa4otMbVnkk,stress,8.146315693268235,6,5,6,0.8262691955886702,0.843389814109309,0.11002165982761436,0.7171222154680381,0.9902002582405536,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,1.0,0.0,0.5
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,C2A_RP_BLOCK1;C2B,VFuaQ6m2Qom,stress,7.183628916179173,5,5,5,0.7927161497770698,0.8506696916999689,0.1459358763343028,0.53728589942673,0.9025453726348308,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,C2A_RP_BLOCK1;C2B,jtcxE69GiFV,ordinary,5.680586988921447,3,3,3,0.9204462477717071,0.9215080271781612,0.023673274838009916,0.8962599483293743,0.9435707678075856,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,C2A_RP_BLOCK1;C2B,jtcxE69GiFV,ordinary,4.15793460464612,2,2,2,0.9658489528317122,0.9658489528317122,0.031274637310571604,0.9437344447102572,0.9879634609531672,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,C2A_RP_BLOCK1;C2B,pa4otMbVnkk,ordinary,4.254049428543212,3,3,3,0.8128545554237695,0.8166092576720518,0.015860062042851956,0.795454052999935,0.8265003555993217,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,C2A_RP_BLOCK1;C2B,pa4otMbVnkk,ordinary,4.222100206664882,3,3,3,0.8087847222243129,0.8946208976266938,0.16586165351901752,0.617595931576514,0.9141373374697308,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,C2A_RP_BLOCK1;C2B,zsNo4HB9uLZ,stress,11.939260133399603,4,0,4,,,,,,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,C2A_RP_BLOCK1;C2B,zsNo4HB9uLZ,ordinary,3.868741895958863,4,3,4,0.9084442226654561,0.928523885486504,0.0485197685350315,0.8531078870361979,0.9437008954736662,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,C2A_RP_BLOCK2,S9hNv5qa7GM,ordinary,4.026439012481026,1,1,1,0.8474409915678784,0.8474409915678784,,0.8474409915678784,0.8474409915678784,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,0.0
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,C2A_RP_BLOCK2,jtcxE69GiFV,ordinary,3.969454490551143,1,1,1,0.9444567715681637,0.9444567715681637,,0.9444567715681637,0.9444567715681637,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,0.0,1.0,0.0
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,C2A_RP_BLOCK2,jtcxE69GiFV,ordinary,4.418088103411216,1,1,1,0.7209599839459178,0.7209599839459178,,0.7209599839459178,0.7209599839459178,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,1.0
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,C2A_RP_BLOCK2,jtcxE69GiFV,stress,5.76678693413434,4,4,4,0.5886707188270645,0.5910184418232178,0.017129517935634303,0.5657135465697019,0.6069324450921203,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,4.0,1.0,0.0,0.25
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,C2A_RP_BLOCK2,jtcxE69GiFV,ordinary,3.802659941901452,1,1,1,0.9529548686183992,0.9529548686183992,,0.9529548686183992,0.9529548686183992,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,0.0,1.0,1.0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,C2A_RP_BLOCK2,pa4otMbVnkk,ordinary,5.041596258851888,1,1,1,0.8964679407735959,0.8964679407735959,,0.8964679407735959,0.8964679407735959,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,0.0
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,C2A_RP_BLOCK2,pa4otMbVnkk,ordinary,3.9847071562262193,1,1,1,0.8951436750082286,0.8951436750082286,,0.8951436750082286,0.8951436750082286,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,1.0
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,C2A_RP_BLOCK2,pa4otMbVnkk,ordinary,3.5741948993665464,1,1,1,0.9464120325075984,0.9464120325075984,,0.9464120325075984,0.9464120325075984,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,1.0
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,C2A_RP_BLOCK2,pa4otMbVnkk,ordinary,3.809297376799212,1,1,1,0.977464040614764,0.977464040614764,,0.977464040614764,0.977464040614764,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,0.0,1.0,0.0
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,C2A_RP_BLOCK2,zsNo4HB9uLZ,ordinary,3.6864736105910576,2,2,2,0.9746017884486735,0.9746017884486735,0.006466912029071755,0.97002899109958,0.979174585797767,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,2.0,0.0,1.0,0.0
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,C2A_RP_BLOCK2;C2B,S9hNv5qa7GM,ordinary,3.622320944116328,3,3,3,0.9178686913016872,0.9189220364501756,0.018124390991839226,0.8992405989813657,0.9354434384735204,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,0.0
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,C2A_RP_BLOCK2;C2B,jh4fc5c5qoQ,ordinary,4.655451749029902,2,2,2,0.890856881382308,0.890856881382308,0.05565505869825044,0.8515028119694398,0.9302109507951762,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,0.0,1.0,0.0
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,C2A_RP_BLOCK2;C2B,jtcxE69GiFV,ordinary,3.890175999177667,3,3,3,0.9647040103364697,0.9646608801441172,0.0027574473928566514,0.9619683810317644,0.9674827698335275,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,0.0
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,C2A_RP_BLOCK2;C2B,pRbA3pwrgk9,ordinary,3.56801929571565,3,3,3,0.9319430931670641,0.9660405367667592,0.06495757831726522,0.8570366991377028,0.9727520435967304,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,1.0,1.0,0.0,0.0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,C2B,S9hNv5qa7GM,ordinary,4.425093081348839,20,19,20,0.8607115872868945,0.857433735318839,0.040195051253382755,0.802736381165192,0.9692595294148478,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,C2B,S9hNv5qa7GM,ordinary,4.331965706250457,2,2,2,0.7320493699998172,0.7320493699998172,0.268482374923531,0.5422036620623193,0.921895077937315,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,C2B,S9hNv5qa7GM,ordinary,4.782896096686945,1,1,1,0.911708471798607,0.911708471798607,,0.911708471798607,0.911708471798607,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,C2B,S9hNv5qa7GM,ordinary,3.859560696473668,2,2,2,0.9492884588192213,0.9492884588192213,0.028654968796998637,0.9290263360681746,0.969550581570268,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,C2B,S9hNv5qa7GM,ordinary,4.34198898346523,20,20,20,0.9645463702559456,0.9676686184623897,0.01383489061592916,0.9268332870820036,0.9830538440458616,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,C2B,S9hNv5qa7GM,ordinary,3.980147567164872,2,2,2,0.9394903197119293,0.9394903197119293,0.0042690994576428404,0.9364716105358702,0.9425090288879884,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,C2B,VFuaQ6m2Qom,ordinary,5.387348197840864,2,2,2,0.8719215723862628,0.8719215723862628,0.029993611985524443,0.8507128859590203,0.8931302588135052,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,C2B,VFuaQ6m2Qom,ordinary,4.11082649457379,2,2,2,0.9112613204687009,0.9112613204687009,0.06692578221073729,0.8639376460312745,0.9585849949061273,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,C2B,VFuaQ6m2Qom,stress,5.981021984881721,20,19,20,0.9200051097666562,0.9217449890517097,0.023355525250761348,0.8639077619929998,0.96401319148349,use_existing_public_gt_as_is,retained_with_post_c2_local_sensitivity_flag,passed,in_scope,dataset_level_protocol_assumption,false,closed,retain_original,researcher_declared_local_gt_issue,,,,
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,C2B,VLzqgDo317F,ordinary,5.238411447323805,2,2,2,0.9355533070196163,0.9355533070196163,2.408016140041442e-05,0.935536279774198,0.9355703342650346,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,C2B,jh4fc5c5qoQ,ordinary,5.295506908416907,2,2,2,0.8983642107130657,0.8983642107130657,0.03136891092982878,0.876183041076147,0.9205453803499845,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,C2B,jh4fc5c5qoQ,ordinary,5.512393035924778,2,2,2,0.7972376011240121,0.7972376011240121,0.12119951845450708,0.711536599748286,0.8829386024997381,reference_unavailable,post_c2_researcher_declared_local_gt_issue,passed_but_semantically_unavailable,in_scope,dataset_level_protocol_assumption,false,closed,reference_unavailable,researcher_declared_local_gt_issue,,,,
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,C2B,jh4fc5c5qoQ,ordinary,5.29176262493917,2,2,2,0.9474125178063567,0.9474125178063567,0.00013982854354498036,0.9473136440950126,0.9475113915177008,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,C2B,jh4fc5c5qoQ,ordinary,5.249871582737375,2,2,2,0.6611092066975883,0.6611092066975883,0.0023301617226523523,0.6594615335422396,0.6627568798529372,reference_unavailable,post_c2_researcher_declared_local_gt_issue,passed_but_semantically_unavailable,in_scope,dataset_level_protocol_assumption,false,closed,reference_unavailable,researcher_declared_local_gt_issue,,,,
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,C2B,jtcxE69GiFV,ordinary,5.0736641123929465,2,2,2,0.8453763297332064,0.8453763297332064,0.011159358919566435,0.8374854713674864,0.8532671880989264,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,C2B,jtcxE69GiFV,ordinary,5.097611503816893,1,1,1,0.7310043387138287,0.7310043387138287,,0.7310043387138287,0.7310043387138287,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,C2B,jtcxE69GiFV,ordinary,4.379436039704189,2,2,2,0.8787168366037852,0.8787168366037852,0.015283287716216612,0.8679099202208234,0.889523752986747,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,C2B,jtcxE69GiFV,ordinary,3.6156052152509655,1,1,1,0.9860479954627628,0.9860479954627628,,0.9860479954627628,0.9860479954627628,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,C2B,pRbA3pwrgk9,stress,8.745138446780821,3,3,3,0.7272573281026521,0.6865571201008578,0.1302062297120851,0.6222627790173714,0.8729520851897271,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,oos,per_image_post_c2_researcher_review,true,,,,,,,
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,C2B,pRbA3pwrgk9,ordinary,3.406655903885932,2,2,2,0.9618348621426964,0.9618348621426964,0.028131897988854473,0.9419426063071292,0.9817271179782636,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,C2B,pRbA3pwrgk9,stress,6.457935204966335,20,19,20,0.5972860098299827,0.6012363509593237,0.12702622771626151,0.413419796892206,0.8209613277515617,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,oos,per_image_post_c2_researcher_review,true,,,,,,,
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,C2B,pRbA3pwrgk9,ordinary,4.869512164311926,2,2,2,0.9236051460339973,0.9236051460339973,0.005843317771167745,0.9194732964133768,0.927736995654618,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,C2B,pRbA3pwrgk9,ordinary,5.421113723737568,2,2,2,0.8017068764179647,0.8017068764179647,0.0006300011874386725,0.8012613983061712,0.8021523545297581,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,C2B,pRbA3pwrgk9,stress,6.410967554034756,2,2,2,0.8847916809194774,0.8847916809194774,0.0573864133745339,0.84421335887437,0.9253700029645846,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,oos,per_image_post_c2_researcher_review,true,,,,,,,
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,C2B,pa4otMbVnkk,ordinary,3.934007895549571,2,2,2,0.9160555281123736,0.9160555281123736,0.0,0.9160555281123736,0.9160555281123736,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,C2B,pa4otMbVnkk,ordinary,4.583637601099402,1,1,1,0.947093831518768,0.947093831518768,,0.947093831518768,0.947093831518768,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,C2B,pa4otMbVnkk,ordinary,3.446418996433377,2,2,2,0.9345422211158385,0.9345422211158385,0.02697673684402625,0.9154667875591426,0.9536176546725345,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,C2B,zsNo4HB9uLZ,ordinary,3.4443903852152538,2,2,2,0.9412167141309675,0.9412167141309675,0.021457378383257886,0.9260440563696802,0.9563893718922548,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,passed,in_scope,dataset_level_protocol_assumption,false,,,,,,,
