schema_version,evidence_stage,risk_model_scope,canonical_annotation_id,deployment_id,project_id,runtime_task_id,planned_task_id,worker_id,task_id,base_task_id,image_id,building_id,task_stratum,risk,quality,canonical_valid,risk_slope_estimand_eligible,eligibility_status,ineligibility_reason,reference_registry_sha256,task_pool_sha256,assignment_batch_id,design_manifest_sha256,formal_assignment_eligible,routing_feature_analysis_eligible,risk_design_score_A,Q_GT_raw,block_index,eligible
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,816083c4a02fed75db9a,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,1,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.857433735318839,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,86fc3ae9363a9f67b104,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,10,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.882275682598729,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,7b1866a3eeaa6930d596,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,11,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.9692595294148478,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,fdec7694d0b91e5316fe,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,12,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.8674482598938482,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,39827a17d6d532fc4d52,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,13,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.8783893935231679,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,f1f1b71b8c500b8fdf5a,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,15,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.802736381165192,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,4ae36274a9f6a2b97a64,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,17,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.8753420750024513,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,f57527778ab111cb3df8,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,2,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,,true,False,not_evaluable,geometry_normalization_failed,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,False
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,b505f83196ae0e6e3cc8,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,6,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.9087597262748368,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
c2b_canonical_risk_slope_evidence_v1,C2B,C2B_CONFIRMATORY_CANONICAL_ONLY_FOR_C2A_RP,a4c50e340e62a015a85e,c2b_zh,77,3452,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,8,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,ordinary,4.425093081348839,0.8753747227387807,true,True,eligible,,546744452a4ba26cff062c237128ef8324261e43b73018be82775287fb5fb3a9,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067,C2B_BATCH_A,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,,,,,,True
