source_export,project_id,runtime_task_id,annotation_id,worker_id,base_task_id,task_stratum,scope_choices,difficulty_choices,tag_trivial,tag_occlusion,tag_low_texture,tag_seam,tag_reflection,tag_low_quality,risk,quality,eligible,eligibility_status,ineligibility_reason,building_id,active_seconds,audit_flags,script_versions,schema_status,n_corners,parse_error,canonical_valid,reference_status,registry_status,final_scope,scope_review_level,loo_occlusion_other_rate
project-84-at-2026-08-14-08-36-31615637.json,84,3533,6814,1,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,ordinary,oos_insufficient,low_quality;occlusion,0,1,0,0,0,1,3.9847071562262193,0.8951436750082286,True,eligible,,pa4otMbVnkk,197.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,20,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,
project-84-at-2026-08-14-08-36-31615637.json,84,3534,6815,1,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,stress,oos_insufficient,low_quality;occlusion,0,1,0,0,0,1,5.76678693413434,0.58893096208029,True,eligible,,jtcxE69GiFV,211.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,24,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,1.0
project-84-at-2026-08-14-08-36-31615637.json,84,3535,6806,10,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,ordinary,normal,occlusion,0,1,0,0,0,0,3.622320944116328,0.9354434384735204,True,eligible,,S9hNv5qa7GM,118.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,12,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,
project-84-at-2026-08-14-08-36-31615637.json,84,3536,6807,10,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,stress,normal,trivial,1,0,0,0,0,0,6.238125014667176,0.93259109588106,True,eligible,,VFuaQ6m2Qom,84.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,1.0
project-84-at-2026-08-14-08-36-31615637.json,84,3537,6804,11,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,ordinary,normal,occlusion,0,1,0,0,0,0,4.026439012481026,0.8474409915678784,True,eligible,,S9hNv5qa7GM,179.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,
project-84-at-2026-08-14-08-36-31615637.json,84,3538,6805,11,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,stress,normal,low_quality;low_texture;occlusion,0,1,1,0,0,1,7.556923540097862,0.9416396332542776,True,eligible,,jh4fc5c5qoQ,188.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,1.0
project-84-at-2026-08-14-08-36-31615637.json,84,3538,6811,15,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,stress,normal,occlusion,0,1,0,0,0,0,7.556923540097862,0.9767239677810464,True,eligible,,jh4fc5c5qoQ,918.0,legacy_script_auxiliary_only,0.24-official,auxiliary_mixed_or_legacy,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,1.0
project-84-at-2026-08-14-08-36-31615637.json,84,3539,6794,12,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,ordinary,normal,low_quality;occlusion,0,1,0,0,0,1,5.041596258851888,0.8964679407735959,True,eligible,,pa4otMbVnkk,225.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,16,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,
project-84-at-2026-08-14-08-36-31615637.json,84,3540,6795,12,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,stress,normal,occlusion,0,1,0,0,0,0,9.481862942795813,0.8477707896575821,True,eligible,,jtcxE69GiFV,76.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,1.0
project-84-at-2026-08-14-08-36-31615637.json,84,3540,6818,13,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,stress,normal,occlusion,0,1,0,0,0,0,9.481862942795813,0.8477707896575821,True,eligible,,jtcxE69GiFV,26.0,legacy_script_auxiliary_only,stage1_active_time_annotation_hardening_20260701_v1,auxiliary_mixed_or_legacy,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,1.0
project-84-at-2026-08-14-08-36-31615637.json,84,3541,6819,13,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,ordinary,normal,trivial,1,0,0,0,0,0,3.969454490551143,0.9444567715681637,True,eligible,,jtcxE69GiFV,47.0,legacy_script_auxiliary_only,stage1_active_time_annotation_hardening_20260701_v1,auxiliary_mixed_or_legacy,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,
project-84-at-2026-08-14-08-36-31615637.json,84,3542,6810,15,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,ordinary,normal,trivial,1,0,0,0,0,0,3.6864736105910576,0.97002899109958,True,eligible,,zsNo4HB9uLZ,153.0,legacy_script_auxiliary_only,0.24-official,auxiliary_mixed_or_legacy,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,0.0
project-84-at-2026-08-14-08-36-31615637.json,84,3543,6790,17,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,ordinary,normal,occlusion;reflection,0,1,0,0,1,0,3.890175999177667,0.9619683810317644,True,eligible,,jtcxE69GiFV,56.0,legacy_script_auxiliary_only,stage1_active_time_annotation_hardening_20260701_v1,auxiliary_mixed_or_legacy,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,
project-84-at-2026-08-14-08-36-31615637.json,84,3544,6791,17,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,stress,normal,occlusion,0,1,0,0,0,0,5.939462050146197,0.7683185805580915,True,eligible,,zsNo4HB9uLZ,118.0,legacy_script_auxiliary_only,stage1_active_time_annotation_hardening_20260701_v1,auxiliary_mixed_or_legacy,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,0.0
project-84-at-2026-08-14-08-36-31615637.json,84,3544,6817,8,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,stress,normal,trivial,1,0,0,0,0,0,5.939462050146197,0.7546764978419975,True,eligible,,zsNo4HB9uLZ,111.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,1.0
project-84-at-2026-08-14-08-36-31615637.json,84,3545,6812,2,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,ordinary,normal,occlusion,0,1,0,0,0,0,4.71539312866952,0.9287017840072502,True,eligible,,jtcxE69GiFV,224.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,24,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,
project-84-at-2026-08-14-08-36-31615637.json,84,3546,6813,2,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,stress,normal,occlusion;seam,0,1,0,1,0,0,8.146315693268235,0.9902002582405536,True,eligible,,pa4otMbVnkk,122.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,1.0
project-84-at-2026-08-14-08-36-31615637.json,84,3547,6824,6,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,ordinary,oos_insufficient,occlusion;seam,0,1,0,1,0,0,4.418088103411216,0.7209599839459178,True,eligible,,jtcxE69GiFV,139.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,12,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,
project-84-at-2026-08-14-08-36-31615637.json,84,3548,6825,6,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,stress,normal,trivial,1,0,0,0,0,0,7.29202638738098,0.9855741695303551,True,eligible,,pRbA3pwrgk9,51.0,none,c2plus_task_worker_active_time_20260802_v2,auxiliary_available,8,,true,use_existing_public_gt_as_is,approved_by_frozen_reference_policy,in_scope,dataset_level_protocol_assumption,0.0
