image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,method,omitted_worker,ARI,changed_pairs,total_pairs
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A1_mask,W032,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A1_mask,W033,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A1_mask,W034,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A1_mask,W035,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A1_mask,W036,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A1_mask,W037,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W001,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W002,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W006,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W008,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W010,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W011,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W012,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W013,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W014,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W015,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W017,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W018,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W021,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W027,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W028,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W029,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W030,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W031,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W032,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W033,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W034,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W035,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W036,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic,W037,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W001,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W002,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W006,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W008,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W010,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W011,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W012,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W013,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W014,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W015,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W017,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W018,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W021,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W027,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W028,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W029,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W030,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W031,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W032,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W033,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W034,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W035,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W036,1.0,0,253
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso-05,semi,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W037,1.0,0,253
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A0_legacy,W006,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A0_legacy,W008,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A0_legacy,W017,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A0_legacy,W031,0.3333333333333333,2,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A0_legacy,W032,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A1_mask,W006,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A1_mask,W008,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A1_mask,W017,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A1_mask,W031,0.3333333333333333,2,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A1_mask,W032,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic,W006,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic,W008,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic,W017,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic,W031,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic,W032,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic_cut08,W006,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic_cut08,W008,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic_cut08,W017,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic_cut08,W031,1.0,0,6
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso-07,manual,X7HyMhZNoso,5,5,0,False,A3_cyclic_cut08,W032,1.0,0,6
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W001,0.2111913357400722,76,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W002,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W006,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W008,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W010,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W011,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W012,0.0,90,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W013,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W014,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W015,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W017,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W018,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W021,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W027,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W028,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W029,0.2111913357400722,76,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W030,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W031,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W032,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W033,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W034,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W035,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W036,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A0_legacy,W037,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W001,0.2111913357400722,76,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W002,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W006,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W008,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W010,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W011,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W012,0.0,90,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W013,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W014,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W015,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W017,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W018,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W021,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W027,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W028,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W029,0.2111913357400722,76,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W030,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W031,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W032,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W033,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W034,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W035,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W036,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A1_mask,W037,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W001,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W002,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W006,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W008,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W010,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W011,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W012,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W013,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W014,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W015,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W017,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W018,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W021,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W027,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W028,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W029,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W030,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W031,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W032,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W033,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W034,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W035,0.3822488096691491,80,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W036,0.13166926677067084,110,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic,W037,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W001,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W002,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W006,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W008,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W010,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W011,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W012,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W013,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W014,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W015,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W017,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W018,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W021,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W027,1.0,0,253
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,A3_cyclic_cut08,W028,1.0,0,253
