image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,N_spherical,method,cut,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,semi,q9vSo1VnCiC,5,3,2,False,3,spherical,0.075,1,1,0,0.0,1.0,-0.0,3
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,semi,q9vSo1VnCiC,5,3,2,False,3,spherical,0.1,1,1,0,0.0,1.0,-0.0,3
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,semi,q9vSo1VnCiC,5,3,2,False,3,spherical,0.125,1,1,0,0.0,1.0,-0.0,3
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,semi,q9vSo1VnCiC,5,3,2,False,3,spherical,0.15,1,1,0,0.0,1.0,-0.0,3
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,semi,q9vSo1VnCiC,5,3,2,False,3,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,3
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,semi,q9vSo1VnCiC,5,3,2,False,3,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,3
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,semi,q9vSo1VnCiC,5,3,2,False,3,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,3
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC-16,semi,q9vSo1VnCiC,5,3,2,False,3,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,3
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,linear_common,0.075,4,2,2,0.08333333333333333,0.5833333333333334,1.3640054628542204,14;8;1;1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,linear_common,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,linear_common,0.125,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,linear_common,0.15,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,spherical,0.075,3,2,1,0.041666666666666664,0.875,0.6583514224564075,21;2;1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,spherical,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,spherical,0.125,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,spherical,0.15,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,solid_angle,0.075,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,solid_angle,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC-23,manual,q9vSo1VnCiC,24,24,0,True,24,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,linear_common,0.075,3,2,1,0.16666666666666666,0.5,1.4591479170272448,3;2;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,linear_common,0.1,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,linear_common,0.125,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,linear_common,0.15,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,spherical,0.075,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,spherical,0.1,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,spherical,0.125,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,spherical,0.15,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,solid_angle,0.075,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,solid_angle,0.1,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,solid_angle,0.125,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC-24,manual,q9vSo1VnCiC,6,6,0,False,6,solid_angle,0.15,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.1,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.125,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.075,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.1,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.125,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.15,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC-29,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.075,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.1,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.125,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.15,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.075,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.125,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.15,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.125,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC-30,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.15,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,linear_common,0.075,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,linear_common,0.1,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,linear_common,0.125,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,linear_common,0.15,3,3,0,0.0,0.5416666666666666,1.3085024445205309,13;9;2
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,spherical,0.075,5,3,2,0.08333333333333333,0.4583333333333333,1.7273344666381947,11;9;2;1;1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,spherical,0.1,3,3,0,0.0,0.5,1.4056390622295665,12;9;3
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,spherical,0.125,3,3,0,0.0,0.5,1.4056390622295665,12;9;3
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,spherical,0.15,2,2,0,0.0,0.875,0.5435644431995964,21;3
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,solid_angle,0.075,4,3,1,0.041666666666666664,0.5416666666666666,1.5636254885377856,13;7;3;1
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,solid_angle,0.1,3,3,0,0.0,0.5833333333333334,1.3470732979972746,14;7;3
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,solid_angle,0.125,2,2,0,0.0,0.875,0.5435644431995964,21;3
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC-32,manual,q9vSo1VnCiC,24,24,0,True,24,solid_angle,0.15,2,2,0,0.0,0.875,0.5435644431995964,21;3
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.125,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.125,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,spherical,0.15,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.125,2,1,1,0.2,0.8,0.7219280948873623,4;1
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC-34,manual,q9vSo1VnCiC,5,5,0,False,5,solid_angle,0.15,2,1,1,0.2,0.8,0.7219280948873623,4;1
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,linear_common,0.075,2,2,0,0.0,0.9130434782608695,0.4262286569981449,21;2
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,linear_common,0.1,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,linear_common,0.125,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,linear_common,0.15,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,spherical,0.075,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,spherical,0.1,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,spherical,0.125,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,spherical,0.15,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge-01,manual,rPc6DW4iMge,23,23,0,False,23,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,linear_common,0.075,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,linear_common,0.1,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,linear_common,0.125,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,linear_common,0.15,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,spherical,0.075,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,spherical,0.1,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,spherical,0.125,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,spherical,0.15,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,solid_angle,0.075,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,solid_angle,0.1,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,solid_angle,0.125,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge-05,manual,rPc6DW4iMge,5,5,0,True,5,solid_angle,0.15,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,linear_common,0.075,11,3,8,0.3333333333333333,0.4166666666666667,2.7841591278514217,10;4;2;1;1;1;1;1;1;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,linear_common,0.1,8,3,5,0.20833333333333334,0.4583333333333333,2.31753434315405,11;5;3;1;1;1;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,linear_common,0.125,6,3,3,0.125,0.4583333333333333,2.0198157169987727,11;6;4;1;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,linear_common,0.15,5,3,2,0.08333333333333333,0.5,1.8129072918469558,12;6;4;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,spherical,0.075,8,4,4,0.16666666666666666,0.4583333333333333,2.3489879890775276,11;5;2;2;1;1;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,spherical,0.1,7,4,3,0.125,0.4583333333333333,2.1864823836654392,11;6;2;2;1;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,spherical,0.125,6,3,3,0.125,0.4583333333333333,1.9160563421790617,11;8;2;1;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,spherical,0.15,3,3,0,0.0,0.5,1.4056390622295665,12;9;3
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,solid_angle,0.075,7,4,3,0.125,0.4583333333333333,2.1864823836654392,11;6;2;2;1;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,solid_angle,0.1,6,3,3,0.125,0.4583333333333333,1.9160563421790617,11;8;2;1;1;1
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,solid_angle,0.125,3,3,0,0.0,0.5,1.4056390622295665,12;9;3
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge-06,manual,rPc6DW4iMge,24,24,0,True,24,solid_angle,0.15,2,2,0,0.0,0.5,1.0,12;12
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,linear_common,0.075,2,2,0,0.0,0.8095238095238095,0.7024665512903903,17;4
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,linear_common,0.1,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,linear_common,0.125,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,linear_common,0.15,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,spherical,0.075,2,2,0,0.0,0.7142857142857143,0.863120568566631,15;6
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,spherical,0.1,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,spherical,0.125,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,spherical,0.15,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,21
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge-09,manual,rPc6DW4iMge,24,24,0,False,21,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,21
