image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,N_spherical,method,cut,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,24,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,24
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso-13,manual,X7HyMhZNoso,24,24,0,False,24,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,24
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,linear_common,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,linear_common,0.1,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,linear_common,0.125,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,spherical,0.075,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,spherical,0.1,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,spherical,0.125,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,spherical,0.15,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,manual,X7HyMhZNoso,5,5,0,True,5,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,5
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,linear_common,0.075,3,1,2,0.5,0.5,1.5,2;1;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,linear_common,0.1,2,1,1,0.25,0.75,0.8112781244591328,3;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,linear_common,0.125,1,1,0,0.0,1.0,-0.0,4
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,linear_common,0.15,1,1,0,0.0,1.0,-0.0,4
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,spherical,0.075,2,1,1,0.25,0.75,0.8112781244591328,3;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,spherical,0.1,2,1,1,0.25,0.75,0.8112781244591328,3;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,spherical,0.125,1,1,0,0.0,1.0,-0.0,4
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,spherical,0.15,1,1,0,0.0,1.0,-0.0,4
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,solid_angle,0.075,2,1,1,0.25,0.75,0.8112781244591328,3;1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,4
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,4
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso-19,semi,X7HyMhZNoso,4,4,0,True,4,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.125,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,linear_common,0.075,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,linear_common,0.1,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,linear_common,0.125,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,linear_common,0.15,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,spherical,0.075,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,spherical,0.1,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,spherical,0.125,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,spherical,0.15,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw-02,semi,Z6MFQCViBuw,4,4,0,False,4,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,4
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.075,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.075,2,2,0,0.0,0.6,0.9709505944546686,3;2
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,spherical,0.075,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,spherical,0.1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,spherical,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,spherical,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw-03,semi,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.1,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,spherical,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw-06,manual,Z6MFQCViBuw,5,5,0,False,5,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,linear_common,0.075,5,4,1,0.041666666666666664,0.6666666666666666,1.5535088547976783,16;3;2;2;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,linear_common,0.1,3,2,1,0.041666666666666664,0.75,0.9737837298712213,18;5;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,linear_common,0.125,3,2,1,0.041666666666666664,0.75,0.9737837298712213,18;5;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,linear_common,0.15,2,2,0,0.0,0.75,0.8112781244591328,18;6
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,spherical,0.075,4,2,2,0.08333333333333333,0.7083333333333334,1.2059413017339653,17;5;1;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,spherical,0.1,3,2,1,0.041666666666666664,0.75,0.9737837298712213,18;5;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,spherical,0.125,3,2,1,0.041666666666666664,0.75,0.9737837298712213,18;5;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,spherical,0.15,2,2,0,0.0,0.75,0.8112781244591328,18;6
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,solid_angle,0.075,3,2,1,0.041666666666666664,0.75,0.9737837298712213,18;5;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,solid_angle,0.1,3,2,1,0.041666666666666664,0.75,0.9737837298712213,18;5;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,solid_angle,0.125,3,2,1,0.041666666666666664,0.75,0.9737837298712213,18;5;1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw-10,semi,Z6MFQCViBuw,24,24,0,False,24,solid_angle,0.15,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,linear_common,0.075,11,5,6,0.2727272727272727,0.2727272727272727,3.1403611636984845,6;3;3;2;2;1;1;1;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,linear_common,0.1,11,5,6,0.2727272727272727,0.2727272727272727,3.1403611636984845,6;3;3;2;2;1;1;1;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,linear_common,0.125,8,6,2,0.09090909090909091,0.36363636363636365,2.6635327548042547,8;3;3;2;2;2;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,linear_common,0.15,7,7,0,0.0,0.36363636363636365,2.5726236638951643,8;3;3;2;2;2;2
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,spherical,0.075,11,6,5,0.22727272727272727,0.18181818181818182,3.265583322887733,4;3;3;3;2;2;1;1;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,spherical,0.1,8,5,3,0.13636363636363635,0.2727272727272727,2.6812763696025814,6;5;4;2;2;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,spherical,0.125,6,4,2,0.09090909090909091,0.3181818181818182,2.2425725307660707,7;6;5;2;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,spherical,0.15,6,4,2,0.09090909090909091,0.3181818181818182,2.2425725307660707,7;6;5;2;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,solid_angle,0.075,8,5,3,0.13636363636363635,0.4090909090909091,2.526280481683624,9;4;2;2;2;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,solid_angle,0.1,6,3,3,0.13636363636363635,0.5,1.933816945485606,11;6;2;1;1;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,solid_angle,0.125,4,3,1,0.045454545454545456,0.5454545454545454,1.5828765043125574,12;6;3;1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG-04,manual,b8cTxDM8gDG,24,24,0,False,22,solid_angle,0.15,4,3,1,0.045454545454545456,0.5454545454545454,1.5828765043125574,12;6;3;1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,linear_common,0.075,3,3,0,0.0,0.6190476190476191,1.322305788853309,13;5;3
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,linear_common,0.1,2,2,0,0.0,0.8571428571428571,0.5916727785823275,18;3
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,linear_common,0.125,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,linear_common,0.15,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,spherical,0.075,2,2,0,0.0,0.8571428571428571,0.5916727785823275,18;3
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,spherical,0.1,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,spherical,0.125,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,spherical,0.15,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG-07,semi,b8cTxDM8gDG,24,24,0,False,21,solid_angle,0.15,1,1,0,0.0,1.0,-0.0,21
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,linear_common,0.075,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,linear_common,0.1,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,linear_common,0.125,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,spherical,0.075,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,spherical,0.1,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,spherical,0.125,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,spherical,0.15,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,solid_angle,0.075,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,solid_angle,0.1,1,1,0,0.0,1.0,-0.0,5
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG-17,manual,b8cTxDM8gDG,5,5,0,False,5,solid_angle,0.125,1,1,0,0.0,1.0,-0.0,5
