heldout_building,model,alpha,inner_mae
7y3sRwLe3Va,model_counts,0.1,0.03597953414880773
7y3sRwLe3Va,model_counts,1.0,0.03580786479641554
7y3sRwLe3Va,model_counts,10.0,0.034926269105339545
7y3sRwLe3Va,model_counts,100.0,0.0356040998142949
7y3sRwLe3Va,model_counts,1000.0,0.039820381933757754
7y3sRwLe3Va,bi_head_gap,0.1,0.03673492799719784
7y3sRwLe3Va,bi_head_gap,1.0,0.03674749298476474
7y3sRwLe3Va,bi_head_gap,10.0,0.03686702543939459
7y3sRwLe3Va,bi_head_gap,100.0,0.038422480221227726
7y3sRwLe3Va,bi_head_gap,1000.0,0.041252016247372576
7y3sRwLe3Va,model_counts_and_gaps,0.1,0.03152086035658937
7y3sRwLe3Va,model_counts_and_gaps,1.0,0.03127952554189323
7y3sRwLe3Va,model_counts_and_gaps,10.0,0.030473673286619332
7y3sRwLe3Va,model_counts_and_gaps,100.0,0.03047659422001914
7y3sRwLe3Va,model_counts_and_gaps,1000.0,0.0360893911534086
7y3sRwLe3Va,counts_gaps_rotation,0.1,0.0355897042286367
7y3sRwLe3Va,counts_gaps_rotation,1.0,0.03464409249429397
7y3sRwLe3Va,counts_gaps_rotation,10.0,0.03188618802165483
7y3sRwLe3Va,counts_gaps_rotation,100.0,0.030210534662926274
7y3sRwLe3Va,counts_gaps_rotation,1000.0,0.03519059281647638
B6ByNegPMKs,model_counts,0.1,0.03485762244704519
B6ByNegPMKs,model_counts,1.0,0.034714134424222734
B6ByNegPMKs,model_counts,10.0,0.03401789952569572
B6ByNegPMKs,model_counts,100.0,0.03524742065079466
B6ByNegPMKs,model_counts,1000.0,0.041000983057396155
B6ByNegPMKs,bi_head_gap,0.1,0.038560166441231655
B6ByNegPMKs,bi_head_gap,1.0,0.03858413894496734
B6ByNegPMKs,bi_head_gap,10.0,0.03880365369453283
B6ByNegPMKs,bi_head_gap,100.0,0.04037411102492685
B6ByNegPMKs,bi_head_gap,1000.0,0.04318583886850325
B6ByNegPMKs,model_counts_and_gaps,0.1,0.031716573649310804
B6ByNegPMKs,model_counts_and_gaps,1.0,0.031342202483629164
B6ByNegPMKs,model_counts_and_gaps,10.0,0.03047430598137105
B6ByNegPMKs,model_counts_and_gaps,100.0,0.03066318774983282
B6ByNegPMKs,model_counts_and_gaps,1000.0,0.037237408870608175
B6ByNegPMKs,counts_gaps_rotation,0.1,0.03714617959973512
B6ByNegPMKs,counts_gaps_rotation,1.0,0.036210168725667555
B6ByNegPMKs,counts_gaps_rotation,10.0,0.03339149671573284
B6ByNegPMKs,counts_gaps_rotation,100.0,0.031638130211937385
B6ByNegPMKs,counts_gaps_rotation,1000.0,0.03644052654716526
S9hNv5qa7GM,model_counts,0.1,0.03623103962925845
S9hNv5qa7GM,model_counts,1.0,0.03613600639416971
S9hNv5qa7GM,model_counts,10.0,0.03568627864255931
S9hNv5qa7GM,model_counts,100.0,0.03628696901177951
S9hNv5qa7GM,model_counts,1000.0,0.04055589126514564
S9hNv5qa7GM,bi_head_gap,0.1,0.038736677766271405
S9hNv5qa7GM,bi_head_gap,1.0,0.03875007678318425
S9hNv5qa7GM,bi_head_gap,10.0,0.03887389388748868
S9hNv5qa7GM,bi_head_gap,100.0,0.039943051488432406
S9hNv5qa7GM,bi_head_gap,1000.0,0.04217342569586917
S9hNv5qa7GM,model_counts_and_gaps,0.1,0.033419715586175416
S9hNv5qa7GM,model_counts_and_gaps,1.0,0.033044641550153055
S9hNv5qa7GM,model_counts_and_gaps,10.0,0.0317181748396654
S9hNv5qa7GM,model_counts_and_gaps,100.0,0.0309980793388858
S9hNv5qa7GM,model_counts_and_gaps,1000.0,0.03663125306728522
S9hNv5qa7GM,counts_gaps_rotation,0.1,0.03689898445744871
S9hNv5qa7GM,counts_gaps_rotation,1.0,0.03620113113057519
S9hNv5qa7GM,counts_gaps_rotation,10.0,0.03369018787881951
S9hNv5qa7GM,counts_gaps_rotation,100.0,0.031386984859754906
S9hNv5qa7GM,counts_gaps_rotation,1000.0,0.03570925988779261
UwV83HsGsw3,model_counts,0.1,0.03651283979246025
UwV83HsGsw3,model_counts,1.0,0.036423304274011664
UwV83HsGsw3,model_counts,10.0,0.03614164532349517
UwV83HsGsw3,model_counts,100.0,0.037268151302516046
UwV83HsGsw3,model_counts,1000.0,0.042150791371701204
UwV83HsGsw3,bi_head_gap,0.1,0.039701734606337934
UwV83HsGsw3,bi_head_gap,1.0,0.039727200620737084
UwV83HsGsw3,bi_head_gap,10.0,0.03997170969014016
UwV83HsGsw3,bi_head_gap,100.0,0.041290185371765036
UwV83HsGsw3,bi_head_gap,1000.0,0.043686978197241676
UwV83HsGsw3,model_counts_and_gaps,0.1,0.03169424276800328
UwV83HsGsw3,model_counts_and_gaps,1.0,0.03194549986295539
UwV83HsGsw3,model_counts_and_gaps,10.0,0.03188192438342555
UwV83HsGsw3,model_counts_and_gaps,100.0,0.031970372649195326
UwV83HsGsw3,model_counts_and_gaps,1000.0,0.038228962455006496
UwV83HsGsw3,counts_gaps_rotation,0.1,0.035296431983898376
UwV83HsGsw3,counts_gaps_rotation,1.0,0.03490665115369585
UwV83HsGsw3,counts_gaps_rotation,10.0,0.03353701674003702
UwV83HsGsw3,counts_gaps_rotation,100.0,0.03226880448651635
UwV83HsGsw3,counts_gaps_rotation,1000.0,0.03730289499242404
VFuaQ6m2Qom,model_counts,0.1,0.035381579643134695
VFuaQ6m2Qom,model_counts,1.0,0.035321111700934986
VFuaQ6m2Qom,model_counts,10.0,0.034968674295346114
VFuaQ6m2Qom,model_counts,100.0,0.035362246086780784
VFuaQ6m2Qom,model_counts,1000.0,0.03937955307652893
VFuaQ6m2Qom,bi_head_gap,0.1,0.037857734749768564
VFuaQ6m2Qom,bi_head_gap,1.0,0.037855991836781226
VFuaQ6m2Qom,bi_head_gap,10.0,0.03796254089752306
VFuaQ6m2Qom,bi_head_gap,100.0,0.03886091888183675
VFuaQ6m2Qom,bi_head_gap,1000.0,0.04091659688012235
VFuaQ6m2Qom,model_counts_and_gaps,0.1,0.033093932581240444
VFuaQ6m2Qom,model_counts_and_gaps,1.0,0.0327736387436906
VFuaQ6m2Qom,model_counts_and_gaps,10.0,0.03170428450603913
VFuaQ6m2Qom,model_counts_and_gaps,100.0,0.030661535308688648
VFuaQ6m2Qom,model_counts_and_gaps,1000.0,0.035742893754369405
VFuaQ6m2Qom,counts_gaps_rotation,0.1,0.03605300318743159
VFuaQ6m2Qom,counts_gaps_rotation,1.0,0.035606555232397794
VFuaQ6m2Qom,counts_gaps_rotation,10.0,0.033770670589024054
VFuaQ6m2Qom,counts_gaps_rotation,100.0,0.031092682147786356
VFuaQ6m2Qom,counts_gaps_rotation,1000.0,0.034924955312543006
X7HyMhZNoso,model_counts,0.1,0.03549046202319484
X7HyMhZNoso,model_counts,1.0,0.03538128514836298
X7HyMhZNoso,model_counts,10.0,0.03485208203381928
X7HyMhZNoso,model_counts,100.0,0.03531997679173227
X7HyMhZNoso,model_counts,1000.0,0.04005065251040602
X7HyMhZNoso,bi_head_gap,0.1,0.03854851801835819
X7HyMhZNoso,bi_head_gap,1.0,0.0385602694798512
X7HyMhZNoso,bi_head_gap,10.0,0.03867426833575183
X7HyMhZNoso,bi_head_gap,100.0,0.03969893618801624
X7HyMhZNoso,bi_head_gap,1000.0,0.04186717127613869
X7HyMhZNoso,model_counts_and_gaps,0.1,0.03291011453064455
X7HyMhZNoso,model_counts_and_gaps,1.0,0.03261346899723779
X7HyMhZNoso,model_counts_and_gaps,10.0,0.03138821186649894
X7HyMhZNoso,model_counts_and_gaps,100.0,0.030719394867864774
X7HyMhZNoso,model_counts_and_gaps,1000.0,0.036322004787327423
X7HyMhZNoso,counts_gaps_rotation,0.1,0.0355818346651769
X7HyMhZNoso,counts_gaps_rotation,1.0,0.03499631108045587
X7HyMhZNoso,counts_gaps_rotation,10.0,0.03286028839405775
X7HyMhZNoso,counts_gaps_rotation,100.0,0.03104404745011039
X7HyMhZNoso,counts_gaps_rotation,1000.0,0.03541829546943907
Z6MFQCViBuw,model_counts,0.1,0.035796351610308384
Z6MFQCViBuw,model_counts,1.0,0.035770114274179136
Z6MFQCViBuw,model_counts,10.0,0.035661741892321
Z6MFQCViBuw,model_counts,100.0,0.03646546313147666
Z6MFQCViBuw,model_counts,1000.0,0.0408222404384464
Z6MFQCViBuw,bi_head_gap,0.1,0.039392685062821974
Z6MFQCViBuw,bi_head_gap,1.0,0.03939113321187958
Z6MFQCViBuw,bi_head_gap,10.0,0.039472783148460554
Z6MFQCViBuw,bi_head_gap,100.0,0.040376186288204996
Z6MFQCViBuw,bi_head_gap,1000.0,0.042401465734267126
Z6MFQCViBuw,model_counts_and_gaps,0.1,0.03447225911281589
Z6MFQCViBuw,model_counts_and_gaps,1.0,0.034142950043759675
Z6MFQCViBuw,model_counts_and_gaps,10.0,0.03296549429959907
Z6MFQCViBuw,model_counts_and_gaps,100.0,0.0317562668600801
Z6MFQCViBuw,model_counts_and_gaps,1000.0,0.03703779044023127
Z6MFQCViBuw,counts_gaps_rotation,0.1,0.03755004011375685
Z6MFQCViBuw,counts_gaps_rotation,1.0,0.03710808302590361
Z6MFQCViBuw,counts_gaps_rotation,10.0,0.03522476996700312
Z6MFQCViBuw,counts_gaps_rotation,100.0,0.032472468052385094
Z6MFQCViBuw,counts_gaps_rotation,1000.0,0.036227849756982004
b8cTxDM8gDG,model_counts,0.1,0.03416757124001002
b8cTxDM8gDG,model_counts,1.0,0.03413532228913238
b8cTxDM8gDG,model_counts,10.0,0.033990875146428186
b8cTxDM8gDG,model_counts,100.0,0.03487549354520939
b8cTxDM8gDG,model_counts,1000.0,0.038932823908717475
b8cTxDM8gDG,bi_head_gap,0.1,0.037335756474923314
b8cTxDM8gDG,bi_head_gap,1.0,0.03733795697270192
b8cTxDM8gDG,bi_head_gap,10.0,0.0374743589695684
b8cTxDM8gDG,bi_head_gap,100.0,0.038396733077628885
b8cTxDM8gDG,bi_head_gap,1000.0,0.04048072286753446
b8cTxDM8gDG,model_counts_and_gaps,0.1,0.032768365720256036
b8cTxDM8gDG,model_counts_and_gaps,1.0,0.032457986974414585
b8cTxDM8gDG,model_counts_and_gaps,10.0,0.031243349276450363
b8cTxDM8gDG,model_counts_and_gaps,100.0,0.03023052060047179
b8cTxDM8gDG,model_counts_and_gaps,1000.0,0.03537408821019832
b8cTxDM8gDG,counts_gaps_rotation,0.1,0.03565879290885302
b8cTxDM8gDG,counts_gaps_rotation,1.0,0.035154989900925325
b8cTxDM8gDG,counts_gaps_rotation,10.0,0.03329427699899071
b8cTxDM8gDG,counts_gaps_rotation,100.0,0.030955697717304047
b8cTxDM8gDG,counts_gaps_rotation,1000.0,0.03453310952343317
e9zR4mvMWw7,model_counts,0.1,0.0373270802249736
e9zR4mvMWw7,model_counts,1.0,0.03723526046286966
e9zR4mvMWw7,model_counts,10.0,0.03680014196635788
e9zR4mvMWw7,model_counts,100.0,0.03722662690852736
e9zR4mvMWw7,model_counts,1000.0,0.04127457188777858
e9zR4mvMWw7,bi_head_gap,0.1,0.037431093036313944
e9zR4mvMWw7,bi_head_gap,1.0,0.0374420526590784
e9zR4mvMWw7,bi_head_gap,10.0,0.03764175122802961
e9zR4mvMWw7,bi_head_gap,100.0,0.03952717598503917
e9zR4mvMWw7,bi_head_gap,1000.0,0.04259560323005342
e9zR4mvMWw7,model_counts_and_gaps,0.1,0.03442092890085136
e9zR4mvMWw7,model_counts_and_gaps,1.0,0.033917924307427606
e9zR4mvMWw7,model_counts_and_gaps,10.0,0.032328395428000783
e9zR4mvMWw7,model_counts_and_gaps,100.0,0.03157118677889297
e9zR4mvMWw7,model_counts_and_gaps,1000.0,0.037230533113055346
e9zR4mvMWw7,counts_gaps_rotation,0.1,0.0362603147900487
e9zR4mvMWw7,counts_gaps_rotation,1.0,0.0355863086612852
e9zR4mvMWw7,counts_gaps_rotation,10.0,0.03332073995812872
e9zR4mvMWw7,counts_gaps_rotation,100.0,0.03185387284745432
e9zR4mvMWw7,counts_gaps_rotation,1000.0,0.036427387198089356
jtcxE69GiFV,model_counts,0.1,0.03502376847243687
jtcxE69GiFV,model_counts,1.0,0.034961997861104974
jtcxE69GiFV,model_counts,10.0,0.03469335303095502
jtcxE69GiFV,model_counts,100.0,0.035705925425223425
jtcxE69GiFV,model_counts,1000.0,0.0401435435279685
jtcxE69GiFV,bi_head_gap,0.1,0.03969881139927014
jtcxE69GiFV,bi_head_gap,1.0,0.03969480368793171
jtcxE69GiFV,bi_head_gap,10.0,0.03969379610908831
jtcxE69GiFV,bi_head_gap,100.0,0.040400897344519564
jtcxE69GiFV,bi_head_gap,1000.0,0.042061934618566506
jtcxE69GiFV,model_counts_and_gaps,0.1,0.03306099909192157
jtcxE69GiFV,model_counts_and_gaps,1.0,0.03265291240919708
jtcxE69GiFV,model_counts_and_gaps,10.0,0.031126908259895756
jtcxE69GiFV,model_counts_and_gaps,100.0,0.03056452909895334
jtcxE69GiFV,model_counts_and_gaps,1000.0,0.036074568574107554
jtcxE69GiFV,counts_gaps_rotation,0.1,0.03849293302059058
jtcxE69GiFV,counts_gaps_rotation,1.0,0.037318519793122916
jtcxE69GiFV,counts_gaps_rotation,10.0,0.034123445087265177
jtcxE69GiFV,counts_gaps_rotation,100.0,0.03149881021713024
jtcxE69GiFV,counts_gaps_rotation,1000.0,0.03519106224205872
pRbA3pwrgk9,model_counts,0.1,0.033506985530311124
pRbA3pwrgk9,model_counts,1.0,0.03346085955698033
pRbA3pwrgk9,model_counts,10.0,0.03323562641472896
pRbA3pwrgk9,model_counts,100.0,0.03435696127197276
pRbA3pwrgk9,model_counts,1000.0,0.038060383328229266
pRbA3pwrgk9,bi_head_gap,0.1,0.03778546818614448
pRbA3pwrgk9,bi_head_gap,1.0,0.03778978484115968
pRbA3pwrgk9,bi_head_gap,10.0,0.037828405126987166
pRbA3pwrgk9,bi_head_gap,100.0,0.038139756325093734
pRbA3pwrgk9,bi_head_gap,1000.0,0.039615417162133675
pRbA3pwrgk9,model_counts_and_gaps,0.1,0.033885284703365125
pRbA3pwrgk9,model_counts_and_gaps,1.0,0.03320675146721104
pRbA3pwrgk9,model_counts_and_gaps,10.0,0.03125352141317098
pRbA3pwrgk9,model_counts_and_gaps,100.0,0.03075239952240386
pRbA3pwrgk9,model_counts_and_gaps,1000.0,0.03528729532933999
pRbA3pwrgk9,counts_gaps_rotation,0.1,0.03571035339091298
pRbA3pwrgk9,counts_gaps_rotation,1.0,0.034567734455443345
pRbA3pwrgk9,counts_gaps_rotation,10.0,0.03159490075633512
pRbA3pwrgk9,counts_gaps_rotation,100.0,0.029758474654670762
pRbA3pwrgk9,counts_gaps_rotation,1000.0,0.0341247961472742
pa4otMbVnkk,model_counts,0.1,0.03327431007477685
pa4otMbVnkk,model_counts,1.0,0.0332084005610806
pa4otMbVnkk,model_counts,10.0,0.032870981712928245
pa4otMbVnkk,model_counts,100.0,0.03392818906053115
pa4otMbVnkk,model_counts,1000.0,0.03800421306106547
pa4otMbVnkk,bi_head_gap,0.1,0.03845501184748166
pa4otMbVnkk,bi_head_gap,1.0,0.038450217329456575
pa4otMbVnkk,bi_head_gap,10.0,0.03843336389841151
pa4otMbVnkk,bi_head_gap,100.0,0.03864835549741064
pa4otMbVnkk,bi_head_gap,1000.0,0.039822683514131436
pa4otMbVnkk,model_counts_and_gaps,0.1,0.0317802980707529
pa4otMbVnkk,model_counts_and_gaps,1.0,0.0314910380435896
pa4otMbVnkk,model_counts_and_gaps,10.0,0.03040389725212739
pa4otMbVnkk,model_counts_and_gaps,100.0,0.03016108889237353
pa4otMbVnkk,model_counts_and_gaps,1000.0,0.03500232591023367
pa4otMbVnkk,counts_gaps_rotation,0.1,0.03525385947422389
pa4otMbVnkk,counts_gaps_rotation,1.0,0.03441289591689198
pa4otMbVnkk,counts_gaps_rotation,10.0,0.032288002639615794
pa4otMbVnkk,counts_gaps_rotation,100.0,0.03075563898865485
pa4otMbVnkk,counts_gaps_rotation,1000.0,0.03422363052493012
q9vSo1VnCiC,model_counts,0.1,0.03606858484516725
q9vSo1VnCiC,model_counts,1.0,0.03602711489175913
q9vSo1VnCiC,model_counts,10.0,0.03588646507325614
q9vSo1VnCiC,model_counts,100.0,0.036870154727869614
q9vSo1VnCiC,model_counts,1000.0,0.040309759134367996
q9vSo1VnCiC,bi_head_gap,0.1,0.03631735232722808
q9vSo1VnCiC,bi_head_gap,1.0,0.036335967660833954
