n_rows,n_tasks,n_annotators,n_t_rows,n_i_rows,n_m_rows,n_oos_rows,n_scope_missing_rows,n_layout_gate_fail_rows,n_difficulty_missing_rows,n_difficulty_conflict_rows,n_model_issue_required_rows,n_model_issue_missing_required_rows,n_model_issue_conflict_rows,n_type4_issue_rows,n_active_time_missing_rows,n_active_time_zero_rows,n_mixed_scope_tasks,quality_metric_column,reliability_metric_column
5,5,1,5,5,5,0,0,0,5,0,5,5,0,5,0,5,0,iou,
