building_id,method,image_count,corner_count_tv,human_to_sim_nearest_deg,sim_to_human_nearest_deg,symmetric_coverage_deg,human_diversity_deg,synthetic_diversity_deg,diversity_absolute_error_deg,basic_parse_failure_rate,geometry_issue_rate
7y3sRwLe3Va,worker_conservative,3,0.4426328502415459,6.560126548472272,2.69409173451146,4.627109141491866,6.970961154585757,1.7192598316993202,5.982023205315154,0.0,0.0
B6ByNegPMKs,worker_conservative,3,0.6944444444444443,13.26342572753714,11.971124672549413,12.617275200043274,4.512592569739059,2.4895477975599487,2.0230447721791105,0.0,0.0
S9hNv5qa7GM,worker_conservative,2,0.04999999999999999,2.9446455195503525,2.601073618565713,2.772859569058033,3.7820560181666205,2.4972396173384133,2.6188640318434713,0.0,0.0
UwV83HsGsw3,worker_conservative,6,0.7294685990338163,9.00432009869725,4.793191424279399,6.8987557614883235,9.301955332171273,1.8108982104296463,7.491057121741627,0.0,0.0
VFuaQ6m2Qom,worker_conservative,1,0.5263157894736843,4.691489332644869,2.6555704866137533,3.673529909629311,4.29053129400861,0.5977581074786947,3.6927731865299154,0.0,0.0
X7HyMhZNoso,worker_conservative,1,0.0,1.5042375260964833,1.7025312957042171,1.6033844109003503,2.0034493924856163,2.4139949775854928,0.4105455850998763,0.0,0.0
b8cTxDM8gDG,worker_conservative,2,0.5,10.469567243681245,4.956934837996214,7.71325104083873,8.60833321627681,2.1437703553740888,6.464562860902718,0.0,0.0
e9zR4mvMWw7,worker_conservative,1,0.5416666666666667,4.938589124637773,2.411051889523875,3.674820507080824,6.994904206516824,2.7657491109662455,4.229155095550579,0.0,0.0
pRbA3pwrgk9,worker_conservative,1,0.9499999999999998,17.849669039620046,12.392562756103388,15.121115897861719,23.128758504700745,1.8743068087046997,21.254451695996043,0.0,0.0
q9vSo1VnCiC,worker_conservative,5,0.5583333333333333,6.023353055848847,4.837531360209517,5.4304422080291825,5.661686154659491,2.496551708554288,3.1903477309965727,0.0,0.0
rPc6DW4iMge,worker_conservative,6,0.514163372859025,5.559950760749071,3.697076532374198,4.628513646561633,4.596699621290703,1.6912446086969193,2.9054550125937846,0.0,0.0
uNb9QFRL6hY,worker_conservative,12,0.6494565217391305,6.273397013780353,3.7245929053951343,4.998994959587742,6.027218553189023,2.164720364105316,3.8625578108476364,0.0,0.0
wc2JMjhGNzB,worker_conservative,4,0.75,6.931262911896867,5.739909751895904,6.335586331896386,5.356445599881454,1.8222911333429732,3.8252468839225098,0.0,0.0
x8F5xyUWy9e,worker_conservative,1,0.12499999999999999,5.65771435722676,4.959572524469028,5.308643440847894,3.2481459950609533,2.5704995013709238,0.6776464936900292,0.0,0.0
yqstnuAEVhm,worker_conservative,6,0.4402173913043479,6.104216812243523,3.4645526601602006,4.784384736201862,5.078865355271197,2.3993405680180158,2.73788716140089,0.0,0.0
