image_id,building_id,method,replicate,human_count,synthetic_count,corner_count_tv,human_to_sim_nearest_deg,sim_to_human_nearest_deg,symmetric_coverage_deg,human_diversity_deg,synthetic_diversity_deg,diversity_absolute_error_deg,basic_parse_failure_rate,geometry_issue_rate
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,worker_conservative,1,23,50,0.6521739130434783,4.211889061895926,1.8735580350550296,3.042723548475478,5.238786341876614,2.200109214048613,3.0386771278280014,0.0,0.0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,worker_conservative,2,23,50,0.6521739130434783,4.211889061895926,1.9302749240798531,3.0710819929878896,5.238786341876614,2.4161469134624425,2.822639428414172,0.0,0.0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,worker_conservative,0,23,50,0.782608695652174,10.552770414137656,7.766352074307533,9.159561244222594,7.854086063631986,2.428258343218064,5.425827720413921,0.0,0.0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,worker_conservative,1,23,50,0.782608695652174,10.551701888221945,7.811327612443734,9.18151475033284,7.854086063631986,2.626137119494313,5.2279489441376725,0.0,0.0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,worker_conservative,2,23,50,0.782608695652174,10.551701888221945,7.818409448079149,9.185055668150547,7.854086063631986,2.661251342549911,5.1928347210820744,0.0,0.0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,worker_conservative,0,23,50,0.34782608695652173,4.40295747483514,3.6219392804691743,4.012448377652158,4.4209702321728805,2.1206819462427156,2.300288285930165,0.0,0.0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,worker_conservative,1,23,50,0.34782608695652173,4.40295747483514,3.6291452738838132,4.016051374359477,4.4209702321728805,2.269314696238453,2.1516555359344274,0.0,0.0
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,worker_conservative,2,23,50,0.34782608695652173,4.40295747483514,3.646119487584704,4.024538481209921,4.4209702321728805,2.2980797808077056,2.122890451365175,0.0,0.0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,worker_conservative,0,23,50,1.0,8.260506798707977,5.777683887093422,7.0190953429007,6.144168742943899,3.249479039343179e-07,6.144168417995995,0.0,0.0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,worker_conservative,1,23,50,1.0,8.260506798707977,5.777683887093422,7.0190953429007,6.144168742943899,3.249479039343179e-07,6.144168417995995,0.0,0.0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,worker_conservative,2,23,50,1.0,8.260506798707977,5.777683887093422,7.0190953429007,6.144168742943899,3.249479039343179e-07,6.144168417995995,0.0,0.0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,worker_conservative,0,24,50,1.0,6.9751913703807205,5.041807209461381,6.008499289921051,6.663881791274092,2.153216611175224,4.510665180098869,0.0,0.0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,worker_conservative,1,24,50,1.0,6.82884382026334,4.912188165016934,5.8705159926401365,6.663881791274092,2.082223190373537,4.581658600900555,0.0,0.0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,worker_conservative,2,24,50,1.0,6.823190765014947,4.9451736614562884,5.884182213235618,6.663881791274092,2.002018247115618,4.661863544158475,0.0,0.0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,worker_conservative,0,24,50,0.9583333333333333,7.481899425571544,2.299848503917919,4.890873964744731,3.896469383156444,2.739125745336135,1.157343637820309,0.0,0.0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,worker_conservative,1,24,50,0.9583333333333333,7.474965015918317,2.5000887281479587,4.987526872033138,3.896469383156444,2.635583709400502,1.2608856737559422,0.0,0.0
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,worker_conservative,2,24,50,0.9583333333333333,7.629771524643824,2.505157826858553,5.0674646757511885,3.896469383156444,2.8095516908507,1.086917692305744,0.0,0.0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,worker_conservative,0,24,50,0.041666666666666644,2.1718806868248035,1.7608361444080418,1.9663584156164227,3.069217646747781,2.3682472761692206,0.7009703705785606,0.0,0.0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,worker_conservative,1,24,50,0.041666666666666644,2.112802675535219,1.6625868962248582,1.8876947858800386,3.069217646747781,2.233989136722485,0.8352285100252961,0.0,0.0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,worker_conservative,2,24,50,0.041666666666666644,2.037272709722421,1.7301086221495867,1.8836906659360038,3.069217646747781,2.2921409048867365,0.7770767418610447,0.0,0.0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,worker_conservative,0,24,50,0.0,1.131539749105644,1.4818666292817044,1.3067031891936742,1.7283981145088183,2.241841239704608,0.5134431251957898,0.0,0.0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,worker_conservative,1,24,50,0.0,1.1327814798987825,1.4729987358111485,1.3028901078549655,1.7283981145088183,2.3260955550312366,0.5976974405224182,0.0,0.0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,worker_conservative,2,24,50,0.0,1.1401494786600799,1.5666432661953993,1.3533963724277396,1.7283981145088183,2.3638120530947866,0.6354139385859683,0.0,0.0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,worker_conservative,0,23,50,1.0,11.820956098590766,8.920221864661452,10.37058898162611,9.584402134183149,1.5245957968778462e-07,9.58440198172357,0.0,0.0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,worker_conservative,1,23,50,1.0,11.820956098590766,8.920221864661452,10.37058898162611,9.584402134183149,1.5245957968778462e-07,9.58440198172357,0.0,0.0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,worker_conservative,2,23,50,1.0,11.820956098590766,8.920221864661452,10.37058898162611,9.584402134183149,1.5245957968778462e-07,9.58440198172357,0.0,0.0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,worker_conservative,0,24,50,1.0,7.791005991567503,5.994958392455756,6.89298219201163,4.1951497836610026,2.4629691390882007,1.7321806445728019,0.0,0.0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,worker_conservative,1,24,50,1.0,7.763445671038504,6.022872011076355,6.89315884105743,4.1951497836610026,2.489169591612957,1.7059801920480457,0.0,0.0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,worker_conservative,2,24,50,1.0,7.871774325836949,6.036572389471758,6.954173357654353,4.1951497836610026,2.567997213195915,1.6271525704650878,0.0,0.0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,worker_conservative,0,23,50,1.0,6.983387046603485,6.527740735341722,6.755563890972604,5.917832367172843,2.401548623198213,3.51628374397463,0.0,0.0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,worker_conservative,1,23,50,1.0,6.947532322244264,6.536265449978105,6.741898886111184,5.917832367172843,2.489060566022762,3.428771801150081,0.0,0.0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,worker_conservative,2,23,50,1.0,6.950670582034902,6.478333819154541,6.714502200594721,5.917832367172843,2.5249991617882612,3.3928332053845818,0.0,0.0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,worker_conservative,0,24,50,0.12499999999999999,5.645562324188184,4.942678063625587,5.294120193906886,3.248145995060953,2.563094910498555,0.6850510845623976,0.0,0.0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,worker_conservative,1,24,50,0.12499999999999999,5.645562324188184,5.0160071287997985,5.330784726493992,3.248145995060953,2.6172390217155876,0.6309069733453652,0.0,0.0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,worker_conservative,2,24,50,0.12499999999999999,5.682018423303911,4.920032380981699,5.301025402142805,3.248145995060953,2.531164571898628,0.7169814231623248,0.0,0.0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,worker_conservative,0,23,50,0.9565217391304348,18.234297981264284,6.616669328401431,12.425483654832858,9.121194571351683,2.93772883060321,6.183465740748473,0.0,0.0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,worker_conservative,1,23,50,0.9565217391304348,18.16333018939215,6.5464571953084985,12.354893692350323,9.121194571351683,2.8975951689563755,6.223599402395308,0.0,0.0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,worker_conservative,2,23,50,0.9565217391304348,18.20662544868449,6.60283943520744,12.404732441945965,9.121194571351683,2.939533115427279,6.181661455924404,0.0,0.0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,worker_conservative,0,24,50,0.29166666666666663,3.814968163925594,2.901496250193568,3.358232207059581,4.588695687247569,2.6716203206742968,1.9170753665732718,0.0,0.0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,worker_conservative,1,24,50,0.29166666666666663,3.710863005729319,2.896456433389571,3.303659719559445,4.588695687247569,2.5898352035677368,1.9988604836798318,0.0,0.0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,worker_conservative,2,24,50,0.29166666666666663,3.759046044724549,2.914739927531033,3.3368929861277907,4.588695687247569,2.7673904041687742,1.8213052830787944,0.0,0.0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,worker_conservative,0,23,50,0.4347826086956522,4.497847740398954,2.649923584345575,3.5738856623722643,5.785353253371654,2.7410352695147164,3.0443179838569376,0.0,0.0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,worker_conservative,1,23,50,0.4347826086956522,4.396443019250402,2.6277065114271774,3.51207476533879,5.785353253371654,2.7670359276288568,3.0183173257427973,0.0,0.0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,worker_conservative,2,23,50,0.4347826086956522,4.448755694096877,2.637538930525652,3.5431473123112642,5.785353253371654,2.725006497830763,3.060346755540891,0.0,0.0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,worker_conservative,0,24,50,0.0,1.8406716863468227,1.6003841058953499,1.7205278961210864,2.8027567216233513,2.27106672413701,0.5316899974863412,0.0,0.0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,worker_conservative,1,24,50,0.0,1.7981605247088315,1.6691356938022042,1.7336481092555178,2.8027567216233513,2.284971035439259,0.5177856861840922,0.0,0.0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,worker_conservative,2,24,50,0.0,1.8216000770370375,1.6301816608159654,1.7258908689265016,2.8027567216233513,2.2717715688828757,0.5309851527404756,0.0,0.0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,worker_conservative,0,24,50,0.9583333333333335,6.976522536000533,5.511426115300286,6.243974325650409,6.0545267519683525,1.4835517181241356,4.570975033844217,0.0,0.0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,worker_conservative,1,24,50,0.9583333333333335,6.976522536000533,5.482279626699177,6.229401081349855,6.0545267519683525,1.4753362737680775,4.579190478200275,0.0,0.0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,worker_conservative,2,24,50,0.9583333333333335,6.976522536000533,5.50359024499589,6.240056390498212,6.0545267519683525,1.477395360077817,4.577131391890536,0.0,0.0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,worker_conservative,0,24,50,0.0,1.465322393572059,1.4611752692410862,1.4632488314065726,2.120665146064574,2.2628067383345947,0.14214159227002066,0.0,0.0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,worker_conservative,1,24,50,0.0,1.418048704824529,1.584416320007029,1.501232512415779,2.120665146064574,2.405171823784407,0.28450667771983307,0.0,0.0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,worker_conservative,2,24,50,0.0,1.3703543384259056,1.5255312497966778,1.4479427941112917,2.120665146064574,2.219278243404098,0.09861309733952384,0.0,0.0
