image_id,hohonet_rotation,bi_enclosed_rotation,bi_extended_rotation,ulayout_rotation,hohonet_points,hohonet_topology_change,hohonet_post_displacement,bi_enclosed_points,bi_enclosed_topology_change,bi_enclosed_post_displacement,bi_extended_points,bi_extended_topology_change,bi_extended_post_displacement,hohonet_vs_bi_enclosed,hohonet_vs_bi_extended,hohonet_vs_ulayout,bi_enclosed_vs_bi_extended,bi_enclosed_vs_ulayout,bi_extended_vs_ulayout,bi_height_disagreement,hohonet_warning_phases,da3_confidence_median,da3_confidence_face_variation,da3_log_shape_spread_median,da3_log_shape_face_variation
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,0.00522525902111,0.00204190895423,0.00232765160101,0.00251333727243,24,0,0.184971815735,16,0,0.28276707148,16,0,0.26901249439,0.0911411009731,0.075980287739,0.087905185091,0.0212368464541,0.140288407121,0.126278202855,1.34232656658,0,1.77126270533,0.901646294815,0.770727992058,0.337122379132
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,0.00410457247199,0.00129509811976,0.00150393319604,0.000639564658338,12,0,0.314020973368,8,0,0.223130955878,12,0,0.226403408973,0.0331964064392,0.0302845454573,0.0339211982518,0.0039253028031,0.0552206321899,0.0523075946125,0.79355379194,0,3.49515628815,1.8348554707,0.579539984465,0.258044498637
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,0.00378651360567,0.000850040795399,0.000852591961766,0.000868445573627,16,0,0.224105551574,16,0,0.227359430158,16.5,1,0.210253028927,0.0154930095169,0.0154856039515,0.0248925142651,0.000340439208937,0.0199359003372,0.0200990780262,1.34318569675,0,2.42105150223,1.2367310088,0.921714991331,0.549865009721
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,0.00273863795609,0.000868998730224,0.000855395526378,0.00105894059208,12,0,0.282752960396,13.5,1,0.263463332423,13.5,1,0.282829929855,0.0186616459785,0.018160559868,0.0164526197082,0.00108664643962,0.0167124099762,0.0160384132269,1.30745532364,0,1.4432246685,0.900584341345,0.518060088158,0.549250593447
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,0.00431323532664,0.000885858934133,0.000927094608183,0.000644111751639,12,0,0.310610429134,8,0,0.228412260552,8,0,0.228931795722,0.042668092771,0.0414643841277,0.0257237249406,0.00178467367439,0.0494340215512,0.0484601949301,0.787023335695,0,3.84379792213,2.01335299066,0.615418374538,0.235671375141
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,0.00241380127517,0.0013302428845,0.00127674228362,0.000357267205698,8,0,0.248420709786,8,0,0.256636531135,8,0,0.256301605914,0.0204556610048,0.0205886236942,0.0221847878762,0.000363398272189,0.0112903250965,0.0112571012711,0.816608212888,0,3.03777599335,0.892193077579,0.661725610495,0.389783157671
uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,0.00259932229283,0.00187648124147,0.00167594357305,0.00074587618803,8,0,0.297251337826,8,0,0.285807489234,8,0,0.28555817579,0.0286011099759,0.0286575064186,0.0197241232154,0.000662074081518,0.0241983319835,0.0242754831192,1.12158452719,0,2.2322807312,0.483844900682,0.585973486304,0.50527040386
uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28,0.00308560458188,0.000680898427494,0.000675924393197,0.000562516819449,8,0,0.188267864938,8,0,0.184197149596,8,0,0.184633669236,0.0181887972264,0.0180971762288,0.0143660977668,0.000270454002922,0.0100834965726,0.0100394229742,0.81832158193,0,3.86961960793,1.28775751642,0.369200125337,0.126655610664
uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,0.00225597030441,0.00117863653504,0.00117853169957,0.000440457271221,8,0,0.223210706862,8,0,0.214702535647,8,0,0.214947397592,0.0134213592105,0.0134415477466,0.0107378928768,0.00035846199102,0.0120058321484,0.0121853160467,0.653710089624,0,2.26657211781,0.628015250777,0.864304274321,0.416789201889
uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,0.00293702936981,0.00123406229955,0.00124141251394,0.000932385586066,8,0,0.288023077679,8,0,0.264759827301,8,0,0.265725584113,0.0598833785368,0.0588317798227,0.0260298947246,0.00123560843315,0.0509352420455,0.0499674854689,1.03397621587,0,2.50804901123,0.775213950544,0.695877999067,0.239475471644
uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1,0.00399116466439,0.0023638123012,0.00210914440254,0.000865579700765,16,0,0.106460101202,9,1,0.25205587159,9,1,0.251613511772,0.055246775973,0.0553305992884,0.0279210460321,0.0011670808368,0.0538460512408,0.0541955984802,0.902625288814,0,2.88726389408,0.697575470461,0.783782660961,0.303808028677
uNb9QFRL6hY_e8fcf8c5bd324655a25186117151ccbd,0.00290374593676,0.00206602914188,0.00218499953961,0.00222106793194,8,0,0.313585793812,8,0,0.315468348748,8,0,0.316844379214,0.0412602379199,0.0425729650716,0.130881496968,0.00151704464964,0.128990790863,0.129565921635,0.823181997985,0,1.76709961891,0.4254609059,1.00385403633,0.465728793439
uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,0.00344920568531,0.00141724260027,0.00135025651981,0.000672605632144,8,0,0.294198514818,8,0,0.298856071568,12,0,0.265927616038,0.0305995380589,0.0210952085058,0.0384479710096,0.0154767973143,0.0378255233023,0.0261791915679,0.772474549711,0,3.23915743828,1.15626054984,0.847551018,0.321396443571
uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,0.00290504527539,0.00228670855875,0.00227655200632,0.0010108986983,8,0,0.39140534518,8,0,0.375343024496,8,0,0.375240756622,0.0297271701242,0.0296483199132,0.0345138473881,0.000375747702056,0.0169331846829,0.0169176457282,1.05209358782,0,1.77212631702,0.691750097594,1.23092341423,0.337889569021
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,0.00432049869561,0.00187652329964,0.00231378732858,0.00119213532037,20,0,0.271490603097,23.5,1,0.124069710415,21.5,1,0.237843309218,0.143355648926,0.030872542473,0.0390723644937,0.121049810724,0.12354968201,0.0208974278805,1.40058943629,0,1.98863792419,0.645470188286,1.32646000385,0.42195083201
wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,0.00293491162224,0.00158852323985,0.00159502869184,0.00303775771468,8,0,0.22953559499,8,0,0.22113011087,8,0,0.220588138998,0.0304942097306,0.0303964882485,0.0895396538762,0.000316824041414,0.0834035614076,0.0834313765493,1.25213550031,0,1.59988975525,0.543991220613,0.897461116314,0.232854588614
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,0.00340073516989,0.00134518934969,0.00145733959415,0.000393090917562,8,0,0.227836480523,8,0,0.225548031811,8,0,0.225485718375,0.0158427362429,0.0157099840824,0.0173932300768,0.000420902525314,0.0178265900896,0.0175470104664,0.755574062467,0,4.77745580673,1.77966739653,0.618298918009,0.260294584932
wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,0.00215271487411,0.00165765949762,0.00170230566015,0.000383063264838,8,0,0.265099326943,8,0,0.251676328091,8,0,0.25205651784,0.0114704809963,0.011491621255,0.0128750521771,0.00017739528271,0.00818570193849,0.00818725145858,1.53448766097,0,2.32468676567,1.70605699047,0.783609062433,0.320056940389
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,0.0024637946555,0.00162951645177,0.00160640121185,0.000316955095818,8,0,0.276306132186,8,0,0.265364064585,8,0,0.265469900436,0.0124906460952,0.0124201845319,0.010204814733,0.000197898453048,0.00705742583657,0.00709248082493,1.53558285534,0,2.27030813694,1.60796587989,1.17772248387,0.605663693707
wc2JMjhGNzB_3a035012369c4eb58295238d946fbc66,0.00283843821942,0.00169807631104,0.00167126756208,0.000612054557137,8,0,0.336140097644,8,0,0.310069849014,8,0,0.310722509269,0.0204771543723,0.0205790834518,0.039341048274,0.000621026267722,0.0251030560038,0.0248135189422,0.827712263912,0,1.90862238407,0.810934927427,0.661217600107,0.817161636065
wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,0.00340912941475,0.00087549634499,0.000849820359149,0.000851283420089,8,0,0.20958560299,8,0,0.210766445409,8,0,0.209586111488,0.0250398930201,0.0242867922015,0.0310953050662,0.00111713580455,0.0168478827426,0.017099414065,1.21393673867,0,2.63433432579,0.987556562035,0.378212928772,0.214042738814
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,0.00497389594633,0.0022285839273,0.00218583562541,0.00285114442056,24,0,0.0887956643854,12,0,0.417014227916,12,0,0.487985365023,0.0619209646119,0.0619017071445,0.0333179464366,0.00146623623759,0.0565422429133,0.0560252109215,1.29808756709,0,1.9317702055,0.401424459688,1.17507877946,0.593239518709
wc2JMjhGNzB_52ed6a0219e84a0bb6db8037ae700366,0.00301269807304,0.00195020140646,0.00192277499716,0.000555734553872,8,0,0.390938936398,8,0,0.382209001598,8,0,0.382695270727,0.0128964348655,0.0130450098533,0.0197826167118,0.000310106970458,0.0117772573916,0.0116811418595,0.785589445382,0,3.8080073595,1.17674216963,1.15250003338,0.468927423123
wc2JMjhGNzB_77962388887942148ee65c2892600e02,0.00245048681103,0.00132782502115,0.00138568893638,0.000335220647393,8,0,0.267235948543,8,0,0.263064604753,8,0,0.263518385342,0.0089773690997,0.00921337254701,0.01187071039,0.000495349249222,0.00605280615206,0.00570346783043,1.45900064707,0,1.9889601469,1.37339836435,1.20063054562,0.332893600973
wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,0.00225035537731,0.00124199688218,0.00126838644208,0.000355038602495,8,0,0.269299620045,8,0,0.258045504957,8,0,0.257957749805,0.00827430564321,0.00827761417404,0.00904853343655,0.000197229602369,0.00685209436133,0.00687816939754,1.5080922544,0,2.5384567976,1.64149579862,1.00853797793,0.472469836714
wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,0.00306289429739,0.00183727518584,0.00182108975675,0.000785678286583,16,0,0.262796012965,8,0,0.275629724678,8,0,0.275678817314,0.0374479953035,0.0375976535664,0.0335142442843,0.000350510252559,0.0175821977733,0.0177543095609,1.22187337652,0,1.78335571289,0.679870800132,0.756601214409,0.438031933493
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,0.00681007897852,0.00382281906753,0.0138284032933,0.00294000857188,19,1,0.100020390483,9,1,0.346781140056,15,1,0.331307882061,0.0935786325695,0.0803458834362,0.149201125763,0.0412561527445,0.173090720321,0.155761566515,1.14769440517,0,1.5154055953,1.1426460878,1.04219806194,0.635966739421
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,0.00279433357033,0.00271131284856,0.00273059275843,0.000537457538749,8,0,0.357265669971,8,0,0.356403857462,8,0,0.356638535008,0.0117385813615,0.0116286338716,0.0194515219002,0.000273453821629,0.0113639865137,0.0114703628635,0.766851812601,0,1.95902585983,0.991464301838,1.21256482601,0.556197674885
wc2JMjhGNzB_e6693f97b36545f7a76e03c3fe32ba8c,0.00244126873979,0.0018656100772,0.00191724803561,0.000504838322527,8,0,0.346549474216,8,0,0.335653240123,8,0,0.335527327499,0.0247660438525,0.0245688491611,0.0302449664781,0.000493709605336,0.015516420874,0.0158898340482,0.835762418807,0,1.80175125599,0.95694416486,0.86330229044,0.622763055331
yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,0.00431149359093,0.00147351527892,0.00145476160476,0.000980404916233,8,0,0.344591422393,8,0,0.337158248327,8,0,0.333662105562,0.0327184033642,0.0314667720197,0.0267230690664,0.00181215090303,0.0170264792715,0.0161244752716,1.30971350893,0,1.84830099344,0.401324433919,1.10563734174,0.769986913684
yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,0.00265036556642,0.00189394718305,0.00198540105297,0.000536978801665,8,0,0.304646683909,8,0,0.291708772338,8,0,0.291962686601,0.0115871138031,0.0115862049445,0.0192908594181,0.00024522753109,0.0126090507579,0.0125389090674,1.31111456454,0,2.60015189648,0.497595058266,0.465192615986,0.504793119442
yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526,0.00329704419147,0.00252081214102,0.00248317007658,0.000697043939466,8,0,0.347375618363,8,0,0.333497780459,8,0,0.334421586315,0.0252829289976,0.0251373159876,0.022790612195,0.00038705804136,0.0156659799467,0.0155277503473,1.38136599213,0,1.58351206779,1.10041374311,0.839227586985,0.666562786771
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,0.00288334158675,0.00251907618523,0.00256271062862,0.000537117002764,8,0,0.311080666537,8,0,0.304380966574,8,0,0.305407817212,0.0211413079932,0.0215452650483,0.0282736918082,0.000531108206098,0.0260632415551,0.0260749377486,1.32444002107,0,1.89038515091,0.574729786984,0.584374725819,0.493818600337
