image_id,building_id,config,lookahead,min_support,epsilon,people_budget,k_max,possible_onset_with_workers,conservative_onset_with_workers,identified_onset_with_workers,onset_status_with_workers,onset_detail_with_workers,mean_unknown_width_with_workers,budget_scope,possible_onset_without_workers,conservative_onset_without_workers,identified_onset_without_workers,onset_status_without_workers,onset_detail_without_workers,mean_unknown_width_without_workers
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,2,3,0.1,24,22,7.0,7.0,7.0,identified,identified,0.10795454545454546,paired_common_n,6.0,6.0,6.0,identified,identified,0.10295454545454544
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,2,3,0.2,24,22,1.0,4.0,,unknown,finite_interval,0.10795454545454546,paired_common_n,1.0,4.0,,unknown,finite_interval,0.10295454545454547
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,1,0.05,24,21,18.0,18.0,18.0,identified,identified,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,1,0.1,24,21,15.0,15.0,15.0,identified,identified,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,1,0.2,24,21,15.0,15.0,15.0,identified,identified,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,2,0.05,24,21,,,,not_reached,not_reached,0.05857142857142857,paired_common_n,17.0,17.0,17.0,identified,identified,0.056190476190476187
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,2,0.1,24,21,,,,not_reached,not_reached,0.05857142857142857,paired_common_n,7.0,7.0,7.0,identified,identified,0.056190476190476187
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,2,0.2,24,21,,,,not_reached,not_reached,0.05857142857142857,paired_common_n,1.0,3.0,,unknown,finite_interval,0.056190476190476187
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,3,0.05,24,21,17.0,17.0,17.0,identified,identified,0.1130952380952381,paired_common_n,17.0,17.0,17.0,identified,identified,0.10785714285714286
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,3,0.1,24,21,8.0,8.0,8.0,identified,identified,0.1130952380952381,paired_common_n,7.0,7.0,7.0,identified,identified,0.10785714285714286
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,3,3,0.2,24,21,1.0,4.0,,unknown,finite_interval,0.1130952380952381,paired_common_n,1.0,4.0,,unknown,finite_interval,0.10785714285714286
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,1,0.05,24,19,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,1,0.1,24,19,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,1,0.2,24,19,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,2,0.05,24,19,,,,not_reached,not_reached,0.06473684210526316,paired_common_n,17.0,17.0,17.0,identified,identified,0.06210526315789473
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,2,0.1,24,19,,,,not_reached,not_reached,0.06473684210526316,paired_common_n,8.0,8.0,8.0,identified,identified,0.06210526315789473
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,2,0.2,24,19,,,,not_reached,not_reached,0.06473684210526316,paired_common_n,4.0,4.0,4.0,identified,identified,0.06210526315789473
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,3,0.05,24,19,17.0,17.0,17.0,identified,identified,0.125,paired_common_n,17.0,17.0,17.0,identified,identified,0.11921052631578948
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,3,0.1,24,19,8.0,8.0,8.0,identified,identified,0.125,paired_common_n,8.0,8.0,8.0,identified,identified,0.11921052631578948
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.900,5,3,0.2,24,19,1.0,4.0,,unknown,finite_interval,0.125,paired_common_n,1.0,4.0,,unknown,finite_interval,0.11921052631578946
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,1,0.05,24,23,17.0,17.0,17.0,identified,identified,0.03543478260869565,paired_common_n,8.0,9.0,,unknown,finite_interval,0.03456521739130435
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,1,0.1,24,23,4.0,9.0,,unknown,finite_interval,0.03543478260869565,paired_common_n,3.0,9.0,,unknown,finite_interval,0.034565217391304345
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,1,0.2,24,23,2.0,9.0,,unknown,finite_interval,0.03543478260869565,paired_common_n,2.0,9.0,,unknown,finite_interval,0.034565217391304345
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,2,0.05,24,23,17.0,17.0,17.0,identified,identified,0.09065217391304348,paired_common_n,8.0,9.0,,unknown,finite_interval,0.08782608695652173
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,2,0.1,24,23,1.0,9.0,,unknown,finite_interval,0.09065217391304348,paired_common_n,1.0,9.0,,unknown,finite_interval,0.08782608695652172
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,2,0.2,24,23,1.0,4.0,,unknown,finite_interval,0.09065217391304348,paired_common_n,1.0,4.0,,unknown,finite_interval,0.08782608695652172
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,3,0.05,24,23,17.0,17.0,17.0,identified,identified,0.1358695652173913,paired_common_n,8.0,9.0,,unknown,finite_interval,0.13021739130434784
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,3,0.1,24,23,1.0,9.0,,unknown,finite_interval,0.13586956521739132,paired_common_n,1.0,9.0,,unknown,finite_interval,0.1302173913043478
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,1,3,0.2,24,23,1.0,5.0,,unknown,finite_interval,0.13586956521739132,paired_common_n,1.0,4.0,,unknown,finite_interval,0.1302173913043478
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,1,0.05,24,22,18.0,18.0,18.0,identified,identified,0.047954545454545444,paired_common_n,18.0,18.0,18.0,identified,identified,0.04704545454545455
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,1,0.1,24,22,16.0,16.0,16.0,identified,identified,0.047954545454545465,paired_common_n,16.0,16.0,16.0,identified,identified,0.04704545454545455
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,1,0.2,24,22,16.0,16.0,16.0,identified,identified,0.047954545454545465,paired_common_n,16.0,16.0,16.0,identified,identified,0.04704545454545455
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,2,0.05,24,22,,,,not_reached,not_reached,0.09954545454545452,paired_common_n,19.0,19.0,19.0,identified,identified,0.09636363636363637
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,2,0.1,24,22,,,,not_reached,not_reached,0.09954545454545456,paired_common_n,8.0,9.0,,unknown,finite_interval,0.09636363636363637
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,2,0.2,24,22,,,,not_reached,not_reached,0.09954545454545456,paired_common_n,3.0,4.0,,unknown,finite_interval,0.09636363636363637
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,3,0.05,24,22,18.0,18.0,18.0,identified,identified,0.1456818181818182,paired_common_n,18.0,18.0,18.0,identified,identified,0.13954545454545453
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,3,0.1,24,22,8.0,9.0,,unknown,finite_interval,0.14568181818181816,paired_common_n,8.0,9.0,,unknown,finite_interval,0.13954545454545453
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,2,3,0.2,24,22,1.0,5.0,,unknown,finite_interval,0.1456818181818182,paired_common_n,1.0,4.0,,unknown,finite_interval,0.13954545454545453
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,1,0.05,24,21,19.0,19.0,19.0,identified,identified,0.05642857142857143,paired_common_n,,,,not_reached,not_reached,0.05547619047619047
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,1,0.1,24,21,18.0,18.0,18.0,identified,identified,0.05642857142857143,paired_common_n,,,,not_reached,not_reached,0.05547619047619047
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,1,0.2,24,21,18.0,18.0,18.0,identified,identified,0.05642857142857143,paired_common_n,,,,not_reached,not_reached,0.05547619047619048
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,2,0.05,24,21,,,,not_reached,not_reached,0.10809523809523809,paired_common_n,,,,not_reached,not_reached,0.10452380952380952
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,2,0.1,24,21,,,,not_reached,not_reached,0.10809523809523809,paired_common_n,,,,not_reached,not_reached,0.10452380952380952
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,2,0.2,24,21,,,,not_reached,not_reached,0.10809523809523809,paired_common_n,,,,not_reached,not_reached,0.10452380952380953
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,3,0.05,24,21,18.0,18.0,18.0,identified,identified,0.15476190476190477,paired_common_n,18.0,18.0,18.0,identified,identified,0.14833333333333332
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,3,0.1,24,21,9.0,9.0,9.0,identified,identified,0.15476190476190477,paired_common_n,8.0,9.0,,unknown,finite_interval,0.14833333333333332
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,3,3,0.2,24,21,1.0,5.0,,unknown,finite_interval,0.15476190476190477,paired_common_n,1.0,5.0,,unknown,finite_interval,0.1483333333333333
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,1,0.05,24,19,,,,not_reached,not_reached,0.06947368421052631,paired_common_n,,,,not_reached,not_reached,0.06763157894736843
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,1,0.1,24,19,,,,not_reached,not_reached,0.06947368421052631,paired_common_n,,,,not_reached,not_reached,0.06763157894736842
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,1,0.2,24,19,,,,not_reached,not_reached,0.06947368421052631,paired_common_n,,,,not_reached,not_reached,0.06763157894736842
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,2,0.05,24,19,,,,not_reached,not_reached,0.12421052631578947,paired_common_n,,,,not_reached,not_reached,0.12000000000000001
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,2,0.1,24,19,,,,not_reached,not_reached,0.12421052631578947,paired_common_n,,,,not_reached,not_reached,0.12000000000000001
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,2,0.2,24,19,,,,not_reached,not_reached,0.1242105263157895,paired_common_n,,,,not_reached,not_reached,0.12
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,3,0.05,24,19,,,,not_reached,not_reached,0.17342105263157898,paired_common_n,19.0,19.0,19.0,identified,identified,0.16578947368421051
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,3,0.1,24,19,14.0,14.0,14.0,identified,identified,0.173421052631579,paired_common_n,12.0,12.0,12.0,identified,identified,0.16578947368421051
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.925,5,3,0.2,24,19,1.0,7.0,,unknown,finite_interval,0.17342105263157898,paired_common_n,1.0,6.0,,unknown,finite_interval,0.1657894736842105
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,1,0.05,24,23,17.0,17.0,17.0,identified,identified,0.0,paired_common_n,8.0,8.0,8.0,identified,identified,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,1,0.1,24,23,6.0,6.0,6.0,identified,identified,0.0,paired_common_n,4.0,4.0,4.0,identified,identified,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,1,0.2,24,23,4.0,4.0,4.0,identified,identified,0.0,paired_common_n,2.0,2.0,2.0,identified,identified,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,2,0.05,24,23,17.0,17.0,17.0,identified,identified,0.06173913043478261,paired_common_n,8.0,8.0,8.0,identified,identified,0.058478260869565216
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,2,0.1,24,23,6.0,6.0,6.0,identified,identified,0.06173913043478261,paired_common_n,1.0,4.0,,unknown,finite_interval,0.05847826086956521
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,2,0.2,24,23,4.0,4.0,4.0,identified,identified,0.06173913043478261,paired_common_n,1.0,4.0,,unknown,finite_interval,0.05847826086956521
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,3,0.05,24,23,17.0,17.0,17.0,identified,identified,0.11586956521739131,paired_common_n,8.0,8.0,8.0,identified,identified,0.11043478260869566
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,3,0.1,24,23,6.0,6.0,6.0,identified,identified,0.11586956521739131,paired_common_n,1.0,5.0,,unknown,finite_interval,0.11043478260869566
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,1,3,0.2,24,23,1.0,4.0,,unknown,finite_interval,0.11586956521739131,paired_common_n,1.0,4.0,,unknown,finite_interval,0.11043478260869566
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,1,0.05,24,22,,,,not_reached,not_reached,0.0,paired_common_n,18.0,18.0,18.0,identified,identified,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,1,0.1,24,22,,,,not_reached,not_reached,0.0,paired_common_n,16.0,16.0,16.0,identified,identified,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,1,0.2,24,22,,,,not_reached,not_reached,0.0,paired_common_n,16.0,16.0,16.0,identified,identified,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,2,0.05,24,22,20.0,20.0,20.0,identified,identified,0.06454545454545454,paired_common_n,19.0,19.0,19.0,identified,identified,0.06113636363636363
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,2,0.1,24,22,9.0,9.0,9.0,identified,identified,0.06454545454545454,paired_common_n,8.0,8.0,8.0,identified,identified,0.061136363636363635
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,2,0.2,24,22,4.0,4.0,4.0,identified,identified,0.06454545454545454,paired_common_n,3.0,4.0,,unknown,finite_interval,0.06113636363636363
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,3,0.05,24,22,18.0,18.0,18.0,identified,identified,0.12113636363636364,paired_common_n,18.0,18.0,18.0,identified,identified,0.11545454545454546
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,3,0.1,24,22,8.0,8.0,8.0,identified,identified,0.12113636363636364,paired_common_n,8.0,8.0,8.0,identified,identified,0.11545454545454546
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,2,3,0.2,24,22,1.0,4.0,,unknown,finite_interval,0.12113636363636364,paired_common_n,1.0,4.0,,unknown,finite_interval,0.11545454545454546
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,1,0.05,24,21,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,1,0.1,24,21,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,1,0.2,24,21,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,2,0.05,24,21,,,,not_reached,not_reached,0.06761904761904762,paired_common_n,,,,not_reached,not_reached,0.06404761904761905
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,2,0.1,24,21,,,,not_reached,not_reached,0.06761904761904762,paired_common_n,,,,not_reached,not_reached,0.06404761904761905
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,2,0.2,24,21,,,,not_reached,not_reached,0.06761904761904762,paired_common_n,,,,not_reached,not_reached,0.06404761904761905
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,3,0.05,24,21,19.0,19.0,19.0,identified,identified,0.1269047619047619,paired_common_n,18.0,18.0,18.0,identified,identified,0.12095238095238095
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,3,0.1,24,21,9.0,9.0,9.0,identified,identified,0.1269047619047619,paired_common_n,9.0,9.0,9.0,identified,identified,0.12095238095238095
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,3,3,0.2,24,21,1.0,5.0,,unknown,finite_interval,0.1269047619047619,paired_common_n,1.0,4.0,,unknown,finite_interval,0.12095238095238095
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,1,0.05,24,19,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,1,0.1,24,19,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,1,0.2,24,19,,,,not_reached,not_reached,0.0,paired_common_n,,,,not_reached,not_reached,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,2,0.05,24,19,,,,not_reached,not_reached,0.07473684210526316,paired_common_n,,,,not_reached,not_reached,0.07078947368421053
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,2,0.1,24,19,,,,not_reached,not_reached,0.07473684210526316,paired_common_n,,,,not_reached,not_reached,0.07078947368421053
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,2,0.2,24,19,,,,not_reached,not_reached,0.07473684210526316,paired_common_n,,,,not_reached,not_reached,0.07078947368421053
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,3,0.05,24,19,,,,not_reached,not_reached,0.14026315789473684,paired_common_n,19.0,19.0,19.0,identified,identified,0.1336842105263158
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,3,0.1,24,19,15.0,15.0,15.0,identified,identified,0.14026315789473684,paired_common_n,12.0,12.0,12.0,identified,identified,0.1336842105263158
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.950,5,3,0.2,24,19,5.0,5.0,5.0,identified,identified,0.14026315789473684,paired_common_n,1.0,5.0,,unknown,finite_interval,0.1336842105263158
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,1,0.05,24,23,8.0,,,unknown,unknown,0.42630434782608695,paired_common_n,6.0,,,unknown,unknown,0.4491304347826087
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,1,0.1,24,23,6.0,,,unknown,unknown,0.42630434782608695,paired_common_n,4.0,,,unknown,unknown,0.4491304347826087
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,1,0.2,24,23,4.0,,,unknown,unknown,0.42630434782608695,paired_common_n,2.0,,,unknown,unknown,0.4491304347826087
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,2,0.05,24,23,8.0,,,unknown,unknown,0.4882608695652174,paired_common_n,6.0,,,unknown,unknown,0.5078260869565219
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,2,0.1,24,23,6.0,,,unknown,unknown,0.4882608695652174,paired_common_n,1.0,,,unknown,unknown,0.5078260869565218
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,2,0.2,24,23,4.0,,,unknown,unknown,0.4882608695652174,paired_common_n,1.0,,,unknown,unknown,0.5078260869565218
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,3,0.05,24,23,8.0,,,unknown,unknown,0.54,paired_common_n,6.0,,,unknown,unknown,0.5573913043478262
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,3,0.1,24,23,1.0,,,unknown,unknown,0.54,paired_common_n,1.0,,,unknown,unknown,0.5573913043478262
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,1,3,0.2,24,23,1.0,,,unknown,unknown,0.54,paired_common_n,1.0,,,unknown,unknown,0.5573913043478262
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,1,0.05,24,22,14.0,,,unknown,unknown,0.4588636363636363,paired_common_n,14.0,,,unknown,unknown,0.4827272727272728
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,1,0.1,24,22,13.0,,,unknown,unknown,0.4588636363636363,paired_common_n,9.0,,,unknown,unknown,0.4827272727272728
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,1,0.2,24,22,13.0,,,unknown,unknown,0.4588636363636363,paired_common_n,9.0,,,unknown,unknown,0.4827272727272728
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,2,0.05,24,22,14.0,,,unknown,unknown,0.5218181818181817,paired_common_n,14.0,,,unknown,unknown,0.5420454545454546
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,2,0.1,24,22,8.0,,,unknown,unknown,0.5218181818181817,paired_common_n,8.0,,,unknown,unknown,0.5420454545454546
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,2,0.2,24,22,4.0,,,unknown,unknown,0.5218181818181817,paired_common_n,3.0,,,unknown,unknown,0.5420454545454546
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,3,0.05,24,22,14.0,,,unknown,unknown,0.5731818181818181,paired_common_n,14.0,,,unknown,unknown,0.5911363636363637
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,3,0.1,24,22,8.0,,,unknown,unknown,0.5731818181818181,paired_common_n,8.0,,,unknown,unknown,0.5911363636363637
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,2,3,0.2,24,22,1.0,,,unknown,unknown,0.5731818181818181,paired_common_n,1.0,,,unknown,unknown,0.5911363636363637
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,1,0.05,24,21,16.0,,,unknown,unknown,0.4911904761904762,paired_common_n,15.0,,,unknown,unknown,0.5159523809523808
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,1,0.1,24,21,15.0,,,unknown,unknown,0.4911904761904762,paired_common_n,13.0,,,unknown,unknown,0.5159523809523809
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,1,0.2,24,21,15.0,,,unknown,unknown,0.4911904761904762,paired_common_n,13.0,,,unknown,unknown,0.5159523809523808
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,2,0.05,24,21,17.0,,,unknown,unknown,0.554047619047619,paired_common_n,15.0,,,unknown,unknown,0.575
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,2,0.1,24,21,9.0,,,unknown,unknown,0.554047619047619,paired_common_n,9.0,,,unknown,unknown,0.575
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,2,0.2,24,21,5.0,,,unknown,unknown,0.554047619047619,paired_common_n,4.0,,,unknown,unknown,0.575
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,3,0.05,24,21,16.0,,,unknown,unknown,0.605952380952381,paired_common_n,15.0,,,unknown,unknown,0.6245238095238095
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,3,0.1,24,21,9.0,,,unknown,unknown,0.6059523809523809,paired_common_n,8.0,,,unknown,unknown,0.6245238095238095
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,3,3,0.2,24,21,1.0,,,unknown,unknown,0.6059523809523809,paired_common_n,1.0,,,unknown,unknown,0.6245238095238095
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,5,1,0.05,24,19,16.0,,,unknown,unknown,0.5576315789473684,paired_common_n,15.0,,,unknown,unknown,0.5842105263157895
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,q_0.975,5,1,0.1,24,19,15.0,,,unknown,unknown,0.5576315789473684,paired_common_n,14.0,,,unknown,unknown,0.5842105263157895
