building_id,config,source_n,folds,target_appearances,common_people_budget,k_max,outside_pool_n,outside_group_n_min,outside_group_n_max,prediction_identified_folds,prediction_not_reached_folds,prediction_unknown_folds,prediction_lower_onset_finite_folds,prediction_both_onsets_finite_folds,prediction_onset_width_le2_folds,prediction_lower_crossing_lt5_folds,prediction_onset_width_mean_among_both_finite,prediction_lower_onset_mean_among_finite,same_error_lower,same_error_upper,outside_error_lower,outside_error_upper,benefit_lower,benefit_upper,same_prediction_unknown_mean,target_unknown_mean,outside_prediction_unknown_mean,outside_N_identified_prediction_fraction,target_N_identified_n,target_N_not_reached_n,target_N_unknown_n,target_N_both_finite_n,target_N_interval_width_le2_n,target_N_lower_crossing_lt5_n,N_identified_pairs,N_absolute_error_sum,outside_N_identified_pairs,outside_N_absolute_error_sum,N_MAE_identified,outside_N_MAE_identified,mode
7y3sRwLe3Va,q_0.900,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.3124166666666666,0.8076666666666666,0.2065857843137254,0.6456568627450981,-0.6010808823529413,0.3332401960784314,0.29975,0.29975,0.2990514705882353,0.2647058823529412,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,18.0,68.0,,3.7777777777777777,with_workers
7y3sRwLe3Va,q_0.900,2,3,3,25,20,34,50,50,0,2,1,0,0,0,0,,,0.2582083333333333,0.7359583333333334,0.184895,0.6189558333333333,-0.5510633333333333,0.3607475,0.29975,0.29975,0.30611,0.14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,51.0,,7.285714285714286,with_workers
7y3sRwLe3Va,q_0.925,all,6,9,25,20,34,34,50,1,3,2,1,1,1,0,0.0,5.0,0.2853125,0.7718125000000001,0.1881881372549019,0.6408706862745098,-0.583624362745098,0.3555581862745098,0.29975,0.2997499999999999,0.3251872058823529,0.2264705882352941,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,29.0,87.0,,3.0,with_workers
7y3sRwLe3Va,q_0.925,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.3124166666666666,0.8076666666666666,0.2035612745098039,0.6508063725490197,-0.6041053921568628,0.338389705882353,0.29975,0.29975,0.3101544117647058,0.3529411764705882,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,24.0,78.0,,3.25,with_workers
7y3sRwLe3Va,q_0.925,2,3,3,25,20,34,50,50,0,2,1,0,0,0,0,,,0.2582083333333333,0.7359583333333334,0.172815,0.630935,-0.5631433333333333,0.3727266666666666,0.29975,0.29975,0.34022,0.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,,1.8,with_workers
7y3sRwLe3Va,q_0.950,all,6,9,25,20,34,34,50,1,3,2,1,1,1,0,0.0,5.0,0.2946666666666667,0.7911250000000001,0.1908399264705882,0.6506336764705882,-0.6002850735294117,0.3559670098039215,0.305,0.305,0.3289684558823529,0.2117647058823529,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,27.0,109.0,,4.037037037037037,with_workers
7y3sRwLe3Va,q_0.950,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.3195,0.8316666666666667,0.2061740196078431,0.6555906862745099,-0.6254926470588236,0.3360906862745098,0.305,0.305,0.3061544117647058,0.3235294117647059,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,22.0,88.0,,4.0,with_workers
7y3sRwLe3Va,q_0.950,2,3,3,25,20,34,50,50,0,2,1,0,0,0,0,,,0.2698333333333333,0.7505833333333333,0.1755058333333332,0.6456766666666666,-0.5750775,0.3758433333333332,0.305,0.305,0.3517825,0.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,21.0,,4.2,with_workers
7y3sRwLe3Va,q_0.975,all,6,9,25,20,34,34,50,1,3,2,1,1,1,0,0.0,5.0,0.2313125,0.8799791666666666,0.1171451960784313,0.7857291176470588,-0.7628339705882353,0.5544166176470587,0.4104166666666667,0.4104166666666666,0.5309363235294119,0.0735294117647058,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,10.0,34.0,,3.4,with_workers
7y3sRwLe3Va,q_0.975,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.2444166666666667,0.9355,0.1260220588235294,0.7850049019607841,-0.8094779411764707,0.5405882352941175,0.4104166666666667,0.4104166666666666,0.5088676470588236,0.1470588235294117,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,34.0,,3.4,with_workers
7y3sRwLe3Va,q_0.975,2,3,3,25,20,34,50,50,0,2,1,0,0,0,0,,,0.2182083333333333,0.8244583333333333,0.1082683333333333,0.7864533333333333,-0.7161900000000001,0.568245,0.4104166666666666,0.4104166666666666,0.5530050000000001,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,ospa30_t6,all,6,9,25,20,34,34,50,0,0,6,0,0,0,0,,,0.0007916666666666,0.6367708333333334,0.0604039215686274,0.6366454901960786,-0.5763669117647058,0.6358538235294119,0.4998333333333334,0.4998333333333333,0.2941603676470588,0.2123529411764705,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,ospa30_t6,1,3,6,25,20,34,34,34,0,0,3,0,0,0,0,,,0.0015833333333333,0.646,0.0849411764705882,0.6855759803921568,-0.5610588235294117,0.6839926470588237,0.4998333333333333,0.4998333333333333,0.3105882352941176,0.2647058823529412,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,ospa30_t6,2,3,3,25,20,34,50,50,0,0,3,0,0,0,0,,,0.0,0.6275416666666667,0.0358666666666666,0.5877150000000001,-0.5916750000000001,0.5877150000000001,0.4998333333333333,0.4998333333333333,0.2777324999999999,0.16,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,q_0.800,all,6,9,25,20,34,34,50,2,1,3,2,2,2,0,0.0,6.0,0.0586458333333333,0.5087916666666668,0.1552113970588235,0.558618431372549,-0.3535802696078431,0.4999725980392156,0.2940833333333333,0.2940833333333333,0.2561302941176471,0.2423529411764705,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,29.0,145.0,,5.0,with_workers
B6ByNegPMKs,q_0.800,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.07925,0.5293333333333333,0.1860686274509804,0.601156862745098,-0.3432647058823529,0.5219068627450981,0.2940833333333333,0.2940833333333333,0.2583455882352941,0.2647058823529412,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,18.0,80.0,,4.444444444444445,with_workers
B6ByNegPMKs,q_0.800,2,3,3,25,20,34,50,50,1,0,2,1,1,1,0,0.0,7.0,0.0380416666666666,0.48825,0.1243541666666667,0.51608,-0.3638958333333333,0.4780383333333333,0.2940833333333333,0.2940833333333333,0.253915,0.22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,65.0,,5.909090909090909,with_workers
B6ByNegPMKs,q_0.850,all,6,9,25,20,34,34,50,2,1,3,2,2,2,0,0.0,6.0,0.0586458333333333,0.5087916666666668,0.1566804166666666,0.5600405637254903,-0.35211125,0.5013947303921569,0.2940833333333333,0.2940833333333333,0.2565722794117647,0.2423529411764705,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,29.0,146.0,,5.0344827586206895,with_workers
B6ByNegPMKs,q_0.850,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.07925,0.5293333333333333,0.187625,0.6029852941176471,-0.3417083333333333,0.5237352941176471,0.2940833333333333,0.2940833333333333,0.2588970588235294,0.2647058823529412,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,18.0,80.0,,4.444444444444445,with_workers
B6ByNegPMKs,q_0.850,2,3,3,25,20,34,50,50,1,0,2,1,1,1,0,0.0,7.0,0.0380416666666666,0.48825,0.1257358333333333,0.5170958333333333,-0.3625141666666667,0.4790541666666666,0.2940833333333333,0.2940833333333333,0.2542475,0.22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,66.0,,6.0,with_workers
B6ByNegPMKs,q_0.900,all,6,9,25,20,34,34,50,2,1,3,2,2,2,0,0.0,6.0,0.0586458333333333,0.5087916666666668,0.1469335784313725,0.5767632107843138,-0.3618580882352941,0.5181173774509803,0.2940833333333333,0.2940833333333333,0.2921857352941177,0.2423529411764705,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,29.0,129.0,,4.448275862068965,with_workers
B6ByNegPMKs,q_0.900,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.07925,0.5293333333333333,0.1760588235294117,0.6218039215686275,-0.3532745098039216,0.5425539215686275,0.2940833333333333,0.2940833333333333,0.2995514705882353,0.2647058823529412,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,18.0,68.0,,3.7777777777777777,with_workers
B6ByNegPMKs,q_0.900,2,3,3,25,20,34,50,50,1,0,2,1,1,1,0,0.0,7.0,0.0380416666666666,0.48825,0.1178083333333333,0.5317224999999999,-0.3704416666666667,0.4936808333333332,0.2940833333333333,0.2940833333333333,0.28482,0.22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,61.0,,5.545454545454546,with_workers
B6ByNegPMKs,q_0.925,all,6,9,25,20,34,34,50,2,1,3,2,2,2,0,0.0,6.0,0.0586458333333333,0.5087916666666668,0.1457306372549019,0.5852764460784314,-0.3630610294117647,0.526630612745098,0.2940833333333333,0.2940833333333333,0.3036447058823529,0.2964705882352941,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,36.0,112.0,,3.111111111111111,with_workers
B6ByNegPMKs,q_0.925,1,3,6,25,20,34,34,34,1,1,1,1,1,1,0,0.0,5.0,0.07925,0.5293333333333333,0.1745612745098038,0.6307303921568628,-0.3547720588235295,0.5514803921568627,0.2940833333333333,0.2940833333333333,0.3106544117647059,0.3529411764705882,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,24.0,78.0,,3.25,with_workers
B6ByNegPMKs,q_0.925,2,3,3,25,20,34,50,50,1,0,2,1,1,1,0,0.0,7.0,0.0380416666666666,0.48825,0.1168999999999999,0.5398225000000001,-0.37135,0.5017808333333333,0.2940833333333333,0.2940833333333333,0.296635,0.24,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,34.0,,2.833333333333333,with_workers
B6ByNegPMKs,q_0.950,all,6,9,25,20,34,34,50,0,1,5,2,2,1,0,2.0,17.5,0.0194583333333333,0.5020416666666666,0.1020610539215686,0.5647240196078432,-0.399980612745098,0.5452656862745099,0.3404999999999999,0.3405,0.2986985294117647,0.2964705882352941,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,q_0.950,1,3,6,25,20,34,34,34,0,1,2,1,1,0,0,3.0,17.0,0.03225,0.51525,0.1340196078431373,0.6123063725490197,-0.3812303921568628,0.5800563725490196,0.3404999999999999,0.3405,0.3030220588235294,0.3529411764705882,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,q_0.950,2,3,3,25,20,34,50,50,0,0,3,1,1,1,0,1.0,18.0,0.0066666666666666,0.4888333333333333,0.0701025,0.5171416666666667,-0.4187308333333333,0.5104750000000001,0.3405,0.3404999999999999,0.294375,0.24,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,q_0.975,all,6,9,25,20,34,34,50,0,0,6,0,0,0,0,,,0.0,0.7429375,0.018572156862745,0.7488941911764705,-0.7243653431372549,0.7488941911764705,0.66325,0.66325,0.4735944117647059,0.128235294117647,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,q_0.975,1,3,6,25,20,34,34,34,0,0,3,0,0,0,0,,,0.0,0.7479999999999999,0.0302426470588235,0.781330882352941,-0.7177573529411765,0.781330882352941,0.66325,0.66325,0.4865588235294117,0.1764705882352941,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
B6ByNegPMKs,q_0.975,2,3,3,25,20,34,50,50,0,0,3,0,0,0,0,,,0.0,0.737875,0.0069016666666666,0.7164575000000001,-0.7309733333333334,0.7164575000000001,0.66325,0.66325,0.4606299999999999,0.08,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,ospa30_t6,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.2106666666666666,0.9966666666666666,0.2191133333333333,0.7633233333333331,-0.7775533333333333,0.5526566666666665,0.4263333333333333,0.4263333333333333,0.3283266666666666,0.2,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,ospa30_t6,1,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.2106666666666666,0.9966666666666666,0.2191133333333333,0.7633233333333331,-0.7775533333333333,0.5526566666666665,0.4263333333333333,0.4263333333333333,0.3283266666666666,0.2,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.800,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.0716666666666666,0.7733333333333334,0.2142433333333333,0.6876866666666668,-0.5590900000000001,0.6160200000000002,0.3841666666666666,0.3841666666666666,0.23996,0.2,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.800,1,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.0716666666666666,0.7733333333333334,0.2142433333333333,0.6876866666666668,-0.5590900000000001,0.6160200000000002,0.3841666666666666,0.3841666666666666,0.23996,0.2,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.850,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.0716666666666666,0.7733333333333334,0.2167933333333333,0.6903800000000002,-0.55654,0.6187133333333336,0.3841666666666666,0.3841666666666666,0.2396133333333333,0.2,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.850,1,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.0716666666666666,0.7733333333333334,0.2167933333333333,0.6903800000000002,-0.55654,0.6187133333333336,0.3841666666666666,0.3841666666666666,0.2396133333333333,0.2,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.900,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.0716666666666666,0.7733333333333334,0.2121266666666666,0.7044466666666667,-0.5612066666666667,0.63278,0.3841666666666666,0.3841666666666666,0.2648866666666666,0.2,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.900,1,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.0716666666666666,0.7733333333333334,0.2121266666666666,0.7044466666666667,-0.5612066666666667,0.63278,0.3841666666666666,0.3841666666666666,0.2648866666666666,0.2,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.925,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.1133333333333333,0.8196666666666665,0.2006466666666666,0.7126599999999998,-0.6190199999999999,0.5993266666666666,0.3865,0.3865,0.2956733333333333,0.24,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.925,1,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.1133333333333333,0.8196666666666665,0.2006466666666666,0.7126599999999998,-0.6190199999999999,0.5993266666666666,0.3865,0.3865,0.2956733333333333,0.24,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.950,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.141,0.8673333333333333,0.1972266666666666,0.7268499999999998,-0.6701066666666666,0.5858499999999998,0.3964999999999999,0.3964999999999999,0.3185866666666667,0.24,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.950,1,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.141,0.8673333333333333,0.1972266666666666,0.7268499999999998,-0.6701066666666666,0.5858499999999998,0.3964999999999999,0.3964999999999999,0.3185866666666667,0.24,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.975,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.054,0.999,0.1549566666666665,0.8444666666666667,-0.8440433333333335,0.7904666666666667,0.5058333333333334,0.5058333333333334,0.4788933333333333,0.12,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
S9hNv5qa7GM,q_0.975,1,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1.0,2.0,0.054,0.999,0.1549566666666665,0.8444666666666667,-0.8440433333333335,0.7904666666666667,0.5058333333333334,0.5058333333333334,0.4788933333333333,0.12,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,with_workers
UwV83HsGsw3,ospa30_t6,all,62,186,23,18,45,45,50,1,61,0,1,1,1,0,0.0,8.0,0.1694954948227797,0.5261963112305854,0.1913398110812425,0.6128878833134208,-0.3348565001493429,0.4433923884906412,0.2657870370370371,0.2657870370370371,0.3127418578255675,0.0672043010752688,31.0,155.0,0.0,31.0,31.0,0.0,0.0,0.0,135.0,585.0,,4.333333333333333,with_workers
UwV83HsGsw3,ospa30_t6,1,6,30,23,18,45,45,45,1,5,0,1,1,1,0,0.0,8.0,0.1962037037037036,0.5609814814814814,0.2171728395061728,0.634954732510288,-0.3438086419753086,0.4387510288065843,0.265787037037037,0.265787037037037,0.312753086419753,0.2444444444444444,5.0,25.0,0.0,5.0,5.0,0.0,0.0,0.0,55.0,155.0,,2.8181818181818183,with_workers
UwV83HsGsw3,ospa30_t6,2,15,60,23,18,45,50,50,0,15,0,0,0,0,0,,,0.1749467592592593,0.5359583333333333,0.2062152777777778,0.615786111111111,-0.3297430555555556,0.4408393518518518,0.265787037037037,0.265787037037037,0.2973777777777778,0.1,10.0,50.0,0.0,10.0,10.0,0.0,0.0,0.0,50.0,140.0,,2.8,with_workers
UwV83HsGsw3,ospa30_t6,3,20,60,23,18,45,50,50,0,20,0,0,0,0,0,,,0.1669367283950617,0.5209675925925925,0.1918944444444444,0.6130657407407407,-0.3290731481481482,0.4461290123456791,0.265787037037037,0.265787037037037,0.3103999999999999,0.06,10.0,50.0,0.0,10.0,10.0,0.0,0.0,0.0,30.0,290.0,,9.666666666666666,with_workers
UwV83HsGsw3,ospa30_t6,4,15,30,23,18,45,50,50,0,15,0,0,0,0,0,,,0.1616226851851852,0.5150925925925927,0.1762979166666666,0.6084101851851851,-0.3387946759259259,0.4467875,0.265787037037037,0.265787037037037,0.3247722222222222,0.0,5.0,25.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
UwV83HsGsw3,ospa30_t6,5,6,6,23,18,45,50,50,0,6,0,0,0,0,0,,,0.1573703703703703,0.5121944444444444,0.164074074074074,0.5941768518518519,-0.3481203703703704,0.4368064814814814,0.265787037037037,0.265787037037037,0.3288711111111111,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
UwV83HsGsw3,q_0.800,all,62,186,23,18,45,45,50,2,36,24,2,2,2,0,0.0,11.0,0.0993016104141776,0.6208039376742335,0.1504089102947033,0.5579166509856631,-0.47039502737953,0.4586150405714854,0.3699537037037037,0.3699537037037037,0.2016501627837514,0.1494623655913978,31.0,93.0,62.0,31.0,31.0,0.0,0.0,0.0,270.0,1090.0,,4.037037037037037,with_workers
UwV83HsGsw3,q_0.800,1,6,30,23,18,45,45,45,1,3,2,1,1,1,0,0.0,5.0,0.1412037037037037,0.6747777777777779,0.2006121399176954,0.6161934156378601,-0.4741656378600823,0.4749897119341563,0.3699537037037037,0.3699537037037037,0.1953703703703704,0.2444444444444444,5.0,15.0,10.0,5.0,5.0,0.0,0.0,0.0,55.0,125.0,,2.272727272727273,with_workers
UwV83HsGsw3,q_0.800,2,15,60,23,18,45,50,50,1,9,5,1,1,1,0,0.0,17.0,0.1069699074074074,0.6324930555555556,0.1699699074074074,0.5566722222222222,-0.4625231481481481,0.4497023148148147,0.3699537037037037,0.3699537037037037,0.1654027777777777,0.22,10.0,30.0,20.0,10.0,10.0,0.0,0.0,0.0,110.0,480.0,,4.363636363636363,with_workers
UwV83HsGsw3,q_0.800,3,20,60,23,18,45,50,50,0,10,10,0,0,0,0,,,0.0939367283950617,0.6148734567901234,0.1500132716049382,0.5581280864197531,-0.4648601851851852,0.4641913580246913,0.3699537037037037,0.3699537037037037,0.2014351851851851,0.18,10.0,30.0,20.0,10.0,10.0,0.0,0.0,0.0,90.0,410.0,,4.555555555555555,with_workers
UwV83HsGsw3,q_0.800,4,15,30,23,18,45,50,50,0,10,5,0,0,0,0,,,0.0877685185185185,0.6049467592592592,0.1241722222222222,0.54926875,-0.480774537037037,0.4615002314814814,0.3699537037037037,0.3699537037037037,0.2334597222222222,0.06,5.0,15.0,10.0,5.0,5.0,0.0,0.0,0.0,15.0,75.0,,5.0,with_workers
UwV83HsGsw3,q_0.800,5,6,6,23,18,45,50,50,0,4,2,0,0,0,0,,,0.0849444444444444,0.5970185185185185,0.1182137037037037,0.523665925925926,-0.4788048148148148,0.4387214814814816,0.3699537037037037,0.3699537037037037,0.2197411111111111,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,with_workers
UwV83HsGsw3,q_0.850,all,62,186,23,18,45,45,50,2,37,23,2,2,2,0,0.0,11.0,0.0984095977698128,0.6270930655117481,0.1492404405615292,0.5588812524890482,-0.4778526249502189,0.4604716547192354,0.3749537037037036,0.3749537037037037,0.2016784692353643,0.1513978494623656,31.0,93.0,62.0,31.0,31.0,0.0,0.0,0.0,271.0,1114.0,,4.11070110701107,with_workers
UwV83HsGsw3,q_0.850,1,6,30,23,18,45,45,45,1,3,2,1,1,1,0,0.0,5.0,0.140037037037037,0.6819444444444445,0.1988199588477366,0.618008230452675,-0.4831244855967078,0.477971193415638,0.3749537037037036,0.3749537037037037,0.1954753086419753,0.2444444444444444,5.0,15.0,10.0,5.0,5.0,0.0,0.0,0.0,55.0,125.0,,2.272727272727273,with_workers
