config,lookahead,min_support,epsilon,budget_scope,mode,cohort,inventory_image_n,evaluable_window_image_n,no_future_window_images,identified_images,finite_interval_images,unknown_images,not_reached_images
q_0.800,5,1,0.2,own_full_n,without_workers,all_positive,196,80,116,34,0,9,37
q_0.800,5,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,22,0,9,24
q_0.800,5,1,0.2,own_full_n,without_workers,low_n_1_to15,141,25,116,12,0,0,13
q_0.800,5,2,0.05,own_full_n,without_workers,all_positive,196,80,116,12,9,32,27
q_0.800,5,2,0.05,own_full_n,without_workers,dense_ge16,55,55,0,12,9,9,25
q_0.800,5,2,0.05,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.800,5,2,0.1,own_full_n,without_workers,all_positive,196,80,116,14,9,32,25
q_0.800,5,2,0.1,own_full_n,without_workers,dense_ge16,55,55,0,14,9,9,23
q_0.800,5,2,0.1,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.800,5,2,0.2,own_full_n,without_workers,all_positive,196,80,116,13,13,32,22
q_0.800,5,2,0.2,own_full_n,without_workers,dense_ge16,55,55,0,13,13,9,20
q_0.800,5,2,0.2,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.800,5,3,0.05,own_full_n,without_workers,all_positive,196,80,116,15,9,34,22
q_0.800,5,3,0.05,own_full_n,without_workers,dense_ge16,55,55,0,15,9,9,22
q_0.800,5,3,0.05,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.800,5,3,0.1,own_full_n,without_workers,all_positive,196,80,116,20,9,34,17
q_0.800,5,3,0.1,own_full_n,without_workers,dense_ge16,55,55,0,20,9,9,17
q_0.800,5,3,0.1,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.800,5,3,0.2,own_full_n,without_workers,all_positive,196,80,116,9,25,34,12
q_0.800,5,3,0.2,own_full_n,without_workers,dense_ge16,55,55,0,9,25,9,12
q_0.800,5,3,0.2,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,25,0
ospa30_t6,5,1,0.05,own_full_n,without_workers,all_positive,196,80,116,19,0,9,52
ospa30_t6,5,1,0.05,own_full_n,without_workers,dense_ge16,55,55,0,10,0,9,36
ospa30_t6,5,1,0.05,own_full_n,without_workers,low_n_1_to15,141,25,116,9,0,0,16
ospa30_t6,5,1,0.1,own_full_n,without_workers,all_positive,196,80,116,19,0,9,52
ospa30_t6,5,1,0.1,own_full_n,without_workers,dense_ge16,55,55,0,10,0,9,36
ospa30_t6,5,1,0.1,own_full_n,without_workers,low_n_1_to15,141,25,116,9,0,0,16
ospa30_t6,5,1,0.2,own_full_n,without_workers,all_positive,196,80,116,19,0,9,52
ospa30_t6,5,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,10,0,9,36
ospa30_t6,5,1,0.2,own_full_n,without_workers,low_n_1_to15,141,25,116,9,0,0,16
ospa30_t6,5,2,0.05,own_full_n,without_workers,all_positive,196,80,116,8,6,35,31
ospa30_t6,5,2,0.05,own_full_n,without_workers,dense_ge16,55,55,0,8,6,12,29
ospa30_t6,5,2,0.05,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,23,2
ospa30_t6,5,2,0.1,own_full_n,without_workers,all_positive,196,80,116,10,6,35,29
ospa30_t6,5,2,0.1,own_full_n,without_workers,dense_ge16,55,55,0,10,6,12,27
ospa30_t6,5,2,0.1,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,23,2
ospa30_t6,5,2,0.2,own_full_n,without_workers,all_positive,196,80,116,8,10,35,27
ospa30_t6,5,2,0.2,own_full_n,without_workers,dense_ge16,55,55,0,8,10,12,25
ospa30_t6,5,2,0.2,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,23,2
ospa30_t6,5,3,0.05,own_full_n,without_workers,all_positive,196,80,116,9,6,37,28
ospa30_t6,5,3,0.05,own_full_n,without_workers,dense_ge16,55,55,0,9,6,12,28
ospa30_t6,5,3,0.05,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,25,0
ospa30_t6,5,3,0.1,own_full_n,without_workers,all_positive,196,80,116,9,7,38,26
ospa30_t6,5,3,0.1,own_full_n,without_workers,dense_ge16,55,55,0,9,7,13,26
ospa30_t6,5,3,0.1,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,25,0
ospa30_t6,5,3,0.2,own_full_n,without_workers,all_positive,196,80,116,7,16,40,17
ospa30_t6,5,3,0.2,own_full_n,without_workers,dense_ge16,55,55,0,7,16,15,17
ospa30_t6,5,3,0.2,own_full_n,without_workers,low_n_1_to15,141,25,116,0,0,25,0
ospa30_t6,1,1,0.05,paired_common_n,with_workers,all_positive,196,176,20,71,0,17,88
ospa30_t6,1,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,24,0,16,15
ospa30_t6,1,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,47,0,1,73
ospa30_t6,1,1,0.1,paired_common_n,with_workers,all_positive,196,176,20,70,3,17,86
ospa30_t6,1,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,21,3,16,15
ospa30_t6,1,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,49,0,1,71
ospa30_t6,1,1,0.2,paired_common_n,with_workers,all_positive,196,176,20,84,2,17,73
ospa30_t6,1,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,22,2,16,15
ospa30_t6,1,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,62,0,1,58
ospa30_t6,1,2,0.05,paired_common_n,with_workers,all_positive,196,176,20,31,42,48,55
ospa30_t6,1,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,21,15,14,5
ospa30_t6,1,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,10,27,34,50
ospa30_t6,1,2,0.1,paired_common_n,with_workers,all_positive,196,176,20,23,53,48,52
ospa30_t6,1,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,12,25,14,4
ospa30_t6,1,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,11,28,34,48
ospa30_t6,1,2,0.2,paired_common_n,with_workers,all_positive,196,176,20,36,57,55,28
ospa30_t6,1,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,9,28,14,4
ospa30_t6,1,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,27,29,41,24
ospa30_t6,1,3,0.05,paired_common_n,with_workers,all_positive,196,176,20,25,43,72,36
ospa30_t6,1,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,17,20,13,5
ospa30_t6,1,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,8,23,59,31
ospa30_t6,1,3,0.1,paired_common_n,with_workers,all_positive,196,176,20,16,52,72,36
ospa30_t6,1,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,8,29,13,5
ospa30_t6,1,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,8,23,59,31
ospa30_t6,1,3,0.2,paired_common_n,with_workers,all_positive,196,176,20,14,67,86,9
ospa30_t6,1,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,3,34,13,5
ospa30_t6,1,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,11,33,73,4
ospa30_t6,2,1,0.05,paired_common_n,with_workers,all_positive,196,153,43,41,0,11,101
ospa30_t6,2,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,14,0,10,31
ospa30_t6,2,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,27,0,1,70
ospa30_t6,2,1,0.1,paired_common_n,with_workers,all_positive,196,153,43,45,0,13,95
ospa30_t6,2,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,18,0,12,25
ospa30_t6,2,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,27,0,1,70
ospa30_t6,2,1,0.2,paired_common_n,with_workers,all_positive,196,153,43,48,1,13,91
ospa30_t6,2,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,17,1,12,25
ospa30_t6,2,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,31,0,1,66
ospa30_t6,2,2,0.05,paired_common_n,with_workers,all_positive,196,153,43,14,24,33,82
ospa30_t6,2,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,14,3,12,26
ospa30_t6,2,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,21,21,56
ospa30_t6,2,2,0.1,paired_common_n,with_workers,all_positive,196,153,43,22,25,39,67
ospa30_t6,2,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,22,4,18,11
ospa30_t6,2,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,21,21,56
ospa30_t6,2,2,0.2,paired_common_n,with_workers,all_positive,196,153,43,18,37,39,59
ospa30_t6,2,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,10,16,18,11
ospa30_t6,2,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,8,21,21,48
ospa30_t6,2,3,0.05,paired_common_n,with_workers,all_positive,196,153,43,14,25,67,47
ospa30_t6,2,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,14,4,14,23
ospa30_t6,2,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,21,53,24
ospa30_t6,2,3,0.1,paired_common_n,with_workers,all_positive,196,153,43,10,39,68,36
ospa30_t6,2,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,10,18,15,12
ospa30_t6,2,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,21,53,24
ospa30_t6,2,3,0.2,paired_common_n,with_workers,all_positive,196,153,43,3,48,78,24
ospa30_t6,2,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,3,25,15,12
ospa30_t6,2,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,23,63,12
q_0.800,1,1,0.05,paired_common_n,with_workers,all_positive,196,176,20,98,0,15,63
q_0.800,1,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,40,0,13,2
q_0.800,1,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,58,0,2,61
q_0.800,1,1,0.1,paired_common_n,with_workers,all_positive,196,176,20,100,1,15,60
q_0.800,1,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,39,1,13,2
q_0.800,1,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,61,0,2,58
q_0.800,1,1,0.2,paired_common_n,with_workers,all_positive,196,176,20,110,1,15,50
q_0.800,1,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,39,1,13,2
q_0.800,1,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,71,0,2,48
q_0.800,1,2,0.05,paired_common_n,with_workers,all_positive,196,176,20,43,44,42,47
q_0.800,1,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,30,10,13,2
q_0.800,1,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,13,34,29,45
q_0.800,1,2,0.1,paired_common_n,with_workers,all_positive,196,176,20,32,59,42,43
q_0.800,1,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,18,23,13,1
q_0.800,1,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,14,36,29,42
q_0.800,1,2,0.2,paired_common_n,with_workers,all_positive,196,176,20,45,61,49,21
q_0.800,1,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,17,24,13,1
q_0.800,1,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,28,37,36,20
q_0.800,1,3,0.05,paired_common_n,with_workers,all_positive,196,176,20,31,51,65,29
q_0.800,1,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,23,18,13,1
q_0.800,1,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,8,33,52,28
q_0.800,1,3,0.1,paired_common_n,with_workers,all_positive,196,176,20,23,59,65,29
q_0.800,1,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,15,26,13,1
q_0.800,1,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,8,33,52,28
q_0.800,1,3,0.2,paired_common_n,with_workers,all_positive,196,176,20,18,72,80,6
q_0.800,1,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,9,32,13,1
q_0.800,1,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,9,40,67,5
q_0.800,2,1,0.05,paired_common_n,with_workers,all_positive,196,153,43,57,0,13,83
q_0.800,2,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,23,0,12,20
q_0.800,2,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,34,0,1,63
q_0.800,2,1,0.1,paired_common_n,with_workers,all_positive,196,153,43,70,0,14,69
q_0.800,2,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,36,0,13,6
q_0.800,2,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,34,0,1,63
q_0.800,2,1,0.2,paired_common_n,with_workers,all_positive,196,153,43,72,0,14,67
q_0.800,2,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,36,0,13,6
q_0.800,2,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,36,0,1,61
q_0.800,2,2,0.05,paired_common_n,with_workers,all_positive,196,153,43,20,34,26,73
q_0.800,2,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,20,6,12,17
q_0.800,2,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,28,14,56
q_0.800,2,2,0.1,paired_common_n,with_workers,all_positive,196,153,43,28,35,26,64
q_0.800,2,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,28,7,12,8
q_0.800,2,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,28,14,56
q_0.800,2,2,0.2,paired_common_n,with_workers,all_positive,196,153,43,22,51,27,53
q_0.800,2,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,12,23,12,8
q_0.800,2,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,10,28,15,45
q_0.800,2,3,0.05,paired_common_n,with_workers,all_positive,196,153,43,20,33,60,40
q_0.800,2,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,20,6,12,17
q_0.800,2,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,27,48,23
q_0.800,2,3,0.1,paired_common_n,with_workers,all_positive,196,153,43,19,42,60,32
q_0.800,2,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,19,15,12,9
q_0.800,2,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,27,48,23
q_0.800,2,3,0.2,paired_common_n,with_workers,all_positive,196,153,43,8,56,69,20
q_0.800,2,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,8,26,12,9
q_0.800,2,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,30,57,11
q_0.850,1,1,0.05,paired_common_n,with_workers,all_positive,196,176,20,95,0,17,64
q_0.850,1,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,40,0,13,2
q_0.850,1,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,55,0,4,62
q_0.850,1,1,0.1,paired_common_n,with_workers,all_positive,196,176,20,96,1,17,62
q_0.850,1,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,39,1,13,2
q_0.850,1,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,57,0,4,60
q_0.850,1,1,0.2,paired_common_n,with_workers,all_positive,196,176,20,107,1,17,51
q_0.850,1,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,39,1,13,2
q_0.850,1,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,68,0,4,49
q_0.850,1,2,0.05,paired_common_n,with_workers,all_positive,196,176,20,42,42,43,49
q_0.850,1,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,30,10,12,3
q_0.850,1,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,12,32,31,46
q_0.850,1,2,0.1,paired_common_n,with_workers,all_positive,196,176,20,31,56,43,46
q_0.850,1,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,19,22,12,2
q_0.850,1,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,12,34,31,44
q_0.850,1,2,0.2,paired_common_n,with_workers,all_positive,196,176,20,45,58,50,23
q_0.850,1,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,18,23,12,2
q_0.850,1,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,27,35,38,21
q_0.850,1,3,0.05,paired_common_n,with_workers,all_positive,196,176,20,32,47,67,30
q_0.850,1,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,24,17,13,1
q_0.850,1,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,8,30,54,29
q_0.850,1,3,0.1,paired_common_n,with_workers,all_positive,196,176,20,24,55,67,30
q_0.850,1,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,16,25,13,1
q_0.850,1,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,8,30,54,29
q_0.850,1,3,0.2,paired_common_n,with_workers,all_positive,196,176,20,18,69,84,5
q_0.850,1,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,9,32,13,1
q_0.850,1,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,9,37,71,4
q_0.850,2,1,0.05,paired_common_n,with_workers,all_positive,196,153,43,53,0,14,86
q_0.850,2,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,21,0,12,22
q_0.850,2,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,32,0,2,64
q_0.850,2,1,0.1,paired_common_n,with_workers,all_positive,196,153,43,66,0,14,73
q_0.850,2,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,34,0,12,9
q_0.850,2,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,32,0,2,64
q_0.850,2,1,0.2,paired_common_n,with_workers,all_positive,196,153,43,68,0,14,71
q_0.850,2,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,34,0,12,9
q_0.850,2,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,34,0,2,62
q_0.850,2,2,0.05,paired_common_n,with_workers,all_positive,196,153,43,20,32,27,74
q_0.850,2,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,20,6,12,17
q_0.850,2,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,26,15,57
q_0.850,2,2,0.1,paired_common_n,with_workers,all_positive,196,153,43,28,33,27,65
q_0.850,2,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,28,7,12,8
q_0.850,2,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,26,15,57
q_0.850,2,2,0.2,paired_common_n,with_workers,all_positive,196,153,43,22,48,29,54
q_0.850,2,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,13,22,12,8
q_0.850,2,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,9,26,17,46
q_0.850,2,3,0.05,paired_common_n,with_workers,all_positive,196,153,43,20,31,62,40
q_0.850,2,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,20,6,12,17
q_0.850,2,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,25,50,23
q_0.850,2,3,0.1,paired_common_n,with_workers,all_positive,196,153,43,19,40,63,31
q_0.850,2,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,19,15,13,8
q_0.850,2,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,25,50,23
q_0.850,2,3,0.2,paired_common_n,with_workers,all_positive,196,153,43,8,54,72,19
q_0.850,2,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,8,26,13,8
q_0.850,2,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,28,59,11
q_0.900,1,1,0.05,paired_common_n,with_workers,all_positive,196,176,20,91,1,16,68
q_0.900,1,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,37,1,14,3
q_0.900,1,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,54,0,2,65
q_0.900,1,1,0.1,paired_common_n,with_workers,all_positive,196,176,20,93,1,16,66
q_0.900,1,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,37,1,14,3
q_0.900,1,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,56,0,2,63
q_0.900,1,1,0.2,paired_common_n,with_workers,all_positive,196,176,20,105,1,16,54
q_0.900,1,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,37,1,14,3
q_0.900,1,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,68,0,2,51
q_0.900,1,2,0.05,paired_common_n,with_workers,all_positive,196,176,20,38,43,43,52
q_0.900,1,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,27,11,14,3
q_0.900,1,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,11,32,29,49
q_0.900,1,2,0.1,paired_common_n,with_workers,all_positive,196,176,20,27,57,43,49
q_0.900,1,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,17,22,14,2
q_0.900,1,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,10,35,29,47
q_0.900,1,2,0.2,paired_common_n,with_workers,all_positive,196,176,20,43,59,50,24
q_0.900,1,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,16,23,14,2
q_0.900,1,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,27,36,36,22
q_0.900,1,3,0.05,paired_common_n,with_workers,all_positive,196,176,20,29,47,66,34
q_0.900,1,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,22,17,14,2
q_0.900,1,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,7,30,52,32
q_0.900,1,3,0.1,paired_common_n,with_workers,all_positive,196,176,20,21,55,66,34
q_0.900,1,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,14,25,14,2
q_0.900,1,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,7,30,52,32
q_0.900,1,3,0.2,paired_common_n,with_workers,all_positive,196,176,20,15,70,85,6
q_0.900,1,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,7,32,14,2
q_0.900,1,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,8,38,71,4
q_0.900,2,1,0.05,paired_common_n,with_workers,all_positive,196,153,43,51,1,15,86
q_0.900,2,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,19,1,14,21
q_0.900,2,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,32,0,1,65
q_0.900,2,1,0.1,paired_common_n,with_workers,all_positive,196,153,43,59,2,15,77
q_0.900,2,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,27,2,14,12
q_0.900,2,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,32,0,1,65
q_0.900,2,1,0.2,paired_common_n,with_workers,all_positive,196,153,43,62,2,15,74
q_0.900,2,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,27,2,14,12
q_0.900,2,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,35,0,1,62
q_0.900,2,2,0.05,paired_common_n,with_workers,all_positive,196,153,43,20,31,28,74
q_0.900,2,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,20,5,14,16
q_0.900,2,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,26,14,58
q_0.900,2,2,0.1,paired_common_n,with_workers,all_positive,196,153,43,28,32,29,64
q_0.900,2,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,28,6,15,6
q_0.900,2,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,26,14,58
q_0.900,2,2,0.2,paired_common_n,with_workers,all_positive,196,153,43,22,47,30,54
q_0.900,2,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,13,21,15,6
q_0.900,2,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,9,26,15,48
q_0.900,2,3,0.05,paired_common_n,with_workers,all_positive,196,153,43,21,30,65,37
q_0.900,2,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,21,5,14,15
q_0.900,2,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,25,51,22
q_0.900,2,3,0.1,paired_common_n,with_workers,all_positive,196,153,43,18,40,65,30
q_0.900,2,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,18,15,14,8
q_0.900,2,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,25,51,22
q_0.900,2,3,0.2,paired_common_n,with_workers,all_positive,196,153,43,8,54,73,18
q_0.900,2,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,8,25,14,8
q_0.900,2,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,98,43,0,29,59,10
q_0.925,1,1,0.05,paired_common_n,with_workers,all_positive,196,176,20,86,1,19,70
q_0.925,1,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,34,1,17,3
q_0.925,1,1,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,52,0,2,67
q_0.925,1,1,0.1,paired_common_n,with_workers,all_positive,196,176,20,87,2,19,68
q_0.925,1,1,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,33,2,17,3
q_0.925,1,1,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,54,0,2,65
q_0.925,1,1,0.2,paired_common_n,with_workers,all_positive,196,176,20,100,2,19,55
q_0.925,1,1,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,33,2,17,3
q_0.925,1,1,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,67,0,2,52
q_0.925,1,2,0.05,paired_common_n,with_workers,all_positive,196,176,20,34,43,46,53
q_0.925,1,2,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,24,12,16,3
q_0.925,1,2,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,10,31,30,50
q_0.925,1,2,0.1,paired_common_n,with_workers,all_positive,196,176,20,24,56,46,50
q_0.925,1,2,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,14,23,16,2
q_0.925,1,2,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,10,33,30,48
q_0.925,1,2,0.2,paired_common_n,with_workers,all_positive,196,176,20,40,58,53,25
q_0.925,1,2,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,13,24,16,2
q_0.925,1,2,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,27,34,37,23
q_0.925,1,3,0.05,paired_common_n,with_workers,all_positive,196,176,20,28,45,71,32
q_0.925,1,3,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,21,17,16,1
q_0.925,1,3,0.05,paired_common_n,with_workers,low_n_1_to15,141,121,20,7,28,55,31
q_0.925,1,3,0.1,paired_common_n,with_workers,all_positive,196,176,20,19,54,71,32
q_0.925,1,3,0.1,paired_common_n,with_workers,dense_ge16,55,55,0,12,26,16,1
q_0.925,1,3,0.1,paired_common_n,with_workers,low_n_1_to15,141,121,20,7,28,55,31
q_0.925,1,3,0.2,paired_common_n,with_workers,all_positive,196,176,20,14,69,88,5
q_0.925,1,3,0.2,paired_common_n,with_workers,dense_ge16,55,55,0,6,32,16,1
q_0.925,1,3,0.2,paired_common_n,with_workers,low_n_1_to15,141,121,20,8,37,72,4
q_0.925,2,1,0.05,paired_common_n,with_workers,all_positive,196,153,43,49,0,18,86
q_0.925,2,1,0.05,paired_common_n,with_workers,dense_ge16,55,55,0,18,0,17,20
