image_id,building_id,config,lookahead,min_support,epsilon,people_budget,k_max,possible_onset,conservative_onset,identified_onset,onset_status,onset_detail,mean_unknown_width,mode,budget_scope
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,2,3,0.05,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,2,3,0.1,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,2,3,0.2,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,1,0.05,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,1,0.1,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,1,0.2,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,2,0.05,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,2,0.1,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,2,0.2,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.925,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,1,0.05,5,4,4.0,4.0,4.0,identified,identified,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,1,0.1,5,4,4.0,4.0,4.0,identified,identified,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,1,0.2,5,4,4.0,4.0,4.0,identified,identified,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,2,0.05,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,2,0.1,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,2,0.2,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,3,0.05,5,4,4.0,4.0,4.0,identified,identified,0.6525,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,3,0.1,5,4,4.0,4.0,4.0,identified,identified,0.6525,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,1,3,0.2,5,4,4.0,4.0,4.0,identified,identified,0.6525,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,1,0.05,5,3,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,1,0.1,5,3,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,1,0.2,5,3,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,2,0.05,5,3,,,,not_reached,not_reached,0.4633333333333334,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,2,0.1,5,3,,,,not_reached,not_reached,0.4633333333333334,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,2,0.2,5,3,,,,not_reached,not_reached,0.4633333333333334,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,3,0.05,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,3,0.1,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,2,3,0.2,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,1,0.05,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,1,0.1,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,1,0.2,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,2,0.05,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,2,0.1,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,2,0.2,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.950,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,1,0.05,5,4,4.0,4.0,4.0,identified,identified,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,1,0.1,5,4,4.0,4.0,4.0,identified,identified,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,1,0.2,5,4,4.0,4.0,4.0,identified,identified,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,2,0.05,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,2,0.1,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,2,0.2,5,4,4.0,4.0,4.0,identified,identified,0.34750000000000003,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,3,0.05,5,4,4.0,4.0,4.0,identified,identified,0.6525,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,3,0.1,5,4,4.0,4.0,4.0,identified,identified,0.6525,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,1,3,0.2,5,4,4.0,4.0,4.0,identified,identified,0.6525,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,1,0.05,5,3,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,1,0.1,5,3,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,1,0.2,5,3,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,2,0.05,5,3,,,,not_reached,not_reached,0.4633333333333334,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,2,0.1,5,3,,,,not_reached,not_reached,0.4633333333333334,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,2,0.2,5,3,,,,not_reached,not_reached,0.4633333333333334,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,3,0.05,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,3,0.1,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,2,3,0.2,5,3,,,,not_reached,not_reached,0.87,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,1,0.05,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,1,0.1,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,1,0.2,5,2,,,,not_reached,not_reached,0.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,2,0.05,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,2,0.1,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,2,0.2,5,2,,,,not_reached,not_reached,0.6950000000000001,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,3,0.05,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,3,0.1,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,q_0.975,3,3,0.2,5,2,1.0,,,unknown,unknown,1.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,1,0.05,24,23,13.0,,,unknown,unknown,0.20717391304347824,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,1,0.1,24,23,6.0,,,unknown,unknown,0.20717391304347824,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,1,0.2,24,23,3.0,,,unknown,unknown,0.20717391304347824,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,2,0.05,24,23,13.0,23.0,,unknown,finite_interval,0.2752173913043478,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,2,0.1,24,23,6.0,23.0,,unknown,finite_interval,0.27521739130434786,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,2,0.2,24,23,5.0,23.0,,unknown,finite_interval,0.2752173913043478,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,3,0.05,24,23,13.0,23.0,,unknown,finite_interval,0.341304347826087,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,3,0.1,24,23,8.0,23.0,,unknown,finite_interval,0.341304347826087,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,1,3,0.2,24,23,1.0,23.0,,unknown,finite_interval,0.341304347826087,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,1,0.05,24,22,,,,not_reached,not_reached,0.23977272727272733,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,1,0.1,24,22,10.0,,,unknown,unknown,0.23977272727272733,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,1,0.2,24,22,5.0,,,unknown,unknown,0.23977272727272733,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,2,0.05,24,22,16.0,,,unknown,unknown,0.30909090909090914,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,2,0.1,24,22,10.0,,,unknown,unknown,0.30909090909090914,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,2,0.2,24,22,6.0,,,unknown,unknown,0.30909090909090914,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,3,0.05,24,22,16.0,,,unknown,unknown,0.3759090909090909,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,3,0.1,24,22,10.0,,,unknown,unknown,0.3759090909090909,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,2,3,0.2,24,22,8.0,,,unknown,unknown,0.3759090909090909,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,1,0.05,24,21,,,,not_reached,not_reached,0.2707142857142857,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,1,0.1,24,21,,,,not_reached,not_reached,0.2707142857142857,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,1,0.2,24,21,6.0,,,unknown,unknown,0.2707142857142857,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,2,0.05,24,21,,,,not_reached,not_reached,0.3411904761904762,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,2,0.1,24,21,10.0,,,unknown,unknown,0.3411904761904762,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,2,0.2,24,21,6.0,,,unknown,unknown,0.34119047619047616,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,3,0.05,24,21,,,,not_reached,not_reached,0.40880952380952384,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,3,0.1,24,21,11.0,,,unknown,unknown,0.40880952380952384,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,3,3,0.2,24,21,9.0,,,unknown,unknown,0.40880952380952384,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,1,0.05,24,19,,,,not_reached,not_reached,0.32815789473684215,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,1,0.1,24,19,,,,not_reached,not_reached,0.32815789473684215,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,1,0.2,24,19,,,,not_reached,not_reached,0.32815789473684215,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,2,0.05,24,19,,,,not_reached,not_reached,0.4002631578947368,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,2,0.1,24,19,14.0,,,unknown,unknown,0.4002631578947368,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,2,0.2,24,19,7.0,,,unknown,unknown,0.4002631578947369,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,3,0.05,24,19,,,,not_reached,not_reached,0.47105263157894733,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,3,0.1,24,19,14.0,,,unknown,unknown,0.47105263157894733,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,ospa30_t6,5,3,0.2,24,19,10.0,,,unknown,unknown,0.47105263157894733,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,1,0.05,24,23,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,1,0.1,24,23,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,1,0.2,24,23,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,2,0.05,24,23,1.0,2.0,,unknown,finite_interval,0.04695652173913044,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,2,0.1,24,23,1.0,2.0,,unknown,finite_interval,0.04695652173913044,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,2,0.2,24,23,1.0,2.0,,unknown,finite_interval,0.04695652173913044,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,3,0.05,24,23,1.0,3.0,,unknown,finite_interval,0.09239130434782608,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,3,0.1,24,23,1.0,3.0,,unknown,finite_interval,0.09239130434782608,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,1,3,0.2,24,23,1.0,3.0,,unknown,finite_interval,0.09239130434782608,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,1,0.05,24,22,6.0,6.0,6.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,1,0.1,24,22,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,1,0.2,24,22,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,2,0.05,24,22,6.0,6.0,6.0,identified,identified,0.049090909090909095,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,2,0.1,24,22,1.0,2.0,,unknown,finite_interval,0.049090909090909095,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,2,0.2,24,22,1.0,2.0,,unknown,finite_interval,0.049090909090909095,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,3,0.05,24,22,6.0,6.0,6.0,identified,identified,0.09659090909090909,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,3,0.1,24,22,1.0,3.0,,unknown,finite_interval,0.09659090909090909,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,2,3,0.2,24,22,1.0,3.0,,unknown,finite_interval,0.09659090909090909,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,1,0.05,24,21,7.0,7.0,7.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,1,0.1,24,21,5.0,5.0,5.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,1,0.2,24,21,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,2,0.05,24,21,7.0,7.0,7.0,identified,identified,0.051428571428571435,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,2,0.1,24,21,5.0,5.0,5.0,identified,identified,0.051428571428571435,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,2,0.2,24,21,1.0,2.0,,unknown,finite_interval,0.051428571428571435,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,3,0.05,24,21,7.0,7.0,7.0,identified,identified,0.10119047619047619,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,3,0.1,24,21,5.0,5.0,5.0,identified,identified,0.10119047619047619,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,3,3,0.2,24,21,1.0,3.0,,unknown,finite_interval,0.10119047619047619,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,1,0.05,24,19,16.0,16.0,16.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,1,0.1,24,19,16.0,16.0,16.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,1,0.2,24,19,16.0,16.0,16.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,2,0.05,24,19,15.0,15.0,15.0,identified,identified,0.056842105263157895,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,2,0.1,24,19,5.0,5.0,5.0,identified,identified,0.056842105263157895,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,2,0.2,24,19,1.0,2.0,,unknown,finite_interval,0.056842105263157895,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,3,0.05,24,19,15.0,15.0,15.0,identified,identified,0.1118421052631579,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,3,0.1,24,19,5.0,5.0,5.0,identified,identified,0.1118421052631579,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.800,5,3,0.2,24,19,1.0,3.0,,unknown,finite_interval,0.1118421052631579,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.850,1,1,0.05,24,23,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.850,1,1,0.1,24,23,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.850,1,1,0.2,24,23,1.0,1.0,1.0,identified,identified,0.0,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.850,1,2,0.05,24,23,1.0,2.0,,unknown,finite_interval,0.04695652173913044,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.850,1,2,0.1,24,23,1.0,2.0,,unknown,finite_interval,0.04695652173913044,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.850,1,2,0.2,24,23,1.0,2.0,,unknown,finite_interval,0.04695652173913044,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.850,1,3,0.05,24,23,1.0,3.0,,unknown,finite_interval,0.09239130434782608,with_workers,paired_common_n
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,q_0.850,1,3,0.1,24,23,1.0,3.0,,unknown,finite_interval,0.09239130434782608,with_workers,paired_common_n
