image_id,building_id,config,lookahead,min_support,epsilon,people_budget,k_max,possible_onset,conservative_onset,identified_onset,onset_status,onset_detail,mean_unknown_width,point_view,mode
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,1,0.05,25,24,18.0,,,unknown,unknown,0.3841666666666666,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,1,0.1,25,24,18.0,,,unknown,unknown,0.3841666666666667,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,1,0.2,25,24,18.0,,,unknown,unknown,0.3841666666666666,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,0.05,25,24,19.0,,,unknown,unknown,0.6189583333333334,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,0.1,25,24,9.0,,,unknown,unknown,0.6189583333333334,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,2,0.2,25,24,1.0,,,unknown,unknown,0.6189583333333334,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,0.05,25,24,19.0,,,unknown,unknown,0.8258333333333332,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,0.1,25,24,1.0,,,unknown,unknown,0.8258333333333332,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,1,3,0.2,25,24,1.0,,,unknown,unknown,0.8258333333333332,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,0.05,25,23,21.0,,,unknown,unknown,0.4121739130434783,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,0.1,25,23,19.0,,,unknown,unknown,0.4121739130434783,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,1,0.2,25,23,19.0,,,unknown,unknown,0.4121739130434783,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,0.05,25,23,21.0,,,unknown,unknown,0.6534782608695651,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,0.1,25,23,18.0,,,unknown,unknown,0.6534782608695651,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,2,0.2,25,23,15.0,,,unknown,unknown,0.6534782608695652,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,0.05,25,23,21.0,,,unknown,unknown,0.8495652173913042,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,0.1,25,23,17.0,,,unknown,unknown,0.8495652173913042,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,2,3,0.2,25,23,1.0,,,unknown,unknown,0.8495652173913042,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,0.05,25,22,19.0,,,unknown,unknown,0.44045454545454543,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,0.1,25,22,19.0,,,unknown,unknown,0.44045454545454543,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,1,0.2,25,22,19.0,,,unknown,unknown,0.44045454545454543,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,0.05,25,22,19.0,,,unknown,unknown,0.6868181818181818,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,0.1,25,22,19.0,,,unknown,unknown,0.6868181818181818,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,2,0.2,25,22,14.0,,,unknown,unknown,0.6868181818181818,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,0.05,25,22,19.0,,,unknown,unknown,0.8711363636363637,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,0.1,25,22,19.0,,,unknown,unknown,0.8711363636363637,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,3,3,0.2,25,22,1.0,,,unknown,unknown,0.8711363636363637,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,0.05,25,20,17.0,,,unknown,unknown,0.496,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,0.1,25,20,17.0,,,unknown,unknown,0.496,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,1,0.2,25,20,17.0,,,unknown,unknown,0.496,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,0.05,25,20,17.0,,,unknown,unknown,0.7470000000000001,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,0.1,25,20,17.0,,,unknown,unknown,0.7470000000000001,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,2,0.2,25,20,16.0,,,unknown,unknown,0.747,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,3,0.05,25,20,16.0,,,unknown,unknown,0.9075,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,3,0.1,25,20,16.0,,,unknown,unknown,0.9075,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.975,5,3,0.2,25,20,1.0,,,unknown,unknown,0.9075,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,1,0.05,25,24,18.0,,,unknown,unknown,0.33499999999999996,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,1,0.1,25,24,14.0,,,unknown,unknown,0.335,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,1,0.2,25,24,14.0,,,unknown,unknown,0.33499999999999996,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,2,0.05,25,24,18.0,,,unknown,unknown,0.48625,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,2,0.1,25,24,13.0,,,unknown,unknown,0.4862499999999999,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,2,0.2,25,24,13.0,,,unknown,unknown,0.4862499999999999,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,3,0.05,25,24,18.0,,,unknown,unknown,0.644375,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,3,0.1,25,24,14.0,,,unknown,unknown,0.644375,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,1,3,0.2,25,24,14.0,,,unknown,unknown,0.644375,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,1,0.05,25,23,21.0,,,unknown,unknown,0.3495652173913043,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,1,0.1,25,23,17.0,,,unknown,unknown,0.3495652173913043,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,1,0.2,25,23,17.0,,,unknown,unknown,0.3495652173913043,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,2,0.05,25,23,21.0,,,unknown,unknown,0.5063043478260869,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,2,0.1,25,23,16.0,,,unknown,unknown,0.5063043478260869,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,2,0.2,25,23,16.0,,,unknown,unknown,0.5063043478260869,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,3,0.05,25,23,21.0,,,unknown,unknown,0.6671739130434782,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,3,0.1,25,23,17.0,,,unknown,unknown,0.6671739130434782,confirmed_additions,with_workers
