image_id,building_id,config,lookahead,min_support,epsilon,people_budget,k_max,possible_onset,conservative_onset,identified_onset,onset_status,onset_detail,mean_unknown_width,point_view,mode
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,2,3,0.2,25,23,16.0,,,unknown,unknown,0.6671739130434782,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,1,0.05,25,22,20.0,,,unknown,unknown,0.3654545454545454,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,1,0.1,25,22,19.0,,,unknown,unknown,0.3654545454545455,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,1,0.2,25,22,18.0,,,unknown,unknown,0.3654545454545454,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,2,0.05,25,22,20.0,,,unknown,unknown,0.5272727272727272,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,2,0.1,25,22,19.0,,,unknown,unknown,0.5272727272727272,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,2,0.2,25,22,16.0,,,unknown,unknown,0.5272727272727272,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,3,0.05,25,22,20.0,,,unknown,unknown,0.6911363636363638,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,3,0.1,25,22,19.0,,,unknown,unknown,0.6911363636363638,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,3,3,0.2,25,22,17.0,,,unknown,unknown,0.6911363636363638,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,1,0.05,25,20,18.0,,,unknown,unknown,0.402,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,1,0.1,25,20,18.0,,,unknown,unknown,0.402,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,1,0.2,25,20,17.0,,,unknown,unknown,0.402,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,2,0.05,25,20,18.0,,,unknown,unknown,0.5740000000000001,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,2,0.1,25,20,18.0,,,unknown,unknown,0.5740000000000001,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,2,0.2,25,20,16.0,,,unknown,unknown,0.5740000000000001,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,3,0.05,25,20,18.0,,,unknown,unknown,0.74,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,3,0.1,25,20,18.0,,,unknown,unknown,0.74,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.950,5,3,0.2,25,20,17.0,,,unknown,unknown,0.74,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,1,0.05,25,24,18.0,18.0,18.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,1,0.1,25,24,18.0,18.0,18.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,1,0.2,25,24,18.0,18.0,18.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,2,0.05,25,24,19.0,19.0,19.0,identified,identified,0.1420833333333333,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,2,0.1,25,24,19.0,19.0,19.0,identified,identified,0.14208333333333334,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,2,0.2,25,24,19.0,19.0,19.0,identified,identified,0.14208333333333334,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,3,0.05,25,24,19.0,19.0,19.0,identified,identified,0.31354166666666666,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,3,0.1,25,24,19.0,19.0,19.0,identified,identified,0.31354166666666666,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,1,3,0.2,25,24,19.0,19.0,19.0,identified,identified,0.31354166666666666,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,1,0.05,25,23,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,1,0.1,25,23,23.0,23.0,23.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,1,0.2,25,23,23.0,23.0,23.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,2,0.05,25,23,,,,not_reached,not_reached,0.1482608695652174,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,2,0.1,25,23,,,,not_reached,not_reached,0.1482608695652174,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,2,0.2,25,23,,,,not_reached,not_reached,0.1482608695652174,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,3,0.05,25,23,,,,not_reached,not_reached,0.32717391304347826,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,3,0.1,25,23,,,,not_reached,not_reached,0.32717391304347826,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,2,3,0.2,25,23,,,,not_reached,not_reached,0.32717391304347826,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,1,0.05,25,22,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,1,0.1,25,22,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,1,0.2,25,22,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,2,0.05,25,22,,,,not_reached,not_reached,0.155,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,2,0.1,25,22,,,,not_reached,not_reached,0.155,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,2,0.2,25,22,,,,not_reached,not_reached,0.155,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,3,0.05,25,22,,,,not_reached,not_reached,0.34204545454545454,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,3,0.1,25,22,,,,not_reached,not_reached,0.34204545454545454,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,3,3,0.2,25,22,,,,not_reached,not_reached,0.34204545454545454,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,1,0.05,25,20,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,1,0.1,25,20,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,1,0.2,25,20,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,2,0.05,25,20,,,,not_reached,not_reached,0.17049999999999998,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,2,0.1,25,20,,,,not_reached,not_reached,0.17049999999999998,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,2,0.2,25,20,,,,not_reached,not_reached,0.17049999999999998,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,3,0.05,25,20,,,,not_reached,not_reached,0.37625000000000003,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,3,0.1,25,20,,,,not_reached,not_reached,0.37625000000000003,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.925,5,3,0.2,25,20,,,,not_reached,not_reached,0.37625000000000003,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,1,0.05,25,24,18.0,18.0,18.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,1,0.1,25,24,18.0,18.0,18.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,1,0.2,25,24,18.0,18.0,18.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,2,0.05,25,24,19.0,19.0,19.0,identified,identified,0.1420833333333333,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,2,0.1,25,24,19.0,19.0,19.0,identified,identified,0.14208333333333334,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,2,0.2,25,24,19.0,19.0,19.0,identified,identified,0.14208333333333334,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,3,0.05,25,24,19.0,19.0,19.0,identified,identified,0.31354166666666666,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,3,0.1,25,24,19.0,19.0,19.0,identified,identified,0.31354166666666666,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,1,3,0.2,25,24,19.0,19.0,19.0,identified,identified,0.31354166666666666,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,1,0.05,25,23,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,1,0.1,25,23,23.0,23.0,23.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,1,0.2,25,23,23.0,23.0,23.0,identified,identified,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,2,0.05,25,23,,,,not_reached,not_reached,0.1482608695652174,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,2,0.1,25,23,,,,not_reached,not_reached,0.1482608695652174,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,2,0.2,25,23,,,,not_reached,not_reached,0.1482608695652174,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,3,0.05,25,23,,,,not_reached,not_reached,0.32717391304347826,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,3,0.1,25,23,,,,not_reached,not_reached,0.32717391304347826,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,2,3,0.2,25,23,,,,not_reached,not_reached,0.32717391304347826,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,1,0.05,25,22,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,1,0.1,25,22,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,1,0.2,25,22,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,2,0.05,25,22,,,,not_reached,not_reached,0.155,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,2,0.1,25,22,,,,not_reached,not_reached,0.155,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,2,0.2,25,22,,,,not_reached,not_reached,0.155,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,3,0.05,25,22,,,,not_reached,not_reached,0.34204545454545454,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,3,0.1,25,22,,,,not_reached,not_reached,0.34204545454545454,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,3,3,0.2,25,22,,,,not_reached,not_reached,0.34204545454545454,confirmed_additions,with_workers
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,q_0.900,5,1,0.05,25,20,,,,not_reached,not_reached,0.0,confirmed_additions,with_workers
