building_id,config,source_n,folds,target_appearances,common_people_budget,k_max,outside_pool_n,outside_group_n_min,outside_group_n_max,prediction_identified_folds,prediction_not_reached_folds,prediction_unknown_folds,prediction_lower_onset_finite_folds,prediction_both_onsets_finite_folds,prediction_onset_width_le2_folds,prediction_lower_crossing_lt5_folds,prediction_onset_width_mean_among_both_finite,prediction_lower_onset_mean_among_finite,same_error_lower,same_error_upper,outside_error_lower,outside_error_upper,benefit_lower,benefit_upper,same_prediction_unknown_mean,target_unknown_mean,outside_prediction_unknown_mean,outside_N_identified_prediction_fraction,target_N_identified_n,target_N_not_reached_n,target_N_unknown_n,target_N_both_finite_n,target_N_interval_width_le2_n,target_N_lower_crossing_lt5_n,N_identified_pairs,N_absolute_error_sum,outside_N_identified_pairs,outside_N_absolute_error_sum,N_MAE_identified,outside_N_MAE_identified,mode
7y3sRwLe3Va,ospa30_t6,all,6,9,24,19,35,35,50,1,4,1,1,1,1,0,0.0,5.0,0.2836184210526316,0.7765350877192981,0.1879634711779448,0.6491591478696743,-0.5885716165413534,0.3655407268170427,0.3064912280701754,0.3064912280701755,0.3296703007518797,0.1342857142857142,3.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,18.0,46.0,,2.555555555555556,with_workers
7y3sRwLe3Va,ospa30_t6,1,3,6,24,19,35,35,35,1,2,0,1,1,1,0,0.0,5.0,0.3124561403508772,0.8140350877192982,0.2024260651629072,0.6620551378446116,-0.611609022556391,0.3495989974937343,0.3064912280701754,0.3064912280701754,0.3218195488721804,0.2285714285714285,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,44.0,,2.75,with_workers
7y3sRwLe3Va,ospa30_t6,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.2547807017543859,0.7390350877192983,0.1735008771929824,0.636263157894737,-0.5655342105263158,0.3814824561403511,0.3064912280701754,0.3064912280701754,0.337521052631579,0.04,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,,1.0,with_workers
7y3sRwLe3Va,q_0.800,all,6,9,24,19,35,35,50,1,3,2,1,1,1,0,0.0,5.0,0.2993421052631579,0.7832894736842105,0.2193374686716792,0.6237046992481204,-0.5639520050125314,0.3243625939849624,0.2975438596491228,0.2975438596491228,0.2541620300751879,0.1842857142857143,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,23.0,76.0,,3.3043478260869565,with_workers
7y3sRwLe3Va,q_0.800,1,3,6,24,19,35,35,35,1,1,1,1,1,1,0,0.0,5.0,0.3245614035087719,0.8231578947368421,0.2328170426065162,0.6391278195488722,-0.5903408521303258,0.3145664160401002,0.2975438596491228,0.2975438596491228,0.2512556390977444,0.2285714285714285,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,16.0,50.0,,3.125,with_workers
7y3sRwLe3Va,q_0.800,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.2741228070175439,0.7434210526315789,0.2058578947368421,0.6082815789473686,-0.5375631578947367,0.3341587719298247,0.2975438596491228,0.2975438596491228,0.2570684210526315,0.14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,26.0,,3.7142857142857135,with_workers
7y3sRwLe3Va,q_0.850,all,6,9,24,19,35,35,50,1,3,2,1,1,1,0,0.0,5.0,0.2993421052631579,0.7832894736842105,0.2191008771929824,0.6234772556390978,-0.5641885964912281,0.3241351503759399,0.2975438596491228,0.2975438596491228,0.2547058270676691,0.1842857142857143,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,23.0,82.0,,3.565217391304348,with_workers
7y3sRwLe3Va,q_0.850,1,3,6,24,19,35,35,35,1,1,1,1,1,1,0,0.0,5.0,0.3245614035087719,0.8231578947368421,0.2324035087719298,0.6390325814536341,-0.5907543859649123,0.3144711779448622,0.2975438596491228,0.2975438596491228,0.2518195488721805,0.2285714285714285,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,16.0,50.0,,3.125,with_workers
7y3sRwLe3Va,q_0.850,2,3,3,24,19,35,50,50,0,2,1,0,0,0,0,,,0.2741228070175439,0.7434210526315789,0.2057982456140351,0.6079219298245614,-0.5376228070175438,0.3337991228070175,0.2975438596491228,0.2975438596491228,0.2575921052631578,0.14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,32.0,,4.571428571428571,with_workers
7y3sRwLe3Va,q_0.900,all,6,9,24,19,35,35,50,1,3,2,1,1,1,0,0.0,5.0,0.2919956140350877,0.7752412280701754,0.2034217418546365,0.6310095238095238,-0.5718194862155387,0.3390139097744361,0.2979824561403509,0.2979824561403509,0.2870462406015037,0.1985714285714285,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,25.0,100.0,,4.0,with_workers
