condition,feature,target,images,buildings,spearman,rank_residual_association_n_scene_building
manual,count_hohonet,full_p_by_8,133,20,-0.340166931225,-0.356214230898
manual,count_hohonet,core10_p_by_19,133,20,-0.295911543968,-0.262417253354
manual,count_hohonet,core_tail_10,133,20,-0.239158687148,-0.2077870375
manual,count_hohonet,late_quarter_new,133,20,0.489277624854,0.494995091881
manual,count_hohonet,half_tv_all,133,20,0.47015188799,0.505225947185
manual,count_hohonet,within_cluster_median,145,22,0.0997724424779,0.250740786171
manual,count_hohonet,singleton_share,187,22,0.255006269846,0.331923436949
manual,count_hohonet,point_count_disagreement,166,22,0.624577505431,0.53383005468
manual,count_yaw_range_hohonet,full_p_by_8,133,20,-0.127093643968,0.0324008671669
manual,count_yaw_range_hohonet,core10_p_by_19,133,20,-0.179413139324,-0.0787222190622
manual,count_yaw_range_hohonet,core_tail_10,133,20,-0.0916926476444,-0.113917894305
manual,count_yaw_range_hohonet,late_quarter_new,133,20,0.0916872271828,0.0396763729354
manual,count_yaw_range_hohonet,half_tv_all,133,20,0.11086082454,0.0952586604637
manual,count_yaw_range_hohonet,within_cluster_median,145,22,-0.032891484041,-0.0809800320833
manual,count_yaw_range_hohonet,singleton_share,187,22,-0.00532904275912,0.0525289488286
manual,count_yaw_range_hohonet,point_count_disagreement,166,22,0.0929595911453,0.0852265169286
manual,rotation_hohonet,full_p_by_8,133,20,-0.19369574784,-0.26180432649
manual,rotation_hohonet,core10_p_by_19,133,20,-0.130009830007,-0.17304663991
manual,rotation_hohonet,core_tail_10,133,20,-0.166708477704,-0.169647956421
manual,rotation_hohonet,late_quarter_new,133,20,0.34317759421,0.375193802957
manual,rotation_hohonet,half_tv_all,133,20,0.372359114298,0.381242525534
manual,rotation_hohonet,within_cluster_median,145,22,0.183929537971,0.191274860184
manual,rotation_hohonet,singleton_share,187,22,0.127655631062,0.26404376633
manual,rotation_hohonet,point_count_disagreement,166,22,0.271057549293,0.339001773305
manual,count_bi_enclosed,full_p_by_8,133,20,-0.21990832223,-0.257079397375
manual,count_bi_enclosed,core10_p_by_19,133,20,-0.231347340686,-0.201380476073
manual,count_bi_enclosed,core_tail_10,133,20,-0.258511102029,-0.196692588032
manual,count_bi_enclosed,late_quarter_new,133,20,0.493387079094,0.489409432113
manual,count_bi_enclosed,half_tv_all,133,20,0.492851463935,0.486335274613
manual,count_bi_enclosed,within_cluster_median,145,22,0.214432942541,0.301438431674
manual,count_bi_enclosed,singleton_share,187,22,0.312190753141,0.28492905384
manual,count_bi_enclosed,point_count_disagreement,166,22,0.539681344085,0.447554716462
manual,count_yaw_range_bi_enclosed,full_p_by_8,133,20,-0.0996402913974,-0.08414547037
manual,count_yaw_range_bi_enclosed,core10_p_by_19,133,20,-0.134345443137,-0.109797552905
manual,count_yaw_range_bi_enclosed,core_tail_10,133,20,-0.176769378735,-0.218863960054
manual,count_yaw_range_bi_enclosed,late_quarter_new,133,20,0.255225642665,0.283953204849
manual,count_yaw_range_bi_enclosed,half_tv_all,133,20,0.284165224175,0.342953961318
manual,count_yaw_range_bi_enclosed,within_cluster_median,145,22,0.219547276695,0.298112198925
manual,count_yaw_range_bi_enclosed,singleton_share,187,22,0.203612743832,0.228242851561
manual,count_yaw_range_bi_enclosed,point_count_disagreement,166,22,0.335772691434,0.309865033845
manual,count_bi_extended,full_p_by_8,131,20,-0.256768321367,-0.268014701563
manual,count_bi_extended,core10_p_by_19,131,20,-0.281059395827,-0.240669938457
manual,count_bi_extended,core_tail_10,131,20,-0.239952942601,-0.213891909573
manual,count_bi_extended,late_quarter_new,131,20,0.478885637946,0.482222104759
manual,count_bi_extended,half_tv_all,131,20,0.460027735018,0.472073988806
manual,count_bi_extended,within_cluster_median,143,22,0.169435234253,0.281431355015
manual,count_bi_extended,singleton_share,185,22,0.272642584362,0.272188118926
manual,count_bi_extended,point_count_disagreement,164,22,0.543084054265,0.449451178309
manual,count_yaw_range_bi_extended,full_p_by_8,131,20,-0.07176631462,-0.00942719221813
manual,count_yaw_range_bi_extended,core10_p_by_19,131,20,-0.16127153869,-0.0436178912266
manual,count_yaw_range_bi_extended,core_tail_10,131,20,-0.170428809034,-0.10331429276
manual,count_yaw_range_bi_extended,late_quarter_new,131,20,0.255083929496,0.235833129873
manual,count_yaw_range_bi_extended,half_tv_all,131,20,0.225212994084,0.202670138538
manual,count_yaw_range_bi_extended,within_cluster_median,143,22,0.0505626722579,0.0624562258495
manual,count_yaw_range_bi_extended,singleton_share,185,22,0.162628929646,0.161701748476
manual,count_yaw_range_bi_extended,point_count_disagreement,164,22,0.309993213892,0.262521121659
manual,bi_head_geometry_gap,full_p_by_8,131,20,-0.267992529128,-0.313569998919
manual,bi_head_geometry_gap,core10_p_by_19,131,20,-0.305206307629,-0.300153347648
manual,bi_head_geometry_gap,core_tail_10,131,20,-0.229615246506,-0.244329894611
manual,bi_head_geometry_gap,late_quarter_new,131,20,0.447272006778,0.416951886955
manual,bi_head_geometry_gap,half_tv_all,131,20,0.386656338137,0.37694998307
manual,bi_head_geometry_gap,within_cluster_median,143,22,0.0688329889497,0.122066109909
manual,bi_head_geometry_gap,singleton_share,185,22,0.261698535147,0.268262130944
manual,bi_head_geometry_gap,point_count_disagreement,164,22,0.394224931492,0.352837933005
manual,bi_height_head_gap,full_p_by_8,131,20,0.00730647845765,-0.161174528125
manual,bi_height_head_gap,core10_p_by_19,131,20,0.0648606109059,-0.0223699496805
manual,bi_height_head_gap,core_tail_10,131,20,-0.000586922266008,0.0101430812248
manual,bi_height_head_gap,late_quarter_new,131,20,0.0314828554219,0.140380460508
manual,bi_height_head_gap,half_tv_all,131,20,0.0695285375423,0.144866227258
manual,bi_height_head_gap,within_cluster_median,143,22,0.00308819938499,0.0586726696313
manual,bi_height_head_gap,singleton_share,185,22,0.00422957609297,0.0398931745191
manual,bi_height_head_gap,point_count_disagreement,164,22,0.0623568411966,0.0939191015249
manual,rotation_bi_enclosed,full_p_by_8,133,20,-0.2065198793,-0.299910061613
manual,rotation_bi_enclosed,core10_p_by_19,133,20,-0.301624151957,-0.328050151709
manual,rotation_bi_enclosed,core_tail_10,133,20,-0.350034289729,-0.304009369091
manual,rotation_bi_enclosed,late_quarter_new,133,20,0.49792729317,0.488884573757
manual,rotation_bi_enclosed,half_tv_all,133,20,0.510574166545,0.53383047916
manual,rotation_bi_enclosed,within_cluster_median,145,22,0.236075382583,0.326996230832
manual,rotation_bi_enclosed,singleton_share,187,22,0.293571870565,0.352535800762
manual,rotation_bi_enclosed,point_count_disagreement,166,22,0.420254798101,0.436741200167
manual,rotation_bi_extended,full_p_by_8,131,20,-0.166470782139,-0.288270189908
manual,rotation_bi_extended,core10_p_by_19,131,20,-0.291331814673,-0.315403309102
manual,rotation_bi_extended,core_tail_10,131,20,-0.379540385342,-0.329489470156
manual,rotation_bi_extended,late_quarter_new,131,20,0.488978482683,0.465732976055
manual,rotation_bi_extended,half_tv_all,131,20,0.495203867879,0.501194239605
manual,rotation_bi_extended,within_cluster_median,143,22,0.139219311411,0.224886739462
manual,rotation_bi_extended,singleton_share,185,22,0.288221301723,0.333792664542
manual,rotation_bi_extended,point_count_disagreement,164,22,0.434567439062,0.450271037999
manual,rotation_ulayout,full_p_by_8,133,20,-0.262121491474,-0.348112332891
manual,rotation_ulayout,core10_p_by_19,133,20,-0.272204036085,-0.332726830479
manual,rotation_ulayout,core_tail_10,133,20,-0.24259515792,-0.270742178047
manual,rotation_ulayout,late_quarter_new,133,20,0.411583710103,0.479600711943
manual,rotation_ulayout,half_tv_all,133,20,0.464472707753,0.507636440846
manual,rotation_ulayout,within_cluster_median,145,22,0.283097967833,0.273789262066
manual,rotation_ulayout,singleton_share,187,22,0.300443975765,0.35995302794
manual,rotation_ulayout,point_count_disagreement,166,22,0.33503530956,0.433628268425
manual,gap_hohonet_bi_enclosed,full_p_by_8,133,20,-0.0900754401551,-0.281541572583
manual,gap_hohonet_bi_enclosed,core10_p_by_19,133,20,-0.077722648803,-0.156934668411
manual,gap_hohonet_bi_enclosed,core_tail_10,133,20,-0.258925721602,-0.231233477278
manual,gap_hohonet_bi_enclosed,late_quarter_new,133,20,0.220180745362,0.29874958026
manual,gap_hohonet_bi_enclosed,half_tv_all,133,20,0.217925352427,0.325648027959
manual,gap_hohonet_bi_enclosed,within_cluster_median,145,22,0.0710446292412,0.0973078171069
manual,gap_hohonet_bi_enclosed,singleton_share,187,22,0.114645127156,0.210558953998
manual,gap_hohonet_bi_enclosed,point_count_disagreement,166,22,0.043662141944,0.194646614783
manual,gap_hohonet_bi_extended,full_p_by_8,131,20,-0.122896868436,-0.294490464483
manual,gap_hohonet_bi_extended,core10_p_by_19,131,20,-0.144910768331,-0.195468510059
manual,gap_hohonet_bi_extended,core_tail_10,131,20,-0.290218320484,-0.248366690051
manual,gap_hohonet_bi_extended,late_quarter_new,131,20,0.276394172839,0.328727614604
manual,gap_hohonet_bi_extended,half_tv_all,131,20,0.267807196175,0.348412838177
manual,gap_hohonet_bi_extended,within_cluster_median,143,22,0.0400193705019,0.0660235678854
manual,gap_hohonet_bi_extended,singleton_share,185,22,0.14543707744,0.234270696771
manual,gap_hohonet_bi_extended,point_count_disagreement,164,22,0.0599826104313,0.188910084136
manual,gap_hohonet_ulayout,full_p_by_8,133,20,-0.173890693829,-0.217683539378
manual,gap_hohonet_ulayout,core10_p_by_19,133,20,-0.17473420575,-0.196657047271
manual,gap_hohonet_ulayout,core_tail_10,133,20,-0.143359714734,-0.123380172327
manual,gap_hohonet_ulayout,late_quarter_new,133,20,0.256186255049,0.321950298964
manual,gap_hohonet_ulayout,half_tv_all,133,20,0.315406049949,0.331158886131
manual,gap_hohonet_ulayout,within_cluster_median,145,22,0.278793485227,0.225572735515
manual,gap_hohonet_ulayout,singleton_share,187,22,0.281879062609,0.310370771097
manual,gap_hohonet_ulayout,point_count_disagreement,166,22,0.199978276346,0.259337558778
manual,gap_bi_enclosed_bi_extended,full_p_by_8,131,20,-0.267992529128,-0.313569998919
manual,gap_bi_enclosed_bi_extended,core10_p_by_19,131,20,-0.305206307629,-0.300153347648
manual,gap_bi_enclosed_bi_extended,core_tail_10,131,20,-0.229615246506,-0.244329894611
manual,gap_bi_enclosed_bi_extended,late_quarter_new,131,20,0.447272006778,0.416951886955
manual,gap_bi_enclosed_bi_extended,half_tv_all,131,20,0.386656338137,0.37694998307
manual,gap_bi_enclosed_bi_extended,within_cluster_median,143,22,0.0688329889497,0.122066109909
manual,gap_bi_enclosed_bi_extended,singleton_share,185,22,0.261698535147,0.268262130944
manual,gap_bi_enclosed_bi_extended,point_count_disagreement,164,22,0.394224931492,0.352837933005
manual,gap_bi_enclosed_ulayout,full_p_by_8,133,20,-0.0555574291205,-0.242427110598
manual,gap_bi_enclosed_ulayout,core10_p_by_19,133,20,-0.0624934732722,-0.12001469775
manual,gap_bi_enclosed_ulayout,core_tail_10,133,20,-0.252289029682,-0.194778448844
manual,gap_bi_enclosed_ulayout,late_quarter_new,133,20,0.192864896479,0.258432717974
manual,gap_bi_enclosed_ulayout,half_tv_all,133,20,0.186023877953,0.269328629673
manual,gap_bi_enclosed_ulayout,within_cluster_median,145,22,0.0710446292412,0.0830002842911
manual,gap_bi_enclosed_ulayout,singleton_share,187,22,0.0745544371129,0.166464684908
manual,gap_bi_enclosed_ulayout,point_count_disagreement,166,22,-0.0148110773496,0.127144443599
manual,gap_bi_extended_ulayout,full_p_by_8,131,20,-0.0721201551188,-0.247234063409
manual,gap_bi_extended_ulayout,core10_p_by_19,131,20,-0.093010891514,-0.14790098817
manual,gap_bi_extended_ulayout,core_tail_10,131,20,-0.258669238679,-0.201385248676
manual,gap_bi_extended_ulayout,late_quarter_new,131,20,0.205595266013,0.27026809897
manual,gap_bi_extended_ulayout,half_tv_all,131,20,0.199485899681,0.276669928983
manual,gap_bi_extended_ulayout,within_cluster_median,143,22,0.0516991252523,0.0677015397224
manual,gap_bi_extended_ulayout,singleton_share,185,22,0.0817955049511,0.176877047213
manual,gap_bi_extended_ulayout,point_count_disagreement,164,22,-0.014418736721,0.11729860061
semi,count_hohonet,full_p_by_8,42,12,0.016661035403,-0.125552542739
semi,count_hohonet,core10_p_by_19,42,12,0.0133609035769,-0.260998339705
semi,count_hohonet,core_tail_10,42,12,-0.262971869471,-0.156844422639
semi,count_hohonet,late_quarter_new,42,12,0.328454319968,-0.118481207681
semi,count_hohonet,half_tv_all,42,12,0.247797060286,-0.0305563507986
semi,count_hohonet,within_cluster_median,42,12,0.212686012846,0.485976450371
semi,count_hohonet,singleton_share,43,12,0.333316181326,0.01396312737
semi,count_hohonet,point_count_disagreement,43,12,0.375200350068,0.170842537477
semi,count_yaw_range_hohonet,full_p_by_8,42,12,0.140573121591,0.140089424679
semi,count_yaw_range_hohonet,core10_p_by_19,42,12,0.162094164985,0.184766151301
semi,count_yaw_range_hohonet,core_tail_10,42,12,0.0803764822964,0.108351301216
semi,count_yaw_range_hohonet,late_quarter_new,42,12,0.0672484449377,0.144090404255
semi,count_yaw_range_hohonet,half_tv_all,42,12,-0.0134255403385,-0.063534091869
semi,count_yaw_range_hohonet,within_cluster_median,42,12,-0.401572826169,-0.489399987677
semi,count_yaw_range_hohonet,singleton_share,43,12,0.0425943109869,0.0348773818903
semi,count_yaw_range_hohonet,point_count_disagreement,43,12,0.0498232670532,0.382252810187
semi,rotation_hohonet,full_p_by_8,42,12,0.148185515438,-0.219318606759
semi,rotation_hohonet,core10_p_by_19,42,12,0.00646085814721,-0.0935389426222
semi,rotation_hohonet,core_tail_10,42,12,-0.244697782745,-0.178779280742
semi,rotation_hohonet,late_quarter_new,42,12,0.0524414979229,0.164457415081
semi,rotation_hohonet,half_tv_all,42,12,0.165576913203,0.379457781067
semi,rotation_hohonet,within_cluster_median,42,12,0.0388200021308,0.252283909895
semi,rotation_hohonet,singleton_share,43,12,0.124238655494,0.281738960676
semi,rotation_hohonet,point_count_disagreement,43,12,0.059319702479,0.178813450305
semi,count_bi_enclosed,full_p_by_8,42,12,0.112357392949,0.0140184648761
semi,count_bi_enclosed,core10_p_by_19,42,12,0.125445772935,-0.028945737678
semi,count_bi_enclosed,core_tail_10,42,12,-0.0798963264281,0.0500658094873
semi,count_bi_enclosed,late_quarter_new,42,12,0.24689345297,-0.0494128314505
semi,count_bi_enclosed,half_tv_all,42,12,0.151559439477,0.0605154967136
semi,count_bi_enclosed,within_cluster_median,42,12,-0.158956293078,-0.178585655426
semi,count_bi_enclosed,singleton_share,43,12,0.211016204779,-0.00969230343945
semi,count_bi_enclosed,point_count_disagreement,43,12,0.21702241868,0.0192543189415
semi,count_yaw_range_bi_enclosed,full_p_by_8,42,12,0.173259750601,-0.154780383676
semi,count_yaw_range_bi_enclosed,core10_p_by_19,42,12,0.154234961258,-0.116705428651
semi,count_yaw_range_bi_enclosed,core_tail_10,42,12,-0.12062308343,-0.167558006595
semi,count_yaw_range_bi_enclosed,late_quarter_new,42,12,0.24622413022,0.0328804394564
semi,count_yaw_range_bi_enclosed,half_tv_all,42,12,0.201996424473,0.139752416073
semi,count_yaw_range_bi_enclosed,within_cluster_median,42,12,-0.0366673085868,-0.317102742522
semi,count_yaw_range_bi_enclosed,singleton_share,43,12,0.209168323527,0.0616487665496
semi,count_yaw_range_bi_enclosed,point_count_disagreement,43,12,0.287304192534,0.217902178244
semi,count_bi_extended,full_p_by_8,42,12,-0.0275366901984,-0.0952574893381
semi,count_bi_extended,core10_p_by_19,42,12,0.0484893884461,-0.094516590526
semi,count_bi_extended,core_tail_10,42,12,-0.10959741393,-0.0745863806002
semi,count_bi_extended,late_quarter_new,42,12,0.192884398586,-0.0626913108863
semi,count_bi_extended,half_tv_all,42,12,0.0939163769655,-0.0145853781302
semi,count_bi_extended,within_cluster_median,42,12,0.0285273985706,0.0619007523041
semi,count_bi_extended,singleton_share,43,12,0.181583526039,0.0221778668981
semi,count_bi_extended,point_count_disagreement,43,12,0.240527722095,0.144499335548
semi,count_yaw_range_bi_extended,full_p_by_8,42,12,0.187202733674,-0.055288717332
semi,count_yaw_range_bi_extended,core10_p_by_19,42,12,0.148992943647,-0.113570988284
semi,count_yaw_range_bi_extended,core_tail_10,42,12,0.0119677423339,-0.08975011049
semi,count_yaw_range_bi_extended,late_quarter_new,42,12,0.0412814390502,-0.212397424692
semi,count_yaw_range_bi_extended,half_tv_all,42,12,-0.052726367888,-0.214729956246
semi,count_yaw_range_bi_extended,within_cluster_median,42,12,-0.0803944277521,-0.3998019701
semi,count_yaw_range_bi_extended,singleton_share,43,12,0.0396962776432,-0.104883031584
semi,count_yaw_range_bi_extended,point_count_disagreement,43,12,0.131274645019,0.106186511593
semi,bi_head_geometry_gap,full_p_by_8,42,12,-0.107521972593,0.00839210077632
semi,bi_head_geometry_gap,core10_p_by_19,42,12,-0.0215089328192,0.106045720834
semi,bi_head_geometry_gap,core_tail_10,42,12,-0.185895697067,0.23588694542
semi,bi_head_geometry_gap,late_quarter_new,42,12,0.235823878858,-0.172142285117
semi,bi_head_geometry_gap,half_tv_all,42,12,0.187036071321,-0.18035025866
semi,bi_head_geometry_gap,within_cluster_median,42,12,0.0701029266037,0.277555915266
semi,bi_head_geometry_gap,singleton_share,43,12,0.26442894083,-0.159521057848
semi,bi_head_geometry_gap,point_count_disagreement,43,12,0.0529445837329,-0.166362867194
semi,bi_height_head_gap,full_p_by_8,42,12,0.296654730012,0.229229605583
semi,bi_height_head_gap,core10_p_by_19,42,12,0.149090435473,0.224637263489
semi,bi_height_head_gap,core_tail_10,42,12,-0.00843505780758,0.323849871707
semi,bi_height_head_gap,late_quarter_new,42,12,0.164490412739,0.178417373028
semi,bi_height_head_gap,half_tv_all,42,12,0.139321958385,0.00979051117281
semi,bi_height_head_gap,within_cluster_median,42,12,-0.115001217168,-0.269729656203
semi,bi_height_head_gap,singleton_share,43,12,0.123778512326,0.0777154162502
semi,bi_height_head_gap,point_count_disagreement,43,12,0.0296987239148,-0.253724268602
semi,rotation_bi_enclosed,full_p_by_8,42,12,-0.0802868555245,-0.0549157696229
semi,rotation_bi_enclosed,core10_p_by_19,42,12,0.0353302622733,0.0614719035941
semi,rotation_bi_enclosed,core_tail_10,42,12,-0.0885681069796,0.13762912456
semi,rotation_bi_enclosed,late_quarter_new,42,12,0.260497440769,0.211656174473
semi,rotation_bi_enclosed,half_tv_all,42,12,0.210039638545,0.177377938544
semi,rotation_bi_enclosed,within_cluster_median,42,12,-0.315017428565,-0.102839428923
semi,rotation_bi_enclosed,singleton_share,43,12,0.244642784584,0.254677618746
semi,rotation_bi_enclosed,point_count_disagreement,43,12,0.0395723834362,-0.078222696203
semi,rotation_bi_extended,full_p_by_8,42,12,-0.129839637968,-0.0670320938493
semi,rotation_bi_extended,core10_p_by_19,42,12,-0.00392558469704,-0.112054103081
semi,rotation_bi_extended,core_tail_10,42,12,-0.0849994286764,-0.0782510107582
semi,rotation_bi_extended,late_quarter_new,42,12,0.187942511189,-0.0863063045817
semi,rotation_bi_extended,half_tv_all,42,12,0.0826665295667,-0.0746400085531
semi,rotation_bi_extended,within_cluster_median,42,12,-0.169786856919,-0.0986583643799
semi,rotation_bi_extended,singleton_share,43,12,0.178152096737,0.0492198397509
semi,rotation_bi_extended,point_count_disagreement,43,12,0.180680194707,0.0601128412504
semi,rotation_ulayout,full_p_by_8,42,12,-0.13116356727,-0.195273768104
semi,rotation_ulayout,core10_p_by_19,42,12,-0.183521084587,-0.109151957402
semi,rotation_ulayout,core_tail_10,42,12,-0.169268900427,-0.163929953325
semi,rotation_ulayout,late_quarter_new,42,12,0.19356124311,0.101671109373
semi,rotation_ulayout,half_tv_all,42,12,0.220037655395,0.276727531865
semi,rotation_ulayout,within_cluster_median,42,12,0.0198557422172,0.330762559807
semi,rotation_ulayout,singleton_share,43,12,0.231298632698,0.224914329064
semi,rotation_ulayout,point_count_disagreement,43,12,0.137842506547,0.0482371515766
semi,gap_hohonet_bi_enclosed,full_p_by_8,42,12,-0.205871006451,-0.0692808409877
semi,gap_hohonet_bi_enclosed,core10_p_by_19,42,12,-0.101901636094,-0.0172664685044
semi,gap_hohonet_bi_enclosed,core_tail_10,42,12,-0.207551085861,0.0312303973312
semi,gap_hohonet_bi_enclosed,late_quarter_new,42,12,0.188756820163,-0.0343326058589
semi,gap_hohonet_bi_enclosed,half_tv_all,42,12,0.131356058781,-0.151389490164
semi,gap_hohonet_bi_enclosed,within_cluster_median,42,12,-0.245481808882,-0.319172305177
semi,gap_hohonet_bi_enclosed,singleton_share,43,12,0.197248038229,0.030068193161
semi,gap_hohonet_bi_enclosed,point_count_disagreement,43,12,0.0492128069059,-0.0735597716597
semi,gap_hohonet_bi_extended,full_p_by_8,42,12,-0.190740385857,-0.0498441932965
semi,gap_hohonet_bi_extended,core10_p_by_19,42,12,-0.110897767691,-0.00777241365717
semi,gap_hohonet_bi_extended,core_tail_10,42,12,-0.175108555832,0.057043616574
semi,gap_hohonet_bi_extended,late_quarter_new,42,12,0.103172947,-0.080760774575
semi,gap_hohonet_bi_extended,half_tv_all,42,12,0.0534853259144,-0.208160202164
semi,gap_hohonet_bi_extended,within_cluster_median,42,12,-0.202042307541,-0.266342758746
semi,gap_hohonet_bi_extended,singleton_share,43,12,0.118486865888,-0.0150746104723
semi,gap_hohonet_bi_extended,point_count_disagreement,43,12,-0.0351408984542,-0.12018212449
semi,gap_hohonet_ulayout,full_p_by_8,42,12,-0.115276415647,-0.190757558472
semi,gap_hohonet_ulayout,core10_p_by_19,42,12,-0.239706015563,-0.0289832037687
semi,gap_hohonet_ulayout,core_tail_10,42,12,-0.287197497083,-0.13327385629
semi,gap_hohonet_ulayout,late_quarter_new,42,12,0.0970656296958,0.325644974644
semi,gap_hohonet_ulayout,half_tv_all,42,12,0.180045587994,0.328364182446
semi,gap_hohonet_ulayout,within_cluster_median,42,12,0.106572657207,0.142515696093
semi,gap_hohonet_ulayout,singleton_share,43,12,0.182216694725,0.390095219709
semi,gap_hohonet_ulayout,point_count_disagreement,43,12,0.0464139742857,0.322122904812
semi,gap_bi_enclosed_bi_extended,full_p_by_8,42,12,-0.107521972593,0.00839210077632
semi,gap_bi_enclosed_bi_extended,core10_p_by_19,42,12,-0.0215089328192,0.106045720834
semi,gap_bi_enclosed_bi_extended,core_tail_10,42,12,-0.185895697067,0.23588694542
semi,gap_bi_enclosed_bi_extended,late_quarter_new,42,12,0.235823878858,-0.172142285117
semi,gap_bi_enclosed_bi_extended,half_tv_all,42,12,0.187036071321,-0.18035025866
semi,gap_bi_enclosed_bi_extended,within_cluster_median,42,12,0.0701029266037,0.277555915266
semi,gap_bi_enclosed_bi_extended,singleton_share,43,12,0.26442894083,-0.159521057848
semi,gap_bi_enclosed_bi_extended,point_count_disagreement,43,12,0.0529445837329,-0.166362867194
semi,gap_bi_enclosed_ulayout,full_p_by_8,42,12,-0.235186583851,-0.0982817007725
semi,gap_bi_enclosed_ulayout,core10_p_by_19,42,12,-0.13927647373,-0.0544249971997
semi,gap_bi_enclosed_ulayout,core_tail_10,42,12,-0.248266461048,-0.0261250215989
semi,gap_bi_enclosed_ulayout,late_quarter_new,42,12,0.184278120807,-0.020902161581
semi,gap_bi_enclosed_ulayout,half_tv_all,42,12,0.121601896,-0.134063811077
semi,gap_bi_enclosed_ulayout,within_cluster_median,42,12,-0.218737339773,-0.320932033638
semi,gap_bi_enclosed_ulayout,singleton_share,43,12,0.187738412747,0.022622410083
semi,gap_bi_enclosed_ulayout,point_count_disagreement,43,12,0.0463362289351,-0.0409298651199
semi,gap_bi_extended_ulayout,full_p_by_8,42,12,-0.221001627045,-0.0894237472975
semi,gap_bi_extended_ulayout,core10_p_by_19,42,12,-0.163893161101,-0.0809785966298
semi,gap_bi_extended_ulayout,core_tail_10,42,12,-0.227016603879,-0.0245483144738
semi,gap_bi_extended_ulayout,late_quarter_new,42,12,0.108628817126,-0.0718143727298
semi,gap_bi_extended_ulayout,half_tv_all,42,12,0.0564115747486,-0.194360366303
semi,gap_bi_extended_ulayout,within_cluster_median,42,12,-0.202366482924,-0.290145891211
semi,gap_bi_extended_ulayout,singleton_share,43,12,0.115726006877,-0.0401052033044
semi,gap_bi_extended_ulayout,point_count_disagreement,43,12,-0.0408940543958,-0.111845853893
