condition,axis,n_people,metric,field,label,images,groups,delta,macro_delta,lo,hi
manual,quality,8,core_by19,scene_category,复合／待定,3,3,-0.013888888889,-0.013888888889,-0.041666666667,0
manual,quality,8,core_by19,scene_category,工作与学习,1,1,0.416666666667,0.416666666667,,
manual,quality,8,core_by19,scene_category,起居与休闲,2,2,-0.208333333333,-0.208333333333,-0.416666666666,0
manual,quality,8,core_by19,scene_category,通行与连接,13,9,-0.0416666666667,-0.00617283950617,-0.25597718254,0.18984375
manual,quality,8,core_by19,main_function_primary,bathroom,20,9,0.0854166666667,0.0663580246912,-0.0495031524124,0.228354166667
manual,quality,8,core_by19,main_function_primary,circulation,8,7,0.135416666667,0.122023809524,-0.0238095238094,0.307291666666
manual,quality,8,core_by19,main_function_primary,dining,1,1,0.125,0.125,,
manual,quality,8,core_by19,main_function_primary,empty,2,1,0.166666666667,0.166666666667,,
manual,quality,8,core_by19,main_function_primary,living,2,2,-0.208333333333,-0.208333333333,-0.416666666666,0
manual,quality,8,core_by19,main_function_primary,sleep,6,5,0.0763888888888,0.0333333333333,-0.416666666667,0.319444444444
manual,quality,8,core_by19,main_function_primary,storage,1,1,0.416666666667,0.416666666667,,
manual,quality,8,core_by19,main_function_primary,unknown,4,4,0.125,0.125,0,0.375
manual,quality,8,core_by19,main_function_primary,work,2,2,-0.0416666666665,-0.0416666666665,-0.5,0.416666666667
manual,quality,8,core_tail,floor_boundary,partial,32,10,0.212239583333,0.136319444444,0.0929487179488,0.279766555059
manual,quality,8,core_tail,floor_boundary,present,14,10,0.0238095238097,0.0923611111113,-0.185190972222,0.308333333333
manual,quality,8,core_tail,scene_category,储藏与家务辅助,2,2,0.458333333333,0.458333333333,-0.0416666666667,0.958333333333
manual,quality,8,core_tail,scene_category,卧室,5,4,0.733333333333,0.666666666667,0.375,0.972222222222
manual,quality,8,core_tail,scene_category,卫浴,19,8,0.114035087719,0.101128472222,-0.0116666666668,0.272222222222
manual,quality,8,core_tail,scene_category,厨房与用餐,1,1,0.75,0.75,,
manual,quality,8,core_tail,scene_category,复合／待定,3,3,0.027777777778,0.027777777778,0,0.083333333334
manual,quality,8,core_tail,scene_category,工作与学习,1,1,0.041666666667,0.041666666667,,
manual,quality,8,core_tail,scene_category,起居与休闲,2,2,-1.50011947309e-13,-1.50011947309e-13,-0.0833333333333,0.083333333333
manual,quality,8,core_tail,scene_category,通行与连接,13,9,-0.0384615384614,0.0285493827162,-0.279166666667,0.28828125
manual,quality,8,core_tail,main_function_primary,bathroom,20,9,0.0854166666666,0.128472222222,-0.0307154605263,0.264964657738
manual,quality,8,core_tail,main_function_primary,circulation,8,7,0.0625000000001,0.0684523809525,-0.166796875,0.345386904762
manual,quality,8,core_tail,main_function_primary,dining,1,1,0.75,0.75,,
manual,quality,8,core_tail,main_function_primary,empty,2,1,-0.0208333333333,-0.0208333333333,,
manual,quality,8,core_tail,main_function_primary,living,2,2,-1.50011947309e-13,-1.50011947309e-13,-0.0833333333333,0.083333333333
manual,quality,8,core_tail,main_function_primary,sleep,6,5,0.506944444444,0.408333333333,-0.1,0.916666666667
manual,quality,8,core_tail,main_function_primary,storage,1,1,0.958333333333,0.958333333333,,
manual,quality,8,core_tail,main_function_primary,unknown,4,4,0.28125,0.28125,0.0208333333335,0.697916666667
manual,quality,8,core_tail,main_function_primary,work,2,2,-0.458333333333,-0.458333333333,-0.958333333333,0.041666666667
manual,quality,8,late_quarter_new,floor_boundary,partial,32,10,-0.12109375,-0.101284722222,-0.182975732186,-0.0216250000001
manual,quality,8,late_quarter_new,floor_boundary,present,14,10,-0.174107142857,-0.164583333333,-0.297232142857,-0.0464409722222
manual,quality,8,late_quarter_new,scene_category,储藏与家务辅助,2,2,-0.197916666667,-0.197916666667,-0.229166666667,-0.166666666667
manual,quality,8,late_quarter_new,scene_category,卧室,5,4,0.00833333333314,0.00520833333309,-0.0541666666669,0.0708333333329
manual,quality,8,late_quarter_new,scene_category,卫浴,19,8,-0.177631578947,-0.126953125,-0.242193418561,-0.0565401785714
manual,quality,8,late_quarter_new,scene_category,厨房与用餐,1,1,0,0,,
manual,quality,8,late_quarter_new,scene_category,复合／待定,3,3,-0.0416666666667,-0.0416666666667,-0.125,0
manual,quality,8,late_quarter_new,scene_category,工作与学习,1,1,-0.166666666667,-0.166666666667,,
manual,quality,8,late_quarter_new,scene_category,起居与休闲,2,2,-0.0416666666665,-0.0416666666665,-0.083333333333,0
manual,quality,8,late_quarter_new,scene_category,通行与连接,13,9,-0.169871794872,-0.175925925926,-0.319460227273,-0.0173532196971
manual,quality,8,late_quarter_new,main_function_primary,bathroom,20,9,-0.180208333333,-0.116705246913,-0.236123511905,-0.0711805555555
manual,quality,8,late_quarter_new,main_function_primary,circulation,8,7,-0.25,-0.235119047619,-0.414127604167,-0.0892857142857
manual,quality,8,late_quarter_new,main_function_primary,dining,1,1,0,0,,
manual,quality,8,late_quarter_new,main_function_primary,empty,2,1,-0.114583333333,-0.114583333333,,
manual,quality,8,late_quarter_new,main_function_primary,living,2,2,-0.0416666666665,-0.0416666666665,-0.083333333333,0
manual,quality,8,late_quarter_new,main_function_primary,sleep,6,5,0.0624999999998,0.0708333333331,-0.041666666667,0.195833333333
manual,quality,8,late_quarter_new,main_function_primary,storage,1,1,-0.166666666667,-0.166666666667,,
manual,quality,8,late_quarter_new,main_function_primary,unknown,4,4,-0.0364583333334,-0.0364583333334,-0.0781250000002,0
manual,quality,8,late_quarter_new,main_function_primary,work,2,2,-0.229166666667,-0.229166666667,-0.291666666667,-0.166666666667
manual,quality,8,heldout_geometry_coverage,floor_boundary,partial,32,10,0.078125,0.0791666666667,-0.0166810344828,0.166666666667
manual,quality,8,heldout_geometry_coverage,floor_boundary,present,14,10,0,0.0333333333333,-0.0833333333333,0.125
manual,quality,8,heldout_geometry_coverage,scene_category,储藏与家务辅助,2,2,0,0,0,0
manual,quality,8,heldout_geometry_coverage,scene_category,卧室,5,4,0,0,0,0
manual,quality,8,heldout_geometry_coverage,scene_category,卫浴,19,8,0.0789473684211,0.0677083333333,-0.0625,0.222222222222
manual,quality,8,heldout_geometry_coverage,scene_category,厨房与用餐,1,1,0,0,,
manual,quality,8,heldout_geometry_coverage,scene_category,复合／待定,3,3,0,0,0,0
manual,quality,8,heldout_geometry_coverage,scene_category,工作与学习,1,1,0.5,0.5,,
manual,quality,8,heldout_geometry_coverage,scene_category,起居与休闲,2,2,0,0,0,0
manual,quality,8,heldout_geometry_coverage,scene_category,通行与连接,13,9,0.0384615384615,0.0925925925926,-0.0714285714286,0.208333333333
manual,quality,8,heldout_geometry_coverage,main_function_primary,bathroom,20,9,0.1,0.0787037037037,-0.0384615384615,0.236842105263
manual,quality,8,heldout_geometry_coverage,main_function_primary,circulation,8,7,0,0.0357142857143,-0.15,0.214285714286
manual,quality,8,heldout_geometry_coverage,main_function_primary,dining,1,1,0,0,,
manual,quality,8,heldout_geometry_coverage,main_function_primary,empty,2,1,0,0,,
manual,quality,8,heldout_geometry_coverage,main_function_primary,living,2,2,0,0,0,0
manual,quality,8,heldout_geometry_coverage,main_function_primary,sleep,6,5,0,0,0,0
manual,quality,8,heldout_geometry_coverage,main_function_primary,storage,1,1,0,0,,
manual,quality,8,heldout_geometry_coverage,main_function_primary,unknown,4,4,0,0,0,0
manual,quality,8,heldout_geometry_coverage,main_function_primary,work,2,2,0.25,0.25,0,0.5
semi,log_time,4,point_count_disagreement,floor_boundary,partial,13,8,0.269230769231,0.195833333333,1.11120988954e-13,0.408333333334
semi,log_time,4,point_count_disagreement,floor_boundary,present,5,4,0,0,0,0
semi,log_time,4,point_count_disagreement,scene_category,储藏与家务辅助,1,1,0,0,,
semi,log_time,4,point_count_disagreement,scene_category,卧室,7,4,0.285714285714,0.125,-0.25,0.5
semi,log_time,4,point_count_disagreement,scene_category,卫浴,1,1,0,0,,
semi,log_time,4,point_count_disagreement,scene_category,厨房与用餐,1,1,0.666666666667,0.666666666667,,
semi,log_time,4,point_count_disagreement,scene_category,复合／待定,3,3,0.222222222222,0.222222222222,0,0.666666666667
semi,log_time,4,point_count_disagreement,scene_category,工作与学习,1,1,0.166666666667,0.166666666667,,
semi,log_time,4,point_count_disagreement,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,4,point_count_disagreement,scene_category,通行与连接,3,3,0,0,0,0
semi,log_time,4,point_count_disagreement,main_function_primary,circulation,2,2,0,0,0,0
semi,log_time,4,point_count_disagreement,main_function_primary,dining,1,1,0.666666666667,0.666666666667,,
semi,log_time,4,point_count_disagreement,main_function_primary,empty,1,1,0,0,,
semi,log_time,4,point_count_disagreement,main_function_primary,living,1,1,0,0,,
semi,log_time,4,point_count_disagreement,main_function_primary,sleep,8,5,0.25,0.1,-0.2,0.464285714286
semi,log_time,4,point_count_disagreement,main_function_primary,special,1,1,0.666666666667,0.666666666667,,
semi,log_time,4,point_count_disagreement,main_function_primary,storage,2,2,0,0,0,0
semi,log_time,4,point_count_disagreement,main_function_primary,unknown,1,1,0,0,,
semi,log_time,4,point_count_disagreement,main_function_primary,work,1,1,0.166666666667,0.166666666667,,
semi,log_time,4,singleton_share,floor_boundary,partial,13,8,-0.0384615384615,-0.0625,-0.1875,0.0625
semi,log_time,4,singleton_share,floor_boundary,present,5,4,-0.05,-0.0625,-0.1875,0
semi,log_time,4,singleton_share,scene_category,储藏与家务辅助,1,1,0.25,0.25,,
semi,log_time,4,singleton_share,scene_category,卧室,7,4,0,0,-0.125,0.125
semi,log_time,4,singleton_share,scene_category,卫浴,1,1,-0.25,-0.25,,
semi,log_time,4,singleton_share,scene_category,厨房与用餐,1,1,0,0,,
semi,log_time,4,singleton_share,scene_category,复合／待定,3,3,0,0,0,0
semi,log_time,4,singleton_share,scene_category,工作与学习,1,1,-0.5,-0.5,,
semi,log_time,4,singleton_share,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,4,singleton_share,scene_category,通行与连接,3,3,-0.0833333333333,-0.0833333333333,-0.25,0
semi,log_time,4,singleton_share,main_function_primary,circulation,2,2,0,0,0,0
semi,log_time,4,singleton_share,main_function_primary,dining,1,1,0,0,,
semi,log_time,4,singleton_share,main_function_primary,empty,1,1,0,0,,
semi,log_time,4,singleton_share,main_function_primary,living,1,1,0,0,,
semi,log_time,4,singleton_share,main_function_primary,sleep,8,5,-0.03125,-0.05,-0.2,0.1
semi,log_time,4,singleton_share,main_function_primary,special,1,1,0,0,,
semi,log_time,4,singleton_share,main_function_primary,storage,2,2,0.125,0.125,0,0.25
semi,log_time,4,singleton_share,main_function_primary,unknown,1,1,-0.25,-0.25,,
semi,log_time,4,singleton_share,main_function_primary,work,1,1,-0.5,-0.5,,
semi,log_time,4,mode_entropy,floor_boundary,partial,13,8,0.355581249917,0.215319531115,-0.163978688085,0.645697569384
semi,log_time,4,mode_entropy,floor_boundary,present,5,4,-0.337744375108,-0.422180468885,-0.84436093777,0
semi,log_time,4,mode_entropy,scene_category,储藏与家务辅助,1,1,0.811278124459,0.811278124459,,
semi,log_time,4,mode_entropy,scene_category,卧室,7,4,0.428571428571,0.1875,-0.40563906223,0.762255624892
semi,log_time,4,mode_entropy,scene_category,卫浴,1,1,-0.688721875541,-0.688721875541,,
semi,log_time,4,mode_entropy,scene_category,厨房与用餐,1,1,1,1,,
semi,log_time,4,mode_entropy,scene_category,复合／待定,3,3,0.333333333333,0.333333333333,0,1
semi,log_time,4,mode_entropy,scene_category,工作与学习,1,1,-0.5,-0.5,,
semi,log_time,4,mode_entropy,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,4,mode_entropy,scene_category,通行与连接,3,3,-0.562907291847,-0.562907291847,-1,0
semi,log_time,4,mode_entropy,main_function_primary,circulation,2,2,-0.5,-0.5,-1,0
semi,log_time,4,mode_entropy,main_function_primary,dining,1,1,1,1,,
semi,log_time,4,mode_entropy,main_function_primary,empty,1,1,0,0,,
semi,log_time,4,mode_entropy,main_function_primary,living,1,1,0,0,,
semi,log_time,4,mode_entropy,main_function_primary,sleep,8,5,0.288909765557,0.0122556248918,-0.575488750216,0.692959658993
semi,log_time,4,mode_entropy,main_function_primary,special,1,1,1,1,,
semi,log_time,4,mode_entropy,main_function_primary,storage,2,2,0.40563906223,0.40563906223,0,0.811278124459
semi,log_time,4,mode_entropy,main_function_primary,unknown,1,1,-0.688721875541,-0.688721875541,,
semi,log_time,4,mode_entropy,main_function_primary,work,1,1,-0.5,-0.5,,
semi,log_time,4,full_by8,floor_boundary,partial,13,8,-0.195512820513,-0.101041666667,-0.380959821429,0.125130208333
semi,log_time,4,full_by8,floor_boundary,present,5,4,0.208333333333,0.34375,-0.222222222222,0.854166666666
semi,log_time,4,full_by8,scene_category,储藏与家务辅助,1,1,-0.208333333333,-0.208333333333,,
semi,log_time,4,full_by8,scene_category,卧室,7,4,-0.214285714286,0,-0.466666666667,0.416666666666
semi,log_time,4,full_by8,scene_category,卫浴,1,1,0.708333333333,0.708333333333,,
semi,log_time,4,full_by8,scene_category,厨房与用餐,1,1,-1,-1,,
semi,log_time,4,full_by8,scene_category,复合／待定,3,3,-0.263888888889,-0.263888888889,-0.791666666667,0
semi,log_time,4,full_by8,scene_category,工作与学习,1,1,0,0,,
semi,log_time,4,full_by8,scene_category,起居与休闲,1,1,0.25,0.25,,
semi,log_time,4,full_by8,scene_category,通行与连接,3,3,0.347222222222,0.347222222222,-0.666666666667,1
semi,log_time,4,full_by8,main_function_primary,circulation,2,2,0.166666666666,0.166666666666,-0.666666666667,1
semi,log_time,4,full_by8,main_function_primary,dining,1,1,-1,-1,,
semi,log_time,4,full_by8,main_function_primary,empty,1,1,0,0,,
semi,log_time,4,full_by8,main_function_primary,living,1,1,0.25,0.25,,
semi,log_time,4,full_by8,main_function_primary,sleep,8,5,-0.0989583333334,0.141666666667,-0.416666666667,0.55
semi,log_time,4,full_by8,main_function_primary,special,1,1,-0.791666666667,-0.791666666667,,
semi,log_time,4,full_by8,main_function_primary,storage,2,2,-0.104166666666,-0.104166666666,-0.208333333333,0
semi,log_time,4,full_by8,main_function_primary,unknown,1,1,0.708333333333,0.708333333333,,
semi,log_time,4,full_by8,main_function_primary,work,1,1,0,0,,
semi,log_time,4,core_by19,floor_boundary,partial,13,8,-0.217948717949,-0.1375,-0.395833333333,0.088671875
semi,log_time,4,core_by19,floor_boundary,present,5,4,0.15,0.270833333333,-0.226190476191,0.75
semi,log_time,4,core_by19,scene_category,储藏与家务辅助,1,1,0,0,,
semi,log_time,4,core_by19,scene_category,卧室,7,4,-0.184523809524,0.0520833333332,-0.435897435897,0.354166666666
semi,log_time,4,core_by19,scene_category,卫浴,1,1,0.541666666667,0.541666666667,,
semi,log_time,4,core_by19,scene_category,厨房与用餐,1,1,-1,-1,,
semi,log_time,4,core_by19,scene_category,复合／待定,3,3,-0.263888888889,-0.263888888889,-0.791666666667,0
semi,log_time,4,core_by19,scene_category,工作与学习,1,1,-0.541666666667,-0.541666666667,,
semi,log_time,4,core_by19,scene_category,起居与休闲,1,1,0.25,0.25,,
semi,log_time,4,core_by19,scene_category,通行与连接,3,3,0.25,0.25,-0.666666666667,1
semi,log_time,4,core_by19,main_function_primary,circulation,2,2,0.166666666666,0.166666666666,-0.666666666667,1
semi,log_time,4,core_by19,main_function_primary,dining,1,1,-1,-1,,
semi,log_time,4,core_by19,main_function_primary,empty,1,1,0,0,,
semi,log_time,4,core_by19,main_function_primary,living,1,1,0.25,0.25,,
semi,log_time,4,core_by19,main_function_primary,sleep,8,5,-0.109375,0.125,-0.39880952381,0.383333333333
semi,log_time,4,core_by19,main_function_primary,special,1,1,-0.791666666667,-0.791666666667,,
semi,log_time,4,core_by19,main_function_primary,storage,2,2,0,0,0,0
semi,log_time,4,core_by19,main_function_primary,unknown,1,1,0.541666666667,0.541666666667,,
semi,log_time,4,core_by19,main_function_primary,work,1,1,-0.541666666667,-0.541666666667,,
semi,log_time,4,core_tail,floor_boundary,partial,13,8,-0.115384615385,-0.0802083333333,-0.291666666667,0.137847222222
semi,log_time,4,core_tail,floor_boundary,present,5,4,0.175,0.270833333333,-0.138888888889,0.75
semi,log_time,4,core_tail,scene_category,储藏与家务辅助,1,1,-0.5,-0.5,,
semi,log_time,4,core_tail,scene_category,卧室,7,4,-0.0654761904763,0.190104166666,-0.366666666667,0.6875
semi,log_time,4,core_tail,scene_category,卫浴,1,1,0.375,0.375,,
semi,log_time,4,core_tail,scene_category,厨房与用餐,1,1,-0.625,-0.625,,
semi,log_time,4,core_tail,scene_category,复合／待定,3,3,-0.194444444444,-0.194444444444,-0.583333333333,0
semi,log_time,4,core_tail,scene_category,工作与学习,1,1,-0.208333333333,-0.208333333333,,
semi,log_time,4,core_tail,scene_category,起居与休闲,1,1,0.5,0.5,,
semi,log_time,4,core_tail,scene_category,通行与连接,3,3,0.291666666667,0.291666666667,-0.416666666667,1
semi,log_time,4,core_tail,main_function_primary,circulation,2,2,0.291666666666,0.291666666666,-0.416666666667,1
semi,log_time,4,core_tail,main_function_primary,dining,1,1,-0.625,-0.625,,
semi,log_time,4,core_tail,main_function_primary,empty,1,1,0,0,,
semi,log_time,4,core_tail,main_function_primary,living,1,1,0.5,0.5,,
semi,log_time,4,core_tail,main_function_primary,sleep,8,5,-0.0208333333334,0.210416666667,-0.315476190476,0.608333333333
semi,log_time,4,core_tail,main_function_primary,special,1,1,-0.583333333333,-0.583333333333,,
semi,log_time,4,core_tail,main_function_primary,storage,2,2,-0.25,-0.25,-0.5,0
semi,log_time,4,core_tail,main_function_primary,unknown,1,1,0.375,0.375,,
semi,log_time,4,core_tail,main_function_primary,work,1,1,-0.208333333333,-0.208333333333,,
semi,log_time,4,late_quarter_new,floor_boundary,partial,13,8,-0.0224358974359,-0.0364583333334,-0.175925925926,0.0871422558921
semi,log_time,4,late_quarter_new,floor_boundary,present,5,4,-0.0583333333332,-0.0729166666665,-0.21875,0
semi,log_time,4,late_quarter_new,scene_category,储藏与家务辅助,1,1,0.208333333333,0.208333333333,,
semi,log_time,4,late_quarter_new,scene_category,卧室,7,4,0.0297619047619,0.0520833333333,-0.0625,0.21875
semi,log_time,4,late_quarter_new,scene_category,卫浴,1,1,-0.166666666666,-0.166666666666,,
semi,log_time,4,late_quarter_new,scene_category,厨房与用餐,1,1,0,0,,
semi,log_time,4,late_quarter_new,scene_category,复合／待定,3,3,0,0,0,0
semi,log_time,4,late_quarter_new,scene_category,工作与学习,1,1,-0.541666666667,-0.541666666667,,
semi,log_time,4,late_quarter_new,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,4,late_quarter_new,scene_category,通行与连接,3,3,-0.097222222222,-0.097222222222,-0.291666666666,0
semi,log_time,4,late_quarter_new,main_function_primary,circulation,2,2,0,0,0,0
semi,log_time,4,late_quarter_new,main_function_primary,dining,1,1,0,0,,
semi,log_time,4,late_quarter_new,main_function_primary,empty,1,1,0,0,,
semi,log_time,4,late_quarter_new,main_function_primary,living,1,1,0,0,,
semi,log_time,4,late_quarter_new,main_function_primary,sleep,8,5,-0.0104166666666,-0.0166666666666,-0.166666666666,0.133333333333
semi,log_time,4,late_quarter_new,main_function_primary,special,1,1,0,0,,
semi,log_time,4,late_quarter_new,main_function_primary,storage,2,2,0.104166666666,0.104166666666,0,0.208333333333
semi,log_time,4,late_quarter_new,main_function_primary,unknown,1,1,-0.166666666666,-0.166666666666,,
semi,log_time,4,late_quarter_new,main_function_primary,work,1,1,-0.541666666667,-0.541666666667,,
semi,log_time,4,heldout_geometry_coverage,floor_boundary,partial,13,8,0,-0.03125,-0.1875,0.166666666667
semi,log_time,4,heldout_geometry_coverage,floor_boundary,present,5,4,0,0,0,0
semi,log_time,4,heldout_geometry_coverage,scene_category,储藏与家务辅助,1,1,0,0,,
semi,log_time,4,heldout_geometry_coverage,scene_category,卧室,7,4,0.0714285714286,0.125,0,0.375
semi,log_time,4,heldout_geometry_coverage,scene_category,卫浴,1,1,-0.5,-0.5,,
semi,log_time,4,heldout_geometry_coverage,scene_category,厨房与用餐,1,1,0.5,0.5,,
semi,log_time,4,heldout_geometry_coverage,scene_category,复合／待定,3,3,-0.166666666667,-0.166666666667,-0.5,0
semi,log_time,4,heldout_geometry_coverage,scene_category,工作与学习,1,1,0,0,,
semi,log_time,4,heldout_geometry_coverage,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,4,heldout_geometry_coverage,scene_category,通行与连接,3,3,0,0,0,0
semi,log_time,4,heldout_geometry_coverage,main_function_primary,circulation,2,2,0,0,0,0
semi,log_time,4,heldout_geometry_coverage,main_function_primary,dining,1,1,0.5,0.5,,
semi,log_time,4,heldout_geometry_coverage,main_function_primary,empty,1,1,0,0,,
semi,log_time,4,heldout_geometry_coverage,main_function_primary,living,1,1,0,0,,
semi,log_time,4,heldout_geometry_coverage,main_function_primary,sleep,8,5,0.0625,0.1,0,0.3
semi,log_time,4,heldout_geometry_coverage,main_function_primary,special,1,1,-0.5,-0.5,,
semi,log_time,4,heldout_geometry_coverage,main_function_primary,storage,2,2,0,0,0,0
semi,log_time,4,heldout_geometry_coverage,main_function_primary,unknown,1,1,-0.5,-0.5,,
semi,log_time,4,heldout_geometry_coverage,main_function_primary,work,1,1,0,0,,
semi,log_time,6,point_count_disagreement,floor_boundary,partial,13,8,0.194871794872,0.138333333333,-0.00833333333325,0.311145833333
semi,log_time,6,point_count_disagreement,floor_boundary,present,5,4,-0.04,-0.05,-0.15,0
semi,log_time,6,point_count_disagreement,scene_category,储藏与家务辅助,1,1,0,0,,
semi,log_time,6,point_count_disagreement,scene_category,卧室,7,4,0.219047619048,0.0958333333333,-0.166666666667,0.373333333333
semi,log_time,6,point_count_disagreement,scene_category,卫浴,1,1,0.066666666667,0.066666666667,,
semi,log_time,6,point_count_disagreement,scene_category,厨房与用餐,1,1,0.4,0.4,,
semi,log_time,6,point_count_disagreement,scene_category,复合／待定,3,3,0.2,0.2,0,0.6
semi,log_time,6,point_count_disagreement,scene_category,工作与学习,1,1,-0.066666666667,-0.066666666667,,
semi,log_time,6,point_count_disagreement,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,6,point_count_disagreement,scene_category,通行与连接,3,3,-0.0666666666667,-0.0666666666667,-0.2,0
semi,log_time,6,point_count_disagreement,main_function_primary,circulation,2,2,0,0,0,0
semi,log_time,6,point_count_disagreement,main_function_primary,dining,1,1,0.4,0.4,,
semi,log_time,6,point_count_disagreement,main_function_primary,empty,1,1,0,0,,
semi,log_time,6,point_count_disagreement,main_function_primary,living,1,1,0,0,,
semi,log_time,6,point_count_disagreement,main_function_primary,sleep,8,5,0.166666666667,0.0366666666666,-0.2,0.339393939394
semi,log_time,6,point_count_disagreement,main_function_primary,special,1,1,0.6,0.6,,
semi,log_time,6,point_count_disagreement,main_function_primary,storage,2,2,0,0,0,0
semi,log_time,6,point_count_disagreement,main_function_primary,unknown,1,1,0.066666666667,0.066666666667,,
semi,log_time,6,point_count_disagreement,main_function_primary,work,1,1,-0.066666666667,-0.066666666667,,
semi,log_time,6,singleton_share,floor_boundary,partial,13,8,-0.0128205128205,-0.0541666666667,-0.145833333333,0.0520833333334
semi,log_time,6,singleton_share,floor_boundary,present,5,4,-0.0666666666664,-0.083333333333,-0.166666666666,0
semi,log_time,6,singleton_share,scene_category,储藏与家务辅助,1,1,0,0,,
semi,log_time,6,singleton_share,scene_category,卧室,7,4,0.0714285714287,0.0625000000001,0,0.125
semi,log_time,6,singleton_share,scene_category,卫浴,1,1,-0.166666666667,-0.166666666667,,
semi,log_time,6,singleton_share,scene_category,厨房与用餐,1,1,0,0,,
semi,log_time,6,singleton_share,scene_category,复合／待定,3,3,-0.0555555555557,-0.0555555555557,-0.166666666667,0
semi,log_time,6,singleton_share,scene_category,工作与学习,1,1,-0.333333333333,-0.333333333333,,
semi,log_time,6,singleton_share,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,6,singleton_share,scene_category,通行与连接,3,3,-0.111111111111,-0.111111111111,-0.166666666666,0
semi,log_time,6,singleton_share,main_function_primary,circulation,2,2,-0.083333333333,-0.083333333333,-0.166666666666,0
semi,log_time,6,singleton_share,main_function_primary,dining,1,1,0,0,,
semi,log_time,6,singleton_share,main_function_primary,empty,1,1,0,0,,
semi,log_time,6,singleton_share,main_function_primary,living,1,1,0,0,,
semi,log_time,6,singleton_share,main_function_primary,sleep,8,5,0.0416666666669,0.0166666666669,-0.0666666666664,0.104166666667
semi,log_time,6,singleton_share,main_function_primary,special,1,1,-0.166666666667,-0.166666666667,,
semi,log_time,6,singleton_share,main_function_primary,storage,2,2,0,0,0,0
semi,log_time,6,singleton_share,main_function_primary,unknown,1,1,-0.166666666667,-0.166666666667,,
semi,log_time,6,singleton_share,main_function_primary,work,1,1,-0.333333333333,-0.333333333333,,
semi,log_time,6,mode_entropy,floor_boundary,partial,13,8,0.373325839472,0.172424978869,-0.0732243391214,0.620125085594
semi,log_time,6,mode_entropy,floor_boundary,present,5,4,-0.507309364961,-0.634136706201,-1.2682734124,0
semi,log_time,6,mode_entropy,scene_category,储藏与家务辅助,1,1,0,0,,
semi,log_time,6,mode_entropy,scene_category,卧室,7,4,0.640944869966,0.402292584669,0,0.897322817952
semi,log_time,6,mode_entropy,scene_category,卫浴,1,1,-0.45914791703,-0.45914791703,,
semi,log_time,6,mode_entropy,scene_category,厨房与用餐,1,1,0.809125495382,0.809125495382,,
semi,log_time,6,mode_entropy,scene_category,复合／待定,3,3,0.116659192784,0.116659192784,0,0.349977578352
semi,log_time,6,mode_entropy,scene_category,工作与学习,1,1,-0.33333333333,-0.33333333333,,
semi,log_time,6,mode_entropy,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,6,mode_entropy,scene_category,通行与连接,3,3,-0.845515608268,-0.845515608268,-1.2682734124,0
semi,log_time,6,mode_entropy,main_function_primary,circulation,2,2,-0.634136706201,-0.634136706201,-1.2682734124,0
semi,log_time,6,mode_entropy,main_function_primary,dining,1,1,0.809125495382,0.809125495382,,
semi,log_time,6,mode_entropy,main_function_primary,empty,1,1,0,0,,
semi,log_time,6,mode_entropy,main_function_primary,living,1,1,0,0,,
semi,log_time,6,mode_entropy,main_function_primary,sleep,8,5,0.40229258467,0.0681793852549,-0.630959563112,0.828123132944
semi,log_time,6,mode_entropy,main_function_primary,special,1,1,0.349977578352,0.349977578352,,
semi,log_time,6,mode_entropy,main_function_primary,storage,2,2,0,0,0,0
semi,log_time,6,mode_entropy,main_function_primary,unknown,1,1,-0.45914791703,-0.45914791703,,
semi,log_time,6,mode_entropy,main_function_primary,work,1,1,-0.33333333333,-0.33333333333,,
semi,log_time,6,full_by8,floor_boundary,partial,13,8,-0.166666666667,-0.0588541666666,-0.3125,0.114713541667
semi,log_time,6,full_by8,floor_boundary,present,5,4,0.216666666667,0.270833333333,-0.013888888889,0.645833333333
semi,log_time,6,full_by8,scene_category,储藏与家务辅助,1,1,-0.125,-0.125,,
semi,log_time,6,full_by8,scene_category,卧室,7,4,-0.339285714286,-0.25,-0.466666666667,-0.020833333333
semi,log_time,6,full_by8,scene_category,卫浴,1,1,0.541666666667,0.541666666667,,
semi,log_time,6,full_by8,scene_category,厨房与用餐,1,1,-0.458333333334,-0.458333333334,,
semi,log_time,6,full_by8,scene_category,复合／待定,3,3,0.0416666666667,0.0416666666667,-0.041666666667,0.166666666667
semi,log_time,6,full_by8,scene_category,工作与学习,1,1,0.083333333333,0.083333333333,,
semi,log_time,6,full_by8,scene_category,起居与休闲,1,1,0,0,,
semi,log_time,6,full_by8,scene_category,通行与连接,3,3,0.375,0.375,0,0.875
semi,log_time,6,full_by8,main_function_primary,circulation,2,2,0.4375,0.4375,0,0.875
semi,log_time,6,full_by8,main_function_primary,dining,1,1,-0.458333333334,-0.458333333334,,
semi,log_time,6,full_by8,main_function_primary,empty,1,1,0,0,,
