image_id,condition,building,axis,composition,workers,future_workers,n_people,total_clusters,supported_clusters,singleton_share,point_count_disagreement,within_mode,mode_entropy,full_by8,core_by19,full_tail,core_tail,late_quarter_new,half_tv,orders,heldout_geometry_coverage
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,VFuaQ6m2Qom,log_time,higher,W008;W015;W029;W033;W034;W035;W036;W037,W011;W032,8,4,2,0.25,0.75,0.0348435257774,1.75,0.666666666667,0.833333333333,0,0,0.208333333333,0.239583333333,24,1
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,VFuaQ6m2Qom,log_time,mixed,W001;W006;W012;W013;W029;W033;W036;W037,W011;W032,8,4,2,0.25,0.785714285714,0.0337144793694,1.81127812446,0.75,0.916666666667,0,0.291666666667,0.208333333333,0.260416666667,24,1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,lower,W002;W008;W018;W036,W017;W031,4,1,1,0,0,0,-0,1,1,1,1,0,0,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,higher,W001;W029;W034;W035,W017;W031,4,4,0,1,0.5,,2,0,0,0,0,1,0.5,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,mixed,W002;W018;W029;W035,W017;W031,4,2,1,0.25,0,0.0290800896944,0.811278124459,0.583333333333,0.75,0,0.333333333333,0.166666666667,0.25,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,lower,W002;W008;W015;W018;W033;W036,W017;W031,6,1,1,0,0,0,-0,1,1,1,1,0,0,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,higher,W001;W012;W029;W034;W035;W037,W017;W031,6,5,1,0.666666666667,0.6,0.0267196499628,2.25162916739,0,0.666666666667,0,0.125,0.6875,0.395833333333,24,1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,mixed,W001;W002;W018;W029;W035;W036,W017;W031,6,3,1,0.333333333333,0.333333333333,0.0145400448472,1.25162916739,0.666666666667,1,0,0.791666666667,0.354166666667,0.229166666667,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,lower,W002;W008;W013;W015;W018;W027;W033;W036,W017;W031,8,1,1,0,0,0,-0,1,1,1,1,0,0,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,higher,W001;W012;W029;W030;W032;W034;W035;W037,W017;W031,8,5,1,0.5,0.464285714286,0.0278700411656,2,0.333333333333,1,0,0.916666666667,0.479166666667,0.322916666667,24,1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,quality,mixed,W001;W002;W008;W018;W029;W034;W035;W036,W017;W031,8,4,1,0.375,0.25,0,1.5487949407,0.5,1,0,0.666666666667,0.4375,0.265625,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,lower,W002;W006;W011;W021,W017;W031,4,1,1,0,0,0.00161069413247,-0,1,1,1,1,0,0,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,higher,W027;W028;W032;W036,W017;W031,4,1,1,0,0,0.0191326626078,-0,1,1,0.875,1,0,0,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,mixed,W002;W021;W027;W036,W017;W031,4,1,1,0,0,0.00104090196895,-0,1,1,1,1,0,0,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,lower,W001;W002;W006;W011;W013;W021,W017;W031,6,2,1,0.166666666667,0.333333333333,0.00161069413247,0.650022421648,0.75,1,0,1,0.166666666667,0.166666666667,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,higher,W027;W028;W029;W032;W036;W037,W017;W031,6,2,1,0.166666666667,0.333333333333,0.0224334485866,0.650022421648,0.791666666667,1,0,0.875,0.125,0.166666666667,24,1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,mixed,W002;W006;W021;W027;W028;W036,W017;W031,6,1,1,0,0,0.0020818039379,-0,1,1,0.958333333333,1,0,0,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,lower,W001;W002;W006;W010;W011;W013;W021;W030,W017;W031,8,2,1,0.125,0.25,0.00161069413247,0.5435644432,0.958333333333,1,0.791666666667,1,0.0625,0.125,24,0.5
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,higher,W008;W027;W028;W029;W032;W033;W036;W037,W017;W031,8,2,1,0.125,0.25,0.0206140186063,0.5435644432,0.791666666667,1,0.625,1,0.125,0.125,24,1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,X7HyMhZNoso,log_time,mixed,W002;W006;W011;W021;W027;W028;W032;W036,W017;W031,8,1,1,0,0,0.0020818039379,-0,1,1,1,1,0,0,24,0.5
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,lower,W002;W015;W018;W027,W021;W033,4,1,1,0,0,0.0305149024514,-0,0.833333333333,0.833333333333,0.583333333333,0.583333333333,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,higher,W012;W034;W035;W037,W021;W033,4,1,1,0,0,0.0689898231895,-0,0.791666666667,0.791666666667,0.375,0.375,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,mixed,W002;W027;W034;W037,W021;W033,4,1,1,0,0,0.0286303184111,-0,1,1,1,1,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,lower,W002;W010;W015;W017;W018;W027,W021;W033,6,1,1,0,0,0.0418850813398,-0,0.583333333333,0.583333333333,0.541666666667,0.541666666667,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,higher,W001;W012;W029;W034;W035;W037,W021;W033,6,1,1,0,0,0.0553389626947,-0,1,1,0.958333333333,0.958333333333,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,mixed,W002;W018;W027;W034;W035;W037,W021;W033,6,1,1,0,0,0.0334846051805,-0,1,1,1,1,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,lower,W002;W006;W010;W015;W017;W018;W027;W031,W021;W033,8,1,1,0,0,0.0240994058018,-0,1,1,0.583333333333,0.75,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,higher,W001;W012;W014;W028;W029;W034;W035;W037,W021;W033,8,2,1,0.125,0,0.0437434328811,0.5435644432,0.541666666667,0.916666666667,0.25,0.875,0,0.125,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,quality,mixed,W002;W012;W015;W018;W027;W034;W035;W037,W021;W033,8,2,2,0,0,0.0365810206684,0.811278124459,0.75,0.75,0,0,0,0.114583333333,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,lower,W001;W006;W012;W013,W021;W033,4,1,1,0,0,0.0444848268855,-0,0.875,0.875,0.5,0.5,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,higher,W027;W032;W036;W037,W021;W033,4,1,1,0,0,0.0259388820343,-0,1,1,1,1,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,mixed,W006;W013;W027;W036,W021;W033,4,1,1,0,0,0.0196709375109,-0,1,1,0.875,1,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,lower,W001;W006;W012;W013;W018;W030,W021;W033,6,1,1,0,0,0.0408087449964,-0,1,1,0.791666666667,0.791666666667,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,higher,W008;W027;W029;W032;W036;W037,W021;W033,6,1,1,0,0,0.0271889273611,-0,1,1,1,1,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,mixed,W006;W012;W013;W027;W032;W036,W021;W033,6,2,1,0.166666666667,0,0.0252425914603,0.650022421648,0.75,1,0,0.916666666667,0,0.166666666667,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,lower,W001;W006;W010;W012;W013;W017;W018;W030,W021;W033,8,2,1,0.125,0,0.0408087449964,0.5435644432,0.75,1,0.375,1,0,0.125,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,higher,W008;W015;W027;W028;W029;W032;W036;W037,W021;W033,8,1,1,0,0,0.028878923258,-0,1,1,1,1,0,0,24,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,X7HyMhZNoso,log_time,mixed,W001;W006;W012;W013;W027;W032;W036;W037,W021;W033,8,2,2,0,0,0.0252425914603,0.811278124459,0.75,0.75,0,0,0,0.0833333333333,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,lower,W002;W008;W018;W036,W001;W030,4,1,1,0,0,0,-0,1,1,1,1,0,0,24,0.5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,higher,W029;W034;W035;W037,W001;W030,4,2,1,0.25,0,0.0757371581054,0.811278124459,0.708333333333,0.875,0,0.458333333333,0.166666666667,0.25,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,mixed,W002;W018;W029;W035,W001;W030,4,2,2,0,0,0.0118850656558,1,0,0,0,0,0,0.145833333333,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,lower,W002;W008;W015;W017;W018;W036,W001;W030,6,2,1,0.166666666667,0.333333333333,0,0.650022421648,0.833333333333,1,0,1,0.1875,0.166666666667,24,0.5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,higher,W012;W029;W031;W034;W035;W037,W001;W030,6,3,1,0.333333333333,0,0.0578187162673,1.25162916739,0.833333333333,1,0,0.625,0.208333333333,0.243055555556,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,mixed,W002;W018;W029;W034;W035;W036,W001;W030,6,2,2,0,0,0.0118850656558,1,0.75,0.75,0,0,0,0.194444444444,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,lower,W002;W008;W015;W017;W018;W027;W033;W036,W001;W030,8,2,1,0.125,0.25,0,0.5435644432,0.791666666667,1,0.541666666667,1,0.166666666667,0.125,24,0.5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,higher,W012;W014;W029;W031;W032;W034;W035;W037,W001;W030,8,3,2,0.125,0,0.0561055105898,1.40563906223,0.875,0.708333333333,0.125,0.0833333333333,0,0.213541666667,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,quality,mixed,W002;W008;W018;W029;W034;W035;W036;W037,W001;W030,8,2,2,0,0,0.00162930569772,0.954434002925,0.833333333333,0.833333333333,0.0833333333333,0.0833333333333,0,0.208333333333,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,lower,W002;W006;W011;W021,W001;W030,4,2,2,0,0.666666666667,0.000814652848862,1,0,0,0,0,0,0.1875,24,0.5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,higher,W027;W028;W032;W036,W001;W030,4,1,1,0,0,0.0355597197037,-0,0.791666666667,0.791666666667,0.583333333333,0.583333333333,0,0,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,mixed,W006;W021;W027;W036,W001;W030,4,2,1,0.25,0.5,0.00162930569772,0.811278124459,0.625,1,0,0.583333333333,0.375,0.25,24,0.5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,lower,W002;W006;W010;W011;W013;W021,W001;W030,6,2,2,0,0.6,0.000814652848862,1,1,1,0,0,0,0.180555555556,24,0.5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,higher,W027;W028;W029;W032;W036;W037,W001;W030,6,2,1,0.166666666667,0,0.0287760014748,0.650022421648,0.833333333333,1,0,0.416666666667,0.1875,0.166666666667,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,mixed,W002;W006;W021;W027;W028;W036,W001;W030,6,2,1,0.166666666667,0.333333333333,0.00162930569772,0.650022421648,0.375,0.625,0,0.375,0.208333333333,0.166666666667,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,lower,W002;W006;W010;W011;W013;W015;W017;W021,W001;W030,8,2,2,0,0.571428571429,0,1,1,1,0.541666666667,0.541666666667,0,0.135416666667,24,0.5
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,higher,W008;W027;W028;W029;W032;W033;W036;W037,W001;W030,8,2,1,0.125,0,0.0279860851981,0.5435644432,0.583333333333,0.875,0.25,0.5,0.229166666667,0.125,24,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,Z6MFQCViBuw,log_time,mixed,W002;W006;W011;W021;W027;W028;W032;W036,W001;W030,8,2,2,0,0.428571428571,0.0279860851981,0.811278124459,0.541666666667,0.541666666667,0,0,0,0.104166666667,24,1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,lower,W002;W015;W018;W027,W008;W011,4,2,1,0.25,0.5,0.0543803741655,0.811278124459,0.5,0.791666666667,0,0.375,0.291666666667,0.25,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,higher,W012;W034;W035;W037,W008;W011,4,4,0,1,0.833333333333,,2,0,0,0,0,1,0.5,24,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,mixed,W002;W027;W034;W037,W008;W011,4,3,1,0.5,0.5,0.0543803741655,1.5,0,0.458333333333,0,0.0833333333333,0.458333333333,0.28125,24,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,lower,W002;W015;W018;W021;W027;W031,W008;W011,6,3,2,0.166666666667,0.733333333333,0.0402524930654,1.45914791703,0.25,0.416666666667,0,0,0.3125,0.236111111111,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,higher,W001;W012;W029;W034;W035;W037,W008;W011,6,6,0,1,0.733333333333,,2.58496250072,0,0,0,0,1,0.5,24,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,mixed,W002;W018;W027;W034;W035;W037,W008;W011,6,4,1,0.5,0.533333333333,0.0543803741655,1.79248125036,0.333333333333,0.833333333333,0,0.458333333333,0.458333333333,0.361111111111,24,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,lower,W002;W010;W015;W017;W018;W021;W027;W031,W008;W011,8,4,2,0.25,0.714285714286,0.0482734255274,1.75,0.208333333333,0.583333333333,0,0,0.291666666667,0.244791666667,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,higher,W001;W012;W014;W028;W029;W034;W035;W037,W008;W011,8,8,0,1,0.75,,3,0,0,0,0,1,0.5,24,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,quality,mixed,W002;W012;W015;W018;W027;W034;W035;W037,W008;W011,8,6,1,0.625,0.678571428571,0.0543803741655,2.40563906223,0.25,0.833333333333,0,0.416666666667,0.5625,0.40625,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,lower,W006;W012;W013;W021,W008;W011,4,4,0,1,0.833333333333,,2,0,0,0,0,1,0.5,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,higher,W027;W032;W033;W036,W008;W011,4,4,0,1,0.833333333333,,2,0,0,0,0,1,0.5,24,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,mixed,W006;W021;W027;W036,W008;W011,4,3,1,0.5,0.5,0.0473683968151,1.5,0,0.5,0,0.166666666667,0.5,0.333333333333,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,lower,W001;W006;W012;W013;W018;W021,W008;W011,6,5,1,0.666666666667,0.733333333333,0.0455578997252,2.25162916739,0,0.541666666667,0,0.125,0.666666666667,0.395833333333,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,higher,W027;W029;W032;W033;W036;W037,W008;W011,6,6,0,1,0.6,,2.58496250072,0,0,0,0,1,0.5,24,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,mixed,W006;W013;W021;W027;W033;W036,W008;W011,6,5,1,0.666666666667,0.6,0.0473683968151,2.25162916739,0,0.583333333333,0,0.25,0.729166666667,0.402777777778,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,lower,W001;W006;W010;W012;W013;W018;W021;W030,W008;W011,8,6,1,0.625,0.75,0.0397137077669,2.40563906223,0.25,1,0,0.75,0.583333333333,0.395833333333,24,1
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,higher,W015;W027;W028;W029;W032;W033;W036;W037,W008;W011,8,8,0,1,0.714285714286,,3,0,0,0,0,1,0.5,24,0.5
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,b8cTxDM8gDG,log_time,mixed,W006;W012;W013;W021;W027;W032;W033;W036,W008;W011,8,7,1,0.75,0.75,0.0473683968151,2.75,0,0.625,0,0.291666666667,0.75,0.4375,24,0.5
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,lower,W002;W008;W018;W036,W029;W037,4,2,1,0.25,0.5,0.0101030329125,0.811278124459,0.791666666667,1,0,0.541666666667,0.208333333333,0.25,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,higher,W001;W031;W034;W035,W029;W037,4,3,1,0.5,0.5,0.0507609668756,1.5,0,0.416666666667,0,0.208333333333,0.416666666667,0.34375,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,mixed,W002;W018;W034;W035,W029;W037,4,2,2,0,0.666666666667,0.0625525019632,1,0,0,0,0,0,0.229166666667,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,lower,W002;W008;W015;W017;W018;W036,W029;W037,6,2,1,0.166666666667,0.333333333333,0.00914002497224,0.650022421648,0.916666666667,1,0,1,0.0416666666667,0.166666666667,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,higher,W001;W012;W030;W031;W034;W035,W029;W037,6,4,2,0.333333333333,0.333333333333,0.0483902222311,1.91829583405,0,0.208333333333,0,0,0.3125,0.305555555556,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,mixed,W001;W002;W018;W034;W035;W036,W029;W037,6,3,2,0.166666666667,0.533333333333,0.0625525019632,1.45914791703,0.5,0.625,0,0,0.166666666667,0.263888888889,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,lower,W002;W008;W015;W017;W018;W027;W033;W036,W029;W037,8,3,1,0.25,0.464285714286,0.0101030329125,1.06127812446,0.708333333333,1,0,1,0.3125,0.171875,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,higher,W001;W011;W012;W030;W031;W032;W034;W035,W029;W037,8,4,2,0.25,0.25,0.0464074598402,1.81127812446,0.541666666667,0.875,0,0.333333333333,0.291666666667,0.270833333333,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,quality,mixed,W001;W002;W008;W018;W031;W034;W035;W036,W029;W037,8,3,2,0.125,0.428571428571,0.0501465399225,1.2987949407,0.708333333333,0.708333333333,0,0,0.145833333333,0.171875,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,lower,W002;W006;W013;W021,W029;W037,4,1,1,0,0,0.0169923522906,-0,1,1,0.916666666667,1,0,0,24,0.5
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,higher,W027;W028;W032;W036,W029;W037,4,2,1,0.25,0.5,0.051222784126,0.811278124459,0.5,0.625,0,0.333333333333,0.125,0.25,24,0.5
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,mixed,W006;W021;W027;W036,W029;W037,4,2,1,0.25,0.5,0.0266961995803,0.811278124459,0.833333333333,1,0,0.375,0.166666666667,0.25,24,0.5
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,lower,W001;W002;W006;W011;W013;W021,W029;W037,6,2,1,0.166666666667,0,0.0266961995803,0.650022421648,0.791666666667,1,0,0.958333333333,0.270833333333,0.166666666667,24,0.5
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,higher,W008;W027;W028;W032;W033;W036,W029;W037,6,2,1,0.166666666667,0.333333333333,0.0226250156551,0.650022421648,0.833333333333,1,0,0.5,0.145833333333,0.166666666667,24,0.5
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,mixed,W002;W006;W021;W027;W028;W036,W029;W037,6,2,1,0.166666666667,0.333333333333,0.0230460646964,0.650022421648,0.916666666667,1,0,0.833333333333,0.104166666667,0.166666666667,24,0.5
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,lower,W001;W002;W006;W010;W011;W013;W017;W021,W029;W037,8,3,1,0.25,0,0.0266961995803,1.06127812446,0.791666666667,1,0,0.958333333333,0.291666666667,0.140625,24,0.5
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,higher,W008;W018;W027;W028;W030;W032;W033;W036,W029;W037,8,3,1,0.25,0.464285714286,0.0238041510588,1.06127812446,0.708333333333,1,0,0.916666666667,0.270833333333,0.171875,24,1
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,b8cTxDM8gDG,log_time,mixed,W002;W006;W013;W021;W027;W028;W032;W036,W029;W037,8,2,1,0.125,0.25,0.0266961995803,0.5435644432,0.75,1,0.541666666667,1,0.208333333333,0.125,24,0.5
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,lower,W002;W008;W018;W036,W021;W035,4,1,1,0,0,0.0069760933877,-0,1,1,1,1,0,0,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,higher,W001;W029;W034;W037,W021;W035,4,2,1,0.25,0,0.0292478739071,0.811278124459,0.458333333333,0.833333333333,0,0.625,0,0.25,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,mixed,W002;W018;W029;W034,W021;W035,4,1,1,0,0,0.0267947993217,-0,1,1,0.833333333333,0.833333333333,0,0,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,lower,W002;W008;W015;W017;W018;W036,W021;W035,6,1,1,0,0,0.0136678811454,-0,1,1,1,1,0,0,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,higher,W001;W012;W029;W031;W034;W037,W021;W035,6,2,1,0.166666666667,0,0.0309675577656,0.650022421648,0.666666666667,1,0,0.5,0,0.166666666667,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,mixed,W001;W002;W018;W029;W034;W036,W021;W035,6,2,1,0.166666666667,0,0.0192693174397,0.650022421648,0.833333333333,1,0,0.833333333333,0,0.166666666667,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,lower,W002;W008;W013;W015;W017;W018;W033;W036,W021;W035,8,1,1,0,0,0,-0,1,1,1,1,0,0,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,higher,W001;W012;W014;W029;W030;W031;W034;W037,W021;W035,8,2,1,0.125,0,0.0246446010469,0.5435644432,0.916666666667,1,0.458333333333,0.833333333333,0,0.125,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,quality,mixed,W001;W002;W008;W018;W029;W034;W036;W037,W021;W035,8,2,1,0.125,0,0.0164555447742,0.5435644432,0.958333333333,1,0.625,1,0,0.125,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,log_time,lower,W002;W006;W011;W013,W021;W035,4,2,2,0,0.666666666667,0,1,0,0,0,0,0,0.145833333333,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,log_time,higher,W027;W028;W029;W036,W021;W035,4,1,1,0,0,0.0290408980387,-0,1,1,1,1,0,0,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,log_time,mixed,W002;W006;W027;W036,W021;W035,4,2,1,0.25,0.5,0.0139521867754,0.811278124459,0.791666666667,1,0,0.625,0.208333333333,0.25,24,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,e9zR4mvMWw7,log_time,lower,W001;W002;W006;W010;W011;W013,W021;W035,6,3,2,0.166666666667,0.6,0.00574157580279,1.45914791703,0.375,0.541666666667,0,0,0.166666666667,0.229166666667,24,1
