condition,family,requested_groups,n_people,signature,total_clusters,supported_clusters,singleton_share,point_count_disagreement,heldout_geometry_coverage,mode_entropy
manual,TSB,4,3,AAA,1.71014492754,0.792270531401,0.305958132045,0.244766505636,0.63768115942,0.599852335306
manual,TSB,4,3,AAB,1.94020797227,0.693240901213,0.415655690352,0.368573079145,0.619584055459,0.786199527464
manual,TSB,4,3,ABC,2.02657342657,0.627972027972,0.4662004662,0.384149184149,0.641958041958,0.849085012127
manual,TSB,4,4,AAAA,1.85915492958,0.957746478873,0.225352112676,0.255868544601,0.591549295775,0.652790404762
manual,TSB,4,4,AAAB,2.242,0.872,0.3425,0.323666666667,0.657,0.912858631132
manual,TSB,4,4,AABB,2.31983805668,0.85020242915,0.367408906883,0.367071524966,0.645748987854,0.963593180569
manual,TSB,4,4,AABC,2.38257993385,0.826901874311,0.388919514884,0.387541345094,0.662624035281,1.00440267011
manual,TSB,4,4,ABCD,2.2890625,0.796875,0.373046875,0.360677083333,0.69140625,0.926069067294
manual,quality_time_edit,2,2,AA,1.47719802794,0.522801972062,0.477198027938,0.344700082169,0.572719802794,0.477198027938
manual,quality_time_edit,2,2,AB,1.51740294511,0.482597054886,0.517402945114,0.361668897813,0.591142347166,0.517402945114
manual,quality_time_edit,2,3,AAA,1.93226381462,0.695187165775,0.412358882947,0.365418894831,0.624777183601,0.779394177517
manual,quality_time_edit,2,3,AAB,1.95247524752,0.675247524752,0.425742574257,0.360176017602,0.630693069307,0.792936856888
manual,quality_time_edit,2,4,AAAA,2.1722972973,0.868243243243,0.326013513514,0.343468468468,0.646959459459,0.860775232136
manual,quality_time_edit,2,4,AAAB,2.33812154696,0.845303867403,0.37320441989,0.373480662983,0.653038674033,0.976495645616
manual,quality_time_edit,2,4,AABB,2.33282208589,0.834355828221,0.374616564417,0.350715746421,0.670245398773,0.969013779621
manual,quality_time_edit,4,2,AA,1.46396761134,0.536032388664,0.463967611336,0.333198380567,0.572064777328,0.463967611336
manual,quality_time_edit,4,2,AB,1.50813953488,0.491860465116,0.508139534884,0.35988372093,0.584956395349,0.508139534884
manual,quality_time_edit,4,3,AAA,1.86363636364,0.74025974026,0.374458874459,0.339826839827,0.668831168831,0.72771544957
manual,quality_time_edit,4,3,AAB,1.94896193772,0.68598615917,0.420991926182,0.367935409458,0.623702422145,0.792412752765
manual,quality_time_edit,4,3,ABC,1.96083550914,0.660574412533,0.433420365535,0.356396866841,0.629242819843,0.796921867289
manual,quality_time_edit,4,4,AAAA,2.17142857143,0.971428571429,0.3,0.295238095238,0.657142857143,0.888936606988
manual,quality_time_edit,4,4,AAAB,2.24668435013,0.870026525199,0.344164456233,0.358532272325,0.667108753316,0.914385419325
manual,quality_time_edit,4,4,AABB,2.29801324503,0.811258278146,0.371688741722,0.35706401766,0.650662251656,0.939107688215
manual,quality_time_edit,4,4,AABC,2.34764826176,0.835378323108,0.378067484663,0.367246080436,0.645705521472,0.980921616081
manual,quality_time_edit,4,4,ABCD,2.27950310559,0.88198757764,0.349378881988,0.346790890269,0.726708074534,0.941161898195
semi,B,2,2,AA,1.30340557276,0.696594427245,0.303405572755,0.205218929677,0.703449800973,0.303405572755
semi,B,2,2,AB,1.38906926407,0.610930735931,0.389069264069,0.19696969697,0.728084415584,0.389069264069
semi,B,2,3,AAA,1.5306122449,0.904761904762,0.208616780045,0.222222222222,0.727891156463,0.46329433138
semi,B,2,3,AAB,1.66782608696,0.859130434783,0.269565217391,0.217391304348,0.768695652174,0.577815022119
semi,B,2,4,AAAA,1.54248366013,1.07843137255,0.116013071895,0.204793028322,0.741830065359,0.446095608487
semi,B,2,4,AAAB,1.86274509804,0.980392156863,0.220588235294,0.208424110385,0.767973856209,0.66124786884
semi,B,2,4,AABB,1.88492063492,0.984126984127,0.225198412698,0.214285714286,0.833333333333,0.675041753337
semi,B,4,2,AA,1.29967689822,0.700323101777,0.299676898223,0.20113085622,0.704765751212,0.299676898223
semi,B,4,2,AB,1.3601532567,0.639846743295,0.360153256705,0.201671891327,0.718739115291,0.360153256705
semi,B,4,3,AAA,1.47222222222,0.916666666667,0.185185185185,0.194444444444,0.712962962963,0.412670602132
semi,B,4,3,AAB,1.6189516129,0.872983870968,0.248655913978,0.215053763441,0.761088709677,0.536419724817
semi,B,4,3,ABC,1.68679245283,0.860377358491,0.275471698113,0.236477987421,0.760377358491,0.595545519263
semi,B,4,4,AAAA,1.2,1.06666666667,0.0333333333333,0.0944444444444,0.816666666667,0.174837083261
semi,B,4,4,AAAB,1.72384937238,1.01255230126,0.177824267782,0.201534170153,0.776150627615,0.563459884783
semi,B,4,4,AABB,1.98969072165,0.979381443299,0.252577319588,0.226804123711,0.783505154639,0.75353846635
semi,B,4,4,AABC,1.84848484848,0.988344988345,0.215034965035,0.207459207459,0.782051282051,0.652447530427
semi,B,4,4,ABCD,1.91304347826,1.01449275362,0.224637681159,0.275362318841,0.789855072464,0.709719927348
semi,Q,2,2,AA,1.30528735632,0.694712643678,0.305287356322,0.204137931034,0.704597701149,0.305287356322
semi,Q,2,2,AB,1.38314374354,0.616856256463,0.383143743537,0.198552223371,0.72569803516,0.383143743537
semi,Q,2,3,AAA,1.53731343284,0.888059701493,0.216417910448,0.212686567164,0.725746268657,0.465245242844
semi,Q,2,3,AAB,1.65890183028,0.868552412646,0.263449805879,0.221852468109,0.767886855241,0.571990758839
semi,Q,2,4,AAAA,1.52857142857,1.06428571429,0.116071428571,0.2,0.760714285714,0.427819531115
semi,Q,2,4,AAAB,1.81693363844,0.986270022883,0.20766590389,0.211670480549,0.768878718535,0.629039394848
semi,Q,2,4,AABB,1.94425087108,0.98606271777,0.239547038328,0.210801393728,0.813588850174,0.721571330426
semi,Q,4,2,AA,1.2816399287,0.718360071301,0.281639928699,0.189839572193,0.70632798574,0.281639928699
semi,Q,4,2,AB,1.364579846,0.635420154001,0.364579845999,0.205892199531,0.717609641781,0.364579845999
semi,Q,4,3,AAA,1.44047619048,0.952380952381,0.162698412698,0.18253968254,0.744047619048,0.39250510941
semi,Q,4,3,AAB,1.63,0.85,0.26,0.214666666667,0.751,0.540782000346
semi,Q,4,3,ABC,1.65964912281,0.894736842105,0.254970760234,0.237426900585,0.764912280702,0.579265760634
semi,Q,4,4,AAAA,1.26086956522,1.08695652174,0.0434782608696,0.123188405797,0.804347826087,0.228048369471
semi,Q,4,4,AAAB,1.69230769231,1.01538461538,0.169230769231,0.189743589744,0.758974358974,0.540674743434
semi,Q,4,4,AABB,1.85981308411,0.990654205607,0.217289719626,0.232087227414,0.794392523364,0.6614222253
semi,Q,4,4,AABC,1.86492374728,0.993464052288,0.217864923747,0.210239651416,0.783224400871,0.665482311929
semi,Q,4,4,ABCD,1.9,0.975,0.23125,0.247916666667,0.8125,0.687133437338
semi,QB,2,2,AA,1.29991047449,0.700089525515,0.299910474485,0.205908683975,0.702999104745,0.299910474485
semi,QB,2,2,AB,1.392,0.608,0.392,0.196266666667,0.728266666667,0.392
semi,QB,2,3,AAA,1.53264604811,0.896907216495,0.211912943872,0.224513172967,0.719931271478,0.463185495728
semi,QB,2,3,AAB,1.6660899654,0.863321799308,0.267589388697,0.216262975779,0.772491349481,0.57727541849
semi,QB,2,4,AAAA,1.51973684211,1.07894736842,0.110197368421,0.202850877193,0.740131578947,0.427681023689
semi,QB,2,4,AAAB,1.84862385321,0.98623853211,0.215596330275,0.213685015291,0.772935779817,0.652703984918
semi,QB,2,4,AABB,1.91666666667,0.974637681159,0.235507246377,0.20652173913,0.820652173913,0.696700973595
semi,QB,4,2,AA,1.29268292683,0.707317073171,0.292682926829,0.194280908326,0.708158116064,0.292682926829
semi,QB,4,2,AB,1.36198630137,0.63801369863,0.36198630137,0.204452054795,0.717123287671,0.36198630137
semi,QB,4,3,AAA,1.41747572816,0.95145631068,0.155339805825,0.165048543689,0.747572815534,0.371151213858
semi,QB,4,3,AAB,1.63256784969,0.855949895616,0.258872651357,0.221990257481,0.757828810021,0.544637213296
semi,QB,4,3,ABC,1.67595818815,0.878048780488,0.265969802555,0.233449477352,0.752613240418,0.590043104348
semi,QB,4,4,AAAA,1.37931034483,1.13793103448,0.0603448275862,0.17816091954,0.793103448276,0.333756788663
semi,QB,4,4,AAAB,1.74439461883,0.986547085202,0.189461883408,0.195067264574,0.762331838565,0.571145333377
semi,QB,4,4,AABB,1.76530612245,0.989795918367,0.19387755102,0.171768707483,0.801020408163,0.586435459051
semi,QB,4,4,AABC,1.84953703704,1,0.212384259259,0.217592592593,0.792824074074,0.657436971754
semi,QB,4,4,ABCD,2.01219512195,0.987804878049,0.256097560976,0.262195121951,0.756097560976,0.772538033391
semi,QS,2,2,AA,1.30457981325,0.69542018675,0.30457981325,0.202756780791,0.703201422855,0.30457981325
semi,QS,2,2,AB,1.38709677419,0.612903225806,0.387096774194,0.2,0.728225806452,0.387096774194
semi,QS,2,3,AAA,1.52397260274,0.907534246575,0.205479452055,0.220319634703,0.722602739726,0.457894777708
semi,QS,2,3,AAB,1.67071057192,0.857885615251,0.270941652224,0.218370883882,0.7712305026,0.580150599746
semi,QS,2,4,AAAA,1.5786163522,1.08176100629,0.124213836478,0.19392033543,0.732704402516,0.474057763191
semi,QS,2,4,AAAB,1.825,0.986363636364,0.209659090909,0.206818181818,0.772727272727,0.634420688752
semi,QS,2,4,AABB,1.9320754717,0.969811320755,0.240566037736,0.223270440252,0.828301886792,0.707002393731
semi,QS,4,2,AA,1.27655562539,0.723444374607,0.276555625393,0.213073538655,0.705216844752,0.276555625393
semi,QS,4,2,AB,1.3832406672,0.616759332804,0.383240667196,0.194201747419,0.720413026211,0.383240667196
semi,QS,4,3,AAA,1.4043715847,0.956284153005,0.149362477231,0.209471766849,0.726775956284,0.360332559459
semi,QS,4,3,AAB,1.69834710744,0.842975206612,0.285123966942,0.249311294766,0.761363636364,0.601777221465
semi,QS,4,3,ABC,1.63366336634,0.876237623762,0.252475247525,0.155115511551,0.764851485149,0.550748205813
semi,QS,4,4,AAAA,1.45263157895,1.09473684211,0.0894736842105,0.20350877193,0.747368421053,0.378638684074
semi,QS,4,4,AAAB,1.79804560261,0.990228013029,0.201954397394,0.21444082519,0.752442996743,0.617648330429
semi,QS,4,4,AABB,1.8024691358,0.975308641975,0.206790123457,0.199588477366,0.796296296296,0.614592013722
semi,QS,4,4,AABC,1.90830945559,0.988538681948,0.22994269341,0.217287488061,0.808022922636,0.693993561825
semi,QS,4,4,ABCD,2,0.96875,0.2578125,0.119791666667,0.859375,0.759421972504
semi,QSB,2,2,AA,1.28766499772,0.712335002276,0.287664997724,0.200273099681,0.703686845699,0.287664997724
semi,QSB,2,2,AB,1.40428870293,0.595711297071,0.404288702929,0.202928870293,0.726987447699,0.404288702929
semi,QSB,2,3,AAA,1.48561151079,0.91726618705,0.189448441247,0.21103117506,0.724820143885,0.425116786861
semi,QSB,2,3,AAB,1.68527918782,0.85448392555,0.276931754089,0.222786238015,0.769035532995,0.592672934681
semi,QSB,2,4,AAAA,1.52027027027,1.07432432432,0.111486486486,0.206081081081,0.739864864865,0.427829687332
semi,QSB,2,4,AAAB,1.81235697941,0.983981693364,0.20709382151,0.200991609458,0.773455377574,0.624894593648
semi,QSB,2,4,AABB,1.96774193548,0.982078853047,0.246415770609,0.224611708483,0.818996415771,0.736480969848
semi,QSB,4,2,AA,1.26785714286,0.732142857143,0.267857142857,0.214285714286,0.712391774892,0.267857142857
semi,QSB,4,2,AB,1.40247678019,0.597523219814,0.402476780186,0.191065900044,0.716275984078,0.402476780186
semi,QSB,4,3,AAA,1.42738589212,0.954356846473,0.157676348548,0.215767634855,0.746887966805,0.380981535545
semi,QSB,4,3,AAB,1.70711297071,0.8410041841,0.28870292887,0.246861924686,0.759414225941,0.609330910437
semi,QSB,4,3,ABC,1.66,0.853333333333,0.268888888889,0.135555555556,0.753333333333,0.569169639259
semi,QSB,4,4,AAAA,1.48529411765,1.08088235294,0.101102941176,0.21568627451,0.742647058824,0.401763579808
semi,QSB,4,4,AAAB,1.77777777778,0.997150997151,0.195156695157,0.211301044634,0.779202279202,0.603920031863
semi,QSB,4,4,AABB,1.92105263158,1,0.230263157895,0.223684210526,0.802631578947,0.710140460356
semi,QSB,4,4,AABC,1.96842105263,0.964912280702,0.250877192982,0.205263157895,0.798245614035,0.73259462706
semi,QSB,4,4,ABCD,2.0625,0.9375,0.28125,0.125,0.8125,0.78125
semi,QT,2,2,AA,1.28827586207,0.711724137931,0.288275862069,0.217931034483,0.709310344828,0.288275862069
semi,QT,2,2,AB,1.35714285714,0.642857142857,0.357142857143,0.197651663405,0.732387475538,0.357142857143
semi,QT,2,3,AAA,1.44370860927,0.940397350993,0.167770419426,0.220750551876,0.73178807947,0.392458002485
semi,QT,2,3,AAB,1.61825726141,0.921161825726,0.232365145228,0.215767634855,0.775933609959,0.547905083377
semi,QT,2,4,AAAA,1.51515151515,1.10606060606,0.102272727273,0.237373737374,0.772727272727,0.430519460072
semi,QT,2,4,AAAB,1.75324675325,1.01948051948,0.183441558442,0.202380952381,0.769480519481,0.590098599659
semi,QT,2,4,AABB,1.63513513514,1,0.158783783784,0.173423423423,0.831081081081,0.498709585951
semi,QT,4,2,AA,1.28155339806,0.718446601942,0.281553398058,0.18932038835,0.705501618123,0.281553398058
semi,QT,4,2,AB,1.3284789644,0.671521035599,0.328478964401,0.216289104639,0.723300970874,0.328478964401
semi,QT,4,3,AAA,1.52173913043,0.913043478261,0.202898550725,0.231884057971,0.760869565217,0.457230072777
semi,QT,4,3,AAB,1.45283018868,0.952830188679,0.166666666667,0.177672955975,0.754716981132,0.40396277545
semi,QT,4,3,ABC,1.68789808917,0.898089171975,0.263269639066,0.269639065817,0.764331210191,0.606050212737
semi,QT,4,4,AAAA,1.2,1,0.05,0.1,0.8,0.162255624892
semi,QT,4,4,AAAB,1.69811320755,1.09433962264,0.150943396226,0.264150943396,0.783018867925,0.565668867761
semi,QT,4,4,AABB,1.58333333333,1.02777777778,0.138888888889,0.208333333333,0.833333333333,0.461466145683
semi,QT,4,4,AABC,1.7256097561,1.03048780488,0.173780487805,0.198170731707,0.783536585366,0.574248094314
semi,QT,4,4,ABCD,1.52777777778,0.972222222222,0.138888888889,0.143518518519,0.75,0.405910590128
semi,QTB,2,2,AA,1.27003699137,0.729963008631,0.270036991369,0.214549938348,0.709926017263,0.270036991369
semi,QTB,2,2,AB,1.40588235294,0.594117647059,0.405882352941,0.2,0.735882352941,0.405882352941
semi,QTB,2,3,AAA,1.40291262136,0.966019417476,0.145631067961,0.199029126214,0.73786407767,0.361442475994
semi,QTB,2,3,AAB,1.71505376344,0.887096774194,0.275985663082,0.23835125448,0.782258064516,0.628221147388
semi,QTB,2,4,AAAA,1.52884615385,1.08653846154,0.110576923077,0.217948717949,0.764423076923,0.438302463765
semi,QTB,2,4,AAAB,1.65185185185,1.01481481481,0.159259259259,0.17037037037,0.781481481481,0.512564722046
semi,QTB,2,4,AABB,1.98181818182,0.981818181818,0.25,0.254545454545,0.836363636364,0.75298698845
semi,QTB,4,2,AA,1.2671009772,0.732899022801,0.267100977199,0.190553745928,0.701140065147,0.267100977199
semi,QTB,4,2,AB,1.33315392896,0.666846071044,0.333153928956,0.215823466093,0.724703982777,0.333153928956
semi,QTB,4,3,AAA,1.5,0.909090909091,0.19696969697,0.242424242424,0.772727272727,0.436272538174
semi,QTB,4,3,AAB,1.44651162791,0.953488372093,0.164341085271,0.17519379845,0.748837209302,0.39832608556
semi,QTB,4,3,ABC,1.70322580645,0.896774193548,0.268817204301,0.27311827957,0.770967741935,0.619794704734
semi,QTB,4,4,AAAA,1.2,1,0.05,0.1,0.8,0.162255624892
semi,QTB,4,4,AAAB,1.6862745098,1.09803921569,0.147058823529,0.28431372549,0.794117647059,0.558440195909
semi,QTB,4,4,AABB,1.625,1.025,0.15,0.1875,0.8,0.493383437338
semi,QTB,4,4,AABC,1.70909090909,1.0303030303,0.169696969697,0.193939393939,0.781818181818,0.561676893743
semi,QTB,4,4,ABCD,1.57575757576,0.969696969697,0.151515151515,0.156565656566,0.772727272727,0.439097727142
semi,QTS,2,2,AA,1.29731417864,0.702685821362,0.297314178638,0.224859462836,0.725484072455,0.297314178638
semi,QTS,2,2,AB,1.3524684271,0.647531572905,0.352468427095,0.181400688863,0.706659012629,0.352468427095
semi,QTS,2,3,AAA,1.44776119403,0.945273631841,0.167495854063,0.228855721393,0.781094527363,0.397406488675
semi,QTS,2,3,AAB,1.65968586387,0.910994764398,0.249563699825,0.205933682373,0.735602094241,0.583390467253
semi,QTS,2,4,AAAA,1.52688172043,1.08602150538,0.110215053763,0.218637992832,0.822580645161,0.435774899025
semi,QTS,2,4,AAAB,1.68493150685,1.02739726027,0.164383561644,0.183789954338,0.770547945205,0.538175898817
semi,QTS,2,4,AABB,1.87272727273,0.963636363636,0.227272727273,0.227272727273,0.763636363636,0.674422386108
semi,QTS,4,2,AA,1.23884514436,0.761154855643,0.238845144357,0.186351706037,0.702099737533,0.238845144357
semi,QTS,4,2,AB,1.3514619883,0.648538011696,0.351461988304,0.219883040936,0.726315789474,0.351461988304
semi,QTS,4,3,AAA,1.26086956522,0.978260869565,0.0942028985507,0.152173913043,0.695652173913,0.23408523568
semi,QTS,4,3,AAB,1.52586206897,0.939655172414,0.195402298851,0.221264367816,0.778017241379,0.467712428497
semi,QTS,4,3,ABC,1.71929824561,0.885964912281,0.277777777778,0.236842105263,0.745614035088,0.631834028214
semi,QTS,4,4,AAAA,1.22222222222,1.11111111111,0.0277777777778,0.12962962963,0.777777777778,0.20125312494
semi,QTS,4,4,AAAB,1.59420289855,1.10144927536,0.123188405797,0.236714975845,0.753623188406,0.488776267959
semi,QTS,4,4,AABB,1.63793103448,1.03448275862,0.150862068966,0.224137931034,0.784482758621,0.511368911423
semi,QTS,4,4,AABC,1.70138888889,1.00694444444,0.173611111111,0.179398148148,0.788194444444,0.548203819264
semi,QTS,4,4,ABCD,2.14285714286,0.928571428571,0.303571428571,0.238095238095,0.928571428571,0.861170758735
semi,QTSB,2,2,AA,1.27753023552,0.722469764481,0.277530235519,0.220878421388,0.716422660726,0.277530235519
semi,QTSB,2,2,AB,1.38512763596,0.61487236404,0.38512763596,0.189789123196,0.723085460599,0.38512763596
semi,QTSB,2,3,AAA,1.4175257732,0.963917525773,0.151202749141,0.211340206186,0.752577319588,0.374332775189
semi,QTSB,2,3,AAB,1.68181818182,0.893939393939,0.262626262626,0.223905723906,0.765151515152,0.599422853951
semi,QTSB,2,4,AAAA,1.52688172043,1.09677419355,0.10752688172,0.232974910394,0.784946236559,0.437804166504
semi,QTSB,2,4,AAAB,1.6170212766,1.01418439716,0.150709219858,0.170212765957,0.776595744681,0.485868904969
semi,QTSB,2,4,AABB,2.01666666667,0.983333333333,0.258333333333,0.233333333333,0.808333333333,0.782844583117
semi,QTSB,4,2,AA,1.2506234414,0.749376558603,0.250623441397,0.199501246883,0.694513715711,0.250623441397
semi,QTSB,4,2,AB,1.34850299401,0.651497005988,0.348502994012,0.214371257485,0.730538922156,0.348502994012
semi,QTSB,4,3,AAA,1.36734693878,0.979591836735,0.12925170068,0.210884353741,0.69387755102,0.3321978744
semi,QTSB,4,3,AAB,1.50220264317,0.942731277533,0.186490455213,0.204111600587,0.773127753304,0.446760114124
semi,QTSB,4,3,ABC,1.72413793103,0.879310344828,0.281609195402,0.247126436782,0.758620689655,0.634603807906
semi,QTSB,4,4,AAAA,1.33333333333,1.25,0.0208333333333,0.208333333333,0.625,0.317606510372
semi,QTSB,4,4,AAAB,1.578125,1.0625,0.12890625,0.231770833333,0.7734375,0.469325634588
semi,QTSB,4,4,AABB,1.61818181818,1.07272727273,0.136363636364,0.221212121212,0.818181818182,0.504101136167
semi,QTSB,4,4,AABC,1.71917808219,1,0.179794520548,0.178082191781,0.784246575342,0.559110081162
semi,QTSB,4,4,ABCD,2,0.941176470588,0.264705882353,0.245098039216,0.852941176471,0.764130882098
semi,S,2,2,AA,1.33141762452,0.668582375479,0.331417624521,0.199233716475,0.716714559387,0.331417624521
semi,S,2,2,AB,1.35279564572,0.64720435428,0.35279564572,0.203859475507,0.712271152895,0.35279564572
semi,S,2,3,AAA,1.57079646018,0.893805309735,0.225663716814,0.227138643068,0.756637168142,0.497438329981
semi,S,2,3,AAB,1.63919129082,0.867807153966,0.257128045619,0.216174183515,0.754276827372,0.553703123746
semi,S,2,4,AAAA,1.72950819672,0.991803278689,0.184426229508,0.21174863388,0.745901639344,0.566177714978
semi,S,2,4,AAAB,1.78908188586,1.00744416873,0.19540942928,0.196443341605,0.790322580645,0.610550550409
semi,S,2,4,AABB,1.87020648968,0.991150442478,0.219764011799,0.22418879056,0.786135693215,0.668880143643
semi,S,4,2,AA,1.33479212254,0.665207877462,0.334792122538,0.221006564551,0.708242159008,0.334792122538
semi,S,4,2,AB,1.34550766983,0.654492330168,0.345507669832,0.191745799854,0.717677136596,0.345507669832
semi,S,4,3,AAA,1.6213592233,0.883495145631,0.245954692557,0.294498381877,0.742718446602,0.541275566707
semi,S,4,3,AAB,1.6013864818,0.880415944541,0.240323512421,0.202195262854,0.753032928943,0.522159864588
semi,S,4,3,ABC,1.68253968254,0.851851851852,0.276895943563,0.229276895944,0.767195767196,0.589494951884
semi,S,4,4,AAAA,1.77272727273,1,0.193181818182,0.265151515152,0.647727272727,0.601828408894
semi,S,4,4,AAAB,1.7868852459,1.00819672131,0.194672131148,0.229508196721,0.768442622951,0.610797463975
semi,S,4,4,AABB,1.88481675393,1.01047120419,0.218586387435,0.220767888307,0.767015706806,0.68323424396
semi,S,4,4,AABC,1.79378531073,0.983050847458,0.202683615819,0.181732580038,0.819209039548,0.609277409797
semi,S,4,4,ABCD,1.83870967742,1.03225806452,0.201612903226,0.220430107527,0.758064516129,0.650933770039
semi,SB,2,2,AA,1.29151291513,0.708487084871,0.291512915129,0.20479704797,0.706411439114,0.291512915129
semi,SB,2,2,AB,1.39824832561,0.601751674395,0.398248325605,0.197836166924,0.723596084493,0.398248325605
semi,SB,2,3,AAA,1.49450549451,0.912087912088,0.194139194139,0.217338217338,0.728937728938,0.431981090037
semi,SB,2,3,AAB,1.67953020134,0.857382550336,0.274049217002,0.219798657718,0.76677852349,0.588123042893
semi,SB,2,4,AAAA,1.51773049645,1.0780141844,0.109929078014,0.216312056738,0.751773049645,0.426054476789
semi,SB,2,4,AAAB,1.80742459397,0.983758700696,0.205916473318,0.201469450889,0.776102088167,0.620986317984
semi,SB,2,4,AABB,1.96232876712,0.982876712329,0.244863013699,0.21803652968,0.806506849315,0.733414854311
semi,SB,4,2,AA,1.28082191781,0.719178082192,0.280821917808,0.217932752179,0.690535491905,0.280821917808
semi,SB,4,2,AB,1.38114262885,0.618857371155,0.381142628845,0.190970834998,0.729924091091,0.381142628845
semi,SB,4,3,AAA,1.453125,0.942708333333,0.170138888889,0.215277777778,0.716145833333,0.401686545424
semi,SB,4,3,AAB,1.70217391304,0.836956521739,0.288405797101,0.244202898551,0.752173913043,0.603776884447
semi,SB,4,3,ABC,1.59907834101,0.89400921659,0.235023041475,0.168970814132,0.794930875576,0.523460772245
semi,SB,4,4,AAAA,1.51886792453,1.08490566038,0.108490566038,0.221698113208,0.702830188679,0.427720223904
semi,SB,4,4,AAAB,1.82817869416,0.982817869416,0.211340206186,0.214776632302,0.757731958763,0.637053951712
semi,SB,4,4,AABB,1.8024691358,1.03703703704,0.191358024691,0.199588477366,0.833333333333,0.630780632542
semi,SB,4,4,AABC,1.88793103448,0.977011494253,0.227729885057,0.212643678161,0.804597701149,0.676577199927
semi,SB,4,4,ABCD,1.84210526316,1,0.210526315789,0.127192982456,0.881578947368,0.647704769595
semi,T,2,2,AA,1.30900243309,0.69099756691,0.30900243309,0.195458231955,0.714922952149,0.30900243309
semi,T,2,2,AB,1.32445520581,0.675544794189,0.324455205811,0.223567393059,0.722760290557,0.324455205811
semi,T,2,3,AAA,1.46428571429,0.928571428571,0.178571428571,0.174603174603,0.75,0.408378125283
semi,T,2,3,AAB,1.57467532468,0.928571428571,0.215367965368,0.229437229437,0.761363636364,0.509748444627
semi,T,2,4,AAAA,1.8,1,0.2,0.214285714286,0.828571428571,0.628012856896
semi,T,2,4,AAAB,1.63636363636,1.04895104895,0.146853146853,0.203962703963,0.77972027972,0.505794186919
semi,T,2,4,AABB,1.6724137931,1.02586206897,0.161637931034,0.198275862069,0.780172413793,0.533491028894
semi,T,4,2,AA,1.27036395147,0.729636048527,0.270363951473,0.17157712305,0.712305025997,0.270363951473
semi,T,4,2,AB,1.3308707124,0.669129287599,0.330870712401,0.22110817942,0.720844327177,0.330870712401
semi,T,4,3,AAA,1.36842105263,0.894736842105,0.157894736842,0.0701754385965,0.684210526316,0.311832237032
semi,T,4,3,AAB,1.54976303318,0.928909952607,0.206951026856,0.216429699842,0.763033175355,0.486956773647
semi,T,4,3,ABC,1.57407407407,0.932098765432,0.213991769547,0.236625514403,0.762345679012,0.510083899542
semi,T,4,4,AAAA,1,1,0,0,1,0
semi,T,4,4,AAAB,1.63461538462,1,0.158653846154,0.176282051282,0.75,0.498351622399
semi,T,4,4,AABB,1.80487804878,1.0243902439,0.19512195122,0.207317073171,0.817073170732,0.633669511984
semi,T,4,4,AABC,1.66071428571,1.05357142857,0.151785714286,0.21130952381,0.779761904762,0.527895609952
semi,T,4,4,ABCD,1.625,1,0.15625,0.203125,0.828125,0.487899413893
semi,TB,2,2,AA,1.304,0.696,0.304,0.1848,0.7088,0.304
semi,TB,2,2,AB,1.32978723404,0.670212765957,0.329787234043,0.234860883797,0.729132569558,0.329787234043
semi,TB,2,3,AAA,1.5243902439,0.914634146341,0.20325203252,0.150406504065,0.713414634146,0.460064837715
semi,TB,2,3,AAB,1.55806451613,0.932258064516,0.208602150538,0.235483870968,0.770967741935,0.495422473472
semi,TB,2,4,AAAA,1.83720930233,1,0.209302325581,0.236434108527,0.779069767442,0.650708139334
semi,TB,2,4,AAAB,1.70422535211,1.04225352113,0.165492957746,0.210093896714,0.778169014085,0.555993837876
semi,TB,2,4,AABB,1.55963302752,1.03669724771,0.130733944954,0.180428134557,0.798165137615,0.451948652319
semi,TB,4,2,AA,1.28130360206,0.718696397942,0.281303602058,0.19897084048,0.692967409949,0.281303602058
semi,TB,4,2,AB,1.32768660667,0.67231339333,0.32768660667,0.212811011117,0.726839597671,0.32768660667
semi,TB,4,3,AAA,1.47619047619,0.952380952381,0.174603174603,0.238095238095,0.738095238095,0.425301389198
semi,TB,4,3,AAB,1.48205128205,0.94358974359,0.179487179487,0.181196581197,0.733333333333,0.428471218256
semi,TB,4,3,ABC,1.63636363636,0.909090909091,0.242424242424,0.255681818182,0.789772727273,0.561494697363
semi,TB,4,4,AAAA,1.33333333333,1,0.0833333333333,0.166666666667,0.666666666667,0.270426041486
semi,TB,4,4,AAAB,1.69047619048,1.11904761905,0.142857142857,0.265873015873,0.761904761905,0.565127083179
semi,TB,4,4,AABB,1.64864864865,1.02702702703,0.155405405405,0.202702702703,0.797297297297,0.511461064028
semi,TB,4,4,AABC,1.71511627907,1.02906976744,0.171511627907,0.203488372093,0.790697674419,0.567118350083
semi,TB,4,4,ABCD,1.5,0.975,0.13125,0.1375,0.7875,0.37947367178
semi,TS,2,2,AA,1.29974811083,0.700251889169,0.299748110831,0.203190596138,0.710747271201,0.299748110831
semi,TS,2,2,AB,1.33255269321,0.667447306792,0.332552693208,0.215456674473,0.726385636222,0.332552693208
semi,TS,2,3,AAA,1.43209876543,0.950617283951,0.16049382716,0.19341563786,0.728395061728,0.384368364474
semi,TS,2,3,AAB,1.58199356913,0.922829581994,0.219721329046,0.224008574491,0.766881028939,0.51502394195
semi,TS,2,4,AAAA,1.76,1.12,0.16,0.3,0.78,0.634315749697
