condition,target_building,worker_id,axis,score,qualified,training_responses,training_buildings,source_condition
manual,2t7WUuJeko7,W010,scope_reject,-0.111111111111,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W011,scope_reject,0.111111111111,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W012,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W013,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W014,scope_reject,0.111111111111,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W015,scope_reject,0,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W017,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W018,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W021,scope_reject,0,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W027,scope_reject,0.333333333333,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W028,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W029,scope_reject,-0.333333333333,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W030,scope_reject,0,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W031,scope_reject,-0.555555555556,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W032,scope_reject,0,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W033,scope_reject,0.222222222222,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W034,scope_reject,-0.666666666667,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W035,scope_reject,0.222222222222,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W036,scope_reject,0.333333333333,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W037,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,2t7WUuJeko7,W001,scope_accept,0.0260416666667,True,96,20,scope_direction_sources
manual,2t7WUuJeko7,W002,scope_accept,0,True,93,19,scope_direction_sources
manual,2t7WUuJeko7,W006,scope_accept,-0.070652173913,True,92,19,scope_direction_sources
manual,2t7WUuJeko7,W008,scope_accept,0.0277777777778,True,90,19,scope_direction_sources
manual,2t7WUuJeko7,W010,scope_accept,0,True,93,19,scope_direction_sources
manual,2t7WUuJeko7,W011,scope_accept,-0.0923913043478,True,92,17,scope_direction_sources
manual,2t7WUuJeko7,W012,scope_accept,0.0108695652174,True,92,19,scope_direction_sources
manual,2t7WUuJeko7,W013,scope_accept,-0.112903225806,True,93,20,scope_direction_sources
manual,2t7WUuJeko7,W014,scope_accept,-0.08125,True,80,13,scope_direction_sources
manual,2t7WUuJeko7,W015,scope_accept,-0.0591397849462,True,93,21,scope_direction_sources
manual,2t7WUuJeko7,W017,scope_accept,-0.0217391304348,True,92,20,scope_direction_sources
manual,2t7WUuJeko7,W018,scope_accept,-0.03125,True,80,13,scope_direction_sources
manual,2t7WUuJeko7,W021,scope_accept,-0.0729166666667,True,48,13,scope_direction_sources
manual,2t7WUuJeko7,W027,scope_accept,0.0679012345679,True,81,13,scope_direction_sources
manual,2t7WUuJeko7,W028,scope_accept,-0.241935483871,True,93,19,scope_direction_sources
manual,2t7WUuJeko7,W029,scope_accept,-0.290322580645,True,93,19,scope_direction_sources
manual,2t7WUuJeko7,W030,scope_accept,-0.60752688172,True,93,18,scope_direction_sources
manual,2t7WUuJeko7,W031,scope_accept,0.046875,True,96,18,scope_direction_sources
manual,2t7WUuJeko7,W032,scope_accept,-0.13829787234,True,94,18,scope_direction_sources
manual,2t7WUuJeko7,W033,scope_accept,-0.166666666667,True,93,18,scope_direction_sources
manual,2t7WUuJeko7,W034,scope_accept,0.0136363636364,True,110,18,scope_direction_sources
manual,2t7WUuJeko7,W035,scope_accept,-0.190217391304,True,92,19,scope_direction_sources
manual,2t7WUuJeko7,W036,scope_accept,-0.0978260869565,True,92,19,scope_direction_sources
manual,2t7WUuJeko7,W037,scope_accept,-0.322580645161,True,93,18,scope_direction_sources
manual,2t7WUuJeko7,W001,edit,0.0623311269399,True,25,10,semi
manual,2t7WUuJeko7,W002,edit,-0.00630977211712,True,23,10,semi
manual,2t7WUuJeko7,W006,edit,-0.0270904858809,True,21,10,semi
manual,2t7WUuJeko7,W008,edit,-0.00883047164381,True,22,10,semi
manual,2t7WUuJeko7,W010,edit,-0.000540161654573,True,23,10,semi
manual,2t7WUuJeko7,W011,edit,-0.0342902181678,True,22,11,semi
manual,2t7WUuJeko7,W012,edit,0.0570209311882,True,22,10,semi
manual,2t7WUuJeko7,W013,edit,-0.00885339313002,True,23,11,semi
manual,2t7WUuJeko7,W014,edit,0.0100304860768,True,21,11,semi
manual,2t7WUuJeko7,W015,edit,-0.0131641354646,True,22,10,semi
manual,2t7WUuJeko7,W017,edit,-0.00432129532766,True,20,10,semi
manual,2t7WUuJeko7,W018,edit,-0.00740313983565,True,22,11,semi
manual,2t7WUuJeko7,W021,edit,-0.0241490590476,True,18,10,semi
manual,2t7WUuJeko7,W027,edit,-0.000565947704165,True,23,11,semi
manual,2t7WUuJeko7,W028,edit,0.0226992861583,True,23,11,semi
manual,2t7WUuJeko7,W029,edit,0.0791812171335,True,23,11,semi
manual,2t7WUuJeko7,W030,edit,0.0470477441341,True,23,11,semi
manual,2t7WUuJeko7,W031,edit,0.0711946956087,True,23,11,semi
manual,2t7WUuJeko7,W032,edit,0.023737679174,True,23,11,semi
manual,2t7WUuJeko7,W033,edit,0.0015442400786,True,22,11,semi
manual,2t7WUuJeko7,W034,edit,0.0703219650117,True,24,12,semi
manual,2t7WUuJeko7,W035,edit,0.0907928635031,True,22,10,semi
manual,2t7WUuJeko7,W036,edit,0.000246234463243,True,21,10,semi
manual,2t7WUuJeko7,W037,edit,0.0331896318067,True,21,11,semi
manual,2t7WUuJeko7,W001,benefit,-0.0590205330704,True,25,10,semi
manual,2t7WUuJeko7,W002,benefit,0.00851270337585,True,23,10,semi
manual,2t7WUuJeko7,W006,benefit,-0.00775216925844,True,21,10,semi
manual,2t7WUuJeko7,W008,benefit,0.00438527556601,True,22,10,semi
manual,2t7WUuJeko7,W010,benefit,-0.00975687402177,True,23,10,semi
manual,2t7WUuJeko7,W011,benefit,-0.0138597754175,True,22,11,semi
manual,2t7WUuJeko7,W012,benefit,-0.0413572262166,True,22,10,semi
manual,2t7WUuJeko7,W013,benefit,-0.00187700043403,True,23,11,semi
manual,2t7WUuJeko7,W014,benefit,-0.0151566828534,True,21,11,semi
manual,2t7WUuJeko7,W015,benefit,0.00178364867907,True,22,10,semi
manual,2t7WUuJeko7,W017,benefit,0.00324821049671,True,20,10,semi
manual,2t7WUuJeko7,W018,benefit,0.00691996604113,True,22,11,semi
manual,2t7WUuJeko7,W021,benefit,-0.0121141415898,True,18,10,semi
manual,2t7WUuJeko7,W027,benefit,-0.00167912950185,True,23,11,semi
manual,2t7WUuJeko7,W028,benefit,-0.00429240943074,True,23,11,semi
manual,2t7WUuJeko7,W029,benefit,-0.0585166623112,True,23,11,semi
manual,2t7WUuJeko7,W030,benefit,-0.0273264800207,True,23,11,semi
manual,2t7WUuJeko7,W031,benefit,-0.0437130409562,True,23,11,semi
manual,2t7WUuJeko7,W032,benefit,-0.0175162988093,True,23,11,semi
manual,2t7WUuJeko7,W033,benefit,0.00180656209881,True,22,11,semi
manual,2t7WUuJeko7,W034,benefit,-0.0562684379572,True,24,12,semi
manual,2t7WUuJeko7,W035,benefit,-0.0696373381803,True,22,10,semi
manual,2t7WUuJeko7,W036,benefit,0.00524389464549,True,21,10,semi
manual,2t7WUuJeko7,W037,benefit,-0.0423361133436,True,21,11,semi
manual,7y3sRwLe3Va,W001,quality,0.0199676592507,True,61,15,manual
manual,7y3sRwLe3Va,W002,quality,-0.0398753654712,True,58,15,manual
manual,7y3sRwLe3Va,W006,quality,0.000894254350289,True,63,16,manual
manual,7y3sRwLe3Va,W008,quality,0.00629889195091,True,64,16,manual
manual,7y3sRwLe3Va,W010,quality,-0.00444676791661,True,61,14,manual
manual,7y3sRwLe3Va,W011,quality,0.00643880464183,True,62,16,manual
manual,7y3sRwLe3Va,W012,quality,0.0258927002252,True,60,17,manual
manual,7y3sRwLe3Va,W013,quality,0.00999632811516,True,63,15,manual
manual,7y3sRwLe3Va,W014,quality,0.0188185367589,True,56,11,manual
manual,7y3sRwLe3Va,W015,quality,-0.0106529314363,True,62,17,manual
manual,7y3sRwLe3Va,W017,quality,-0.00991768028664,True,62,16,manual
manual,7y3sRwLe3Va,W018,quality,-0.0233767936416,True,55,11,manual
manual,7y3sRwLe3Va,W021,quality,-0.00283351328575,True,29,11,manual
manual,7y3sRwLe3Va,W027,quality,-0.0513415118229,True,54,11,manual
manual,7y3sRwLe3Va,W028,quality,0.0136258286208,True,62,14,manual
manual,7y3sRwLe3Va,W029,quality,0.0206786395689,True,60,15,manual
manual,7y3sRwLe3Va,W030,quality,0.00578160256787,True,61,16,manual
manual,7y3sRwLe3Va,W031,quality,-0.00213695807186,True,64,16,manual
manual,7y3sRwLe3Va,W032,quality,0.0160889741201,True,61,16,manual
manual,7y3sRwLe3Va,W033,quality,0.00929805051931,True,62,14,manual
manual,7y3sRwLe3Va,W034,quality,0.034264088251,True,80,17,manual
manual,7y3sRwLe3Va,W035,quality,0.0239264691363,True,62,16,manual
manual,7y3sRwLe3Va,W036,quality,0.00897946878095,True,63,16,manual
manual,7y3sRwLe3Va,W037,quality,0.0334156937078,True,63,17,manual
manual,7y3sRwLe3Va,W001,log_time,-0.629319153445,True,67,19,manual
manual,7y3sRwLe3Va,W002,log_time,-0.271682268802,True,64,18,manual
manual,7y3sRwLe3Va,W006,log_time,-1.36944581565,True,67,18,manual
manual,7y3sRwLe3Va,W008,log_time,0.376286790097,True,68,19,manual
manual,7y3sRwLe3Va,W010,log_time,-0.414337611473,True,67,18,manual
manual,7y3sRwLe3Va,W011,log_time,-0.0607268518444,True,65,17,manual
manual,7y3sRwLe3Va,W012,log_time,-0.784004909284,True,38,16,manual
manual,7y3sRwLe3Va,W013,log_time,-1.0058632171,True,68,18,manual
manual,7y3sRwLe3Va,W015,log_time,0.39794818376,True,68,20,manual
manual,7y3sRwLe3Va,W017,log_time,-0.292244921317,True,68,19,manual
manual,7y3sRwLe3Va,W018,log_time,-0.534951772631,True,56,11,manual
manual,7y3sRwLe3Va,W021,log_time,-1.39145909968,True,29,11,manual
manual,7y3sRwLe3Va,W027,log_time,0.951871627655,True,54,11,manual
manual,7y3sRwLe3Va,W028,log_time,0.327067101568,True,67,17,manual
manual,7y3sRwLe3Va,W029,log_time,0.419619339893,True,65,17,manual
manual,7y3sRwLe3Va,W030,log_time,-0.489488379345,True,67,17,manual
manual,7y3sRwLe3Va,W031,log_time,0.106845385519,True,29,16,manual
manual,7y3sRwLe3Va,W032,log_time,0.496202376723,True,67,17,manual
manual,7y3sRwLe3Va,W033,log_time,0.786911038914,True,68,17,manual
manual,7y3sRwLe3Va,W034,log_time,0.130053148068,True,26,14,manual
manual,7y3sRwLe3Va,W035,log_time,0.220964311324,True,39,16,manual
manual,7y3sRwLe3Va,W036,log_time,1.61986584529,True,64,17,manual
manual,7y3sRwLe3Va,W037,log_time,0.486973498654,True,68,17,manual
manual,7y3sRwLe3Va,W001,scope_reject,0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W002,scope_reject,0.285714285714,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W006,scope_reject,-0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W008,scope_reject,-0.428571428571,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W010,scope_reject,0,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W011,scope_reject,0,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W012,scope_reject,-0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W013,scope_reject,-0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W014,scope_reject,0,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W015,scope_reject,0,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W017,scope_reject,-0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W018,scope_reject,-0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W021,scope_reject,0,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W027,scope_reject,0.285714285714,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W028,scope_reject,-0.285714285714,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W029,scope_reject,-0.285714285714,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W030,scope_reject,-0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W031,scope_reject,-0.571428571429,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W032,scope_reject,-0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W033,scope_reject,0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W034,scope_reject,-0.714285714286,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W035,scope_reject,0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W036,scope_reject,0.285714285714,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W037,scope_reject,-0.142857142857,True,7,5,scope_direction_sources
manual,7y3sRwLe3Va,W001,scope_accept,0.0271739130435,True,92,19,scope_direction_sources
manual,7y3sRwLe3Va,W002,scope_accept,0,True,89,18,scope_direction_sources
manual,7y3sRwLe3Va,W006,scope_accept,-0.0632183908046,True,87,18,scope_direction_sources
manual,7y3sRwLe3Va,W008,scope_accept,0.0284090909091,True,88,19,scope_direction_sources
manual,7y3sRwLe3Va,W010,scope_accept,0,True,88,18,scope_direction_sources
manual,7y3sRwLe3Va,W011,scope_accept,-0.107954545455,True,88,17,scope_direction_sources
manual,7y3sRwLe3Va,W012,scope_accept,0.0113636363636,True,88,18,scope_direction_sources
manual,7y3sRwLe3Va,W013,scope_accept,-0.116666666667,True,90,19,scope_direction_sources
manual,7y3sRwLe3Va,W014,scope_accept,-0.0844155844156,True,77,12,scope_direction_sources
manual,7y3sRwLe3Va,W015,scope_accept,-0.0511363636364,True,88,20,scope_direction_sources
manual,7y3sRwLe3Va,W017,scope_accept,-0.0337078651685,True,89,19,scope_direction_sources
manual,7y3sRwLe3Va,W018,scope_accept,-0.0324675324675,True,77,12,scope_direction_sources
manual,7y3sRwLe3Va,W021,scope_accept,-0.0760869565217,True,46,12,scope_direction_sources
manual,7y3sRwLe3Va,W027,scope_accept,0.0714285714286,True,77,12,scope_direction_sources
manual,7y3sRwLe3Va,W028,scope_accept,-0.241573033708,True,89,18,scope_direction_sources
manual,7y3sRwLe3Va,W029,scope_accept,-0.292134831461,True,89,18,scope_direction_sources
manual,7y3sRwLe3Va,W030,scope_accept,-0.601123595506,True,89,17,scope_direction_sources
manual,7y3sRwLe3Va,W031,scope_accept,0.0483870967742,True,93,18,scope_direction_sources
manual,7y3sRwLe3Va,W032,scope_accept,-0.133333333333,True,90,17,scope_direction_sources
manual,7y3sRwLe3Va,W033,scope_accept,-0.164772727273,True,88,17,scope_direction_sources
manual,7y3sRwLe3Va,W034,scope_accept,0.0140186915888,True,107,18,scope_direction_sources
manual,7y3sRwLe3Va,W035,scope_accept,-0.176136363636,True,88,18,scope_direction_sources
manual,7y3sRwLe3Va,W036,scope_accept,-0.0919540229885,True,87,18,scope_direction_sources
manual,7y3sRwLe3Va,W037,scope_accept,-0.303370786517,True,89,17,scope_direction_sources
manual,7y3sRwLe3Va,W001,edit,0.0637683515523,True,24,9,semi
manual,7y3sRwLe3Va,W002,edit,-0.00655810594784,True,22,9,semi
manual,7y3sRwLe3Va,W006,edit,-0.0298673604718,True,19,9,semi
manual,7y3sRwLe3Va,W008,edit,-0.0105590173842,True,20,9,semi
manual,7y3sRwLe3Va,W010,edit,-0.00039740986943,True,21,9,semi
manual,7y3sRwLe3Va,W011,edit,-0.0303818696189,True,20,10,semi
manual,7y3sRwLe3Va,W012,edit,0.0573484837717,True,21,9,semi
manual,7y3sRwLe3Va,W013,edit,-0.00907045141788,True,22,10,semi
manual,7y3sRwLe3Va,W014,edit,0.0106030281074,True,20,10,semi
manual,7y3sRwLe3Va,W015,edit,-0.0136181958154,True,20,9,semi
manual,7y3sRwLe3Va,W017,edit,-0.00451056040105,True,19,9,semi
manual,7y3sRwLe3Va,W018,edit,-0.00756147455177,True,21,10,semi
manual,7y3sRwLe3Va,W021,edit,-0.025498091712,True,17,9,semi
manual,7y3sRwLe3Va,W027,edit,-0.00040630392721,True,22,10,semi
manual,7y3sRwLe3Va,W028,edit,0.0231420677165,True,22,10,semi
manual,7y3sRwLe3Va,W029,edit,0.0767568448081,True,22,10,semi
manual,7y3sRwLe3Va,W030,edit,0.0480688780586,True,22,10,semi
manual,7y3sRwLe3Va,W031,edit,0.0739380903682,True,22,10,semi
manual,7y3sRwLe3Va,W032,edit,0.0243837841023,True,22,10,semi
manual,7y3sRwLe3Va,W033,edit,0.00173967962909,True,20,10,semi
manual,7y3sRwLe3Va,W034,edit,0.0683621825318,True,23,11,semi
manual,7y3sRwLe3Va,W035,edit,0.0969103453549,True,20,9,semi
manual,7y3sRwLe3Va,W036,edit,0.000233982357631,True,19,9,semi
manual,7y3sRwLe3Va,W037,edit,0.0295384101949,True,20,10,semi
manual,7y3sRwLe3Va,W001,benefit,-0.0592337246446,True,24,9,semi
manual,7y3sRwLe3Va,W002,benefit,0.00898430436756,True,22,9,semi
manual,7y3sRwLe3Va,W006,benefit,-0.0086826754815,True,19,9,semi
manual,7y3sRwLe3Va,W008,benefit,0.0164470908753,True,20,9,semi
manual,7y3sRwLe3Va,W010,benefit,-0.010745085167,True,21,9,semi
manual,7y3sRwLe3Va,W011,benefit,-0.0094358484969,True,20,10,semi
manual,7y3sRwLe3Va,W012,benefit,-0.0407263950572,True,21,9,semi
manual,7y3sRwLe3Va,W013,benefit,-0.00201862254498,True,22,10,semi
manual,7y3sRwLe3Va,W014,benefit,-0.0160232809822,True,20,10,semi
manual,7y3sRwLe3Va,W015,benefit,0.000759261828392,True,20,9,semi
manual,7y3sRwLe3Va,W017,benefit,0.00325701497769,True,19,9,semi
manual,7y3sRwLe3Va,W018,benefit,0.00719050318562,True,21,10,semi
manual,7y3sRwLe3Va,W021,benefit,-0.0132987072252,True,17,9,semi
manual,7y3sRwLe3Va,W027,benefit,-0.00181175747952,True,22,10,semi
manual,7y3sRwLe3Va,W028,benefit,-0.00443121504091,True,22,10,semi
manual,7y3sRwLe3Va,W029,benefit,-0.0544610990755,True,22,10,semi
manual,7y3sRwLe3Va,W030,benefit,-0.0270123092159,True,22,10,semi
manual,7y3sRwLe3Va,W031,benefit,-0.0451490275976,True,22,10,semi
manual,7y3sRwLe3Va,W032,benefit,-0.0184111988443,True,22,10,semi
manual,7y3sRwLe3Va,W033,benefit,0.00156999065392,True,20,10,semi
manual,7y3sRwLe3Va,W034,benefit,-0.0534399474532,True,23,11,semi
manual,7y3sRwLe3Va,W035,benefit,-0.0734407100677,True,20,9,semi
manual,7y3sRwLe3Va,W036,benefit,0.00548333642889,True,19,9,semi
manual,7y3sRwLe3Va,W037,benefit,-0.0392192711941,True,20,10,semi
manual,B6ByNegPMKs,W001,quality,0.0193647842519,True,60,15,manual
manual,B6ByNegPMKs,W002,quality,-0.0393907879745,True,57,15,manual
manual,B6ByNegPMKs,W006,quality,-0.00347653775605,True,62,16,manual
manual,B6ByNegPMKs,W008,quality,0.000863090028293,True,62,16,manual
manual,B6ByNegPMKs,W010,quality,0.000682265634236,True,60,14,manual
manual,B6ByNegPMKs,W011,quality,0.00738329007042,True,61,16,manual
manual,B6ByNegPMKs,W012,quality,0.0219804247305,True,59,17,manual
manual,B6ByNegPMKs,W013,quality,0.0100371876971,True,60,15,manual
manual,B6ByNegPMKs,W014,quality,0.0151293333068,True,53,11,manual
manual,B6ByNegPMKs,W015,quality,-0.0139198983281,True,61,17,manual
manual,B6ByNegPMKs,W017,quality,-0.0114863236457,True,60,16,manual
manual,B6ByNegPMKs,W018,quality,-0.0322419059251,True,53,11,manual
manual,B6ByNegPMKs,W021,quality,-0.0109845505163,True,27,11,manual
manual,B6ByNegPMKs,W027,quality,-0.0401764946931,True,52,11,manual
manual,B6ByNegPMKs,W028,quality,0.0147802414313,True,60,14,manual
manual,B6ByNegPMKs,W029,quality,0.019086278879,True,58,15,manual
manual,B6ByNegPMKs,W030,quality,-3.64802920333e-05,True,60,16,manual
manual,B6ByNegPMKs,W031,quality,-0.00245973219937,True,64,16,manual
manual,B6ByNegPMKs,W032,quality,0.0114197598499,True,61,16,manual
manual,B6ByNegPMKs,W033,quality,0.00732948099484,True,61,14,manual
manual,B6ByNegPMKs,W034,quality,0.0329854314462,True,78,17,manual
manual,B6ByNegPMKs,W035,quality,0.027206613621,True,59,16,manual
manual,B6ByNegPMKs,W036,quality,0.00242167489111,True,61,16,manual
manual,B6ByNegPMKs,W037,quality,0.0333537068166,True,62,17,manual
manual,B6ByNegPMKs,W001,log_time,-0.61476230564,True,66,19,manual
manual,B6ByNegPMKs,W002,log_time,-0.26430209235,True,63,18,manual
manual,B6ByNegPMKs,W006,log_time,-1.37301869268,True,66,18,manual
manual,B6ByNegPMKs,W008,log_time,0.347268929365,True,66,19,manual
manual,B6ByNegPMKs,W010,log_time,-0.3998544781,True,66,18,manual
manual,B6ByNegPMKs,W011,log_time,-0.082649502426,True,64,17,manual
manual,B6ByNegPMKs,W012,log_time,-0.773446672427,True,39,16,manual
manual,B6ByNegPMKs,W013,log_time,-1.01125569387,True,65,18,manual
manual,B6ByNegPMKs,W015,log_time,0.371867575327,True,67,20,manual
manual,B6ByNegPMKs,W017,log_time,-0.301198907247,True,66,19,manual
manual,B6ByNegPMKs,W018,log_time,-0.528531523224,True,54,11,manual
manual,B6ByNegPMKs,W021,log_time,-1.37738743699,True,27,11,manual
manual,B6ByNegPMKs,W027,log_time,0.986062398402,True,52,11,manual
manual,B6ByNegPMKs,W028,log_time,0.377022816196,True,65,17,manual
manual,B6ByNegPMKs,W029,log_time,0.437586892391,True,63,17,manual
manual,B6ByNegPMKs,W030,log_time,-0.517954227966,True,66,17,manual
manual,B6ByNegPMKs,W031,log_time,0.101478884457,True,30,16,manual
manual,B6ByNegPMKs,W032,log_time,0.509204006185,True,66,17,manual
manual,B6ByNegPMKs,W033,log_time,0.822309568651,True,67,17,manual
manual,B6ByNegPMKs,W034,log_time,0.122838861049,True,25,14,manual
manual,B6ByNegPMKs,W035,log_time,0.296285384475,True,38,16,manual
manual,B6ByNegPMKs,W036,log_time,1.62688446051,True,63,17,manual
manual,B6ByNegPMKs,W037,log_time,0.457919246804,True,67,17,manual
manual,B6ByNegPMKs,W001,scope_reject,0.222222222222,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W002,scope_reject,0.333333333333,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W006,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W008,scope_reject,-0.333333333333,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W010,scope_reject,-0.111111111111,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W011,scope_reject,0.111111111111,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W012,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W013,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W014,scope_reject,0.111111111111,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W015,scope_reject,0,True,9,6,scope_direction_sources
manual,B6ByNegPMKs,W017,scope_reject,-0.222222222222,True,9,6,scope_direction_sources
