table,field_name,semantics_document,preserved_upstream_schema
clusters/memberships.csv.gz,related_canonical_annotation_id,FIELDS_ZH.md,False
clusters/memberships.csv.gz,cluster_support,FIELDS_ZH.md,False
clusters/memberships.csv.gz,worker_id,FIELDS_ZH.md,False
clusters/memberships.csv.gz,semantic_label,FIELDS_ZH.md,False
clusters/partitions.csv.gz,partition_id,FIELDS_ZH.md,False
clusters/partitions.csv.gz,version,FIELDS_ZH.md,False
clusters/partitions.csv.gz,image_id,FIELDS_ZH.md,False
clusters/partitions.csv.gz,stage,FIELDS_ZH.md,False
clusters/partitions.csv.gz,condition,FIELDS_ZH.md,False
clusters/partitions.csv.gz,context_key,FIELDS_ZH.md,False
clusters/partitions.csv.gz,context_mapping_status,FIELDS_ZH.md,False
clusters/partitions.csv.gz,cluster_count,FIELDS_ZH.md,False
clusters/partitions.csv.gz,member_count,FIELDS_ZH.md,False
clusters/partitions.csv.gz,reported_support,FIELDS_ZH.md,False
clusters/partitions.csv.gz,partition_status,FIELDS_ZH.md,False
clusters/partitions.csv.gz,structure_status,FIELDS_ZH.md,False
clusters/partitions.csv.gz,top_support_tie,FIELDS_ZH.md,False
clusters/partitions.csv.gz,second_support_tie,FIELDS_ZH.md,False
clusters/partitions.csv.gz,geometry_version,FIELDS_ZH.md,False
clusters/partitions.csv.gz,min_boundary_similarity,FIELDS_ZH.md,False
clusters/partitions.csv.gz,min_wallwall_similarity,FIELDS_ZH.md,False
clusters/partitions.csv.gz,pointwise_correspondence_compatibility_required,FIELDS_ZH.md,False
clusters/partitions.csv.gz,cluster_algorithm,FIELDS_ZH.md,False
clusters/partitions.csv.gz,representative_status,FIELDS_ZH.md,False
clusters/partitions.csv.gz,semantic_label,FIELDS_ZH.md,False
clusters/partitions.csv.gz,original_row_json,FIELDS_ZH.md,False
facts/active_event_observed.csv.gz,schema_version,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,raw_event_id,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,raw_source_collection,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,raw_event_stage,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,stage,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,block_index,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,in_formal_stage_scope,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,source_path,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,source_sha256,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,source_line,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,project_id,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,runtime_task_id,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,annotator_id,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,annotation_id,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,session_id,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,timestamp,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,server_received_at,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,page_type,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,page_gate_eligible,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,page_gate_reason,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,store_mismatch_present,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,active_seconds_fragment,FIELDS_ZH.md,True
facts/active_event_observed.csv.gz,active_seconds_fragment_role,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,schema_version,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,active_session_id,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,raw_source_collections,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,raw_event_stages,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,stage,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,block_index,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,project_id,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,runtime_task_id,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,annotator_id,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,session_id,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,event_count,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,event_fragment_sum_audit_seconds,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,session_grouping,FIELDS_ZH.md,True
facts/active_session_fact.csv.gz,primary_active_time_status,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,schema_version,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,canonical_annotation_id,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,stage,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,block_index,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,project_id,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,runtime_task_id,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,raw_condition,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,worker_id,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,active_time_seconds,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,active_time_formal_available,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,historical_active_time_eligibility_status,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,timing_status,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,timing_rule_version,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,active_time_source,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,active_time_source_file,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,active_time_event_count,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,active_time_session_count,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,lead_time_seconds,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,lead_time_status,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,lead_time_is_active_time,FIELDS_ZH.md,True
facts/active_time_context.csv.gz,event_fragment_role,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,schema_version,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,annotation_identity,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,canonical_annotation_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,canonical_annotation_id_legacy_alias,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_annotation_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,annotation_unique_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_stage,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,stage,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,block_index,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_project_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,project_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_runtime_task_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,runtime_task_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_task_data_task_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_task_data_planned_task_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,planned_task_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,image_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,building_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_worker_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,worker_id,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_condition,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,assistance_exposure,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,task_lane,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,scope_status,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,dataset_group,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,task_stratum,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,language_group,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,assignment_provenance,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,canonical_selection_status,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,historical_primary_eligibility_status,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,historical_primary_eligibility_source_field,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,historical_formal_assignment_status,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,legacy_exclusion_reason,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_geometry_point_count,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_geometry_computable,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,lead_time_seconds,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,lead_time_status,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,planned_import_match_status,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,planned_import_source_paths_json,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_export_path,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,raw_export_sha256,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,canonical_reconciliation_path,FIELDS_ZH.md,True
facts/annotation_spine.csv.gz,canonical_reconciliation_sha256,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,schema_version,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,raw_annotation_version_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,revision_group_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,raw_stage,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,stage,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,block_index,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,project_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,runtime_task_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,raw_condition,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,raw_worker_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,worker_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,raw_annotation_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,canonical_annotation_id,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,canonical_annotation_id_legacy_alias,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,canonical_join_status,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,selected_canonical_version,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,independent_analysis_unit,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,raw_only_reason,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,version_index_within_task_worker,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,previous_raw_annotation_id_chronological,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,parent_annotation,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,created_at,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,updated_at,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,lead_time_seconds,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,result_count,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,result_sha256,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,source_path,FIELDS_ZH.md,True
facts/annotation_version_lineage.csv.gz,source_sha256,FIELDS_ZH.md,True
facts/COVERAGE_AUDIT.csv.gz,schema_version,FIELDS_ZH.md,True
facts/COVERAGE_AUDIT.csv.gz,check_name,FIELDS_ZH.md,True
facts/COVERAGE_AUDIT.csv.gz,observed,FIELDS_ZH.md,True
facts/COVERAGE_AUDIT.csv.gz,expected,FIELDS_ZH.md,True
facts/COVERAGE_AUDIT.csv.gz,status,FIELDS_ZH.md,True
facts/COVERAGE_AUDIT.csv.gz,scope,FIELDS_ZH.md,True
facts/COVERAGE_AUDIT.csv.gz,note,FIELDS_ZH.md,True
facts/DATA_DICTIONARY.csv.gz,schema_version,FIELDS_ZH.md,True
facts/DATA_DICTIONARY.csv.gz,table_name,FIELDS_ZH.md,True
facts/DATA_DICTIONARY.csv.gz,field_name,FIELDS_ZH.md,True
facts/DATA_DICTIONARY.csv.gz,data_type,FIELDS_ZH.md,True
facts/DATA_DICTIONARY.csv.gz,description_zh,FIELDS_ZH.md,True
facts/DATA_DICTIONARY.csv.gz,missing_semantics_zh,FIELDS_ZH.md,True
facts/DATA_DICTIONARY.csv.gz,source_role,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,schema_version,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,geometry_pair_id,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,stage,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,block_index,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,raw_condition,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,variant,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,left_canonical_annotation_id,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,right_canonical_annotation_id,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,left_worker_id,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,right_worker_id,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,left_point_count,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,right_point_count,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,cyclic_rmse_diagonal_normalized,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,cyclic_rmse_status,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,boundary_similarity,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,wallwall_similarity,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,metric_compatible,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,pointwise_correspondence_compatible,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,correspondence_status,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,cyclic_correspondence_json,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,alignment_direction,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,alignment_rotation,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,alignment_insertion_count,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,alignment_deletion_count,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,alignment_ambiguous,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,pairwise_algorithm_version,FIELDS_ZH.md,True
facts/geometry_pairwise.csv.gz,pairwise_algorithm_sha256,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,schema_version,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,geometry_variant_id,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,canonical_annotation_id,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,stage,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,block_index,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,raw_condition,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,worker_id,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,variant,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,points_json,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,point_count,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,vertical_boundary_count,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,geometry_sha256,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,parse_status,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,geometry_computable,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,strict_valid,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,strict_reason,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,pairing_method,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,seam_crossing_detected,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,topology_valid,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,repair_application_status,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,repair_status,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,algorithm_version,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,algorithm_sha256,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,source_role,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,source_path,FIELDS_ZH.md,True
facts/geometry_variants.csv.gz,source_sha256,FIELDS_ZH.md,True
facts/image_registry.csv.gz,schema_version,FIELDS_ZH.md,True
facts/image_registry.csv.gz,image_id,FIELDS_ZH.md,True
facts/image_registry.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/image_registry.csv.gz,building_id,FIELDS_ZH.md,True
facts/image_registry.csv.gz,image_reference,FIELDS_ZH.md,True
facts/image_registry.csv.gz,image_reference_sha256,FIELDS_ZH.md,True
facts/image_registry.csv.gz,stage_set_json,FIELDS_ZH.md,True
facts/image_registry.csv.gz,block_index_set_json,FIELDS_ZH.md,True
facts/image_registry.csv.gz,raw_condition_set_json,FIELDS_ZH.md,True
facts/image_registry.csv.gz,task_context_count,FIELDS_ZH.md,True
facts/image_registry.csv.gz,canonical_annotation_count,FIELDS_ZH.md,True
facts/image_registry.csv.gz,worker_count,FIELDS_ZH.md,True
facts/image_registry.csv.gz,planned_import_source_paths_json,FIELDS_ZH.md,True
facts/image_registry.csv.gz,raw_export_source_paths_json,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,schema_version,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,meta_response_long_id,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,canonical_annotation_id,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,stage,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,block_index,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,raw_condition,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,worker_id,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,field_name,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,choice_index,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,choice_raw,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,choice_code,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,response_state,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,field_applicability,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,response_timing_status,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,structural_na_reason,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,response_conflict,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,source_path,FIELDS_ZH.md,True
facts/meta_response_long.csv.gz,source_sha256,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,schema_version,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,meta_response_set_id,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,canonical_annotation_id,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,stage,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,block_index,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,raw_condition,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,worker_id,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,field_name,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,choice_set_json,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,choice_code_set_json,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,response_state,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,field_applicability,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,contains_positive,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,contains_explicit_negative,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,response_conflict,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,response_timing_status,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,structural_na_reason,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,source_path,FIELDS_ZH.md,True
facts/meta_response_set.csv.gz,source_sha256,FIELDS_ZH.md,True
facts/OUTPUT_MANIFEST.csv.gz,schema_version,FIELDS_ZH.md,True
facts/OUTPUT_MANIFEST.csv.gz,path,FIELDS_ZH.md,True
facts/OUTPUT_MANIFEST.csv.gz,size_bytes,FIELDS_ZH.md,True
facts/OUTPUT_MANIFEST.csv.gz,record_count,FIELDS_ZH.md,True
facts/OUTPUT_MANIFEST.csv.gz,sha256,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,schema_version,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,proposal_id,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,stage,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,block_index,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,image_id,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,building_id,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,initialization_source_kind,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,initialization_import_sha256_set_json,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,initialization_prediction_sha256,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,initial_geometry_hash,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,initial_points_json,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,initial_point_count,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,initial_geometry_computable,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,initial_geometry_consistency_status,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,planned_trap_family_set_json,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,trap_family_set_json,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,reference_identity_set_json,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,reference_sha256_set_json,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,reference_type_set_json,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,reference_availability_status,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,response_count,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,worker_count,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,source_path,FIELDS_ZH.md,True
facts/proposal_fact.csv.gz,source_sha256,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,schema_version,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,proposal_response_id,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,proposal_id,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,canonical_annotation_id,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,stage,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,block_index,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,image_id,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,building_id,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,worker_id,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,raw_condition,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,initial_points_json,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,final_points_json,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,initial_point_count,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,final_point_count,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,initial_geometry_hash,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,final_geometry_hash,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,initial_to_final_rmse_diagonal_normalized,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,topology_changed,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,exact_geometry_equal,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,model_issue_choice_raw,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,model_issue_choice_set_json,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,model_issue_response_status,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,model_issue_timing_status,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,U_initial,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,U_final,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,delta_U,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,initial_structurally_valid,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,final_structurally_valid,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,reference_identity,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,reference_sha256,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,reference_type,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,reference_availability_status,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,historical_formal_assignment_status,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,historical_analysis_eligibility_status,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,source_path,FIELDS_ZH.md,True
facts/proposal_response.csv.gz,source_sha256,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,schema_version,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,reference_measurement_id,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,canonical_annotation_id,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,proposal_id,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,stage,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,block_index,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,worker_id,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,measurement_role,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,metric_name,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,raw_metric_value,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,measurement_value,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,measurement_status,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,reference_identity,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,reference_sha256,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,reference_type,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,reference_quality_status,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,historical_eligibility_status,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,source_path,FIELDS_ZH.md,True
facts/reference_measurement.csv.gz,source_sha256,FIELDS_ZH.md,True
facts/task_context_master.csv.gz,schema_version,FIELDS_ZH.md,True
facts/task_context_master.csv.gz,task_context_id,FIELDS_ZH.md,True
facts/task_context_master.csv.gz,stage,FIELDS_ZH.md,True
facts/task_context_master.csv.gz,block_index,FIELDS_ZH.md,True
facts/task_context_master.csv.gz,raw_stage_set_json,FIELDS_ZH.md,True
facts/task_context_master.csv.gz,base_task_id,FIELDS_ZH.md,True
facts/task_context_master.csv.gz,image_id,FIELDS_ZH.md,True
facts/task_context_master.csv.gz,building_id,FIELDS_ZH.md,True
