replicate,fixed_panel,independent_per_image
0,0.108254583593,0.108239148743
1,0.105505462095,0.112164468189
2,0.106750775625,0.112563867641
3,0.109686071679,0.108449042831
4,0.109470142416,0.112961377938
5,0.105632572115,0.112058069196
6,0.112307286329,0.106590947527
7,0.105287317974,0.109176221326
8,0.11458848495,0.103873031213
9,0.112671543136,0.108759518417
10,0.104581545288,0.101881127621
11,0.109126930186,0.107022943131
12,0.108865393876,0.104444350128
13,0.10548194095,0.1136778115
14,0.111481489836,0.10957665658
15,0.10943141542,0.108689127903
16,0.112912448991,0.106613015282
17,0.103649451309,0.113000335164
18,0.101038938275,0.107700209723
19,0.113415745282,0.109808093874
20,0.107548563979,0.109015587435
21,0.101493695533,0.103152292238
22,0.112103550593,0.109021336066
23,0.105505462095,0.113132698569
24,0.105501903067,0.112283474263
25,0.11099457995,0.102418341502
26,0.107719251112,0.109180158877
27,0.11034216323,0.111684581277
28,0.105544519316,0.113964848859
29,0.0986186703981,0.105411392406
30,0.109145009228,0.0979257101372
31,0.108454251595,0.106001271205
32,0.110747607782,0.103976476953
33,0.107158518124,0.111808496921
34,0.109950761606,0.107794989001
35,0.103642743531,0.101640124852
36,0.105379522338,0.107847422441
37,0.101162546754,0.109927409679
38,0.104509675007,0.1019104553
39,0.107684414139,0.111145953829
40,0.100761720711,0.105423036652
41,0.108869457342,0.0983351794109
42,0.104316626011,0.10346095635
43,0.115520772873,0.0999206858487
44,0.108937459398,0.110678388691
45,0.109555784677,0.113823996847
46,0.110905197555,0.108772577968
47,0.112872083444,0.101661811018
48,0.105470359932,0.11047881457
49,0.111570932484,0.110853689972
50,0.111258897031,0.113805693287
51,0.110076926464,0.104941554089
52,0.105603623453,0.107435046914
53,0.107025928697,0.111259321652
54,0.104915914626,0.0993176694811
55,0.105363584532,0.112007528683
56,0.109806772327,0.110979256347
57,0.109598497884,0.0980152984954
58,0.110677379613,0.109741712981
59,0.110442072911,0.102989310418
60,0.111098720128,0.106285362468
61,0.107784054382,0.106132303755
62,0.107324138782,0.108946483404
63,0.106919727281,0.103291573998
64,0.108662906224,0.104900495412
65,0.116809836277,0.0944084040919
66,0.100121323417,0.106766845661
67,0.0977395346446,0.096427598625
68,0.111175744418,0.106861725572
69,0.109161375406,0.110421393935
70,0.114552483362,0.104536667632
71,0.106444989327,0.105195263684
72,0.108923793916,0.101440931512
73,0.101531672726,0.107711229974
74,0.110474273896,0.101058011919
75,0.106629035522,0.112891154164
76,0.105826947141,0.102304703828
77,0.109151346442,0.114725295713
78,0.105352951369,0.115480908886
79,0.0987340991477,0.105817110217
80,0.115811710417,0.108405779708
81,0.108346531518,0.105895558847
82,0.101221605654,0.107827319436
83,0.106699846391,0.105410887998
84,0.107224977266,0.111140073615
85,0.102284931681,0.108810176486
86,0.106533045207,0.105481449217
87,0.107396532596,0.110871310833
88,0.102075383386,0.107273060557
89,0.107656187193,0.109173347008
90,0.103613152492,0.0985958026894
91,0.112507518413,0.111947961442
92,0.109693236105,0.0990949713602
93,0.115833439002,0.109859331134
94,0.107164531665,0.10279781266
95,0.109026273907,0.103290974206
96,0.109232892749,0.105338846085
97,0.114653948185,0.10825966125
98,0.111284995848,0.100657157885
99,0.10437281844,0.109352118161
100,0.108077285646,0.109021720906
101,0.1053380654,0.108140958257
102,0.114056931938,0.1084316696
103,0.1099998136,0.113652563343
104,0.109098215933,0.103046531481
105,0.11027982969,0.108249200641
106,0.108533612058,0.111194139084
107,0.110805644909,0.109038905098
108,0.109195458506,0.106328871722
109,0.108486876306,0.108324202128
110,0.11128962084,0.105218638204
111,0.109480154137,0.11267499691
112,0.102512655517,0.111419843615
113,0.102956571483,0.101159132401
114,0.110453833071,0.109088300002
115,0.109292973049,0.111225944421
116,0.104694331105,0.110262833393
117,0.108645051004,0.113413115538
118,0.101702514762,0.109656316388
119,0.114997333399,0.111349789029
120,0.107775600851,0.102923260016
121,0.113268083315,0.107255189537
122,0.108309104656,0.107573055007
123,0.103436195919,0.111474394361
124,0.107196052095,0.114126668907
125,0.10764460391,0.106271599163
126,0.110110874469,0.115735092549
127,0.11063515797,0.0985278355166
128,0.113309447127,0.1048405013
129,0.108333708954,0.107180608383
130,0.10740189558,0.10970262676
131,0.105693823427,0.101292648718
132,0.109944300182,0.102525053979
133,0.112235868119,0.110221328751
134,0.107645980952,0.106898813278
135,0.104460761164,0.105991874349
136,0.104159760833,0.110230931512
137,0.097135715518,0.10819860701
138,0.102666534616,0.114762647525
139,0.105020307991,0.113760313374
140,0.103180059337,0.105147077837
141,0.104282100125,0.110106784879
142,0.110348968602,0.11155428681
143,0.111134708886,0.105972116525
144,0.107759207572,0.111450108207
145,0.112271674928,0.0917146516759
146,0.106453599536,0.100014780383
147,0.105563703259,0.1104896331
148,0.111845564981,0.106920855244
149,0.104634638089,0.108113633516
150,0.100763914144,0.107284700334
151,0.110974187223,0.109863803593
152,0.106824278923,0.101894991026
153,0.106124519385,0.107141986558
154,0.105357033791,0.113232378981
155,0.113063806044,0.107866567788
156,0.109625376103,0.104667373173
157,0.113849210234,0.110660665792
158,0.111458441029,0.109067893951
159,0.106132379416,0.113135434193
160,0.107431429282,0.111276624622
161,0.10784165211,0.102134773067
162,0.109632486834,0.111004896806
163,0.109886540075,0.112079600557
164,0.109296789655,0.112653206311
165,0.109053484865,0.10657266609
166,0.100099262579,0.111685883909
167,0.107609741237,0.104911012417
168,0.113171030819,0.103565685747
169,0.105535732466,0.113846864301
170,0.113576633613,0.107746768667
171,0.107823839772,0.111849990621
172,0.113382477882,0.113208635573
173,0.0951503939194,0.103865706544
174,0.110804727265,0.104655247929
175,0.104343643961,0.104289092039
176,0.109398862264,0.107491042205
177,0.109737998762,0.109804076976
178,0.101704831274,0.107654004627
179,0.112168895099,0.107378600582
180,0.109373784565,0.107669640582
181,0.110726888297,0.105945825401
182,0.110911377831,0.105062412118
183,0.108568124584,0.111086567129
184,0.103603809555,0.108070959634
185,0.11069608562,0.108549387151
186,0.102256408993,0.106223898955
187,0.104079109109,0.109931767232
188,0.113657867863,0.111461744745
189,0.111281692358,0.106074129595
190,0.110228472716,0.103852202169
191,0.112404912893,0.104402122944
192,0.106359560886,0.112442345565
193,0.10358497823,0.107167158861
194,0.109119737218,0.108637747107
195,0.104485298984,0.111779655006
196,0.103918461713,0.107060501888
197,0.110426105799,0.109522293356
198,0.103874282343,0.110680161621
199,0.111031782372,0.115005126648
200,0.111404495619,0.102700384138
201,0.107688658698,0.111336001719
202,0.102135080788,0.103468258122
203,0.108365520766,0.110669156611
204,0.110653488293,0.112034299202
205,0.105939739733,0.103604845276
206,0.112316961674,0.105459549534
207,0.110393178704,0.100878711658
208,0.110799757785,0.103513034662
209,0.105910781889,0.108039139662
210,0.108251672026,0.111585566135
211,0.105826947141,0.113243246598
212,0.110811838879,0.113986715418
213,0.110397432536,0.102053423806
214,0.108575369353,0.103823190274
215,0.103504236102,0.102897795805
216,0.107158518124,0.11050779741
217,0.113222026182,0.109202148488
218,0.113576633613,0.108080208835
219,0.109760621551,0.109741233145
220,0.106811835126,0.107536596061
221,0.103528976567,0.105625197988
222,0.111436016538,0.110300338992
223,0.109203473546,0.110485949722
224,0.113689705633,0.115306582535
225,0.104658301105,0.102388033647
226,0.10767801241,0.110156994146
227,0.103918389046,0.107920039037
228,0.108875359493,0.108661079977
229,0.104556467915,0.11202614188
230,0.108083240561,0.101335757973
231,0.112198991707,0.108237663413
232,0.107414711972,0.111341531656
233,0.107673491497,0.103048294076
234,0.100773671355,0.108510076052
235,0.114402659098,0.110944151084
236,0.102199538405,0.111283735177
237,0.110601547531,0.103387893313
238,0.102590189294,0.101052432939
239,0.106649790087,0.105366552734
240,0.106349040654,0.110570937135
241,0.106383541092,0.100529898051
242,0.108579165531,0.113227977021
243,0.105910131407,0.113675968832
244,0.104540662923,0.108233933597
245,0.11343949944,0.10735061778
246,0.111605734662,0.106926624735
247,0.106237055383,0.109478795483
248,0.102308971758,0.110780255587
249,0.103888893155,0.109024234862
250,0.107460751665,0.111795137964
251,0.11039992517,0.108209069522
252,0.109981717064,0.111404401484
253,0.112702705161,0.109057228551
254,0.112422119081,0.112175405312
255,0.111499128429,0.108804849697
256,0.108684611469,0.107465103934
257,0.106469479265,0.10572414058
258,0.104874438871,0.103161203446
259,0.11110711597,0.108377122804
260,0.107770536922,0.102170704976
261,0.102687337746,0.107374312351
262,0.10844101629,0.106360088548
263,0.110067771921,0.108101095509
264,0.109275334749,0.107001081225
265,0.115993335047,0.112067323086
266,0.106182440672,0.11406517954
267,0.112559377593,0.105625218406
268,0.102857829594,0.110827448802
269,0.10773304619,0.104295948671
270,0.113826434495,0.102467252306
271,0.109646910475,0.107550321119
272,0.102773775676,0.106527636084
273,0.110699094879,0.108431082424
274,0.107155624279,0.106977874087
275,0.103720218903,0.10665511484
276,0.110912779226,0.104162342051
277,0.108297381311,0.106417334123
278,0.107376089103,0.0998492133698
279,0.105320970575,0.101981806088
280,0.107085031135,0.10465623566
281,0.112658032648,0.110369791535
282,0.110830025374,0.108774787549
283,0.110198177642,0.104292448694
284,0.107442269315,0.105543333086
285,0.111060538221,0.106994132434
286,0.111282750509,0.103338170385
287,0.110004067231,0.102674315922
288,0.106625550182,0.104844598298
289,0.113031174238,0.107749705806
