replicate,fixed_panel,independent_per_image
0,0.209470843468,0.189423385181
1,0.20193541336,0.203374530391
2,0.202751049645,0.214843309101
3,0.207149887149,0.21929160361
4,0.214817067873,0.206858548942
5,0.207675555687,0.203100316812
6,0.216247945012,0.201327750323
7,0.208320596329,0.204312493433
8,0.183011350515,0.208215127688
9,0.210182901951,0.198638629702
10,0.210887756162,0.214602837716
11,0.194840393026,0.209735207687
12,0.198547078659,0.200748350663
13,0.215373161585,0.20407325321
14,0.214114725933,0.20377674128
15,0.205417113518,0.203169199717
16,0.207049440868,0.20799442883
17,0.203471786779,0.210602651308
18,0.210368784786,0.188360418908
19,0.212519400772,0.208460171174
20,0.196123736719,0.216645240986
21,0.205516151246,0.200547064702
22,0.217422668461,0.208839505573
23,0.202827434995,0.191745362077
24,0.215539126889,0.204056492453
25,0.215373161585,0.20502614654
26,0.216971733775,0.215592249861
27,0.206831861858,0.216809038369
28,0.20750875026,0.213895513123
29,0.198251728205,0.213817692872
30,0.198867076699,0.202829279895
31,0.197978966037,0.207004548432
32,0.211119812534,0.210082808769
33,0.197030818629,0.206935549444
34,0.21334237781,0.199940312991
35,0.188894175397,0.201743996543
36,0.212439874725,0.198238945962
37,0.205218526462,0.19992078364
38,0.201623688081,0.203169035533
39,0.217369722075,0.20468890989
40,0.199717795624,0.202848204269
41,0.20737788416,0.203979505755
42,0.214618341236,0.19995004583
43,0.20705895898,0.211238088533
44,0.197017727388,0.210568190524
45,0.205851890308,0.207980941899
46,0.207644562999,0.202957844693
47,0.209985448641,0.197917902711
48,0.201313041495,0.216098759355
49,0.215604379653,0.201819189771
50,0.198302512055,0.202386210932
51,0.210681431395,0.199095943278
52,0.215690352451,0.211564439967
53,0.206965223995,0.210596407534
54,0.206904692678,0.205049537239
55,0.20983647547,0.204882230552
56,0.183011350515,0.199384179525
57,0.204383487012,0.206704551139
58,0.207382841912,0.210304320399
59,0.216376757522,0.214148736296
60,0.199705155031,0.215246211417
61,0.209463783725,0.212999405828
62,0.192255630463,0.204759208941
63,0.213325886896,0.199613846381
64,0.213643387801,0.215194984102
65,0.198251728205,0.209319553171
66,0.209935359406,0.212005462756
67,0.206317554161,0.20469447464
68,0.211314888013,0.204893364769
69,0.209839118666,0.214174964466
70,0.191528976221,0.2031390844
71,0.213748154364,0.211747016341
72,0.187146296727,0.215953599641
73,0.206773319832,0.198571069709
74,0.205735352016,0.200022167541
75,0.210501928656,0.21529141609
76,0.211646136144,0.211174421694
