image_id,building,condition,Bi_policy,target,n_workers,n_same_topology_pairs,model_disagreement,human_disagreement,training_model_q25,training_model_q75,training_human_q25,training_human_q75,quadrant,reference_error,point_disagreement
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,enclosed,point_count_disagreement,24,210,0.0379418505625,0.239130434783,0.0217214181638,0.0600338974943,0,0.7,middle,0.0496813711129,0.239130434783
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,enclosed,point_count_disagreement,5,10,0.02817046778,0,0.0218630718177,0.0573011193409,0,0.7,middle,0.15613282307,0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,enclosed,point_count_disagreement,23,172,0.151362281152,0.320158102767,0.0218630718177,0.0573011193409,0,0.7,middle,0.0427976416621,0.320158102767
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,enclosed,point_count_disagreement,6,15,0.0157697756726,0,0.0218630718177,0.0573011193409,0,0.7,both_low_disagreement,0.0497583827471,0
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,enclosed,point_count_disagreement,6,6,0.0342263814845,0.6,0.0218630718177,0.0573011193409,0,0.7,middle,0.11845175145,0.6
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,enclosed,point_count_disagreement,5,2,0.0246388477289,0.8,0.0218630718177,0.0573011193409,0,0.7,middle,0.0849635398376,0.8
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,manual,enclosed,point_count_disagreement,6,1,0.0822832193079,0.933333333333,0.0218630718177,0.0573011193409,0,0.7,both_high_disagreement,0.11565116635,0.933333333333
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,manual,enclosed,point_count_disagreement,5,4,0.0122167388016,0.6,0.0218630718177,0.0573011193409,0,0.7,middle,0.165258940084,0.6
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,enclosed,point_count_disagreement,23,98,0.185044051422,0.612648221344,0.0218630718177,0.0573011193409,0,0.7,middle,0.0739457771014,0.612648221344
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,enclosed,point_count_disagreement,24,276,0.0251594137855,0,0.0218630718177,0.0573011193409,0,0.7,middle,0.0414778907922,0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,enclosed,point_count_disagreement,5,4,0.0192874047342,0.6,0.0218630718177,0.0573011193409,0,0.7,middle,0.0930126217178,0.6
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,enclosed,point_count_disagreement,5,3,0.0601570427269,0.7,0.0218630718177,0.0573011193409,0,0.7,both_high_disagreement,0.0761503746714,0.7
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,enclosed,point_count_disagreement,24,44,0.0421714056609,0.826086956522,0.0218630718177,0.0573011193409,0,0.7,middle,0.20497416166,0.826086956522
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,enclosed,point_count_disagreement,24,46,0.080884064098,0.833333333333,0.0218630718177,0.0573011193409,0,0.7,both_high_disagreement,0.126661621917,0.833333333333
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,enclosed,point_count_disagreement,24,276,0.0128675108762,0,0.0218630718177,0.0573011193409,0,0.7,both_low_disagreement,0.0661048343322,0
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,manual,enclosed,point_count_disagreement,4,6,0.0571156145009,0,0.0215761087473,0.059972324878,0,0.7,middle,,0
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,manual,enclosed,point_count_disagreement,4,3,0.0380207783631,0.5,0.0215761087473,0.059972324878,0,0.7,middle,0.0638876095199,0.5
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,manual,enclosed,point_count_disagreement,4,3,0.03826658062,0.5,0.0215761087473,0.059972324878,0,0.7,middle,,0.5
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0460114982532,0.0626401137484,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,middle,0.165170960042,0.4
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,24,276,0.011625543635,0.022511757592,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,both_low_disagreement,0.0137944452385,0
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0337250318241,0.340566354372,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,middle,0.170542389057,0.4
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,6,6,0.0796116703441,0.29368440964,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,both_high_disagreement,0.271584581168,0.6
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,6,6,0.0178013899313,0.0177253478985,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,both_low_disagreement,0.181316303182,0.6
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,5,3,0.124422366927,0.059708590451,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,middle,0.0790185295057,0.7
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,5,6,0.043913184207,0.171666556658,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,middle,0.14958282604,0.4
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,5,10,0.022127936111,0.0910591231823,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,middle,0.0668537514732,0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0168511457585,0.0499534341062,0.0219060922169,0.0600954701106,0.0397253007193,0.102045162257,middle,0.0668997523701,0.4
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,24,253,0.0820424879085,0.117198373746,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,both_high_disagreement,0.120791586108,0.0833333333333
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0551795368183,0.106489725455,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,middle,0.266063052253,0.4
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0172904217549,0.0481958237761,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,middle,0.0404898119122,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,24,231,0.0221756599552,0.209626699836,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,middle,0.200336528656,0.0869565217391
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,6,10,0.0274932278879,0.26286352262,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,middle,0.238625419501,0.333333333333
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,24,232,0.0718811149226,0.346355599574,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,both_high_disagreement,0.314744058749,0.159420289855
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,5,3,0.0292215056576,0.0812562313061,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,middle,0.0907535700853,0.7
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0354516132409,0.262841002007,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,middle,0.403809440406,0
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0713012371629,0.171176560432,0.0215687972222,0.0597170772792,0.0389317791168,0.0892514843962,both_high_disagreement,0.217624483965,0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,enclosed,within_topology_geometry_dispersion,20,153,0.0221531248147,0.108076976833,0.0215761087473,0.059972324878,0.0401006947774,0.10466781497,middle,0.142566264681,0.105263157895
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,enclosed,within_topology_geometry_dispersion,4,1,0.145227138926,0.0243538101763,0.0215761087473,0.059972324878,0.0401006947774,0.10466781497,models_disagree_humans_agree,0.30773024288,0.666666666667
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,enclosed,within_topology_geometry_dispersion,20,190,0.0275489925762,0.0376011871379,0.0215761087473,0.059972324878,0.0401006947774,0.10466781497,middle,0.0323313815376,0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,enclosed,within_topology_geometry_dispersion,5,6,0.109124760327,0.0493877253044,0.0217922449907,0.0604673132968,0.0395304624473,0.106886538299,middle,0.355316663593,0.4
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,enclosed,within_topology_geometry_dispersion,24,93,0.0537028189202,0.13511365969,0.0217922449907,0.0604673132968,0.0395304624473,0.106886538299,middle,0.183972719784,0.663043478261
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,enclosed,within_topology_geometry_dispersion,24,211,0.0282779028238,0.0841691693751,0.0217922449907,0.0604673132968,0.0395304624473,0.106886538299,middle,0.101272376545,0.235507246377
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,enclosed,within_topology_geometry_dispersion,7,3,0.0377047401051,0.0467829540047,0.0217922449907,0.0604673132968,0.0395304624473,0.106886538299,middle,0.109768535015,0.8
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,enclosed,within_topology_geometry_dispersion,5,1,0.0287419209597,0.0807933801821,0.0217922449907,0.0604673132968,0.0395304624473,0.106886538299,middle,0.139108324282,0.9
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,enclosed,within_topology_geometry_dispersion,23,231,0.015997888744,0.0254288688354,0.0217922449907,0.0604673132968,0.0395304624473,0.106886538299,both_low_disagreement,0.0203115568748,0.0869565217391
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,enclosed,within_topology_geometry_dispersion,5,4,0.0199432070564,0.0440070008921,0.0217922449907,0.0604673132968,0.0395304624473,0.106886538299,middle,0.162340125732,0.6
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,manual,enclosed,within_topology_geometry_dispersion,7,7,0.0553131945715,0.0564633984323,0.0215761087473,0.059972324878,0.0395304624473,0.106886538299,middle,,0.666666666667
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,enclosed,within_topology_geometry_dispersion,20,48,0.0295365435031,0.0409992494907,0.0215761087473,0.059972324878,0.0395304624473,0.106886538299,middle,,0.719298245614
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,manual,enclosed,within_topology_geometry_dispersion,5,1,0.0847318062401,0.0794784990697,0.0215761087473,0.059972324878,0.0395304624473,0.106886538299,middle,,0.9
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0139733397909,0.0881660508633,0.0219921330152,0.059972324878,0.039949431441,0.106886538299,middle,0.0733765238276,0.4
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,enclosed,within_topology_geometry_dispersion,24,276,0.0163582633998,0.0369651835105,0.0219921330152,0.059972324878,0.039949431441,0.106886538299,both_low_disagreement,0.0268498445427,0
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,enclosed,within_topology_geometry_dispersion,5,3,0.0636671576864,0.0597743087537,0.0219921330152,0.059972324878,0.039949431441,0.106886538299,middle,0.0832267391705,0.7
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0613981250064,0.0711220350012,0.0215761087473,0.0577598525887,0.0395304624473,0.106886538299,middle,0.0544723673056,0
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0599107522617,0.0669165717656,0.0215761087473,0.0577598525887,0.0395304624473,0.106886538299,middle,0.0492618627381,0
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,enclosed,within_topology_geometry_dispersion,5,10,0.111236355392,0.0439571090047,0.0215761087473,0.0577598525887,0.0395304624473,0.106886538299,middle,0.0851672535211,0
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,enclosed,within_topology_geometry_dispersion,24,75,0.0512282845613,0.270855280647,0.0215761087473,0.0604673132968,0.039949431441,0.0980144638214,middle,0.254231237438,0.728260869565
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0218630718177,0.038521104419,0.0215761087473,0.0604673132968,0.039949431441,0.0980144638214,middle,0.0403162681477,0.4
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0359866702352,0.461393843429,0.0215761087473,0.0604673132968,0.039949431441,0.0980144638214,middle,0.316739964384,0
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0137461119017,0.051944120064,0.0217214181638,0.0607775838666,0.0394476895362,0.100029813039,middle,0.0517515220453,0
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0392558343096,0.215419741646,0.0217214181638,0.0607775838666,0.0394476895362,0.100029813039,middle,0.274994741153,0
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0509056326822,0.111432966106,0.0217214181638,0.0607775838666,0.0394476895362,0.100029813039,middle,0.147921968683,0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,enclosed,within_topology_geometry_dispersion,24,93,0.0224755073963,0.0908732056508,0.0217214181638,0.0607775838666,0.0394476895362,0.100029813039,middle,0.144927929384,0.663043478261
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,enclosed,within_topology_geometry_dispersion,4,3,0.0591360523319,0.0641145486904,0.0216505913368,0.0600954701106,0.0397253007193,0.10588242196,middle,0.0789453697843,0.5
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0527839447072,0.0665414562367,0.0215724529847,0.0600338974943,0.0398373660801,0.107283351144,middle,0.131439242864,0
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,manual,enclosed,within_topology_geometry_dispersion,4,3,0.0650443845272,0.0959991146035,0.0215724529847,0.0600338974943,0.0398373660801,0.107283351144,middle,,0.5
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,enclosed,within_topology_geometry_dispersion,4,2,0.0573011193409,0.0597197416014,0.0215724529847,0.0600338974943,0.0398373660801,0.107283351144,middle,0.0769971620439,0.666666666667
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,manual,enclosed,within_topology_geometry_dispersion,4,1,0.043025038408,0.0362415159279,0.0215724529847,0.0600338974943,0.0398373660801,0.107283351144,middle,0.0783768373068,0.833333333333
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0858038937251,0.0189958136136,0.0215761087473,0.0593297273144,0.0401006947774,0.10466781497,models_disagree_humans_agree,,0
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0347684045561,0.0126505084587,0.0215761087473,0.0593297273144,0.0401006947774,0.10466781497,middle,0.0117065323169,0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,enclosed,within_topology_geometry_dispersion,20,80,0.2259656307,0.493807408109,0.0215761087473,0.0593297273144,0.0401006947774,0.10466781497,both_high_disagreement,,0.53216374269
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,manual,enclosed,within_topology_geometry_dispersion,6,3,0.308278241841,0.176820810761,0.0216505913368,0.0597170772792,0.0397253007193,0.102045162257,both_high_disagreement,0.21220339803,0.8
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0365861699303,0.0650386102865,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.0412628793355,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,24,276,0.0160041728794,0.0336899296955,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,both_low_disagreement,0.0252921634803,0
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0438083070159,0.21965072902,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.0947400799754,0.4
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0182428323089,0.0366647143508,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,both_low_disagreement,0.161145311536,0
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0384064268239,0.0410235926583,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.095984655134,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,24,36,0.0442014918027,0.110279833583,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.233490147351,0.869565217391
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0259538332591,0.0548308668382,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.0779278952881,0.4
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,24,276,0.0310916839493,0.0437324790207,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.0361306353729,0
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0651390985318,0.0771836616959,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.328539864856,0
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0797750418217,0.0210876417382,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,models_disagree_humans_agree,0.230806621299,0.4
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,24,231,0.0365735902444,0.0540764384556,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.0583127082596,0.163043478261
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0257447002193,0.0396132353585,0.0215724529847,0.0607775838666,0.0400876287855,0.107283351144,middle,0.0743768100252,0.4
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,23,211,0.0111970068405,0.0212102660422,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,both_low_disagreement,0.0192470768092,0.166007905138
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,5,2,0.0775534674436,0.0689065641553,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,middle,0.13408968225,0.8
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,24,66,0.0852166405349,0.049401991035,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,middle,0.137759505474,0.760869565217
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,24,193,0.0226909443832,0.0276600046382,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,middle,0.0492786803446,0.300724637681
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0148345633077,0.0258667891908,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,both_low_disagreement,0.0367360334154,0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,23,231,0.01850436759,0.0548746518106,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,middle,0.0349308497451,0.0869565217391
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,6,4,0.0160659985232,0.00750496760897,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,both_low_disagreement,0.0692568185727,0.733333333333
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,24,232,0.0138078812905,0.0388149909178,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,both_low_disagreement,0.0348444359823,0.159420289855
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,enclosed,within_topology_geometry_dispersion,24,41,0.0458598575453,0.126127869842,0.0221342332869,0.0600954701106,0.0410053352826,0.107680163988,middle,0.207819502937,0.822510822511
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,24,231,0.0969905494985,0.0884254912035,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.0835079373804,0.163043478261
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,23,253,0.0279944992384,0.0401137607692,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.110307637054,0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,24,74,0.0192944829002,0.145413113102,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,models_agree_humans_disagree,0.179037401294,0.731884057971
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,23,61,0.0345860028937,0.132641151843,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.136792488178,0.758893280632
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,5,3,0.0285501200314,0.0726186934161,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.073419525066,0.7
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,5,3,0.0246187243827,0.117986875228,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.167430490031,0.7
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,5,4,0.0459589813162,0.127532649391,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.231155015198,0.6
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,6,15,0.0215797645099,0.121583853278,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,models_agree_humans_disagree,0.202912911758,0
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,5,6,0.0202007606554,0.0312724166825,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,both_low_disagreement,0.0712140580942,0.4
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,5,10,0.0305534922764,0.0464576800103,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.0438008881232,0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,23,95,0.03695031586,0.0517752205726,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.11031038486,0.624505928854
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,24,95,0.0231879907075,0.0895268154605,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.0916954264954,0.624505928854
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,23,39,0.0220351534144,0.0503063482819,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,middle,0.103470156288,0.845849802372
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,enclosed,within_topology_geometry_dispersion,6,10,0.0799162157689,0.0367669139924,0.0218630718177,0.0601570427269,0.0396132353585,0.0959991146035,models_disagree_humans_agree,0.27645196987,0.333333333333
