canonical_annotation_id,context_key,image_id,worker_id,d_enclosed,d_extended
bd14297e6f34d6705898,C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,10,0.22447561098902435,0.2285466428959504
a3e7b70ed81a76c41c0f,C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,27,0.1776653021563782,0.1813467468550516
98fc2a900301cecb1f95,C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,28,0.29576919855456074,0.2900549529013635
d5c88ef7632f0c3ce88f,C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,30,0.16520790771323857,0.16703687955427948
9ba553c8c79977374da6,C1|0|7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211|manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,6,0.22447561098902435,0.2285466428959504
bc6afe53ebf4fa056431,C1|0|7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e|manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,10,,
44137bda12cf49a72738,C1|0|7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e|manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,11,,
fe51149470d295897000,C1|0|7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e|manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,17,,
19f0ec5e2db5240ffd86,C1|0|7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e|manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,33,,
02c17487f3c26175d06c,C1|0|7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e|manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,6,,
e7909355f0df5dd9276a,C1|0|7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,12,0.23219841038763211,0.2290439731296925
ec6c38a862059f07bf7f,C1|0|7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,13,0.2660023850609424,0.261365567873993
4d53581ef39bae3bf5d1,C1|0|7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,27,0.13701141020937235,0.14024204244000582
c89be364009b1fc0544e,C1|0|7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,30,,
1c3df8c137a169fee41d,C1|0|7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,31,,
b02aea4f86afbc5430f7,C1|0|7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e|manual,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,35,0.12108283028092315,0.1151001898880547
89f6eb36f9ae94e81adb,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,14,,
c63d05f140fcc66be4df,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,18,,
6051dfca1aade85a07a8,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,31,0.055620648706889875,0.05606049238990107
e6f01175aabbf9fcafe7,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,32,0.23571990156707956,0.23565020388039348
dec8403a4ddac6db3115,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,34,0.07017278809034844,0.07006836754168999
74c45cde6e9ca313500c,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|manual,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,8,,
a63b28ab3b493bd3ee11,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,11,0.09741563242263274,0.09791977360780901
678fd1b3368b3c6302ad,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,33,0.09741563242263274,0.09791977360780901
53cffa383a4d19c3e30e,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,36,0.09741563242263274,0.09791977360780901
4486738211819be8d3d4,C1|0|7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f|semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,6,0.09741563242263274,0.09791977360780901
d22e8df3dcff4100efb5,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,1,,
a25753564e8d0fb8f8d6,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,2,,
517087c6def062efa361,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,33,,
84ac11f23b306b7457b4,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,34,0.8004390518049412,0.4495994753258129
8125fd4575ecfc155a63,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,37,,
2aea8c4c7647e5dcbf4f,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,10,0.7540654751544533,0.33358052155010354
e8a846d937e3ed039131,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,15,0.8905219793690483,0.4600117871108307
8f8a8cc073aa91a7c1c7,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,35,,
aa3b4f3365dda18b56bc,C1|0|7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3|semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,8,0.7540654751544533,0.33358052155010354
6d1cd2b695a93ed0418c,C1|0|7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e|manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,11,0.3369866701493889,0.3353862889880397
c3333eb36394f0f11cfe,C1|0|7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e|manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,15,,
5c79ca3a486aa69a57d2,C1|0|7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e|manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,28,0.396683679876386,0.3977494472229498
b5c13db450fa7496d8e9,C1|0|7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e|manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,29,0.5813126506323584,0.5795121825675231
268bafd92e9f27eee478,C1|0|7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e|manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,36,,
