worker_id,location,missing,extra,quality,rows,buildings,cohort,experiment,scope,metric,model,label,status,edit,time
29,,,,0.10815591917658227,22,11,all26,triad,all,ospa30,edit_quality2,1,usable,2.7423879355446754,0.8371350202678496
30,,,,-0.062280536632596625,12,9,all26,triad,all,ospa30,edit_quality2,1,usable,2.1587686840370934,0.05134168317034452
32,,,,-0.5925356501397495,22,11,all26,triad,all,ospa30,edit_quality2,1,usable,0.7403858993069315,0.8124773593529
33,,,,-1.4494656369203502,21,11,all26,triad,all,ospa30,edit_quality2,1,usable,0.05363099137969943,0.35594525026015517
36,,,,-0.6650808411469075,21,11,all26,triad,all,ospa30,edit_quality2,1,usable,-0.43570047403152257,1.4101346692628376
37,,,,1.428316980269111,20,11,all26,triad,all,ospa30,edit_quality2,1,usable,0.8503894324726727,0.7554973665020656
6,,,,1.1103529703474266,21,10,all26,triad,all,ospa30,edit_quality2,2,usable,-3.7858033323654166,-0.8447904276078498
8,,,,-2.175193424212989,18,9,all26,triad,all,ospa30,edit_quality2,1,usable,0.03969288604252589,0.4093312085535983
1,,,,1.5232294721727135,22,10,all26,triad,all,ospa30,time_quality2,2,usable,3.592885667620192,-0.5496493522510421
10,,,,-0.40715136200265034,20,10,all26,triad,all,ospa30,time_quality2,1,usable,-0.315691032745662,-0.32404895599798667
11,,,,3.195420390376609,21,11,all26,triad,all,ospa30,time_quality2,2,usable,-4.865105375098787,-0.5372229083415138
13,,,,-0.7700495357644472,22,11,all26,triad,all,ospa30,time_quality2,1,usable,-0.3772110905213523,-0.5137052176535972
15,,,,-0.5988830760429789,19,10,all26,triad,all,ospa30,time_quality2,1,usable,-0.6015624200361606,-0.02069350500245223
17,,,,-0.6666403587417221,21,11,all26,triad,all,ospa30,time_quality2,1,usable,0.4998886473025337,-0.31877891727992297
18,,,,-0.91111776019944,21,11,all26,triad,all,ospa30,time_quality2,1,usable,0.7015470941029481,0.1641424465629132
19,,,,4.270170622909712,17,10,all26,triad,all,ospa30,time_quality2,2,usable,-0.6240972654013848,-1.8940985472275251
2,,,,-1.2207974427599044,22,10,all26,triad,all,ospa30,time_quality2,1,usable,0.6780619197738654,-0.8356554100671119
21,,,,1.1819983634633537,17,10,all26,triad,all,ospa30,time_quality2,2,usable,-2.3695567768627077,-1.0015001335722369
27,,,,-0.7123514566401165,22,11,all26,triad,all,ospa30,time_quality2,1,usable,1.0773700665333916,1.277503315807465
28,,,,-2.5860976375116556,22,11,all26,triad,all,ospa30,time_quality2,1,usable,0.23971854294646439,0.7666350552611108
29,,,,0.10815591917658227,22,11,all26,triad,all,ospa30,time_quality2,1,usable,2.7423879355446754,0.8371350202678496
30,,,,-0.062280536632596625,12,9,all26,triad,all,ospa30,time_quality2,1,usable,2.1587686840370934,0.05134168317034452
32,,,,-0.5925356501397495,22,11,all26,triad,all,ospa30,time_quality2,1,usable,0.7403858993069315,0.8124773593529
33,,,,-1.4494656369203502,21,11,all26,triad,all,ospa30,time_quality2,1,usable,0.05363099137969943,0.35594525026015517
36,,,,-0.6650808411469075,21,11,all26,triad,all,ospa30,time_quality2,1,usable,-0.43570047403152257,1.4101346692628376
37,,,,1.428316980269111,20,11,all26,triad,all,ospa30,time_quality2,1,usable,0.8503894324726727,0.7554973665020656
6,,,,1.1103529703474266,21,10,all26,triad,all,ospa30,time_quality2,2,usable,-3.7858033323654166,-0.8447904276078498
8,,,,-2.175193424212989,18,9,all26,triad,all,ospa30,time_quality2,1,usable,0.03969288604252589,0.4093312085535983
1,,,,1.5232294721727135,22,10,all26,triad,all,ospa30,triad2,1,usable,3.592885667620192,-0.5496493522510421
10,,,,-0.40715136200265034,20,10,all26,triad,all,ospa30,triad2,1,usable,-0.315691032745662,-0.32404895599798667
11,,,,3.195420390376609,21,11,all26,triad,all,ospa30,triad2,2,usable,-4.865105375098787,-0.5372229083415138
13,,,,-0.7700495357644472,22,11,all26,triad,all,ospa30,triad2,1,usable,-0.3772110905213523,-0.5137052176535972
15,,,,-0.5988830760429789,19,10,all26,triad,all,ospa30,triad2,1,usable,-0.6015624200361606,-0.02069350500245223
17,,,,-0.6666403587417221,21,11,all26,triad,all,ospa30,triad2,1,usable,0.4998886473025337,-0.31877891727992297
18,,,,-0.91111776019944,21,11,all26,triad,all,ospa30,triad2,1,usable,0.7015470941029481,0.1641424465629132
19,,,,4.270170622909712,17,10,all26,triad,all,ospa30,triad2,2,usable,-0.6240972654013848,-1.8940985472275251
2,,,,-1.2207974427599044,22,10,all26,triad,all,ospa30,triad2,1,usable,0.6780619197738654,-0.8356554100671119
21,,,,1.1819983634633537,17,10,all26,triad,all,ospa30,triad2,2,usable,-2.3695567768627077,-1.0015001335722369
27,,,,-0.7123514566401165,22,11,all26,triad,all,ospa30,triad2,1,usable,1.0773700665333916,1.277503315807465
28,,,,-2.5860976375116556,22,11,all26,triad,all,ospa30,triad2,1,usable,0.23971854294646439,0.7666350552611108
29,,,,0.10815591917658227,22,11,all26,triad,all,ospa30,triad2,1,usable,2.7423879355446754,0.8371350202678496
30,,,,-0.062280536632596625,12,9,all26,triad,all,ospa30,triad2,1,usable,2.1587686840370934,0.05134168317034452
32,,,,-0.5925356501397495,22,11,all26,triad,all,ospa30,triad2,1,usable,0.7403858993069315,0.8124773593529
33,,,,-1.4494656369203502,21,11,all26,triad,all,ospa30,triad2,1,usable,0.05363099137969943,0.35594525026015517
36,,,,-0.6650808411469075,21,11,all26,triad,all,ospa30,triad2,1,usable,-0.43570047403152257,1.4101346692628376
37,,,,1.428316980269111,20,11,all26,triad,all,ospa30,triad2,1,usable,0.8503894324726727,0.7554973665020656
6,,,,1.1103529703474266,21,10,all26,triad,all,ospa30,triad2,2,usable,-3.7858033323654166,-0.8447904276078498
8,,,,-2.175193424212989,18,9,all26,triad,all,ospa30,triad2,1,usable,0.03969288604252589,0.4093312085535983
1,,,,1.5232294721727135,22,10,all26,triad,all,ospa30,triad3,2,usable,3.592885667620192,-0.5496493522510421
10,,,,-0.40715136200265034,20,10,all26,triad,all,ospa30,triad3,2,usable,-0.315691032745662,-0.32404895599798667
11,,,,3.195420390376609,21,11,all26,triad,all,ospa30,triad3,3,usable,-4.865105375098787,-0.5372229083415138
13,,,,-0.7700495357644472,22,11,all26,triad,all,ospa30,triad3,2,usable,-0.3772110905213523,-0.5137052176535972
15,,,,-0.5988830760429789,19,10,all26,triad,all,ospa30,triad3,2,usable,-0.6015624200361606,-0.02069350500245223
17,,,,-0.6666403587417221,21,11,all26,triad,all,ospa30,triad3,2,usable,0.4998886473025337,-0.31877891727992297
18,,,,-0.91111776019944,21,11,all26,triad,all,ospa30,triad3,2,usable,0.7015470941029481,0.1641424465629132
19,,,,4.270170622909712,17,10,all26,triad,all,ospa30,triad3,3,usable,-0.6240972654013848,-1.8940985472275251
2,,,,-1.2207974427599044,22,10,all26,triad,all,ospa30,triad3,2,usable,0.6780619197738654,-0.8356554100671119
21,,,,1.1819983634633537,17,10,all26,triad,all,ospa30,triad3,3,usable,-2.3695567768627077,-1.0015001335722369
27,,,,-0.7123514566401165,22,11,all26,triad,all,ospa30,triad3,1,usable,1.0773700665333916,1.277503315807465
28,,,,-2.5860976375116556,22,11,all26,triad,all,ospa30,triad3,1,usable,0.23971854294646439,0.7666350552611108
29,,,,0.10815591917658227,22,11,all26,triad,all,ospa30,triad3,2,usable,2.7423879355446754,0.8371350202678496
30,,,,-0.062280536632596625,12,9,all26,triad,all,ospa30,triad3,2,usable,2.1587686840370934,0.05134168317034452
32,,,,-0.5925356501397495,22,11,all26,triad,all,ospa30,triad3,1,usable,0.7403858993069315,0.8124773593529
33,,,,-1.4494656369203502,21,11,all26,triad,all,ospa30,triad3,1,usable,0.05363099137969943,0.35594525026015517
36,,,,-0.6650808411469075,21,11,all26,triad,all,ospa30,triad3,1,usable,-0.43570047403152257,1.4101346692628376
37,,,,1.428316980269111,20,11,all26,triad,all,ospa30,triad3,2,usable,0.8503894324726727,0.7554973665020656
6,,,,1.1103529703474266,21,10,all26,triad,all,ospa30,triad3,3,usable,-3.7858033323654166,-0.8447904276078498
8,,,,-2.175193424212989,18,9,all26,triad,all,ospa30,triad3,1,usable,0.03969288604252589,0.4093312085535983
1,,,,1.3694018653655555,22,10,all26,triad,all,ospa60,quality2,2,usable,5.034984683272699,-0.5496493522510421
10,,,,-0.6398584003602061,20,10,all26,triad,all,ospa60,quality2,1,usable,-0.22270031868407558,-0.32404895599798667
11,,,,6.663637930450572,21,11,all26,triad,all,ospa60,quality2,2,usable,-9.003807047588753,-0.5372229083415138
13,,,,-1.184016251052992,22,11,all26,triad,all,ospa60,quality2,1,usable,-0.16355151782055166,-0.5137052176535972
15,,,,-1.0002092005043899,19,10,all26,triad,all,ospa60,quality2,1,usable,-0.7903004654531641,-0.02069350500245223
17,,,,-1.1057634667281053,21,11,all26,triad,all,ospa60,quality2,1,usable,1.3873535244316657,-0.31877891727992297
18,,,,-1.6314550959146688,21,11,all26,triad,all,ospa60,quality2,1,usable,1.9704019326641036,0.1641424465629132
19,,,,8.674831887677772,17,10,all26,triad,all,ospa60,quality2,2,usable,-1.525780987825271,-1.8940985472275251
2,,,,-2.1477359981533057,22,10,all26,triad,all,ospa60,quality2,1,usable,1.7656992708475703,-0.8356554100671119
21,,,,2.617471953161383,17,10,all26,triad,all,ospa60,quality2,2,usable,-4.462441761790658,-1.0015001335722369
27,,,,-1.592213828575864,22,11,all26,triad,all,ospa60,quality2,1,usable,2.652370620212848,1.277503315807465
28,,,,-4.746808002208085,22,11,all26,triad,all,ospa60,quality2,1,usable,0.36117989304585685,0.7666350552611108
29,,,,-0.7060556937772267,22,11,all26,triad,all,ospa60,quality2,1,usable,4.047280533282569,0.8371350202678496
30,,,,-0.8766612437033702,12,9,all26,triad,all,ospa60,quality2,1,usable,2.873147153248709,0.05134168317034452
32,,,,-1.3679205440396613,22,11,all26,triad,all,ospa60,quality2,1,usable,0.5471408060493222,0.8124773593529
33,,,,-2.7030418739695015,21,11,all26,triad,all,ospa60,quality2,1,usable,0.586591604060628,0.35594525026015517
36,,,,-1.085319836435737,21,11,all26,triad,all,ospa60,quality2,1,usable,-0.6347432092732544,1.4101346692628376
37,,,,3.1333546113752484,20,11,all26,triad,all,ospa60,quality2,2,usable,1.8838775905314202,0.7554973665020656
6,,,,2.4117435982482403,21,10,all26,triad,all,ospa60,quality2,2,usable,-6.9123677400263155,-0.8447904276078498
8,,,,-4.083382410855658,18,9,all26,triad,all,ospa60,quality2,1,usable,0.6056654368146485,0.4093312085535983
1,,,,1.3694018653655555,22,10,all26,triad,all,ospa60,edit_quality2,1,usable,5.034984683272699,-0.5496493522510421
10,,,,-0.6398584003602061,20,10,all26,triad,all,ospa60,edit_quality2,1,usable,-0.22270031868407558,-0.32404895599798667
11,,,,6.663637930450572,21,11,all26,triad,all,ospa60,edit_quality2,2,usable,-9.003807047588753,-0.5372229083415138
13,,,,-1.184016251052992,22,11,all26,triad,all,ospa60,edit_quality2,1,usable,-0.16355151782055166,-0.5137052176535972
15,,,,-1.0002092005043899,19,10,all26,triad,all,ospa60,edit_quality2,1,usable,-0.7903004654531641,-0.02069350500245223
17,,,,-1.1057634667281053,21,11,all26,triad,all,ospa60,edit_quality2,1,usable,1.3873535244316657,-0.31877891727992297
18,,,,-1.6314550959146688,21,11,all26,triad,all,ospa60,edit_quality2,1,usable,1.9704019326641036,0.1641424465629132
19,,,,8.674831887677772,17,10,all26,triad,all,ospa60,edit_quality2,2,usable,-1.525780987825271,-1.8940985472275251
2,,,,-2.1477359981533057,22,10,all26,triad,all,ospa60,edit_quality2,1,usable,1.7656992708475703,-0.8356554100671119
21,,,,2.617471953161383,17,10,all26,triad,all,ospa60,edit_quality2,2,usable,-4.462441761790658,-1.0015001335722369
27,,,,-1.592213828575864,22,11,all26,triad,all,ospa60,edit_quality2,1,usable,2.652370620212848,1.277503315807465
28,,,,-4.746808002208085,22,11,all26,triad,all,ospa60,edit_quality2,1,usable,0.36117989304585685,0.7666350552611108
29,,,,-0.7060556937772267,22,11,all26,triad,all,ospa60,edit_quality2,1,usable,4.047280533282569,0.8371350202678496
30,,,,-0.8766612437033702,12,9,all26,triad,all,ospa60,edit_quality2,1,usable,2.873147153248709,0.05134168317034452
32,,,,-1.3679205440396613,22,11,all26,triad,all,ospa60,edit_quality2,1,usable,0.5471408060493222,0.8124773593529
33,,,,-2.7030418739695015,21,11,all26,triad,all,ospa60,edit_quality2,1,usable,0.586591604060628,0.35594525026015517
36,,,,-1.085319836435737,21,11,all26,triad,all,ospa60,edit_quality2,1,usable,-0.6347432092732544,1.4101346692628376
37,,,,3.1333546113752484,20,11,all26,triad,all,ospa60,edit_quality2,1,usable,1.8838775905314202,0.7554973665020656
6,,,,2.4117435982482403,21,10,all26,triad,all,ospa60,edit_quality2,2,usable,-6.9123677400263155,-0.8447904276078498
8,,,,-4.083382410855658,18,9,all26,triad,all,ospa60,edit_quality2,1,usable,0.6056654368146485,0.4093312085535983
1,,,,1.3694018653655555,22,10,all26,triad,all,ospa60,time_quality2,2,usable,5.034984683272699,-0.5496493522510421
10,,,,-0.6398584003602061,20,10,all26,triad,all,ospa60,time_quality2,1,usable,-0.22270031868407558,-0.32404895599798667
11,,,,6.663637930450572,21,11,all26,triad,all,ospa60,time_quality2,2,usable,-9.003807047588753,-0.5372229083415138
13,,,,-1.184016251052992,22,11,all26,triad,all,ospa60,time_quality2,1,usable,-0.16355151782055166,-0.5137052176535972
15,,,,-1.0002092005043899,19,10,all26,triad,all,ospa60,time_quality2,1,usable,-0.7903004654531641,-0.02069350500245223
17,,,,-1.1057634667281053,21,11,all26,triad,all,ospa60,time_quality2,1,usable,1.3873535244316657,-0.31877891727992297
18,,,,-1.6314550959146688,21,11,all26,triad,all,ospa60,time_quality2,1,usable,1.9704019326641036,0.1641424465629132
19,,,,8.674831887677772,17,10,all26,triad,all,ospa60,time_quality2,2,usable,-1.525780987825271,-1.8940985472275251
2,,,,-2.1477359981533057,22,10,all26,triad,all,ospa60,time_quality2,1,usable,1.7656992708475703,-0.8356554100671119
21,,,,2.617471953161383,17,10,all26,triad,all,ospa60,time_quality2,2,usable,-4.462441761790658,-1.0015001335722369
27,,,,-1.592213828575864,22,11,all26,triad,all,ospa60,time_quality2,1,usable,2.652370620212848,1.277503315807465
28,,,,-4.746808002208085,22,11,all26,triad,all,ospa60,time_quality2,1,usable,0.36117989304585685,0.7666350552611108
29,,,,-0.7060556937772267,22,11,all26,triad,all,ospa60,time_quality2,1,usable,4.047280533282569,0.8371350202678496
30,,,,-0.8766612437033702,12,9,all26,triad,all,ospa60,time_quality2,1,usable,2.873147153248709,0.05134168317034452
32,,,,-1.3679205440396613,22,11,all26,triad,all,ospa60,time_quality2,1,usable,0.5471408060493222,0.8124773593529
33,,,,-2.7030418739695015,21,11,all26,triad,all,ospa60,time_quality2,1,usable,0.586591604060628,0.35594525026015517
36,,,,-1.085319836435737,21,11,all26,triad,all,ospa60,time_quality2,1,usable,-0.6347432092732544,1.4101346692628376
37,,,,3.1333546113752484,20,11,all26,triad,all,ospa60,time_quality2,1,usable,1.8838775905314202,0.7554973665020656
6,,,,2.4117435982482403,21,10,all26,triad,all,ospa60,time_quality2,2,usable,-6.9123677400263155,-0.8447904276078498
8,,,,-4.083382410855658,18,9,all26,triad,all,ospa60,time_quality2,1,usable,0.6056654368146485,0.4093312085535983
1,,,,1.3694018653655555,22,10,all26,triad,all,ospa60,triad2,1,usable,5.034984683272699,-0.5496493522510421
10,,,,-0.6398584003602061,20,10,all26,triad,all,ospa60,triad2,1,usable,-0.22270031868407558,-0.32404895599798667
11,,,,6.663637930450572,21,11,all26,triad,all,ospa60,triad2,2,usable,-9.003807047588753,-0.5372229083415138
13,,,,-1.184016251052992,22,11,all26,triad,all,ospa60,triad2,1,usable,-0.16355151782055166,-0.5137052176535972
15,,,,-1.0002092005043899,19,10,all26,triad,all,ospa60,triad2,1,usable,-0.7903004654531641,-0.02069350500245223
17,,,,-1.1057634667281053,21,11,all26,triad,all,ospa60,triad2,1,usable,1.3873535244316657,-0.31877891727992297
18,,,,-1.6314550959146688,21,11,all26,triad,all,ospa60,triad2,1,usable,1.9704019326641036,0.1641424465629132
19,,,,8.674831887677772,17,10,all26,triad,all,ospa60,triad2,2,usable,-1.525780987825271,-1.8940985472275251
2,,,,-2.1477359981533057,22,10,all26,triad,all,ospa60,triad2,1,usable,1.7656992708475703,-0.8356554100671119
21,,,,2.617471953161383,17,10,all26,triad,all,ospa60,triad2,2,usable,-4.462441761790658,-1.0015001335722369
27,,,,-1.592213828575864,22,11,all26,triad,all,ospa60,triad2,1,usable,2.652370620212848,1.277503315807465
28,,,,-4.746808002208085,22,11,all26,triad,all,ospa60,triad2,1,usable,0.36117989304585685,0.7666350552611108
29,,,,-0.7060556937772267,22,11,all26,triad,all,ospa60,triad2,1,usable,4.047280533282569,0.8371350202678496
30,,,,-0.8766612437033702,12,9,all26,triad,all,ospa60,triad2,1,usable,2.873147153248709,0.05134168317034452
32,,,,-1.3679205440396613,22,11,all26,triad,all,ospa60,triad2,1,usable,0.5471408060493222,0.8124773593529
33,,,,-2.7030418739695015,21,11,all26,triad,all,ospa60,triad2,1,usable,0.586591604060628,0.35594525026015517
36,,,,-1.085319836435737,21,11,all26,triad,all,ospa60,triad2,1,usable,-0.6347432092732544,1.4101346692628376
37,,,,3.1333546113752484,20,11,all26,triad,all,ospa60,triad2,1,usable,1.8838775905314202,0.7554973665020656
6,,,,2.4117435982482403,21,10,all26,triad,all,ospa60,triad2,2,usable,-6.9123677400263155,-0.8447904276078498
8,,,,-4.083382410855658,18,9,all26,triad,all,ospa60,triad2,1,usable,0.6056654368146485,0.4093312085535983
1,,,,1.3694018653655555,22,10,all26,triad,all,ospa60,triad3,2,usable,5.034984683272699,-0.5496493522510421
10,,,,-0.6398584003602061,20,10,all26,triad,all,ospa60,triad3,2,usable,-0.22270031868407558,-0.32404895599798667
11,,,,6.663637930450572,21,11,all26,triad,all,ospa60,triad3,3,usable,-9.003807047588753,-0.5372229083415138
13,,,,-1.184016251052992,22,11,all26,triad,all,ospa60,triad3,2,usable,-0.16355151782055166,-0.5137052176535972
15,,,,-1.0002092005043899,19,10,all26,triad,all,ospa60,triad3,2,usable,-0.7903004654531641,-0.02069350500245223
17,,,,-1.1057634667281053,21,11,all26,triad,all,ospa60,triad3,2,usable,1.3873535244316657,-0.31877891727992297
18,,,,-1.6314550959146688,21,11,all26,triad,all,ospa60,triad3,2,usable,1.9704019326641036,0.1641424465629132
19,,,,8.674831887677772,17,10,all26,triad,all,ospa60,triad3,3,usable,-1.525780987825271,-1.8940985472275251
2,,,,-2.1477359981533057,22,10,all26,triad,all,ospa60,triad3,2,usable,1.7656992708475703,-0.8356554100671119
21,,,,2.617471953161383,17,10,all26,triad,all,ospa60,triad3,3,usable,-4.462441761790658,-1.0015001335722369
27,,,,-1.592213828575864,22,11,all26,triad,all,ospa60,triad3,1,usable,2.652370620212848,1.277503315807465
28,,,,-4.746808002208085,22,11,all26,triad,all,ospa60,triad3,1,usable,0.36117989304585685,0.7666350552611108
29,,,,-0.7060556937772267,22,11,all26,triad,all,ospa60,triad3,1,usable,4.047280533282569,0.8371350202678496
30,,,,-0.8766612437033702,12,9,all26,triad,all,ospa60,triad3,2,usable,2.873147153248709,0.05134168317034452
32,,,,-1.3679205440396613,22,11,all26,triad,all,ospa60,triad3,1,usable,0.5471408060493222,0.8124773593529
33,,,,-2.7030418739695015,21,11,all26,triad,all,ospa60,triad3,1,usable,0.586591604060628,0.35594525026015517
36,,,,-1.085319836435737,21,11,all26,triad,all,ospa60,triad3,1,usable,-0.6347432092732544,1.4101346692628376
37,,,,3.1333546113752484,20,11,all26,triad,all,ospa60,triad3,1,usable,1.8838775905314202,0.7554973665020656
6,,,,2.4117435982482403,21,10,all26,triad,all,ospa60,triad3,3,usable,-6.9123677400263155,-0.8447904276078498
8,,,,-4.083382410855658,18,9,all26,triad,all,ospa60,triad3,1,usable,0.6056654368146485,0.4093312085535983
1,,,,1.904299433596138,17,8,all26,triad,without_synthetic,ospa30,quality2,2,usable,3.906820658489343,-0.5095091604892603
10,,,,-0.91006533187032,15,8,all26,triad,without_synthetic,ospa30,quality2,1,usable,0.24808023800558668,-0.25126041931654536
11,,,,2.503630692361657,16,9,all26,triad,without_synthetic,ospa30,quality2,2,usable,-4.243094735222112,-0.41776653980699757
13,,,,-0.5967467090323477,17,9,all26,triad,without_synthetic,ospa30,quality2,1,usable,-0.5077258723676742,-0.5915348132442311
15,,,,-0.36774747713337097,14,8,all26,triad,without_synthetic,ospa30,quality2,1,usable,-0.9376758381600433,-0.14252031362023224
17,,,,-0.8480353390475257,16,10,all26,triad,without_synthetic,ospa30,quality2,1,usable,0.9881523262170625,-0.31114947287272965
18,,,,-0.8464400513243173,16,10,all26,triad,without_synthetic,ospa30,quality2,1,usable,0.9392282268013817,0.20059623102968244
19,,,,3.9148640244717114,12,7,all26,triad,without_synthetic,ospa30,quality2,2,usable,-1.3700813941442138,-2.0335010446693107
2,,,,-1.142558471009503,17,8,all26,triad,without_synthetic,ospa30,quality2,1,usable,0.8575104095543774,-0.7630695728510357
21,,,,2.230676650635748,12,7,all26,triad,without_synthetic,ospa30,quality2,2,usable,-3.50948236871442,-1.002452906178812
27,,,,-0.5145126627727566,17,9,all26,triad,without_synthetic,ospa30,quality2,1,usable,1.4206675875997938,1.3400977707019224
28,,,,-3.317423665919566,17,9,all26,triad,without_synthetic,ospa30,quality2,1,usable,-0.27903624375563424,0.6414785597857855
29,,,,0.19322146476704247,17,8,all26,triad,without_synthetic,ospa30,quality2,1,usable,2.8892368337260663,0.7807966868944954
30,,,,0.7838637739317958,7,6,all26,triad,without_synthetic,ospa30,quality2,1,usable,2.539103799223144,-0.0901638132532096
32,,,,-0.7061068641752771,17,9,all26,triad,without_synthetic,ospa30,quality2,1,usable,0.43428371365087887,0.7410851782077954
33,,,,-1.5307808119910418,16,9,all26,triad,without_synthetic,ospa30,quality2,1,usable,0.03203178692549603,0.4901691798124275
36,,,,-0.5028032178716976,16,9,all26,triad,without_synthetic,ospa30,quality2,1,usable,-0.6479334559787598,1.53216691116278
37,,,,1.8566010957651478,15,9,all26,triad,without_synthetic,ospa30,quality2,2,usable,0.7695064796434568,0.727092020019106
6,,,,0.3799252737447221,16,9,all26,triad,without_synthetic,ospa30,quality2,1,usable,-3.499657077940196,-0.7916503862191958
8,,,,-2.4838618071262397,14,8,all26,triad,without_synthetic,ospa30,quality2,1,usable,-0.029935073553534357,0.4510959049075656
1,,,,1.904299433596138,17,8,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,3.906820658489343,-0.5095091604892603
10,,,,-0.91006533187032,15,8,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,0.24808023800558668,-0.25126041931654536
11,,,,2.503630692361657,16,9,all26,triad,without_synthetic,ospa30,edit_quality2,2,usable,-4.243094735222112,-0.41776653980699757
13,,,,-0.5967467090323477,17,9,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,-0.5077258723676742,-0.5915348132442311
15,,,,-0.36774747713337097,14,8,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,-0.9376758381600433,-0.14252031362023224
17,,,,-0.8480353390475257,16,10,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,0.9881523262170625,-0.31114947287272965
18,,,,-0.8464400513243173,16,10,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,0.9392282268013817,0.20059623102968244
19,,,,3.9148640244717114,12,7,all26,triad,without_synthetic,ospa30,edit_quality2,2,usable,-1.3700813941442138,-2.0335010446693107
2,,,,-1.142558471009503,17,8,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,0.8575104095543774,-0.7630695728510357
21,,,,2.230676650635748,12,7,all26,triad,without_synthetic,ospa30,edit_quality2,2,usable,-3.50948236871442,-1.002452906178812
27,,,,-0.5145126627727566,17,9,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,1.4206675875997938,1.3400977707019224
28,,,,-3.317423665919566,17,9,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,-0.27903624375563424,0.6414785597857855
29,,,,0.19322146476704247,17,8,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,2.8892368337260663,0.7807966868944954
30,,,,0.7838637739317958,7,6,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,2.539103799223144,-0.0901638132532096
32,,,,-0.7061068641752771,17,9,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,0.43428371365087887,0.7410851782077954
33,,,,-1.5307808119910418,16,9,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,0.03203178692549603,0.4901691798124275
36,,,,-0.5028032178716976,16,9,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,-0.6479334559787598,1.53216691116278
37,,,,1.8566010957651478,15,9,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,0.7695064796434568,0.727092020019106
6,,,,0.3799252737447221,16,9,all26,triad,without_synthetic,ospa30,edit_quality2,2,usable,-3.499657077940196,-0.7916503862191958
8,,,,-2.4838618071262397,14,8,all26,triad,without_synthetic,ospa30,edit_quality2,1,usable,-0.029935073553534357,0.4510959049075656
1,,,,1.904299433596138,17,8,all26,triad,without_synthetic,ospa30,time_quality2,2,usable,3.906820658489343,-0.5095091604892603
10,,,,-0.91006533187032,15,8,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,0.24808023800558668,-0.25126041931654536
11,,,,2.503630692361657,16,9,all26,triad,without_synthetic,ospa30,time_quality2,2,usable,-4.243094735222112,-0.41776653980699757
13,,,,-0.5967467090323477,17,9,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,-0.5077258723676742,-0.5915348132442311
15,,,,-0.36774747713337097,14,8,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,-0.9376758381600433,-0.14252031362023224
17,,,,-0.8480353390475257,16,10,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,0.9881523262170625,-0.31114947287272965
18,,,,-0.8464400513243173,16,10,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,0.9392282268013817,0.20059623102968244
19,,,,3.9148640244717114,12,7,all26,triad,without_synthetic,ospa30,time_quality2,2,usable,-1.3700813941442138,-2.0335010446693107
2,,,,-1.142558471009503,17,8,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,0.8575104095543774,-0.7630695728510357
21,,,,2.230676650635748,12,7,all26,triad,without_synthetic,ospa30,time_quality2,2,usable,-3.50948236871442,-1.002452906178812
27,,,,-0.5145126627727566,17,9,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,1.4206675875997938,1.3400977707019224
28,,,,-3.317423665919566,17,9,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,-0.27903624375563424,0.6414785597857855
29,,,,0.19322146476704247,17,8,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,2.8892368337260663,0.7807966868944954
30,,,,0.7838637739317958,7,6,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,2.539103799223144,-0.0901638132532096
32,,,,-0.7061068641752771,17,9,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,0.43428371365087887,0.7410851782077954
33,,,,-1.5307808119910418,16,9,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,0.03203178692549603,0.4901691798124275
36,,,,-0.5028032178716976,16,9,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,-0.6479334559787598,1.53216691116278
37,,,,1.8566010957651478,15,9,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,0.7695064796434568,0.727092020019106
6,,,,0.3799252737447221,16,9,all26,triad,without_synthetic,ospa30,time_quality2,1,usable,-3.499657077940196,-0.7916503862191958
