cohort,experiment,scope,metric,model,repeat,left_buildings,right_buildings,status,workers,ari,edit_rho,time_rho,quality_rho,location_rho,missing_rho,extra_rho
current20,rule,all_reference,ospa30,quality2,96,VFuaQ6m2Qom|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|zsNo4HB9uLZ,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,all_reference,ospa30,rule_vector2,96,VFuaQ6m2Qom|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|zsNo4HB9uLZ,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,-0.032496467775241684,,,0.5789473684210527,0.4631578947368421,0.7458646616541353,0.06466165413533834
current20,rule,all_reference,ospa30,rule_vector3,96,VFuaQ6m2Qom|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|zsNo4HB9uLZ,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.3455529585434863,,,0.5789473684210527,0.4631578947368421,0.7458646616541353,0.06466165413533834
current20,rule,all_reference,ospa30,quality2,97,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|VFuaQ6m2Qom|VLzqgDo317F|jh4fc5c5qoQ|pRbA3pwrgk9|rPc6DW4iMge|x8F5xyUWy9e|zsNo4HB9uLZ,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jtcxE69GiFV|pa4otMbVnkk|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,all_reference,ospa30,rule_vector2,97,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|VFuaQ6m2Qom|VLzqgDo317F|jh4fc5c5qoQ|pRbA3pwrgk9|rPc6DW4iMge|x8F5xyUWy9e|zsNo4HB9uLZ,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jtcxE69GiFV|pa4otMbVnkk|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,20,0.04675267394420549,,,0.38345864661654133,0.1639097744360902,0.5593984962406015,0.3383458646616541
current20,rule,all_reference,ospa30,rule_vector3,97,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|VFuaQ6m2Qom|VLzqgDo317F|jh4fc5c5qoQ|pRbA3pwrgk9|rPc6DW4iMge|x8F5xyUWy9e|zsNo4HB9uLZ,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jtcxE69GiFV|pa4otMbVnkk|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,20,0.019921736036997532,,,0.38345864661654133,0.1639097744360902,0.5593984962406015,0.3383458646616541
current20,rule,all_reference,ospa30,quality2,98,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|VFuaQ6m2Qom|b8cTxDM8gDG|e9zR4mvMWw7|pRbA3pwrgk9|q9vSo1VnCiC|yqstnuAEVhm|zsNo4HB9uLZ,S9hNv5qa7GM|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|jh4fc5c5qoQ|jtcxE69GiFV|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e,unavailable_classification,20,,,,,,,
current20,rule,all_reference,ospa30,rule_vector2,98,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|VFuaQ6m2Qom|b8cTxDM8gDG|e9zR4mvMWw7|pRbA3pwrgk9|q9vSo1VnCiC|yqstnuAEVhm|zsNo4HB9uLZ,S9hNv5qa7GM|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|jh4fc5c5qoQ|jtcxE69GiFV|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e,usable,20,-0.04256734286664448,,,0.7203007518796991,0.4240601503759398,0.7127819548872181,0.18646616541353384
current20,rule,all_reference,ospa30,rule_vector3,98,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|VFuaQ6m2Qom|b8cTxDM8gDG|e9zR4mvMWw7|pRbA3pwrgk9|q9vSo1VnCiC|yqstnuAEVhm|zsNo4HB9uLZ,S9hNv5qa7GM|VLzqgDo317F|X7HyMhZNoso|Z6MFQCViBuw|jh4fc5c5qoQ|jtcxE69GiFV|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e,unavailable_classification,20,,,,,,,
current20,rule,all_reference,ospa30,quality2,99,2t7WUuJeko7|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|jh4fc5c5qoQ|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|zsNo4HB9uLZ,7y3sRwLe3Va|S9hNv5qa7GM|VFuaQ6m2Qom|VLzqgDo317F|X7HyMhZNoso|e9zR4mvMWw7|jtcxE69GiFV|pRbA3pwrgk9|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,all_reference,ospa30,rule_vector2,99,2t7WUuJeko7|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|jh4fc5c5qoQ|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|zsNo4HB9uLZ,7y3sRwLe3Va|S9hNv5qa7GM|VFuaQ6m2Qom|VLzqgDo317F|X7HyMhZNoso|e9zR4mvMWw7|jtcxE69GiFV|pRbA3pwrgk9|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,usable,20,-0.04625550660792949,,,0.8661654135338346,0.4421052631578947,0.7518796992481201,0.12180451127819547
current20,rule,all_reference,ospa30,rule_vector3,99,2t7WUuJeko7|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|jh4fc5c5qoQ|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|zsNo4HB9uLZ,7y3sRwLe3Va|S9hNv5qa7GM|VFuaQ6m2Qom|VLzqgDo317F|X7HyMhZNoso|e9zR4mvMWw7|jtcxE69GiFV|pRbA3pwrgk9|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.10516275187790627,,,0.8661654135338346,0.4421052631578947,0.7518796992481201,0.12180451127819547
current20,rule,reviewed_reference,ospa30,quality2,0,B6ByNegPMKs|X7HyMhZNoso|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,7y3sRwLe3Va|UwV83HsGsw3|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,usable,20,0.3286219081272085,,,0.6827067669172932,0.35939849624060144,0.7157894736842104,0.03915667091183988
current20,rule,reviewed_reference,ospa30,rule_vector2,0,B6ByNegPMKs|X7HyMhZNoso|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,7y3sRwLe3Va|UwV83HsGsw3|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,usable,20,0.2460317460317461,,,0.6827067669172932,0.35939849624060144,0.7157894736842104,0.03915667091183988
current20,rule,reviewed_reference,ospa30,rule_vector3,0,B6ByNegPMKs|X7HyMhZNoso|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,7y3sRwLe3Va|UwV83HsGsw3|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,quality2,1,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,0.1995281429052916,,,0.4977443609022556,0.3488721804511278,0.7127819548872181,-0.23175319789315268
current20,rule,reviewed_reference,ospa30,rule_vector2,1,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,-0.08882521489971355,,,0.4977443609022556,0.3488721804511278,0.7127819548872181,-0.23175319789315268
current20,rule,reviewed_reference,ospa30,rule_vector3,1,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,quality2,2,7y3sRwLe3Va|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,rule_vector2,2,7y3sRwLe3Va|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e,usable,20,0.3675760344602533,,,0.706766917293233,0.4015037593984962,0.6120300751879698,0.17306250196392406
current20,rule,reviewed_reference,ospa30,rule_vector3,2,7y3sRwLe3Va|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e,usable,20,0.049059509404905895,,,0.706766917293233,0.4015037593984962,0.6120300751879698,0.17306250196392406
current20,rule,reviewed_reference,ospa30,quality2,3,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|q9vSo1VnCiC|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,rule_vector2,3,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|q9vSo1VnCiC|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.5247359644246804,,,0.6631578947368421,0.4827067669172932,0.6120300751879698,0.5312266364631756
current20,rule,reviewed_reference,ospa30,rule_vector3,3,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|q9vSo1VnCiC|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.15411674178300538,,,0.6631578947368421,0.4827067669172932,0.6120300751879698,0.5312266364631756
current20,rule,reviewed_reference,ospa30,quality2,4,X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|x8F5xyUWy9e|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,0.20665850128048105,,,0.5413533834586466,0.6390977443609022,0.613533834586466,0.24303994841020643
current20,rule,reviewed_reference,ospa30,rule_vector2,4,X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|x8F5xyUWy9e|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,0.25352977286678935,,,0.5413533834586466,0.6390977443609022,0.613533834586466,0.24303994841020643
current20,rule,reviewed_reference,ospa30,rule_vector3,4,X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|x8F5xyUWy9e|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,0.02640080204968258,,,0.5413533834586466,0.6390977443609022,0.613533834586466,0.24303994841020643
current20,rule,reviewed_reference,ospa30,quality2,5,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC,B6ByNegPMKs|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,rule_vector2,5,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC,B6ByNegPMKs|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,-0.07008760951188989,,,0.7849624060150376,0.44060150375939844,0.5428571428571428,0.18961630649960376
current20,rule,reviewed_reference,ospa30,rule_vector3,5,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC,B6ByNegPMKs|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,quality2,6,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e,usable,20,0.1133333333333334,,,0.5067669172932331,0.4015037593984962,0.6962406015037594,0.27830013250535174
current20,rule,reviewed_reference,ospa30,rule_vector2,6,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e,usable,20,0.15508615897720968,,,0.5067669172932331,0.4015037593984962,0.6962406015037594,0.27830013250535174
current20,rule,reviewed_reference,ospa30,rule_vector3,6,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,quality2,7,7y3sRwLe3Va|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm,usable,20,0.326241134751773,,,0.78796992481203,0.5864661654135337,0.5503759398496241,0.34586466165413526
current20,rule,reviewed_reference,ospa30,rule_vector2,7,7y3sRwLe3Va|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm,usable,20,-0.003963011889035661,,,0.78796992481203,0.5864661654135337,0.5503759398496241,0.34586466165413526
current20,rule,reviewed_reference,ospa30,rule_vector3,7,7y3sRwLe3Va|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|x8F5xyUWy9e,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,quality2,8,7y3sRwLe3Va|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|x8F5xyUWy9e,B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,20,-0.010638297872340458,,,0.6902255639097743,0.27669172932330827,0.7052631578947368,0.34838224228743414
current20,rule,reviewed_reference,ospa30,rule_vector2,8,7y3sRwLe3Va|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|x8F5xyUWy9e,B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,20,0.3675760344602533,,,0.6902255639097743,0.27669172932330827,0.7052631578947368,0.34838224228743414
current20,rule,reviewed_reference,ospa30,rule_vector3,8,7y3sRwLe3Va|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|x8F5xyUWy9e,B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,quality2,9,7y3sRwLe3Va|B6ByNegPMKs|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB,usable,20,0.13071895424836605,,,0.7142857142857143,0.4616541353383458,0.5924812030075187,0.4781954887218045
current20,rule,reviewed_reference,ospa30,rule_vector2,9,7y3sRwLe3Va|B6ByNegPMKs|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB,usable,20,0.25352977286678935,,,0.7142857142857143,0.4616541353383458,0.5924812030075187,0.4781954887218045
current20,rule,reviewed_reference,ospa30,rule_vector3,9,7y3sRwLe3Va|B6ByNegPMKs|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB,usable,20,0.014267185473411194,,,0.7142857142857143,0.4616541353383458,0.5924812030075187,0.4781954887218045
current20,rule,reviewed_reference,ospa30,quality2,10,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|uNb9QFRL6hY|x8F5xyUWy9e,B6ByNegPMKs|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,usable,20,-0.056622851365015076,,,0.4977443609022556,0.3804511278195489,0.6556390977443608,-0.009778112763701547
current20,rule,reviewed_reference,ospa30,rule_vector2,10,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|uNb9QFRL6hY|x8F5xyUWy9e,B6ByNegPMKs|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,usable,20,0.2460317460317461,,,0.4977443609022556,0.3804511278195489,0.6556390977443608,-0.009778112763701547
current20,rule,reviewed_reference,ospa30,rule_vector3,10,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|uNb9QFRL6hY|x8F5xyUWy9e,B6ByNegPMKs|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,usable,20,0.07027473175333102,,,0.4977443609022556,0.3804511278195489,0.6556390977443608,-0.009778112763701547
current20,rule,reviewed_reference,ospa30,quality2,11,7y3sRwLe3Va|UwV83HsGsw3|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY,B6ByNegPMKs|X7HyMhZNoso|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,-0.019564002235885922,,,0.7022556390977444,0.48872180451127817,0.7849624060150376,-0.025621732189936946
current20,rule,reviewed_reference,ospa30,rule_vector2,11,7y3sRwLe3Va|UwV83HsGsw3|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY,B6ByNegPMKs|X7HyMhZNoso|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.25352977286678935,,,0.7022556390977444,0.48872180451127817,0.7849624060150376,-0.025621732189936946
current20,rule,reviewed_reference,ospa30,rule_vector3,11,7y3sRwLe3Va|UwV83HsGsw3|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY,B6ByNegPMKs|X7HyMhZNoso|q9vSo1VnCiC|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,-0.03344520310149286,,,0.7022556390977444,0.48872180451127817,0.7849624060150376,-0.025621732189936946
current20,rule,reviewed_reference,ospa30,quality2,12,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|wc2JMjhGNzB,X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,rule_vector2,12,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|wc2JMjhGNzB,X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.2460317460317461,,,0.49022556390977434,0.4857142857142857,0.6481203007518795,0.15575620767494353
current20,rule,reviewed_reference,ospa30,rule_vector3,12,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|wc2JMjhGNzB,X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.010525161714724295,,,0.49022556390977434,0.4857142857142857,0.6481203007518795,0.15575620767494353
current20,rule,reviewed_reference,ospa30,quality2,13,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY,UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,-0.0735676347609901,,,0.5413533834586466,0.431578947368421,0.49323308270676686,0.38600462394562196
current20,rule,reviewed_reference,ospa30,rule_vector2,13,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY,UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.1995281429052916,,,0.5413533834586466,0.431578947368421,0.49323308270676686,0.38600462394562196
current20,rule,reviewed_reference,ospa30,rule_vector3,13,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|uNb9QFRL6hY,UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.1826106645533794,,,0.5413533834586466,0.431578947368421,0.49323308270676686,0.38600462394562196
current20,rule,reviewed_reference,ospa30,quality2,14,7y3sRwLe3Va|e9zR4mvMWw7|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,rule_vector2,14,7y3sRwLe3Va|e9zR4mvMWw7|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,-0.10197578075207155,,,0.6917293233082705,0.6345864661654135,0.6030075187969924,0.04210526315789473
current20,rule,reviewed_reference,ospa30,rule_vector3,14,7y3sRwLe3Va|e9zR4mvMWw7|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,quality2,15,7y3sRwLe3Va|B6ByNegPMKs|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,usable,20,0.4633957248864769,,,0.6902255639097743,0.4526315789473684,0.5383458646616541,0.1940579302334615
current20,rule,reviewed_reference,ospa30,rule_vector2,15,7y3sRwLe3Va|B6ByNegPMKs|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,usable,20,-0.08882521489971355,,,0.6902255639097743,0.4526315789473684,0.5383458646616541,0.1940579302334615
current20,rule,reviewed_reference,ospa30,rule_vector3,15,7y3sRwLe3Va|B6ByNegPMKs|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|x8F5xyUWy9e|yqstnuAEVhm,unavailable_classification,20,,,,,,,
current20,rule,reviewed_reference,ospa30,quality2,16,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,0.1995281429052916,,,0.4977443609022556,0.3488721804511278,0.7127819548872181,-0.23175319789315268
current20,rule,reviewed_reference,ospa30,rule_vector2,16,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,-0.08882521489971355,,,0.4977443609022556,0.3488721804511278,0.7127819548872181,-0.23175319789315268
current20,rule,reviewed_reference,ospa30,rule_vector3,16,7y3sRwLe3Va|X7HyMhZNoso|e9zR4mvMWw7|x8F5xyUWy9e|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,unavailable_classification,20,,,,,,,
