schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,base_task_id,building_id,geometry_context_schema_version,geometry_context_provenance,valid_k,boundary_similarity_mean,boundary_similarity_min,wallwall_similarity_mean,wallwall_similarity_min,q_boundary_mean,q_boundary_min,q_wallwall_mean,q_wallwall_min,boundary_mode_count,wallwall_mode_count,boundary_largest_gap,wallwall_largest_gap,medoid_margin_boundary,medoid_margin_wallwall,leave_two_out_status,medoid_boundary_worker_id,medoid_wallwall_worker_id,medoid_ambiguous,medoid_boundary_ambiguous,medoid_wallwall_ambiguous,medoid_score_table_json,medoid_worker_id,stability_status,peer_support,medoid_annotation_id,medoid_geometry_sha256,medoid_margin,largest_cluster_support,second_mode_support,leave_one_out_stability,leave_two_out_stability,metric_compatibility,consensus_status,primary_eligible,sensitivity_eligible
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,stable_candidate,False,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,,,5,0.9945506029104315,0.9928770480115974,0.9848787482999117,0.9783966802168022,0.9945506029104315,0.9928770480115974,0.9848787482999117,0.9783966802168022,1,1,0.0033724428678740814,0.008507133890585772,0.0,0.0,sensitive,,,True,True,True,"[{""boundary_score"": 0.9941676444965593, ""wallwall_score"": 0.9790206483981785, ""worker_id"": ""27""}, {""boundary_score"": 0.9943822847504109, ""wallwall_score"": 0.987421077786558, ""worker_id"": ""28""}, {""boundary_score"": 0.9944786463305153, ""wallwall_score"": 0.9814191316033314, ""worker_id"": ""30""}, {""boundary_score"": 0.9948622194873362, ""wallwall_score"": 0.9882664418557456, ""worker_id"": ""10""}, {""boundary_score"": 0.9948622194873362, ""wallwall_score"": 0.9882664418557456, ""worker_id"": ""6""}]",6,stable_candidate,5,9ba553c8c79977374da6,9cdbef4e977d67caa42b11fbe58a70f7fd686ce208ad97f2dcd8730bd98c9150,0.0,4,0,sensitive,sensitive,compatible,weak,False,True
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,stable_candidate,False,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,,,5,0.9664278912638797,0.9403895859818133,0.9542206666590964,0.9354195262731848,0.9664278912638797,0.9403895859818133,0.9542206666590964,0.9354195262731848,1,1,0.010280788404085972,0.03142673240276195,0.0023298558375648426,3.197789441788945e-05,sensitive,27,30,False,False,False,"[{""boundary_score"": 0.972999069218039, ""wallwall_score"": 0.9518651873168716, ""worker_id"": ""27""}, {""boundary_score"": 0.9561180768074619, ""wallwall_score"": 0.9559579115260048, ""worker_id"": ""30""}, {""boundary_score"": 0.9706692133804742, ""wallwall_score"": 0.953924922940954, ""worker_id"": ""35""}, {""boundary_score"": 0.9654801454915304, ""wallwall_score"": 0.955925933631587, ""worker_id"": ""12""}, {""boundary_score"": 0.9668729514218932, ""wallwall_score"": 0.9534293778800643, ""worker_id"": ""13""}]",30,stable_candidate,5,c89be364009b1fc0544e,6d2bc4cd28f23146588289d6bccc948800df9d200e43400a2fc594c47c678558,0.0006735052075572678,3,2,sensitive,sensitive,compatible,multimodal,False,False
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,stable_candidate,False,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,,,5,0.9837974191450627,0.9728200511436548,0.9804220839364645,0.9636810479901653,0.9837974191450627,0.9728200511436548,0.9804220839364645,0.9636810479901653,1,1,0.009749013611341839,0.013657383420754399,8.34869711910935e-05,0.0005188457187538242,sensitive,34,8,False,False,False,"[{""boundary_score"": 0.987027529536781, ""wallwall_score"": 0.9836962420810832, ""worker_id"": ""31""}, {""boundary_score"": 0.9813847722575232, ""wallwall_score"": 0.979810246479394, ""worker_id"": ""32""}, {""boundary_score"": 0.9871110165079721, ""wallwall_score"": 0.9829550729274863, ""worker_id"": ""34""}, {""boundary_score"": 0.9769982852681732, ""wallwall_score"": 0.9714337703945224, ""worker_id"": ""18""}, {""boundary_score"": 0.9864654921548641, ""wallwall_score"": 0.984215087799837, ""worker_id"": ""8""}]",31,stable_candidate,5,6051dfca1aade85a07a8,e7f099191b8558c0ecf51cdb45f81aad659bcadad2ce752e511caee8453fc88b,0.0002150751496006187,3,1,robust,sensitive,compatible,weak,False,True
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,stable_candidate,False,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,,,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,not_evaluable,,,True,True,True,"[{""boundary_score"": 1.0, ""wallwall_score"": 1.0, ""worker_id"": ""33""}, {""boundary_score"": 1.0, ""wallwall_score"": 1.0, ""worker_id"": ""36""}, {""boundary_score"": 1.0, ""wallwall_score"": 1.0, ""worker_id"": ""11""}, {""boundary_score"": 1.0, ""wallwall_score"": 1.0, ""worker_id"": ""6""}]",6,stable_candidate,4,4486738211819be8d3d4,962db49a3beb58f3fe65c6adb6c1ae08c2c0aeb58ea4d1c06dfa96e6295a2659,0.0,4,0,robust,not_evaluable,compatible,stable,True,True
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,stable_candidate,False,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,,,5,0.9793064124501045,0.9630957306599522,0.9916652178963637,0.9848208023526187,0.9793064124501045,0.9630957306599522,0.9916652178963637,0.9848208023526187,1,1,0.019061894918861788,0.005440786563397193,0.0011635164566784484,0.0008139586299870105,sensitive,2,2,False,False,False,"[{""boundary_score"": 0.9831803701373882, ""wallwall_score"": 0.9922360153881344, ""worker_id"": ""33""}, {""boundary_score"": 0.964918485111374, ""wallwall_score"": 0.9864088815585649, ""worker_id"": ""34""}, {""boundary_score"": 0.9829823748576216, ""wallwall_score"": 0.9931336848064403, ""worker_id"": ""37""}, {""boundary_score"": 0.9811069455500719, ""wallwall_score"": 0.9925998642922526, ""worker_id"": ""1""}, {""boundary_score"": 0.9843438865940667, ""wallwall_score"": 0.9939476434364273, ""worker_id"": ""2""}]",2,stable_candidate,5,a25753564e8d0fb8f8d6,2fb1ab2d41793b8721d6760fe033577b558b37aa9e4806b9c7c4d40ea23b7d28,0.002567015742284351,3,1,sensitive,sensitive,compatible,weak,False,True
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,stable_candidate,False,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,,,4,0.9950460528481903,0.9907046201416041,0.9958884527055755,0.9926809661484325,0.9950460528481903,0.9907046201416041,0.9958884527055755,0.9926809661484325,1,1,0.00498322470815693,0.003437155330882402,0.0,0.0,not_evaluable,,,True,True,True,"[{""boundary_score"": 0.9918357479690719, ""wallwall_score"": 0.9940683422984057, ""worker_id"": ""35""}, {""boundary_score"": 0.9965952828245896, ""wallwall_score"": 0.9971082916808366, ""worker_id"": ""10""}, {""boundary_score"": 0.99515789777451, ""wallwall_score"": 0.9952688851622226, ""worker_id"": ""15""}, {""boundary_score"": 0.9965952828245896, ""wallwall_score"": 0.9971082916808366, ""worker_id"": ""8""}]",10,stable_candidate,4,2aea8c4c7647e5dcbf4f,aa475b6d175a7f1fed6c40ff5d4fe35d8827e33a1d6e0936757cabf14e2818a8,0.0,2,1,robust,not_evaluable,compatible,weak,False,True
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,stable_candidate,False,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,,,5,0.9783529549015106,0.9562702290749163,0.9782330385459806,0.9517006359494773,0.9783529549015106,0.9562702290749163,0.9782330385459806,0.9517006359494773,1,1,0.014458354321566058,0.03229881543621915,0.00024824559768477084,0.0014813885694915374,robust,2,12,False,False,False,"[{""boundary_score"": 0.983611359427517, ""wallwall_score"": 0.983288507972335, ""worker_id"": ""29""}, {""boundary_score"": 0.9626174522188035, ""wallwall_score"": 0.9549026234189053, ""worker_id"": ""36""}, {""boundary_score"": 0.9828381624713163, ""wallwall_score"": 0.9836198018953793, ""worker_id"": ""1""}, {""boundary_score"": 0.9788381953647146, ""wallwall_score"": 0.9854178240063873, ""worker_id"": ""12""}, {""boundary_score"": 0.9838596050252018, ""wallwall_score"": 0.9839364354368958, ""worker_id"": ""2""}]",2,stable_candidate,5,ca89b9306226c9c332c3,4795ebd5f7bbd083c39f22a748fcdff93ed1de554e0d830999acaafaee1ee97d,0.0028474863413927576,5,0,robust,robust,compatible,stable,True,True
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,stable_candidate,False,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,,,5,0.9871290844689817,0.9784598549344653,0.9925783860962987,0.9843936876541947,0.9871290844689817,0.9784598549344653,0.9925783860962987,0.9843936876541947,1,1,0.0051260982066807514,0.006266629145604274,0.00029895918023614687,0.0003064423306856634,sensitive,31,31,False,False,False,"[{""boundary_score"": 0.9904244569526617, ""wallwall_score"": 0.9948829777877652, ""worker_id"": ""31""}, {""boundary_score"": 0.9890406650687091, ""wallwall_score"": 0.9945765354570796, ""worker_id"": ""32""}, {""boundary_score"": 0.9809637506303048, ""wallwall_score"": 0.9897571978521382, ""worker_id"": ""34""}, {""boundary_score"": 0.9850910519208066, ""wallwall_score"": 0.9892281683095601, ""worker_id"": ""37""}, {""boundary_score"": 0.9901254977724255, ""wallwall_score"": 0.9944470510749506, ""worker_id"": ""15""}]",15,stable_candidate,5,60f051ba3d820f7cf2c1,476d0591067902cf88f36254c8ace2e631aeed7b8aebe2538785c606aa7fc400,0.0002446064131889081,4,0,sensitive,sensitive,compatible,weak,False,True
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,manual,stable_candidate,False,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,,,5,0.9738481234193961,0.9381623989092681,0.9780924174597599,0.9522314290968388,0.9738481234193961,0.9381623989092681,0.9780924174597599,0.9522314290968388,1,1,0.04575393769240388,0.024756491297057592,0.0008598136042481386,0.0006379137837468907,sensitive,11,34,False,False,False,"[{""boundary_score"": 0.9800193072176615, ""wallwall_score"": 0.9839609851126763, ""worker_id"": ""33""}, {""boundary_score"": 0.9819872594443545, ""wallwall_score"": 0.9845988988964232, ""worker_id"": ""34""}, {""boundary_score"": 0.9422575164606364, ""wallwall_score"": 0.9558556447850974, ""worker_id"": ""37""}, {""boundary_score"": 0.982918173789288, ""wallwall_score"": 0.9836918172143371, ""worker_id"": ""11""}, {""boundary_score"": 0.9820583601850399, ""wallwall_score"": 0.9823547412902655, ""worker_id"": ""15""}]",34,stable_candidate,5,260cf962d9bea8512f9e,d02de17fc6a9d8d7281b869d088982fbaeda5f79fa171995d0395a394188a5e6,0.0003016981416557041,4,0,sensitive,sensitive,compatible,weak,False,True
paper_a_vfinal_sidecar_v1,geometry_loo_heldout_consensus_v3,analysis_results\c1_formal_audit_20260802_v16_final\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\c1_canonical_geometry.jsonl,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799,085f05b0b28a315dab38fd982f75c843af85f62857b3088d1daaf21c237cf980,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_formal_audit_20260802_v16_final\\c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03\\c1_canonical_geometry.jsonl"",""sha256"":""d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799""}]",C1,,semi,stable_candidate,False,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,,,4,0.9921887474107854,0.9843791599015534,0.994059191278709,0.9881183825574182,0.9921887474107854,0.9843791599015534,0.994059191278709,0.9881183825574182,1,1,0.01552115987500502,0.00996590863032143,0.0,0.0,not_evaluable,,,True,True,True,"[{""boundary_score"": 0.9844115541027093, ""wallwall_score"": 0.988756952161505, ""worker_id"": ""29""}, {""boundary_score"": 0.9947589940193794, ""wallwall_score"": 0.9954008912483859, ""worker_id"": ""35""}, {""boundary_score"": 0.9947922207605266, ""wallwall_score"": 0.9960394608524727, ""worker_id"": ""13""}, {""boundary_score"": 0.9947922207605266, ""wallwall_score"": 0.9960394608524727, ""worker_id"": ""2""}]",2,stable_candidate,4,1a60a6ad7849198e802c,f08c76b134b857821c9cdb0fc39e5c3826122e4c0257943a5d89e40242d0b1de,0.0,4,0,robust,not_evaluable,compatible,stable,True,True
