classification_variant,evaluation_building,evaluation_building_excluded_from_training,worker_id,worker_effect_centered,probability_effect_positive_building_bootstrap,evidence_stratum,quality_task_support,quality_building_support,training_row_count,training_task_count,training_building_count,bootstrap_replicates,bootstrap_attempts,bootstrap_cluster,worker_task_graph_connected,class_counts
augmented_authorized,wc2JMjhGNzB,True,32,-0.017350311632846616,0.35,U_unclassified,14,10,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,33,-0.011475000947387404,0.334,U_unclassified,13,10,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,34,-0.035663028900173144,0.045,L_lower_manual_quality_evidence,27,10,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,35,-0.012807530572309545,0.337,U_unclassified,13,8,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,36,-0.04536739493999209,0.206,U_unclassified,12,7,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,37,-0.030892031318769275,0.085,L_lower_manual_quality_evidence,14,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,1,0.047064343930529606,0.993,H_higher_manual_quality_evidence,14,9,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,2,0.0363004151394094,0.86,H_higher_manual_quality_evidence,14,8,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,6,0.0037447460307780123,0.549,U_unclassified,14,10,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,8,0.028249499444764736,0.756,U_unclassified,12,9,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,10,0.0058230410637347685,0.582,U_unclassified,13,10,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,11,-0.0023559584352259577,0.371,U_unclassified,14,9,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,12,0.03508435229477058,0.851,H_higher_manual_quality_evidence,14,8,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,13,-0.020378409635661177,0.263,U_unclassified,15,10,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,15,0.009989263680112659,0.672,U_unclassified,13,9,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,17,0.0025732743100939093,0.555,U_unclassified,12,8,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,28,0.013218699717030935,0.677,U_unclassified,13,8,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,29,-0.015695041931804377,0.187,L_lower_manual_quality_evidence,13,8,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,30,0.008687474594635258,0.576,U_unclassified,16,10,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,31,0.003720322802245324,0.632,U_unclassified,15,10,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,32,-0.018271872076686457,0.315,U_unclassified,15,10,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,33,-0.009174643870039412,0.322,U_unclassified,14,10,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,34,-0.04115011843782357,0.015,L_lower_manual_quality_evidence,30,11,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,35,-0.016479545618930724,0.242,U_unclassified,14,9,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,36,-0.03881735983388068,0.246,U_unclassified,13,8,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,x8F5xyUWy9e,True,37,-0.03213248316805184,0.045,L_lower_manual_quality_evidence,15,9,293,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,yqstnuAEVhm,True,1,0.03891354967817151,0.987,H_higher_manual_quality_evidence,14,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,2,0.027962403575204076,0.786,U_unclassified,13,7,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,6,0.016147037840807843,0.767,U_unclassified,12,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,8,0.04018389336681827,0.867,H_higher_manual_quality_evidence,11,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,10,0.007724742002564011,0.644,U_unclassified,11,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,11,-0.0004533637853685324,0.426,U_unclassified,13,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,12,0.028808025162110895,0.788,U_unclassified,14,8,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,13,-0.02536643778383718,0.262,U_unclassified,12,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,15,0.00363910477273921,0.528,U_unclassified,12,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,17,0.0182732473281918,0.831,H_higher_manual_quality_evidence,11,8,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,28,0.011089048870866036,0.657,U_unclassified,11,7,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,29,-0.020414190750638883,0.177,L_lower_manual_quality_evidence,11,7,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,30,0.012930294118987384,0.606,U_unclassified,15,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,31,0.009782418590866482,0.831,H_higher_manual_quality_evidence,15,10,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,32,-0.015238995052924142,0.336,U_unclassified,15,10,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,33,-0.00807137029352134,0.311,U_unclassified,14,10,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,34,-0.040329863718114534,0.031,L_lower_manual_quality_evidence,26,10,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,35,-0.026046722186259363,0.194,L_lower_manual_quality_evidence,11,8,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,36,-0.045161441028947036,0.26,U_unclassified,11,7,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
augmented_authorized,yqstnuAEVhm,True,37,-0.0343713807077165,0.044,L_lower_manual_quality_evidence,15,9,267,59,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 12, 'L_lower_manual_quality_evidence': 4}"
w034_original_only,7y3sRwLe3Va,True,1,0.03869555260520108,0.971,H_higher_manual_quality_evidence,13,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,2,0.021688730066025563,0.752,U_unclassified,12,7,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,6,0.02615560189724464,0.879,H_higher_manual_quality_evidence,13,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,8,0.03954714432979145,0.907,H_higher_manual_quality_evidence,12,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,10,0.03306975620563901,0.914,H_higher_manual_quality_evidence,12,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,11,-0.009374476644776863,0.28,U_unclassified,15,10,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,12,0.013568704091029837,0.676,U_unclassified,13,8,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,13,0.004668017043784278,0.575,U_unclassified,14,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,15,-0.0007899506746034124,0.473,U_unclassified,13,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,17,0.01803675681705308,0.844,H_higher_manual_quality_evidence,13,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,28,0.008429053571769596,0.597,U_unclassified,12,7,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,29,-0.01946222034803302,0.196,L_lower_manual_quality_evidence,12,7,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,30,-0.008726397083405169,0.335,U_unclassified,14,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,31,0.008703323836559695,0.815,H_higher_manual_quality_evidence,14,10,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,32,-0.025418636044025278,0.218,U_unclassified,14,10,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,33,-0.016210829666491122,0.236,U_unclassified,14,10,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,34,-0.04269160070345279,0.118,L_lower_manual_quality_evidence,14,8,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,35,-0.0031332758087407875,0.459,U_unclassified,13,8,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,36,-0.039200106690140846,0.287,U_unclassified,12,7,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,7y3sRwLe3Va,True,37,-0.04755514680042794,0.023,L_lower_manual_quality_evidence,14,9,263,61,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 6, 'U_unclassified': 11, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,1,0.03227349519167355,0.982,H_higher_manual_quality_evidence,14,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,2,0.017878140487821548,0.748,U_unclassified,13,7,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,6,0.02006637109603615,0.806,H_higher_manual_quality_evidence,13,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,8,0.025272861493087828,0.76,U_unclassified,12,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,10,0.006859495160679963,0.633,U_unclassified,12,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,11,-0.008403083710150416,0.281,U_unclassified,14,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,12,0.02320040534409673,0.743,U_unclassified,14,8,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,13,-0.02911356014118016,0.278,U_unclassified,13,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,15,0.0004128534938218076,0.514,U_unclassified,13,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,17,0.01987054453689996,0.863,H_higher_manual_quality_evidence,12,8,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,28,0.017011249483471103,0.779,U_unclassified,11,7,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,29,-0.01660111967988842,0.171,L_lower_manual_quality_evidence,11,7,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,30,0.01301470994591336,0.586,U_unclassified,15,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,31,0.007335635586048883,0.795,U_unclassified,15,10,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,32,-0.0040774551782525315,0.485,U_unclassified,15,10,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,33,-0.0061819337468945745,0.407,U_unclassified,14,10,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,34,-0.05212566526444673,0.025,L_lower_manual_quality_evidence,15,8,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,35,-0.030272979945121792,0.211,U_unclassified,12,8,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,36,-0.008489189709381284,0.378,U_unclassified,11,7,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,B6ByNegPMKs,True,37,-0.027930774444235307,0.073,L_lower_manual_quality_evidence,15,9,264,61,12,1000,1003,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
w034_original_only,UwV83HsGsw3,True,1,0.044762762109965104,0.982,H_higher_manual_quality_evidence,14,9,280,65,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
