image_id,building_id,worker_id,ospa30,ospa60,matched_angle,absolute_count_rate,missing_count_rate,extra_count_rate,response_count,canonical_ids,current20_member,context_key
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,34,1.6895902827468596,1.6895902827468596,1.6895902827468596,0.0,0.0,0.0,2,"[""2ec85790145647163c24"", ""745e6f7ed41f5f3abf93""]",True,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,31,8.380789638386375,15.880789638386375,1.1564289530342704,0.25,0.25,0.0,2,"[""7827115ee28a13736728"", ""99107f36d276c5bca39b""]",True,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7
