partition_id,cluster_id,context_key,image_id,rank,original_support,floor_support,partition_status,structure_status,semantic_label,representative_status,representative_id,within_floor,medoid_enclosed,medoid_extended
extended73|P1|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,extended73|P1|manual|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|cluster3,P1|0|B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086|manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,3,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,d709cefe9dcba87b,,0.2452360920273069,0.1980688589911701
extended73|P1|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,extended73|P1|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|cluster1,P1|0|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,1,22,12,unique,dominant_with_dissent,,new_display_medoid_not_archived,0d9906c4c8bb57f8,0.22591703587765286,0.19147300589293104,0.19147300589293104
extended73|P1|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,extended73|P1|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|cluster2,P1|0|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,2,1,0,unique,dominant_with_dissent,,new_display_medoid_not_archived,,,,
extended73|P1|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,extended73|P1|manual|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|cluster3,P1|0|B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993|manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,3,1,0,unique,dominant_with_dissent,,new_display_medoid_not_archived,,,,
extended73|P1|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,extended73|P1|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624|cluster1,P1|0|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624|manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,1,23,8,unique,supported_multimodal,,new_display_medoid_not_archived,6ef72d6a7373d51d,0.5483268565871502,0.40348139743231515,0.3703419796230577
extended73|P1|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,extended73|P1|manual|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624|cluster2,P1|0|B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624|manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,2,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,723bcf1f4f6f7bf5,,0.21793610318718704,0.20395233584387873
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster1,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,1,8,5,unique,supported_multimodal,,new_display_medoid_not_archived,27682bb9932ff2bb,0.07683736190159698,0.8325020429069864,0.8404596388509088
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster2,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,2,4,1,unique,supported_multimodal,,new_display_medoid_not_archived,10bc0a8001ac87ac,,0.7203081947267087,0.7321734963291504
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster3,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,3,3,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster4,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,4,3,2,unique,supported_multimodal,,new_display_medoid_not_archived,2794795e8c4e927b,0.0,0.6065350196408166,0.6032096021495142
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster5,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,5,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,8f36de747d064c9d,,0.44867721578317143,0.4617425456262687
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster6,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,6,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster7,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,7,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster8,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,8,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,extended73|P1|manual|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|cluster9,P1|0|UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65|manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,9,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|cluster1,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,1,18,8,unique,supported_multimodal,,new_display_medoid_not_archived,538db2a79188e4ef,0.351945343978274,0.34879815771941525,0.34130402750202493
extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|cluster2,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,2,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,738a28459a248984,,0.28078115505576307,0.27601231954476546
extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|cluster3,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,3,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|cluster4,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,4,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|cluster5,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,5,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,extended73|P1|manual|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|cluster6,P1|0|UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596|manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,6,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,extended73|P1|manual|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d|cluster1,P1|0|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d|manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,1,24,21,unique,dominant_with_dissent,,new_display_medoid_not_archived,b38098dbc883b897,0.07648789080339151,0.026846891393871197,0.026846891393871197
extended73|P1|manual|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,extended73|P1|manual|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d|cluster2,P1|0|X7HyMhZNoso_987fd31155514f6facb131bd5c14881d|manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,2,1,0,unique,dominant_with_dissent,,new_display_medoid_not_archived,,,,
extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|cluster1,P1|0|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,1,11,5,unique,supported_multimodal,,new_display_medoid_not_archived,b3315d6eb3c3734d,0.35240248338261493,0.39189785096133034,0.40133113821508193
extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|cluster2,P1|0|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,2,7,6,unique,supported_multimodal,,new_display_medoid_not_archived,053bc215116bc248,0.14166302227014635,0.252359497078522,0.2654029503636982
extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|cluster3,P1|0|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,3,4,2,unique,supported_multimodal,,new_display_medoid_not_archived,3219998f9692f834,0.3242706046838507,0.3412239771545177,0.3465253520338133
extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|cluster4,P1|0|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,4,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,84b588165daf52f3,,0.8395469999694449,0.8370847954946408
extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,extended73|P1|manual|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|cluster5,P1|0|e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,5,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,0798eb2f1686b13f,,0.7109648489305491,0.7107005981631266
extended73|P1|manual|q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,extended73|P1|manual|q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e|cluster1,P1|0|q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e|manual,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,1,24,20,unique,unimodal,,new_display_medoid_not_archived,028464efb23f49f4,0.12369694871374005,0.11809802374007117,0.11700277729484021
extended73|P1|manual|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,extended73|P1|manual|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a|cluster1,P1|0|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a|manual,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,1,24,23,unique,dominant_with_dissent,,new_display_medoid_not_archived,ba630f16a9639561,0.13753915970129296,0.08437854890511554,0.09203156409105284
extended73|P1|manual|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,extended73|P1|manual|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a|cluster2,P1|0|q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a|manual,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,2,1,0,unique,dominant_with_dissent,,new_display_medoid_not_archived,,,,
extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0,extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|cluster1,P1|0|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,1,20,16,unique,supported_multimodal,,new_display_medoid_not_archived,1c10cbd1c1cbbd74,0.18864194839773926,0.1115523772141912,0.10882553843765286
extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0,extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|cluster2,P1|0|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,2,2,2,unique,supported_multimodal,,new_display_medoid_not_archived,7485c5f92ef686bc,0.0,0.41234484398203775,0.41446331977356976
extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0,extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|cluster3,P1|0|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,3,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0,extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|cluster4,P1|0|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,4,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,aa6b631e83349cba,,0.5245919461672105,0.5257705196382585
extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0,extended73|P1|manual|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|cluster5,P1|0|q9vSo1VnCiC_e74e843601574864a14517f990c748a0|manual,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,5,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster1,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,1,11,2,unique,supported_multimodal,,new_display_medoid_not_archived,bf2aab73a5aed79f,0.22580755866457936,0.20761961827601538,0.48242648929825205
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster2,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,2,4,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster3,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,3,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,a819fde1949e375b,,0.22507614129865172,0.5398038282100414
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster4,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,4,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,b33e480dcb1ae10b,,0.3018558853428903,0.4280030770039932
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster5,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,5,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,98e8fe358da56c8f,,0.3973329946802634,0.5200385705948856
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster6,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,6,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster7,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,7,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster8,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,8,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,extended73|P1|manual|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|cluster9,P1|0|rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5|manual,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,9,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,fbc606f95f59c132,,0.24261300021142884,0.5448232640010513
extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|cluster1,P1|0|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,1,20,9,unique,supported_multimodal,,new_display_medoid_not_archived,5e86d217342bd789,0.19245978914071443,0.08313699381464268,0.08322371592755762
extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|cluster2,P1|0|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,2,3,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|cluster3,P1|0|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,3,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,extended73|P1|manual|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|cluster4,P1|0|rPc6DW4iMge_1f14902595544e389c9c910c444e79e7|manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,4,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,extended73|P1|manual|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de|cluster1,P1|0|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de|manual,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,1,23,16,unique,supported_multimodal,,new_display_medoid_not_archived,04c68d1fd4a36275,0.07529218924894995,0.02508919002573573,0.02508919002573573
extended73|P1|manual|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,extended73|P1|manual|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de|cluster2,P1|0|rPc6DW4iMge_cc15fb105d86466faafdd633f89148de|manual,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,2,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,d10e31caaec1101e,,0.4883112069694433,0.4883112069694433
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster1,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,1,8,7,unique,supported_multimodal,,new_display_medoid_not_archived,6ac5bcc2f84af656,0.17037158685861714,0.3768329205621832,0.450991553642359
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster10,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,10,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster11,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,11,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster12,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,12,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,1120d74f964c5f97,,0.2881815953903669,0.32172100843572526
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster2,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,2,3,2,unique,supported_multimodal,,new_display_medoid_not_archived,53b22edb56cc554f,0.5575053717512485,0.4170500417847238,0.4405201597174908
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster3,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,3,2,1,unique,supported_multimodal,,new_display_medoid_not_archived,a1d5efe386cf76ad,,0.4006501166431421,0.3332592686866104
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster4,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,4,2,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster5,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,5,1,1,unique,supported_multimodal,,new_display_medoid_not_archived,cd3a92cc2800b3c7,,0.49708809679271093,0.4053324489533128
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster6,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,6,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster7,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,7,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster8,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,8,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,extended73|P1|manual|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|cluster9,P1|0|rPc6DW4iMge_fbc169773c954580baea6d2798c0d486|manual,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,9,1,0,unique,supported_multimodal,,new_display_medoid_not_archived,,,,
extended73|P1|manual|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,extended73|P1|manual|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283|cluster1,P1|0|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283|manual,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,1,16,12,unique,supported_multimodal,,new_display_medoid_not_archived,c53d37eb3dacd306,0.2586789236029615,0.24073899700099421,0.4810576937656478
extended73|P1|manual|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,extended73|P1|manual|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283|cluster2,P1|0|uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283|manual,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,2,6,1,unique,supported_multimodal,,new_display_medoid_not_archived,e697a5da5e4a62fe,,0.4737412029778453,0.2657954178791332
