condition,axis,n_people,composition,point_count_disagreement,singleton_mass,within_mode_median,mode_entropy,n_supported_modes,p_early7,p_by19,p_tail,late_new
manual,Q,4,higher_axis,0.463768115942,0.483695652174,0.0575122567144,1.17410917108,0.717391304348,0.178518518519,0.178518518519,0.137037037037,0.489259259259
manual,Q,4,lower_axis,0.282608695652,0.278985507246,0.0382430208239,0.706380072401,0.891304347826,0.450387596899,0.450387596899,0.33023255814,0.252713178295
manual,Q,4,mixed_axis,0.460144927536,0.420289855072,0.0469745525699,1.05605317024,0.804347826087,0.251162790698,0.251162790698,0.18992248062,0.42519379845
manual,Q,4,random_same_panel,0.372584541063,0.389492753623,0.0460697726931,0.97203333325,0.800724637681,0.301059190031,0.301059190031,0.234267912773,0.382398753894
manual,Q,6,higher_axis,0.408695652174,0.382608695652,0.0523814056147,1.41299563377,1.08695652174,0.154074074074,0.154074074074,0.112592592593,0.381481481481
manual,Q,6,lower_axis,0.308695652174,0.234057971014,0.0398592842175,0.94760689766,1.15217391304,0.468992248062,0.468992248062,0.355813953488,0.221705426357
manual,Q,6,mixed_axis,0.423913043478,0.346376811594,0.0399770054154,1.2535258312,1.0652173913,0.273643410853,0.273643410853,0.186046511628,0.354521963824
manual,Q,6,random_same_panel,0.355193236715,0.323671497585,0.047082617351,1.21547163497,1.10507246377,0.288973868706,0.288973868706,0.207966857871,0.309772678989
manual,Q,8,higher_axis,0.398550724638,0.36451863354,0.053802327152,1.64670143137,1.30434782609,0.117424242424,0.117424242424,0.0719696969697,0.339962121212
manual,Q,8,lower_axis,0.311956521739,0.214673913043,0.0408885971233,1.1115604274,1.36956521739,0.466666666667,0.466666666667,0.392063492063,0.19623015873
manual,Q,8,mixed_axis,0.397567287785,0.340450310559,0.0426021580497,1.52085626127,1.30434782609,0.202380952381,0.202380952381,0.146825396825,0.321825396825
manual,Q,8,random_same_panel,0.354692891649,0.282867494824,0.0445831398621,1.37065056221,1.38224637681,0.25621414914,0.25621414914,0.214404079031,0.272928616953
manual,Q,10,higher_axis,0.392632850242,0.312077294686,0.0468421084361,1.76108581468,1.67391304348,0.152713178295,0.287596899225,0.152713178295,0.295503875969
manual,Q,10,lower_axis,0.309817115252,0.187016908213,0.0404888462658,1.23844378216,1.65217391304,0.405555555556,0.499206349206,0.405555555556,0.175873015873
manual,Q,10,mixed_axis,0.37757073844,0.284541062802,0.046183144567,1.58594143061,1.60869565217,0.180158730159,0.280158730159,0.180158730159,0.274126984127
manual,Q,10,random_same_panel,0.352349321371,0.255434782609,0.0440996708529,1.50069028375,1.66304347826,0.287062706271,0.403234323432,0.287062706271,0.23503630363
manual,Q,12,higher_axis,0.350505050505,0.275757575758,0.0431964219077,1.75524115454,1.8,0.152873563218,0.345977011494,0.210344827586,0.275287356322
manual,Q,12,lower_axis,0.262794612795,0.138484848485,0.0387995365131,1.26608212515,2.03333333333,0.372839506173,0.596296296296,0.434567901235,0.124897119342
manual,Q,12,mixed_axis,0.353838383838,0.266313131313,0.0421862577078,1.74758041153,1.9,0.127380952381,0.295238095238,0.2,0.257936507937
manual,Q,12,random_same_panel,0.318998316498,0.243316498316,0.0427228423845,1.57668045707,1.79722222222,0.222122122122,0.411611611612,0.302902902903,0.211327994661
