condition,axis,n_people,composition,point_count_disagreement,singleton_mass,within_mode_median,mode_entropy,n_supported_modes,p_early7,p_by19,p_tail,late_new
manual,T,4,higher_axis,0.394927536232,0.461956521739,0.0474312789315,1.08182411678,0.695652173913,0.294074074074,0.294074074074,0.228888888889,0.445925925926
manual,T,4,lower_axis,0.235507246377,0.277173913043,0.0484874535352,0.799002921035,0.95652173913,0.231851851852,0.231851851852,0.147407407407,0.264814814815
manual,T,4,mixed_axis,0.29347826087,0.298913043478,0.0350304491826,0.862585801548,0.95652173913,0.363043478261,0.363043478261,0.323913043478,0.317753623188
manual,T,4,random_same_panel,0.356884057971,0.382095410628,0.0461223360143,0.957841147619,0.80615942029,0.293831775701,0.293831775701,0.239563862928,0.376105919003
manual,T,6,higher_axis,0.411594202899,0.405797101449,0.0466249470205,1.37761593436,0.95652173913,0.228888888889,0.228888888889,0.182962962963,0.36987654321
manual,T,6,lower_axis,0.297826086957,0.323913043478,0.0439409306561,1.22484544176,1.10869565217,0.302272727273,0.302272727273,0.175757575758,0.289393939394
manual,T,6,mixed_axis,0.28768115942,0.29347826087,0.0411433248852,1.10912306631,1.08695652174,0.377037037037,0.377037037037,0.26,0.264444444444
manual,T,6,random_same_panel,0.345048309179,0.332608695652,0.0457407050067,1.23024757885,1.08514492754,0.270801526718,0.270801526718,0.193956743003,0.311174724343
manual,T,8,higher_axis,0.385093167702,0.339285714286,0.0477904133911,1.48877731112,1.23913043478,0.231060606061,0.231060606061,0.184090909091,0.329734848485
manual,T,8,lower_axis,0.297101449275,0.281832298137,0.043092613107,1.34992955178,1.34782608696,0.258914728682,0.258914728682,0.205426356589,0.232558139535
manual,T,8,mixed_axis,0.337732919255,0.324922360248,0.0459134573568,1.46688289546,1.28260869565,0.184090909091,0.184090909091,0.135606060606,0.279924242424
manual,T,8,random_same_panel,0.351341442374,0.290954968944,0.0458995934876,1.3947706101,1.36956521739,0.260227272727,0.260227272727,0.202462121212,0.276136363636
manual,T,10,higher_axis,0.377173913043,0.301690821256,0.0468568885474,1.58981372233,1.5,0.240909090909,0.325757575758,0.240909090909,0.303787878788
manual,T,10,lower_axis,0.301501035197,0.233876811594,0.0449055652654,1.40853266961,1.63043478261,0.302380952381,0.434126984127,0.302380952381,0.199047619048
manual,T,10,mixed_axis,0.371739130435,0.324396135266,0.0473545420768,1.7102431748,1.52173913043,0.199242424242,0.335606060606,0.199242424242,0.28803030303
manual,T,10,random_same_panel,0.353505291005,0.265680354267,0.0445826355765,1.52588002948,1.63405797101,0.274612403101,0.391085271318,0.274612403101,0.245439276486
semi,Q,4,higher_axis,0.185185185185,0.333333333333,0.0559627595116,0.909314930375,0.888888888889,0.262962962963,0.262962962963,0.2,0.347222222222
semi,Q,4,lower_axis,0.0555555555556,0.0833333333333,0.00865278037628,0.263617360991,1,0.705882352941,0.705882352941,0.680392156863,0.110784313725
semi,Q,4,mixed_axis,0.148148148148,0.236111111111,0.0481005861602,0.614243923461,0.888888888889,0.361111111111,0.361111111111,0.235185185185,0.225925925926
semi,Q,4,random_same_panel,0.216049382716,0.192515432099,0.0339660261707,0.606660151293,1.01851851852,0.363942307692,0.363942307692,0.298237179487,0.187980769231
semi,Q,6,higher_axis,0.211111111111,0.222222222222,0.0508490868149,1.08868958928,1.33333333333,0.401960784314,0.401960784314,0.170588235294,0.250326797386
semi,Q,6,lower_axis,0.101851851852,0.087962962963,0.00820694982085,0.328590341435,1,0.625,0.625,0.558333333333,0.0805555555556
semi,Q,6,mixed_axis,0.138888888889,0.17962962963,0.0419308561825,0.804250557067,1.16666666667,0.413725490196,0.413725490196,0.225490196078,0.173202614379
semi,Q,6,random_same_panel,0.224691358025,0.185030864198,0.0286359362793,0.817153059813,1.16203703704,0.308415841584,0.308415841584,0.177227722772,0.167216721672
semi,Q,8,higher_axis,0.201058201058,0.208333333333,0.0515177518839,1.34143178962,1.66666666667,0.26862745098,0.26862745098,0.13137254902,0.221078431373
semi,Q,8,lower_axis,0.107010582011,0.0555555555556,0.00573025991494,0.333363178794,1.11111111111,0.672916666667,0.672916666667,0.625,0.0625
semi,Q,8,mixed_axis,0.124603174603,0.166666666667,0.0357092385175,0.93957009896,1.33333333333,0.43137254902,0.43137254902,0.223529411765,0.152941176471
semi,Q,8,random_same_panel,0.209005731922,0.149470899471,0.0268984135032,0.848352873903,1.2962962963,0.317326732673,0.317326732673,0.220297029703,0.141377887789
semi,Q,10,higher_axis,0.21512345679,0.184567901235,0.0445418064836,1.40171222592,1.83333333333,0.209803921569,0.441176470588,0.209803921569,0.166666666667
semi,Q,10,lower_axis,0.149029982363,0.0783950617284,0.00758666295589,0.45497714995,1.11111111111,0.61875,0.716666666667,0.61875,0.07875
semi,Q,10,mixed_axis,0.151322751323,0.152469135802,0.0276533285446,0.976907272822,1.44444444444,0.34,0.604444444444,0.34,0.120888888889
semi,Q,10,random_same_panel,0.224254115226,0.147286522634,0.0231391094596,1.0178883309,1.51388888889,0.301326699834,0.507131011609,0.301326699834,0.137711442786
semi,Q,12,higher_axis,0.251515151515,0.191077441077,0.0409327726539,1.56408288278,2,0.117647058824,0.33137254902,0.160784313725,0.17614379085
semi,Q,12,lower_axis,0.181930415264,0.0796296296296,0.00718781334154,0.567137682585,1.22222222222,0.525,0.71875,0.660416666667,0.0871527777778
semi,Q,12,mixed_axis,0.161784511785,0.141077441077,0.0259936027524,1.00898732657,1.5,0.262222222222,0.591111111111,0.422222222222,0.105925925926
semi,Q,12,random_same_panel,0.211045641601,0.13064674523,0.0247309024036,1.0358742445,1.63425925926,0.202577319588,0.484879725086,0.323024054983,0.117382588774
semi,T,4,higher_axis,0.12037037037,0.115740740741,0.0330427603269,0.34608744214,1,0.658823529412,0.658823529412,0.517647058824,0.117647058824
semi,T,4,lower_axis,0.314814814815,0.0833333333333,0.00880751144194,0.492648263709,1.22222222222,0.444444444444,0.444444444444,0.416666666667,0.117592592593
semi,T,4,mixed_axis,0.287037037037,0.087962962963,0.011887370601,0.443038136464,1.16666666667,0.529411764706,0.529411764706,0.521568627451,0.102941176471
semi,T,4,random_same_panel,0.212962962963,0.172453703704,0.0229307384747,0.550348075682,1.02314814815,0.420673076923,0.420673076923,0.374038461538,0.18125
semi,T,6,higher_axis,0.194444444444,0.183333333333,0.0304951787875,0.735212127828,1.11111111111,0.416666666667,0.416666666667,0.3,0.166666666667
semi,T,6,lower_axis,0.318518518519,0.111111111111,0.00909577067049,0.813004029382,1.44444444444,0.266666666667,0.266666666667,0.101851851852,0.129012345679
semi,T,6,mixed_axis,0.225925925926,0.0759259259259,0.0156248292421,0.490387363811,1.22222222222,0.474509803922,0.474509803922,0.360784313725,0.0823529411765
semi,T,6,random_same_panel,0.22299382716,0.150308641975,0.0182314043815,0.700066251986,1.16203703704,0.41045751634,0.41045751634,0.258823529412,0.14591503268
semi,T,8,higher_axis,0.148148148148,0.135912698413,0.0218342400745,0.672030501261,1.16666666667,0.389583333333,0.389583333333,0.354166666667,0.115104166667
semi,T,8,lower_axis,0.28373015873,0.0912698412698,0.00948956808957,0.775055773544,1.44444444444,0.339583333333,0.339583333333,0.245833333333,0.0875
semi,T,8,mixed_axis,0.25462962963,0.0694444444444,0.0173929142532,0.618605276886,1.38888888889,0.523529411765,0.523529411765,0.337254901961,0.0955882352941
semi,T,8,random_same_panel,0.221175044092,0.128637566138,0.0181278399424,0.744944705795,1.26388888889,0.33470790378,0.33470790378,0.253264604811,0.113788659794
